작성자,내용,별점,작성일
Dal Young Kim,"수락산은 서울의 상계동, 경기도의 의정부시와 남양주시 별내면의 경계에 있는 산이다. 금류, 은류, 옥류 폭포가 있고 수락산 유원지 계곡엔 시원한 물줄기가 흘러 무더위를 식히고 물놀이하기에 좋은 장소이다.  암릉구간이 많고 전망이 좋아 사시사철 등산객이 끊이지 않는 명산이다.",별표 5개,4년 전
MG X,촬영포인트 많고 무난한 코스~ 청학밸리-금류폭포-내원암-수락산주봉-기차바위-칠성대-영락대-향로봉-청학밸리,별표 4개,3년 전
天野黒,올라갈수록 가파르고 스릴 있어 좋았습니다. 등산 입문에 좋을 듯 합니다.,별표 5개,1달 전
아임프롬프롬퐁,"5년만의 등산, 분명 주동자는 산책 코스라 했었다... 전날 과음후 산올라가다 헛 구역질 3회, 땀 한 바가지 쏟고 간신히 정상에 올라 맑은 공기로 해장!",별표 5개,5년 전
김상철,힘들지는 않지만 겨울에는 북쪽에있어 찬바람이 온몸을 파고드는 추위를 감수해야한다 암릉과 소나무가 보기좋게 어우러진게 특징이었다,별표 3개,7년 전
레인메이커Rainmaker,멋진 풍경이 살아있는 수락산 코스 등산 매니아들이라면 꼭 찾아봐야할 명산이죠~,별표 5개,5년 전
최진석,"7월 26일 다녀온 등산. 장마라 어디가기도 힘든데, 어째 주말은 비가 멈춰 주더라. 나는 바위 많은 산이 좋다. 가파르고 위험하지만 시야가 트여 있고 아름답다.",별표 5개,5년 전
tobias Kim,남양주시 별내면 청학리 수락산 좋아요,별표 5개,10달 전
ᅳ천 년을 품은 달의 편지,당고개역에서 학림사 방향으로 시작해서 도솔봉다녀옴 그닥 힘들지않고 편하게 오를 수 있어서 좋았다,별표 5개,3년 전
Jookyung Lee,"만만한 산이 아님,바위산으로 서울근교의 산중에 관악산과 유사한 느낌의 산.",별표 4개,5년 전
YP-MO,멋진 바위산. 북쪽은 산이 꽤 험하다.,별표 5개,6년 전
서조나단,남양주 방향 기차바위 타기,별표 4개,8달 전
Eun Bae,잼있고 좋은산,별표 5개,4달 전
최두진,당고개역에서 출발한 명산100산 서울근교의 명산,별표 5개,7년 전
김영삼,명산 100에 속할 만큼 유명한 山. 바위가 많아 안전에 유의해야 하지만 그 만큼 한발 한발 내디딘 만큼 좋은 경치를 보여 줌. 통상 휴식시간 포함해서 왕복 4시간 정도 생각하면 됨.,별표 4개,6년 전
HUN KIL CHOI,가족 아이들과 함께하는 수락산 산행은 언제나 즐겁다.,별표 5개,2년 전
조재완,비를 뚫고 다녀올만큼 좋았습니다.,별표 4개,1년 전
통통,힘들게 올라왓는데 경치가 환상이네요.,별표 4개,4년 전
하나린푸르미르,서울과 의정부에 위치한 산입니다.,별표 4개,6년 전
임박이경호건,경치가 좋아요 남양주 별내와 의정부동이 한눈에 보입니다,별표 5개,2년 전
Hugh Park,아름다운 수락산 깔딱고개 운동잘했습니다 ㅎㅎ,별표 5개,2년 전
연이,하필 힘든 코스로 잘못올라가서ㅜㅜ 정상은 못갔지만 정상같은 곳에서 뷰보고옴ㅎㅎ,별표 5개,3년 전
김태훈,수락산역에서도 올라갈 수 있고 당고개역에서도 올라갈 수 있는 산으로 암반으로 되어 있어 오르는데 조금 힘든 산입니다 정상을 주봉이라 부르는데 태극기가 있는 바위 밑에 정상 표식을 해 두었습니다 정상을 넘어 장암역쪽으로 내려가는 길도 있습니다,별표 4개,5년 전
Shadrack Tab,암벽이 아름다운 산,별표 5개,1년 전
이경열,도심에서 가까운 사계절 멋진 산 입니다.,별표 5개,4년 전
YK J (자유대한민국),가까이 이런 멋진 산이 있었다.,별표 4개,2년 전
SungKun Lee,역사가 깊은 산이다. 수도권 시민들이 많이 찾는 산이다. 오르내리는 등산로가 많은 산이다. 계절마다 변하는 아름다운 산이다!,별표 5개,1년 전
기분좋아,"도봉산,북한산에 비해 오르기 무난함. 전망 좋음.",별표 5개,수정일: 6년 전
김장운,서울 북부지역의 도봉산을 마주하고 있는 서울시민의 건강을 챙길수 있는 좋은산입니다.,별표 4개,7년 전
Maekgguk Hong (Dosik King),오르는 재미가 있는 산,별표 5개,4년 전
김동오,미세먼지 없으면 전망 정말 좋음.,별표 5개,4년 전
Jung재영,등산초보를 반겨주는 산이네요,별표 5개,수정일: 5년 전
손원준,동네뒷산치고는 힘듬 보람은 크다,별표 5개,4년 전
김승환,여느산 안 부럽다~~,별표 5개,3년 전
바람따라서,노원의 뒷산. 아름다운 산.,별표 5개,8년 전
정동구,돌산이라 힘겹지만 오르고 나면 웃음만 나온다,별표 5개,4년 전
프링글쎄?,"수락산역에서 올라 기차바위를 타고 하산하거나 불암산까지 연계산행하면 좋습니다. 청학리쪽에서 올라가면 좋은데 그쪽은 대중교통 접근성이 떨어집니다.온갖 바위들이 있어 즐거움을 더해줍니다. 도솔봉도 한적해서 좋고, 접근성도 좋습니다.",별표 4개,6년 전
youngseob Kim,BAC100대 명산,별표 5개,4년 전
JINK,장암역에서 출발해서 수락산역으로 하산하는 코스입니다. 재미있구요. 하산 1/3지점이 지난 후부터는 즐거운 다운힐 코스입니다.  트레일런 하시는분들 한번 가보세요. 참 재미있습니다,별표 5개,7년 전
Plum Lee,서울이 한눈에 들어오는 좋은 산. 세네시간으로 왕복할 수 있고 암벽등반하는 기분을 낼 수 있다.,별표 4개,7년 전
두손모아,명산중에 명산 기차바위가 유명해요,별표 5개,7년 전
Hyung do Kim,기차홈통바위로 유명한 서울 도심지 명산 중에 하나! 덕릉고개~기차바위~장암역(7호선)으로 하산하는 코스도 있다.,별표 5개,6년 전
노시경 TRAVEL,"정상 근처 오르막길은 경사가 급해서 꽤 힘듭니다. 수락산 정상의 화강암 바위들은 가히 일품입니다. 정상에 서면 도봉산, 북한산, 불암산의 능선이 한눈에 들어옵니다.",별표 4개,3년 전
남성이승대,다양한 바위의 조각품이 전시된 자연그대로의 전시장임. 대신 고통의 산행이 요구되며 특히기차홈통바위에서의 직접체험을 통해 자신을 테스트해보는 경험을 느껴보시기  바랍니다.단 안전은 필수입니다.입구에서 119요원들의 치료및헬기후송을 봤읍니다.절대 안전하세요!!,별표 4개,4년 전
박기원 (흑홍초),전철타고 접근성이 뛰어난 산 기차바위 투구바위 등 많은 바위와 팔당 잠실타워  북한산 도봉산 의정부 까지 볼수있는 산입니다,별표 5개,4년 전
Pilwoon Kang,7호선 수락산역에서 2시간 반정도면 정상에 오를수 있음 암릉과 각종 바위가 멋진곳임,별표 4개,6년 전
Hancho,20200808 블랙야크 100대 명산 3좌. 예전에 많이 갔던 수락산. 혼자 다니기 시작한 후로 다시 방문. 제일 친숙한 산이라 생각 됨. 다음에는 정상 밑에 있는 식당에 가봐야 겠다.,별표 5개,4년 전
한주영,"C 서울 근교의 좋은 등반코스를 가진 산. 경치도 좋고, 올라가는 길도 적당히 재미도 있음.",별표 4개,4년 전
강대선,단풍 보시러 멀리 가실 필요 없이 수락산에 가시면 단풍놀이 체험을 훌륭히 하실수 있습니다!,별표 5개,3년 전
이을식,언제나 붐비는 등산객들 계곡물이있어 여름에는 시원한 물이항상흘러 많이찿는곳이다,별표 5개,수정일: 7년 전
아까끼,데크가 불안함,별표 4개,수정일: 2년 전
Donkiote Sseo,그냥좋인,별표 4개,2년 전
DynamiteKorean,생각보다 어려운 등산로여서 놀랬지만 재밌었어요.  It was tough than I thought first but fun and exciting.,별표 5개,4년 전
임성식,등산 하게 따 좋아요~~햇돌이 보기 최고인듯,별표 3개,2년 전
원주연,정상 다녀왔습니다 저는 힘들었습니다 그러나 정상을 찍고 나니 등산 하는 이유를 알겠습니다,별표 3개,6년 전
민산나리,24친구들과~^^~,별표 5개,7년 전
Sangki Cho,신비한 바위. 아름다운 단풍나무. 시원한 바람. 멀리까지 보이는 도시 전경.,별표 5개,5년 전
평범한인간,등산하기에 딱좋은곳. 노원 시내가 다 보임.,별표 5개,7년 전
석형,멋진바위가 즐비한 명산입니다. 눈호강 하실거예요,별표 5개,4년 전
이성구,불암산과 맞닿은 산으로 절경이 예술. 5산 종주의 길목이기도 합니다,별표 5개,7년 전
최우람,접근성이 쉽고 코스가 비교적 간단한곳이 많아서 좋아요,별표 5개,6년 전
최성원,명산이예요,별표 4개,6년 전
Hs Lee (이해수),너무 멋진 하늘 뷰 구름과 바람 그리고 빛.,별표 5개,2년 전
물보라,언제라도 달려갈수 있는 아름다운 산 입니다.,별표 5개,5년 전
대한보인,아기자기 재미있는 산 수도권에 살아서 참 좋다고 느끼게하는 산,별표 5개,7년 전
꼬부기왕,힘들고 위험하지만 아주 멋있는 곳입니다,별표 4개,4년 전
한은수,전철타고 산행할수 있는 명산입니다,별표 5개,5년 전
이용진,산이 아기자기하니 이쁘고 오르는데 아주 힘들지가 않아 좋다,별표 4개,6년 전
정명영,산새가 아름답고 등산이 그리 어렵지 않음.,별표 5개,5년 전
Jae cheol Yang,가벼운 등산을 하기 좋은 산.,별표 5개,5년 전
나내운,경치가좋고 산세가 보기좋은 장소입니다,별표 4개,6년 전
박효철,너무나 멋진 산! 깔딱고개 내려올때 스릴감!,별표 4개,6년 전
김명식,바위가 많아 올라가기 좀 힘들어요 힘든 만큼 경치는 좋아요,별표 4개,6년 전
조효영,나의 건강을 유지하기위해 꾸준히 뒷산을 오르내린다.,별표 5개,6년 전
남정찬원,전망좋고ㆍ바위삱이뻐요.,별표 4개,6년 전
준준,겨울보다는 여름이 좋은 산,별표 4개,7년 전
박기채,등산하기 딱 좋아요,별표 4개,6년 전
유주현,하급자에게 좋은산 길만  안잃어  버리면,별표 5개,4년 전
남김덕성,산행하기좋은 멋진산,별표 4개,수정일: 5년 전
아싸된장,먹고 마시고 단체 산행자들의 모습이  영 아닙니다!,별표 2개,5년 전
이춘수,멋져요,별표 4개,7년 전
날아라,올라갈만하고 경치가좋음,별표 4개,4년 전
Kwak Ken,서울 노원구 대표적인 명산,별표 4개,7년 전
Jaewook Lee,바위가 재미있는 산이죠,별표 5개,6년 전
황남식,정상표지석이 없어졌어요,별표 5개,3년 전
곽성진,교통편도 좋고 산도 좋고~,별표 4개,5년 전
FengYun park (아빠야),아주편하고 기분전환 꿋,별표 5개,4년 전
이경규,수도권의 아기자기한 산들중의 하나,별표 4개,8년 전
Steve Kim,북부 서울 소재 멋진 산,별표 5개,6년 전
애플비,등산,별표 5개,8년 전
이규열,언제가도 좋은곳,별표 5개,7년 전
김대길,등산하기 좋습니다,별표 5개,5년 전
Hosub Seo,기차바위,별표 5개,7년 전
정순영,산이 멋있어요,별표 4개,6년 전
나준용,아내의 추천으로 다녀옴,별표 5개,8년 전
짱Alice&Billy,멋진 경치 그리고 건강,별표 3개,8년 전
"쉴레이만은 솔로몬, 유수프는 요셉",서울에서 북한산 다음가는 산,별표 4개,6년 전
Edward Sangkyu Seo,기차바위 코스 강추,별표 4개,수정일: 4년 전
김철수,설경이 좋아요,별표 5개,7년 전
권영국,기암괴석이 많음.,별표 5개,6년 전
박진희,초보도  갈수있어요,별표 5개,6년 전
구창완,아주 좋아요,별표 4개,2년 전
Donald Kay,어수선한 정상. 뷰는 굿,별표 3개,6년 전
Taek-soo Kim,지하철내리면 바로갈수있음,별표 5개,8년 전
Lemmy Ma,높진않지만 제법 큰 산,별표 5개,7년 전
박재영,오를만해요,별표 4개,5년 전
Nine 14 May,괜히 유명한 곳이 아닌 듯,별표 5개,6년 전
from 16,아주 좋네요!,별표 5개,6년 전
최원석,수락산 주봉,별표 5개,6년 전
John park,경치좋습니다.,별표 5개,3년 전
박상운,좋아요 ㅡ,별표 5개,7년 전
원정훈,등산하기 좋은산,별표 3개,7년 전
MunHwan CHOI,단풍 시즌,별표 5개,6년 전
의정부고산부동산,내가 사랑하는 수락산,별표 5개,7년 전
Anagami불수도북초봉영 (Anagami),서울4대명산,별표 4개,6년 전
정세림,좋아요~,별표 5개,5년 전
Ian Jeff,근교의 명소,별표 5개,4년 전
정정진,자유로움,별표 5개,5년 전
이건해,근교 계곡,별표 5개,6년 전
free ton,좋음,별표 2개,6년 전
전경자,이유읍습니다~~,별표 5개,6년 전
장성수,적당한  산행,별표 5개,6년 전
산호섬,최고.,별표 5개,6년 전
우희숙,ㅇㅇ,별표 4개,6년 전
이신휘,서울.의정부시,별표 3개,6년 전
Steve M,괜찮은 산행,별표 4개,7년 전
한만수,수락산,별표 4개,6년 전
양삼열 (갬블 마스터 양),조아요,별표 5개,6년 전
임명순,멋집니다,별표 1개,7년 전
융합생화학자,거친 명산,별표 5개,8년 전
조현호,블랙야크명산,별표 4개,7년 전
한승기,수락산 산행,별표 4개,5년 전
김현호현호,공기짱,별표 5개,7년 전
Nanumir K,🌝🌝🌞😳😘…,별표 5개,7년 전
양영규,느겨보셔,별표 4개,7년 전
도현기,😍😍😍…,별표 5개,7년 전
이재윤,좋아요,별표 4개,7년 전
d. kurn,좋은 산책로..좋은 전망도 있습니다. 하지만 정점이 좁아서 만족할 때까지 즐길 수가 없어요. 정상에 음료수를 판매하는 분이 있으니 물이 더 필요하더라도 걱정하지 마세요. 산책로 중간에 파전가게도 있습니다. 물에 발을 담그고 즐길 수 있습니다.,별표 5개,2년 전
David Cy,좋은 길. 옆길은 잘 정비되어 있지 않기 때문에 메인길에 머무는 것을 추천합니다. 쉽게 시작하다가 중간에 정말 가파르게 됩니다.,별표 5개,1년 전
