작성자,내용,별점,작성일
김공주,공원을 더 밝게 했으면 좋겠습니다,별표 4개,4년 전
이원범,"할아버지들이 많으시고, 장기/바둑이 판이 진행됩니다",별표 4개,4년 전
김철민,냄새나고 노숙자 천국이네요 밤에는,별표 4개,4년 전
인귀,지나가다가 화장실사용했어요 개방화장실 감사감사,별표 5개,5년 전
하원수,좋아요.더운물도나옴!허허허,별표 3개,4년 전
아몬드,환경자원센터 냄새가 너무 심함,별표 2개,6년 전
Dean James,그냥 올만한데 가끔 악취가나요,별표 4개,8년 전
김효진,소각장 냄세가 남,별표 1개,5년 전
수호천사SUHO1004,시설 너무 좋아요~~,별표 5개,4년 전
김도협,위안부 소녀상이 있는 한가한 공원,별표 4개,4년 전
ho Lee,흔치않은 휴식공간,별표 5개,4년 전
ひまわり,깔끔해서좋아요.,별표 5개,5년 전
Kyeong Ik Lee,이상한 냄새나는 공원..,별표 3개,8년 전
Clip Art,우리 개가 줗아하는곳,별표 5개,7년 전
이중기,공원이깨끚하네요!,별표 4개,4년 전
그린오렌지,작지만 좋아요.,별표 4개,6년 전
박성우,용두역 근처라서 좋습니다,별표 5개,수정일: 7년 전
이용구,복잡한 곳의 숨쉴 공간,별표 3개,6년 전
Fix Ma (아무도),화장실이 있음,별표 4개,6년 전
NAME NO,가끔 행사도해여,별표 5개,6년 전
정진수,강아지와 산책을,별표 5개,5년 전
매너킬,장말 맛있어여,별표 5개,4년 전
전은규,휴식하기좋음,별표 4개,6년 전
이재식,아주 좋음,별표 5개,4년 전
Yujin Chang,좋다,별표 5개,3년 전
이계욱,괜찬아요,별표 4개,4년 전
박승배,좋아,별표 5개,6년 전
엘리,굿,별표 5개,4년 전
이은규 (legstar),좋아요!,별표 4개,4년 전
주창표,그냥 지나쳐도 될듯한 장소,별표 2개,8년 전
soonho bae,굳,별표 5개,5년 전
백승훈,노숙자들의 본거지,별표 1개,4년 전
WOONHAK CHOI,강아지와 간책,별표 4개,6년 전
머하지영,개똥냄새 개심함,별표 3개,4년 전
원종화 (Uke),조아효!!!,별표 5개,6년 전
Jaehong Min,동네공원,별표 3개,6년 전
김은혜,조용하다,별표 3개,7년 전
Peter Yu (Peter),아아?,별표 5개,6년 전
유숙영,좋아요,별표 4개,4년 전
sondong Kim,좋아요,별표 5개,수정일: 4년 전
이현주,좋다,별표 5개,6년 전
NMT TV,"어린이를 위한 놀이 공간이 있고, 바로 옆에 대형 슈퍼마켓이 있습니다.",별표 5개,6년 전
叶bo,꽃이 피고 있어요,별표 5개,4년 전
Francois van Zyl,꼭 봐야 할 한국 역사의 아름다운 프레젠테이션,별표 5개,6년 전
