작성자,내용,별점,작성일
김남식 (무명지산),"어둠, 운무 속에 아무것도 봉지않지만 바람에 살짝 걷히는 운무 뒤로 보이는 남양주와 노원구쪽 야경 매력있다.",별표 5개,2년 전
구리의지혜CoWise,그리 높지도 낮지도 않은 산. 해발 510m. 맑은 날 오르면 제법 멀리 볼 수 있습니다. 폐쇄된 등산코스 구분이 명확치 않아서 초행길엔 정상에 오르고 하산할 때 살짝 길을 잃어버릴 수도 있으니 주의하세요~,별표 4개,6년 전
이민정,"화랑대역에서 출발해서 정상 찍고 상계역으로 내려옴. 우선 화랑대력에서 입구까지 꽤 걸어야되서 버스타고 이동 추천드림. 화랑대역에서 정상까지 둘레길이 잘 만들어져서 되게 쉽다고 느꼈고, 정상까지 가는 바위가 좀 무서운 정도? 정상에서 뷰는 사실 아파트뷰 ㅎㅎㅎㅎㅎㄹㅎ 내려올 때 월계역 방향으로 내려왔는데 둘레길 만드는 중이라 내려오는 길이 험했음. 정상에서 싸온 음식 먹고 하니 4시간 정도 소요됨. 꽤나 재밌는 등산이어서 등린이들에게 추천.",별표 4개,2년 전
Sun L,등산시간은 오래 걸리지는 않음. 산행 내내 경사가 있어 올라갈수록 시아가 뻥뚫리고 도심을 내려다 보는재미가있음.,별표 5개,3년 전
ms (b12k),상계역에서 올라 당고개역 쪽으로 내려 왔습니다. 조금만 올라도 경관이 좋은 바위산 입니다. 정상에서 보는 뷰가 시원 합니다.,별표 4개,2년 전
Andrew,매번 불암사주차장에 주차하고 올라갑니다. 주차장이 넓어서 주차 못할일은 거의 없고요. 불암사>>불암산성>>깔딱고개>>불암산 정상.. 이코스로 가고요. 정상까지 대략 1시간 걸리네요 돌계단이 많은편이고 초등학생도 쉽게 올라갈정도예요 아차산이 난이도 1이고 북한산이 5면 대략2.5정도.. 제 개인 의견입니다.  아이와 잠깐 갔다오기는 최고인것 같네요.,별표 4개,3년 전
해바라기,"초입이 너무 멀고,깔닥고개,죽음의계단이 있지만 그래도 안전하게 정상으로 인도하니 이 얼마나 고마운가?날씨가 좋아서인가?사람이 너무많아 ㅠ",별표 5개,4년 전
박철훈,살던 동네라 자주 다니던 산 짧고 굵게 즐기기 좋으며 뷰도 엄청 좋은편 중간중간 나오는 주점(산장)에서 막걸리도 먹어봐야지,별표 4개,4년 전
이강열,바위산의 매력이 있어요.. 처음 와봤는데..담에도 오고싶네요..,별표 5개,4년 전
김민수,돌이 많고 바위가 많아 그리 권하지는 않습니다.,별표 3개,4년 전
Kim,경사가 좀 있긴하지만 등산로 정비가 잘되어 가볍게 운동하기 좋은산. 서울 야경이 멋진산 입니다,별표 5개,3년 전
안세영,적당한 난이도와 다양한 코스가 매력적인 산입니다,별표 4개,2년 전
인공지능,오르내리는 길이 가파른 곳이 있어 조심해서 산행해야 할 것 같습니다. 옆으로 흐르는 물은 맑고 깨끗해 보였습니다.,별표 3개,4년 전
오로지,5등산로 1.9km만 급경사 1시간 올라가면 정상,별표 5개,6년 전
Bruce Lee,짧지만 멋진 풍경의 불암산 정상,별표 5개,1년 전
CR OK,"아주 오래 전에 갔던 불암산. 불수사도북ㅡ불암산, 수락산, 사패산, 도봉산, 북한산ㅡ 5개의 산이 이어져 있는데 더 늦기 전에 이 코스로도 가보고 싶다.",별표 5개,4년 전
john jeong,"간만에 정상까지 갔더랬죠. 약간의 미세먼지로 깔끔한 뷰는 아니지만, 정상 갔을 때 그 기분 다들 아시죠?",별표 5개,4년 전
솔고래,정상 주변 암석이 많고 중간중간에 산이름답게 바위가 많으나 올라오면 전망도 좋고 초심자들도 재밋게 오를수 있을것 같다. 헥헥. 힘들다,별표 5개,4년 전
Michael Chang,오랜만에 500넘는 산 올라가니 좀 힘드네요. 정상의 맛은 좋네요.,별표 5개,1년 전
홍소양강,서울의 5대산(불수사도북)중에 제일 낮은(508m)초보들도 등반하기 좋은 산,별표 4개,6년 전
윤용길,아이들이 어렸을때 먹고을로 이사가서 이십년 이상살면서 가까운곳이라서 자주가던 불암산입니다 그때 생각도들고 지금도 멀지 않아서 가끔 가고 있어요,별표 5개,4년 전
녹색걷기,산 정상부에 있는 큰 바위가 마치 부처님의 모습을 닮았다고 하여 불암산이라고 부르게되었다. 높이는 509.7m이며 필암산(筆岩山)·천보산(天寶山)이라고도 한다. 산의 능선은 남북으로 이어진 방향인데 서울시 노원구 중계동과 경기도 남양주의 경계를 이룬다.,별표 4개,1년 전
한일희,정상까지 한시간 오르기편하고 낮아도 뷰만은 최고임,별표 5개,5년 전
Son Eric,불암산 아기자기한 ...산 즐거움을 주는 곳,별표 4개,4년 전
YK J (자유대한민국),우리 기둥과 불암산 등산 & SOTA,별표 3개,2년 전
송큐,정상에서는 역시 컵라면,별표 4개,5년 전
김관동,노을이 아름다운 곳,별표 5개,2년 전
Hojoon Lee,서울에서 쉽게 접근할 수 있는 산중하나로 예전과 다르게 정상부까지 계단이 설치되어 있어 정상에 쉽게 오를 수 있다,별표 5개,8년 전
구름구름,"⛰ 불암수락 연계산행 👣 백세문-깔딱고개-불암산정상-덕릉고개-도솔봉-수락산정상-기차바위-도정봉-동막골-회룡역 🚩 약 17km, 8시간 소요 (사진찍는시간 제외)  ※ 불암산⛰ 및 철쭉동산🌸 질의응답  Q. 거북산장 메뉴는 무엇이 있나요? A. 막걸리(0.5), 컵라면(0.3), 오뎅(0.2), 물(0.2), 커피(0.1), 칡즙(0.2)이 기재되어 있었습니다. Q. 거북산장 위치는 어디쯤인가요? A. 정상부 이전 200m~300m 가량에 위치합니다. (정확한 거리 파악 후 산정한 정보가 아니니 참고만 부탁드립니다.) Q. 철쭉 개화율은 얼마나 되나요? A. 4월 24일 기준 70% 남짓이었습니다. 불암산 철쭉동산은 산정에 위치한 것이 아닌, 등산로 초입부에 위치해 있습니다. 즉, 서울 여느 곳에 철쭉이 피어있다면, 여전히 불암산 철쭉동산은 철쭉이 있다고 봐도 무방합니다. Q. 철쭉만 보려면 원피스 입고 가도 되나요? A. 네, 충분히 가능합니다. 대공원, 서울숲 등을 지표로 생각하시면 됩니다. Q. 이번 주말도 철쭉이 있을까요? A. 있으리라 조심히 예상해 봅니다. 필자라면 방문할 듯 싶습니다. Q. 주차는 편리한가요? A. 주차장이 잘 되어 있기는 하나, 축제 기간에 인파가 몰리기 때문에, 개인적으로는 대중교통을 추천합니다. 단지 안내요원 지시에 따라 갓길 주차도 가능합니다. Q. 등산 난이도는 어떻게 되나요? A. 별 5개 기준 난이도가 2에서 3 남짓 되지 싶습니다. 다만, 화강암 기반인 산이며, 암릉 구간이 제법 있기에 접지력이 좋은 등산화는 필수입니다.",별표 4개,수정일: 3년 전
yeah HAN,높이 503mm;;?정도 됩니다 별내쪽으로 올라 갔는데 음지라 그런지 모기랑 날벌레들이 좀 많아요^^ 안내판에 여러 코스가 있습니다. 저는 두시간 코스를 이용했습니다만 카메라 장비도 무겁고 해서 두시간 반정도 걸렸구요 하산은 50분 걸렸습니다. 다음날 종아리 아랫부분이 아프네요 ㅋ 모두 조심히 다니세요^^,별표 5개,4년 전
Hyung do Kim,"말이 필요없는 서울 도심의 좋은 산 중에 하나이자, 강북5산종주의 시작점이기도 하다.",별표 5개,6년 전
데이데이,구름한점없는 새해 첫 날 불암사코스로 다녀옴 깔딱고개쪽으로 빠르게 치고 올라가면 정상까지 40분 정도면 도착함,별표 5개,4년 전
fox kr,당고계역 서울 둘레길,별표 5개,6년 전
정승민,등산로가 잘 되어진 곳. 정상 이정표도 혼란스럽지 않게 잘 되어 있다.,별표 5개,2년 전
한주영,"CY 그다지 높은 산은 아니지만, 적당히 산행하기 좋은 산. 가는 길의 석천암도 들러볼만함. 정상에서 경치도 아름답고 좋음.",별표 4개,4년 전
이주형,운동시설이 많고 무엇보다 가족과 같이 가면 좋고 추억도 쌓을수 있어요,별표 5개,3년 전
후추는토이푸들,비온뒤에 불암산은 너무 멋지고 황홀했습니다~,별표 5개,2년 전
청심,험하지않고 둘래길을 돌는되 경치도좋구- 숲속도서관도있구 좋았어요,별표 2개,4년 전
김상태 (왕십리),바위많고 뷰가 좋은 산 높지는 않지만 초보등산에 적당한듯,별표 4개,3년 전
KJ. Kim,서울 경기 근교 중 가장 편안하게 오를 수 있는 곳,별표 5개,4년 전
부가세포함,서울근교 야경맛집,별표 5개,2년 전
제임스딘,정상까지 높지 않지만 좀 가파릅니다 정상에서 본 경치는 최고에요,별표 4개,4년 전
선구자,광활한 바위가 섬찟해요,별표 5개,4년 전
이산,서울의 좋은 산 중 “하나”,별표 5개,1년 전
최태규,불암산에 있는 석천암입니다! 불암산 등산도 하시고,별표 5개,3년 전
고성구,아주조아...,별표 5개,4년 전
구은서,20110912 완등,별표 4개,7년 전
위문장,진짜 특이한 살면서 한 번 본 저것....돌아갈 것....,별표 2개,2년 전
YUN Media,2021년 1월 24일 불암산에서 바라본 북한산,별표 5개,4년 전
juneui kang,멋있고 포근하고 때론 웅장하고 암튼 좋다~,별표 5개,3년 전
김삼용,서울 동북부에 위치해있으며 아름다운 산입니다.,별표 5개,6년 전
HyungJoon Lee,대부분의 사람이 아는 쉽게 산행 가능한 곳,별표 5개,4년 전
chaplain59 inquiry,별내동 풍경은 불암산이 하드캐리 함,별표 5개,4년 전
안균철,독특한 바위들이 인상적인 산이다,별표 4개,8년 전
HC Lim,왕복2시간 좀짧네요,별표 4개,4년 전
SJ,가볍게 산책 하기 좋은 산이에요.,별표 4개,4년 전
오억식,릿찌하기 좋은 암벽이 많아요,별표 3개,4년 전
tobias Kim,멋있는 산!,별표 5개,수정일: 2년 전
권영국,쉽게  접근이  가능하고  경치가  좋음.,별표 5개,6년 전
Daehwan Kim,서울 근교에서 최고,별표 5개,2년 전
S.H,바위가 인상적인 산,별표 4개,7년 전
Su In Park,경치가 아주 좋아요,별표 5개,5년 전
이성구,늘 마음에 두고 아끼는 산,별표 5개,8년 전
아싸된장,흐린  날씨지만 작은눈발속 산행 ~~~^^,별표 5개,5년 전
김경환,헬기장 불암산성 정상,별표 5개,4년 전
이금자,너무좋아요.불암산~~~^^,별표 5개,8년 전
유영훈,마음의 휴식처^^,별표 5개,2년 전
한승기,"불암,수락산 종주산행",별표 4개,5년 전
Byul (별),바위가 많다,별표 4개,3년 전
공태운,와진짜멋잇다,별표 5개,6년 전
안드로구글러,근교 산행으로 적절,별표 5개,6년 전
李基喆,가까운 공원,별표 4개,5년 전
Jay Kim,최고,별표 5개,6년 전
손준오,바위산,별표 5개,3달 전
양기영,좋타....,별표 5개,3년 전
박혜숙,비 온 뒤 불암산,별표 5개,3년 전
greg 94,불암산,별표 4개,2년 전
음냐냐,구웃,별표 5개,6년 전
오정미,울 집 바로 앞,별표 5개,7년 전
Black Koru,훌륭한 힐링 장소. 낮은 산은 아니지만 정말 빨리 도착할 수 있어요. 최소 70분 이내.,별표 5개,5년 전
NGOC HUNG LE,그리 높지 않은 산. 아름다운 장면도 많이 있죠.,별표 3개,5년 전
Wesley Chiwai Tang,"서울 북쪽에 있는 산입니다. 난이도는 높지 않습니다. 북한산처럼 탁 트인 풍경은 아니지만, 매우 편안한 느낌을 줍니다. 교통도 편리하며, 지하철을 타고 산기슭까지 갈 수 있습니다. 시간적 여유가 있다면 방문해 볼 만한 곳입니다.",별표 4개,6년 전
Huifang Boo,좀 더 도전적인 등반을 원하는 등산객에게 적합한 험준한 트레일,별표 5개,수정일: 4년 전
