작성자,내용,별점,작성일
MJ,사계절 언제나 아름다운 곳! 누구나 인정할걸?,별표 3개,수정일: 5년 전
hsbysjs,"최근리모델링 쉴수있는 분위기좋은 카페형 야외테이블과 의자가 인기. 바둑용야외 테이블도 인기있지만 실제 바둑은 거의 두어지지않는다. 분수가 나오는 얕은 광장은 여름저녁 아이들과 물놀이 피크닉에 최고. 농구장, 야외무대, 작은 도서관, 카페형 문화공간 등 최고급시설. 유산소와 근력기구가 골고루있는 헬스시설에도 지붕이 있다.  작지만 알찬 시설로 꽉찬 멋진공원. 밤이면 조명이 아름다운 에펠탑모형도 있다.  주말 근처주민들노 가득차는 활기찬ㅈ공원이다.",별표 5개,1년 전
김철스,파리공원 레전드입니다 22.04 공사하고 공원 개편했는데 공원 내 헬스장생기고 전체적으로 깔끔해졌습니다. 진짜 적극 추천합니다,별표 5개,수정일: 3년 전
타임해피,리모델링 공사 후 멋지게 바뀌었네요. 야간 조명이 예뻐요.,별표 5개,수정일: 2년 전
Sunny,"애들이  뛰어놀기에 이만한 공간이 없네요.ㅎ 저희 아들은  주말마다 4~5시간씩 친구들과 파리공원에서 항 상 놉니다~ㅎㅎ 조그만한 도서관도 있고, 평일 저녁엔 에어로빅 같은 운동하는 시간이 있는데, 사람 엄청 많이 나와서 운동해요. 산책길도 잘 되어 있고, 둘레로는 아침 저녁으로 걷거나 뛰는 운동하는 사람들도 많아요. 접근성도 너무 좋습니다♡",별표 5개,수정일: 1년 전
서상현,5월부터 분수대 작동으로 아이들의 물놀이 가능,별표 5개,1년 전
Ki Chul Shin,"조명,벤치등이 좋아요",별표 4개,11달 전
김영민 (withpipes),얼마전 수리를 통해 이쁘게 잘 단장되었습니다.,별표 5개,2년 전
봉봉쇼콜라,비체나라 보고 왔어요. 밤시간에는 공원에서 운동도하고 재미 있었어요.,별표 4개,2년 전
정태경,"수십년째 다니지만 이번 리모덜링 후 좋은점 미니도서관, 어르신 바둑 가족단위 보드게임방 좋아요  아쉬운것 그늘이 부족함. 그리고 화장실 냄새가 매우역함ㅜㅜ",별표 5개,1년 전
박윤수,당근으로 인해 드렸지만 자주 지나가는 곳이다. 철마다 꽃들을 바꾸어 주어 볼거리가 있고 앉거나 운동하기에 좋다. 가끔 학생들이 나와 레크리에이션도 하고 웃음이 끊이지 않는 곳이다. 화장실도 있고. 주변에 걷기에도 좋다.,별표 5개,2년 전
강산타,보기만해도 시원해지는 분수쇼도 볼수있어서 좋았네요. 강아지도 좋데요ㅎ,별표 5개,7년 전
MokDong PaPa,"짚앞공원 어른들 이해는 하지만 공원에서 음주는 좀 통제를 해야하겠어요. 제맘도 얼음맥주 들고 나와 한잔 하고 싶은 마음 굴뚝같지만... 그래도 우리세대 ""도덕""을 배운 사람들이잖아요. 목동애들은 그래도 예의바르고 인사성 좋은 애들입니다. 좋은거 보게하면서 키우고 싶습니다.",별표 5개,2년 전
정재훈,새단장 한 후 주민들의 만족도가 너무 좋아요^^,별표 5개,2년 전
rebecca lee,제가 여기서 제일 좋아하는 곳은 운동기구 부분과 작은도서관이예요~~^^ 저학년 아이와 시간 보내기 좋아요. 도서관에는 겨울에 바닥난방을 좀 일찍 해주면 좋을 것 같아요. 데워지는데 시간이 걸려 넘 추웠거든요.,별표 4개,2년 전
Shadrack Tab,목동 주민들 휴식공간,별표 5개,1년 전
랭킹노트,목동의 센트럴파크 ㅎㅎ. 사진은 파리공원에서 약300미터 떨어진 곳에서 찍은것임. 카페가 몇개인지 세다가 포기.,별표 5개,4년 전
최옥미,"원더플~ 리모델링 공사후 오래만에  처와 가보니 기존의 분수대를 보는것에서 어린이 물장난 할수 있게 했고, 그옆으로 청장년,성인을 위한 지붕 있는웨이트 트레이닝 시설물을 추가해서 팔다리 근육을 키울수 있게 했고, 중고생을 위한 농구장을 기존것에 더해서 추가했고 공원사이드에 고정,접이식 지붕을 갖춘 테이블,의자가 많이 분포되어서 가족 이웃,친구들이 담소하기 좋게 되어 있고 중앙에는 기존의 무대시설을 새것으로 업그레이드했고 공원외곽에는 기존의 하이킹코스가 그대로  유지되어 있고 공원 진입로가  엮은밧줄  깔린 완만한 경사로로 되어 있어서 무뤂 안좋은 장년,노인들도 부담없이 진입하게 되어 있다.운동후 손 얼굴을 씻을  수도시설도 추가되어 있어서 Good (화장실,매점은 기존의 무대시설 뒤에 그대로 있고 )~",별표 5개,3년 전
Hak-Soo Ahn,사람과 자전거와 킥보드가 뒤엉켜 혼잡했던 공원,별표 3개,4년 전
이상민 (리쌍),아이들한테 좋은장소에요. 이젠 음악 분수가 됩니당.,별표 5개,수정일: 2년 전
최수희,산책하기도 좋고 시설 개방도 좋아요🧡 특히 파라솔 달린 의자들이 많아서 그늘에 있을 수 있어서 좋았어요~  살롱드파리도 넘 좋습니당!!😆😆,별표 5개,1년 전
Anthony Oak,약속있어서 오랜만에 방문하였습니다. 몇년전보다 푸르름이 더욱 만발했으며 많은 사람들이 산책이나 어린이 동반하여 놀아주기 또는 조용히 쉬면서 좋은시간들 보내고 있었습니다.,별표 5개,1년 전
나회장,학원가 근처라 중고등학생들 일탈도 보이고 가족공원에는 적합하지않고 둘레길이 있긴하지만 좁다. 조깅이나 워킹에도 그닥. 가볍게 이야기 나누기엔 좋음 피크닉 구역 테이블이 꽤있어서 음식섭취하기 좋음,별표 2개,2년 전
HYUKON KWON,"간식을 먹기 위해 잠시 방문 양천구내 위치한 프랑스와 관계한정원과 체험싯닐 그리고 산책로 가족단위 쉼 장소, 걷기 장소로 좋음",별표 5개,1년 전
양현준,오늘 밤 구름이 정말 예뻤어요.,별표 5개,7년 전
2 재2,"여름엔 분수대에서 가끔 분수도 나와서 꽤 볼만하고, 운동기구도있어서 노인분들 운동하기 적합합니다. 아이들도 사람들도 반려견을 산책시키는 사람들도 적당히 보기좋게 있는 편이에요. 가을부터는 여름에 비해 삭막해보이는듯 하지만,  간혹 반려견 산책시키는 분들이 보이고 유동인구는 보통으로 있는 편입니다. 그리고 겨울에 좋은 점을 하나 꼽자면 분수대앞 의자를 비닐하우스처럼 둘러싸놔서 안에있으면 꽤나 따뜻하다는 점입니다! 여름이든 겨울이든 운동하고 산책하기엔 좋은 공원입니다!",별표 4개,7년 전
백두산,도심속 쉼터 조용하고 아이들 웃음이 있어서 좋은곳,별표 4개,5년 전
한경훈,남녀노소 어울리는 공감의 광장,별표 5개,8달 전
문정훈,더운데 공원은 그늘이 있어서 시원함,별표 5개,6년 전
김지선 jisun,전에 비해 정은 없지만 깔끔하고 쉼터의 시설은 더 좋아진거 같아요. 연인이나 가족들이 저녁에 산책하기 좋은곳? 길건너에 카페도 많고 먹고리도 많으니 많이들 가세요~,별표 4개,6년 전
김현이,깨끗해요. 이야기나눌수있는 테이블 여러대있어요.공원둘레길걷기좋습니다 운동기구도있어요~ 공연할수있는공간등 좋습니다,별표 5개,2년 전
TONY Kim,평일 휴일 상관없이 여가 즐기기 좋은 장소,별표 5개,2년 전
JE Lina Kim,"접근성 좋고, 운동기구도 있고, 아이들 자전거타기에도 좋은 곳. 아쉬운건 놀이터가 없다는것. 근처 양천공원에 비해 작은아이들 놀 놀이기구가 없어요. 그래서 운동기구쪽 평행봉같은 것에 아이들이 다닥다닥. 위험해보임.",별표 4개,5년 전
Jiwon Y,운동하기 쾌적하고 전망이 좋음,별표 5개,7년 전
BAMBOO,목동 주민들의 쉼터.  목동 광장과 도서관이 연결되어있어 좋다.,별표 4개,6년 전
박주현,집에서 두번째로 가까운 공원입니다. 항상 사람이 많아 그런지 다양한 사람이 있습니다. 특히 운동코스에서.. 저녁때 강아지 산책들을 많이 하는데 끈을 너무 길게하거나 큰개를 입마개 없이 산책 나온 사람들이 많아 운동할때 불편하긴하나 많은 사람들이 운동하더라고요. 운동코스에서 휴대폰하느라 길을 막고 있거나 좁은길을 둘이서 나란히 걷느라 길다막고 잘 비켜주지도 않습니다.,별표 2개,5년 전
Myeongsub Kim,"넓은 분수대와 농구대, 운동기구, 산책 코스, 작은 무대까지 마련되어 있음. 가볍게 산책하기 좋음. 중앙에 무대 건물은 좀 오래되었고 관리가 잘 안되어서 화장실도 낡고 지저분함.",별표 3개,6년 전
Jaegyun Lee,분수도 있고 애완견 산책데리고 가기에도 좋습니다. 곳곳에 세계의 랜드마크 모형으로 지어놓은 것도 좋은 볼거리가 됩니다. 지역 주민분들이 산책하시기에 좋을 것 같아요!,별표 5개,6년 전
황인호,목동 파리 공원을 새 단장 했습니다. 분수대도 멋있어요. 추가공사를 진행 중 입니다. 그리고 운동기구가 다양해서 매일 퇴근하고 윗몸일으키기등 30분씩 하고 트랙도 3바퀴 뛰고 옵니다. 탁구대는 아직 이용 하지 못했어요. 그런데 파리공원 영문자가 화단에 가려서 잘 보이지 않는데 위치 선정이 잘못 되었어요. 구청에서 다시 조사 했으면 좋겠어요. 많이 이용해서 좋아요.,별표 5개,수정일: 3년 전
김형준,분수나오고  꼬맹티들 물총놀이하고  나무그늘에 돗자리펴고  시원하게  누워쉬고. 넓어서   애들  자전거 연습도하고 좋았어요,별표 5개,2년 전
guide man,"- 2022.6 주말에 바닥분수 나오면서 아이들 바글바글, 난리도 아님. 구청에서 수질 관리 잘 해주셨으면 함.  - 2022.5 리모델링 공사 끝. 공사 전 작은 에펠탑 모형 사라지고, 좀 더 큰 것을 갖다 놓았음.  - 2022.4 봄이 되어 부랴부랴 재개장 했지만 여전히 공사판 공원. 바뀐 공원을 100% 이용할 수 없는 상황. 기존 분수는 바닥분수로 바뀌었음. 농구장 하나 추가로 생김. 편하게 앉을 수 있는 의자도 좀 늘어남. 다만 공사 기간과 소요 예산에 비해 큰 변화가 느껴지지는 않는 곳.  - 2021.8 기준 파리공원 리모델링 공사 시작돼서 공원 통제되어 있음.  - 목동 아파트 주민들의 산책 및 휴식 공간. 공원 둘레에 원형의 산책로가 있음. 농구 코트도 있어서 밤에도 운동 가능. 공원 가운데 화장실이 있어서 편리하고, 작은 공공 책방도 있으나 2021.4 현재 코로나 때문에 운영은 하지 않음. 분수대는 여름철에만 운영됨. 어르신들이 바둑 두는 곳도 있고, 운동 기구들도 비치중.",별표 4개,수정일: 3년 전
박은철,강아지 데리고 산책하기도 좋고 아이들 자전거 타기도 좋고 드론 날리기도 좋고 농구 하기도 좋은 곳이고 공원  옆 주차장엔 전기차 충전시설도 있어요. 공원 둘레를 돌면서 운동하가도 좋은 아파트 단지 사이의 접근성 뛰어난 공원이에요.,별표 5개,수정일: 4년 전
smart sue,"파리공원 분수대도 새롭게 리모델링되어 주말되면 사람들, 아이들이 엄청 많아요 살롱파리 전시관과 옆에 행사도 하고 곳곳에 벤치도 마련돼 있고 주민들의 휴식 공간으로 좋습니다~!",별표 4개,3년 전
LEE HAK KEUN,"더위를 식혀 주고 편안한 휴식을 주는, 작지만 아름다운 공원!",별표 5개,11달 전
박세진,나무가 많아서 좋아요~,별표 4개,4년 전
Eunju Hwang,평지라서  좋아요. 산책하기도 잘 되어 있어요. 사람은 항상 많아요. 얘들 어른 청소년까지  다양하게 이용하고 도심속 공원으로 너무좋아요.,별표 5개,5년 전
부엉이,밤에 걷기좋아요.공원 숲사이길로 걸으면 600미터..800보 정도여요.네바꾸 돌고오니 3500보 가까이 됩니다. 공원 바깥둘레로 걸으시믄 옆에 차도라 공기가 안조을꺼 같음 그게그거지만ㅋㅋ파출소도 옆에있고 자정무렵 운동하러 들르기 좋음. 고딩오빠들 수십명이 떼로 농구하심ㅋ건전!,별표 5개,6년 전
Yongjun Kim,"오목공원과 양천공원, 용왕산과 함께 목동의 대표적인 공원입니다. 길고 다채로운 산책로가 구비되어 있으며, 커다란 호수와 분수, 그리고 넓은 광장이 특징입니다. 휴식을 취하거나, 친구들과 만나 놀기 아주 좋은 장소입니다. 꼭 한번 방문해 보세요!",별표 5개,6년 전
Wook Choi,목동과 신정동을 통틀어 가장 큰 공원인 듯 하다. 운동시설도 갖춰져 있고 분수대도 있는 멋진 공원. 미니어쳐 에펠탑과 개선문이 귀엽다.,별표 5개,4년 전
Clara,이곳에서는 여러가지 활동을  할 수 있습니다.운동기구도 있고 산책로도 있어서 운동하기가  딱 좋고 저처럼 강아지를 키우는 분들도 풀 위에  돗자리를 피고 함께 나들이 기분을 낼수도 있답니다. 가장 좋은건 공원 안에 북카페가 있어서 밖을 바라보며 책을 읽으면 더 좋습니다. 우리 동네에 있는 파리공원으로 놀러 와보세요! 기분이 UP 됩니다,별표 5개,4년 전
명문,주택가 에 공원이 있다는건 축복이다. 특히 장미도 예쁘고 약간의 업 다운도 있어서 걷기에 아주존 곳. 오솔길 처럼 되어있는 산책로는 6바퀴쯤 돌면5000보 이상이되는같음. 햇빛도 기릴만큼 나무도 욱어짐~,별표 4개,6년 전
Light In,주의 사항만 알려 드릴게요. 아이랑 같이  가시는 분은 공원 안에 분수 나오는 물이 있는데 절대 만지거나 들어가지 못하게 하세요. 물이 관리가 안되어서 아토피나 있거나 피부가 약한 아이들은 물에 접촉후 농가진에 걸릴수 있습니다.,별표 5개,6년 전
