작성자,내용,별점,작성일
둘리보틀 2 Ri Bottle,작지만 좋네요  걷기운동할때좋아요,별표 5개,5년 전
Mi Ae Song,넓고 좋습니다 트랙도 길고 운동장도 넓고 농구장과 배드민턴 놀이터 간단한 체육시설까지.. 매일매일다니면 건강해지겠지요^^ 지하공영주차장도 있어서 조금 멀다면 자차이용도 편리하답니다,별표 5개,4년 전
김철우,가꾸운곳에 공원과 도서관 체육시설이 있어 좋아요,별표 4개,8년 전
solsam Kim,"아주 훌륭한 공원이다. 각종 스포츠 시설과 숲속 산책길이 조성되어 있고, 주변에 도서관과 헬스장까지 있어. 다양한 복합문화공간으로 주민들의 문화적 욕구를 충족시킬 수 있다. 인근 주민이 자부심을 가질만하다.",별표 5개,5년 전
Vyulang뷰랑,깔끔하고 조용한 공원이다. 새벽에 나와 가볍게 조깅하기 좋은 곳이다. 하지만 놀이터가 새로 바뀌며 유아위주의 시설로 변했다. 사실 아이들도 많이 오는 이곳에 아주 어린애들이 자주 찾아오며 함께 놀 수 있을지 몰라도 놀이 시설들은 작은 아이들이 놀기엔 조금 위험해보인다. 시설이 바뀌면서 많이 애매해졌다.,별표 4개,6년 전
파트라슈,살짝 경사가 있는 넓은 공터에서 아이들 자전거 알려주기 좋아요. 주차장도 널널합니다.,별표 4개,1년 전
han cho,운동장도 잊고요 분수대 조깅코스넘좋아요.,별표 4개,7년 전
이민호 (직박구리),-코로나로 인해 운동기구 사용 불가 -더위 쉼터용 정자도 사용 불가 그냥 산책용입니다 아 도서관은 평소대로 문 엽니다. 다른 공원에 비하면 크지만 빈공간이 많습니다.,별표 4개,4년 전
송미경,집근처라 자주 갑니다. 도서관도 잘되어있고 산책길도 좋습니다. 주말에도 크고 작은 행사가 많아서 아이들과 함께 놀러가기 좋습니다.,별표 5개,5년 전
이상이,평일 3시쯤 방문하였는데 어르신분들이 굉장히 많습니다. 장기나 바둑을 두고 계시는데 금연구역임에도 불구하고 담배를 피시는 분들이 있습니다. 그 외에는 산책하기 좋습니다.,별표 4개,6년 전
김지연,아이들과 함께하기 좋은 장소~~,별표 5개,4년 전
박규남,고척 그린공원 축구장 도서관 수영장여러가지  운동기구가 많아요 트랙이800 미터 그 외 둘레길이 운동하기 좋은곳  산책 길도잘된길 저도 매일매일 꾸준히 운동을  합니다,별표 4개,6년 전
bobo lee,고척근린공원은 지역 주민들에게 필요한 요건을 두루 갖추고 있어요^^ 첫째 넓은 공원 산책로. 조깅로. 운동기구. 놀이터. 공연장. 폭포식 분수대. 식수대. 화장실. 둘째 넓은 운동장. 농구장. 테니스장. 배드민턴장. 셋째 넓은 개방형 도서관과 각종 학습 프로그램. 넷째 넓은 체육센터와 수영장. 헬스장. 에어로빅장 등 각종 프로그램. 다섯째 체육센터 주차장. 도서관 주차장. 공원 지하 주차장. 따릉이 서울자전거 등을 갖추고 있어서 다양하고 다목적인 체육과 문화와 교육의 공원이라고 생각합니다^^ 저도 매일 산책과 운동을 하는 곳입니다^^ 사진은 다음에 추가 할게요^^,별표 5개,6년 전
오승훈,걷기 좋은 장소 가까운 곳에 시장도 있고 카페도 있다,별표 5개,5년 전
손병욱,공원이 넓고 농구를 할수있고 옆산으로 등산도 할수있고 앉아서 쉴만한곳이 있고 활용성 있는 공원이다,별표 4개,3년 전
박기석,자유로운 공간 삶의 여유를 즐기는 행복한  장소,별표 5개,6년 전
chester lee,"조용하고 산책하기 좋음 지하주차장 있고, 축구장, 농구장, 도서관, 독서실, 광장, 테니스장, 놀이터, 벤치, 수영장, 헬스장 다 있음 조깅트랙 있어서 산책 최적 산책로 걸어가다 보면 산과 연결되어 있음",별표 5개,8년 전
김지영,어린이날 행사로 첨 가봤는데 놀이터도 있고 도서관도 있고 괜찮은거 같아요. 근데 소나무? 에서 엄청 기생충같이 작은 벌레들이 떨어져서 깜짝 놀랐네요. 첨엔 몰랐는데 어느순간보니 돗자이에 꼬물꼬물 2~3미리 정도 되는 벌레들이 으악 ㅠㅠ 약을 좀 쳐야하지 않을까 싶어요.,별표 4개,6년 전
이종명,운동하기 좋은장소,별표 3개,2달 전
박혜자,집 뒷문으로  나가면  근린공원 입니다   운동하기좋고  그안에  고척도서관과  체육시설까지 모여있어  어제든지  이용하기 좋은 공원입니다,별표 4개,5년 전
정유호,서울에선 잘 조성해놓은 공원이에요. 도서관에 수영장등 시설도 같이 있고 산책하기도 좋아요,별표 4개,6년 전
아리수,집 가까이 있는 공원이라 늘 운동과 산책을 그리고 사계절을 언제나 보아도 잘 관리 되어지고 있으며 이용하는 즐거움이 큽니다,별표 5개,5년 전
Unseong Choe,"대규모 체육공원임. 농구, 축구, 테니스, 달리기 트랙이 있고 도서관, 구민 체육센터가 있음. 자전거를 타면 전기를 만드는 시설도 있고 좋음.",별표 5개,5년 전
윤선화,아이랑 가서 놀기 좋아요! 한 눈에 다 보이는 놀이터라서 안전하고 흙놀이하기도 좋네요!!,별표 5개,3년 전
박정환,산책하기 좋고 운동하기도 좋음,별표 5개,4년 전
정갑준,모두에게 좋겠지만 특히 나같은 나이든이에게 산책하기가 아주 잘되어 있다고 생각했습니다. 매우 쾌적하고 상큼한 주변환경에 휴식시설도 잘되어 있었습니다.,별표 5개,6년 전
박수진,고척도서관도 깨끗 좋구요.운동시설두 잘되어있어요~테니스장  .구민센터도 있어서 활용할곳들이 많아요,별표 5개,6년 전
김정운,산책과운동도할수있는복합적인근린시설이다.주변주민분들이많이이용하고도있다,별표 4개,6년 전
김성환,배드민턴 코트 3면 놀이터...조깅코스가 있는 공원이에요. 놀이터 리모델링해서 집라인도 있고 아주 좋아요,별표 5개,5년 전
hoon kang,"넓은 공간과 다양한 편의시설, 도서관, 체육센터 등이 함께있어 인근 지역 주민들에게는 너무나도 좋은 장소입니다.",별표 5개,5년 전
수이,아주 넓은 공원이에요   도서관도 있고 놀이터도 있고 광장도 있어요       그리고  비행기 날아가는 모습을 아주 가까이서 볼수 있어요,별표 4개,6년 전
김화,운동하기 넘 조아요. 공원도 적당한 크기 .걷기 넘 조아요. 한바퀴800M  운동기구 애드류놀이기구까지,별표 5개,4년 전
br,운동하기 너무 좋은 곳이예요 사람도 댕댕이도,별표 5개,1년 전
행복한아이,"고척도서관과 함께 축구장, 테니스장, 농구장, 무대, 놀이터, 산책로, 공용주차장, 구민체육센터가 함께 있어 두루 즐길 수 있어 좋은 공원",별표 4개,5년 전
김광득고척동,공원 인근의 많은 사람들이 즐기며 휴식할수있는 서울에서 두번째로 규모가 크고 아름다운 공원입니다..,별표 5개,수정일: 6년 전
이용연,공원도 크고 도서관도 있고 운종장에 구민 체육센터까지 고루 겸비되어 있어서 아주 좋아요,별표 5개,7년 전
전준수,좋아요. 오늘은 더군다나 날씨까지 청명하네요.,별표 5개,5년 전
JIMIN KIM,"말그대로 공원이 작고 아담한데, 비둘기가 장난 아니게 많다...ㅡㅡ;; 그래서 주로 맞은면 큰 공원으로 많이 다닌다.",별표 3개,7년 전
신광혁,공원이 조용하고 상쾌하게 조성되어 시각적으로 즐거운 시간 되었습니다. 아쉬운건 분위기가 있는 경음악이 있으면 좋겠네요 ~~,별표 4개,수정일: 5년 전
짐구경GymGooGyeong,좋아요 단지...고척도서관 자전거 보관하는데 cctv가 없어서 자전거 누군가가 훔쳤는데 못찾았어요 그래도!! 산책하기 너무 좋아요!!,별표 5개,수정일: 6년 전
황군,"도심공원치고 꽤 넓은 부지에 운동장, 도서관등이 있음. 유료주차장과 주말엔 대로변 주정차 가능한거 같음",별표 5개,수정일: 5년 전
석정경,놀이 기구도 특이하고 정말 재미있답니다~^^특히 짚라인이 젤 좋았어요!!!딴데는 없는 짚라인 타러 오세여~~,별표 5개,4년 전
김지영,어릴때부터 가서 친숙해요~  작고 아담해요^^  산책로 경사가 좀 힘들긴한데 운동이다생각하면 괜찮아요,별표 5개,6년 전
이원석,"도심속 공원  등산로와 연결되어 좋아요.  추구장. 농구장, 체육시설 등등  고척동 좋아요.",별표 5개,3년 전
박기서,바닥포장.스텐드데크.탄성포장.식재공사가 깔금하게시공되었고 재료선택을잘했습니다.특히 구청감독이 매우친절하게 설명해줘서 좋았습니다. 감사합니다,별표 5개,5년 전
신태웅,걷기좋아요 산책코스가 완전 평지가 아니라 약간 경사도 있어 걷는운동하기좋아요,별표 4개,5년 전
꿈과희망,넓고 좋은데 근처에 사는사람 아니면 교통편이 많이 불편해요.도서관이 붙어있어서 좋아요,별표 3개,6년 전
박건호,전에도 많이 갔었는데 최근 두 차례 다녀오면서 만두가 더 맛있어 진 것 같아요 적극 추천 합니다,별표 4개,4년 전
박재현,자주는 안가는 곳 이지만 일상을 탈피해 잠시 머물면서 운동삼아 산책하기  좋은곳,별표 5개,3년 전
심영아,깨끗한 공원 좋아요. 금연공원인데 담배 피우는 어르신들 종종보이는데 뭐라 할수도 없구....,별표 4개,5년 전
kallismar,농구를 사랑하는 이들이여 오라,별표 5개,5년 전
김성미,도서관도 좋고~모래 놀이터도 아이들이 너무 좋아해요^^,별표 5개,4년 전
꽃유,좋고 연을 날리기 좋고 근데 좀 않좋은게 제 조카가 모래 알러지가 있는데 놀이터가 모래로 되어있어서 좀 그러네요,별표 3개,6년 전
kyesama,어린이가 많고 가족들이 와서 편하게 쉬는 공원이라서 좋습니다.,별표 5개,3년 전
나는토성,놀이터도 있고 공원도 잘 만들어짐 그리고 조금만 걸어가면 고척근린시장도 있어서 좋음 시장에 닭강정 밋있음,별표 5개,5년 전
현서,"제미있고,그네가 특히 엄청재미있어요.^^ 고척 근린 공원많이 사랑햐 주세요~!",별표 5개,7년 전
정부티,산책코스하고 마무리 코스입니다 운동장에 강쥐들 모여요,별표 5개,1년 전
양씨네,"지하주차장, 산책구간과 운동장 놀이터 체육시설 그리고 도서관. 꾀 괜찮은 조합입니다!",별표 5개,6년 전
안상훈,유산소운동하기에는  짱입니다  걷기운동좋아하시는분들에게  강추합니다,별표 5개,2년 전
유해열,야산이라  나이먹은 노인들이 등산하기는  좋으나 검은 풀모기가  많아   않아서 쉬기는  아주 불편하니  양천구청에서 자주 연막소독을  해주길 바래요ㆍ,별표 2개,4년 전
이동희,밤이 잘 어울리는 공원^^,별표 5개,5년 전
푸쩡,도서관과 체육시설있어요.. 산책하기도 괜찮습니다. 그늘막칠곳은 없어요,별표 4개,7년 전
claire Cho,산책하기 좋은곳. 주말마다 천막치고 행사나 공연해서 가족끼리 가기 좋을듯 싶습니다.,별표 4개,5년 전
Jackie3 Shin,나무가 많고 산책로가 잘 만들어져 있어 구로구에서 제일 좋은 공원입니다.,별표 4개,4년 전
차근보,"인근 고척,개봉동 주민의 휴식및 운동의 장소로 많은 주민이 애용 하는 장소임, 공원 주위를 1주하는 길이800m의 보행로는 많은 주민이 애용함.",별표 5개,6년 전
석운철 (Gracesuk),운동하기에 좋은곳입니다. 에너지 절약을 위해 태양열을 많이 이용하네요.,별표 4개,7년 전
나jjd,공간이 넓어서 활용하기 좋아요,별표 5개,11달 전
신유빈,동네공원치고 정말좋아요~~~~운동하거나 놀기좋고 도서관도있어서 더 꿀,별표 5개,7년 전
조환 (Rainmaker),도심속에서 자연과 넓은 장소를 경험 할수 있는 훌륭한 공원입니다,별표 5개,4년 전
이남길,5~6살 정도 아이랑 가는걸 추천합니다. 올라가는데 4살 이하어린이는 어렵더라구요.,별표 4개,5년 전
심상돈,쉴만한 공간도 많고 예쁜 사진 찍을곳도 많아요  굿~~~~~웃,별표 5개,5년 전
하람전기 (하람전기),"가족들과, 연인과, 동료 들이 함께 어울리며 운동도 할 수 있고, 책도 볼수 있는 곳 입니다",별표 4개,4년 전
이도열,간단하게 운동도 하고 사람도 만날 수 있는 아름다운 공원입니다,별표 5개,8년 전
심호섭,좋아요 테니스장 베드민턴 농구장 체육센터 서울시 도서관 있어요. 근데 할배들많아요,별표 3개,7년 전
김종희,도심속에공원은정말훌륭합니다  아름답고상케하고 아이들과어르신들이함께어울어지는 훌륭한공원임니다,별표 4개,6년 전
허근영,공원다운 공원이에요 도서관도 있고 문화회관도 있어서 좋습니다,별표 5개,6년 전
Dongxiu SHEN,몇일전 사진입니다,별표 5개,5년 전
현아루,다양한 운동시설과 광장. 도서관 등 문화체육공간이에요,별표 5개,5년 전
박민선,"농구하러 갔다가 단풍이 들어 가을을 감상했습니다. 도서관도 바로 있어, 책도 읽다 왔네요",별표 5개,4년 전
김태우,아침은 살살하지만 정말 공기좋고 배드민턴 치고왔지만 매우 만족해요,별표 4개,4년 전
김종환,애들 놀수있는 놀이터도 있고 산책도 가능하며 도서관이 있어서 좋네요,별표 5개,7년 전
이광식,공원 널고  커서  주변 둘례길도  있고 애들 산책하기에  너무좋아요,별표 3개,수정일: 3년 전
무주상401,깨끗하고 조용하고 운동시설 갖추어져 있어서 좋아요,별표 5개,6년 전
ᄋᄉᄇ,한적하고 사람들도많고 그늘진장소도만아서 좋은데 농구장벤치에 개미가너무많음,별표 4개,6년 전
K Dong,운동 좀 하려면 여기가..굿 840m 우레탄트랙.. 축구장 및 각종 시설. 구로체육센터까지 딱..,별표 4개,5년 전
MH Lee,도서관과 놀이시설이 있어 동네 주민들이 많이 가는 곳.,별표 4개,9년 전
난쏘공,게이트볼장과 근린시설이 함께하는곳 도서관과 산책로가 함께있음,별표 5개,5년 전
이명숙,넘 잘해났는데우리손주들와서밤에짚라인태웠는데 재미있다고다음에또오자고하네요 그런데염려스러운게큰아이들이있어서걱정은되네요,별표 5개,5년 전
최금화,공기좋고 좋아요,별표 5개,4년 전
장동수,도서관과 공원과 운동시설이 함께있어 좋아요,별표 5개,수정일: 5년 전
길충근,도심에.위치한공원으로.조용하며 한적하며.주택지에.장소 쾌적하고.조그만한야산있어.조음 #######~~#####,별표 5개,7년 전
박재영 (재영),언제나 산책 혹은 운동하러 자주 가는 곳입니다~,별표 5개,5년 전
SK Lee,이런 좋은 곳을 몰랐다니!!! 적극 추천!!! 풍경이 너무 좋은곳이라 마음도 푸근해진다.,별표 5개,4년 전
진짜메뚜기,운동하기 좋고 경사도 크게 없고 공원 둘레 걸어다니기 좋,별표 5개,8년 전
김선명,밤에 걷기운동하기 좋아요 사람도 많구요,별표 5개,5년 전
박진경,아이와 책도 보고 산책도하고 시간보내기 좋아요,별표 3개,8년 전
경무오,도서관이 옆에 있는 산책하기 좋은 공원입니다,별표 4개,6년 전
kim진호,도서관 및 체육시설이 같이 있어 좋아요,별표 4개,5년 전
김만수,어른들과 산책하기 좋내여 살짝 아쉬운 점이있다면 공연 앞쪽이 바닥이 블럭으로 되어있어 어린이들이 넘어질때 아플거 같내여,별표 4개,5년 전
죽돌이,보통 공원임 도서관 옆에 있다는 점은 좋아요,별표 4개,6년 전
최태진,코스도 좋고 운동하기 딱이에요. 어르신분들 제발 마스크좀 쓰고 나오세요,별표 5개,4년 전
유병찬,깨끗한 공원으로 휴식을 즐길 수있는 곳입니다,별표 5개,4년 전
일조,지하 주차장 생겨좋아요 구로구민의 건강을 책임지는곳^^,별표 5개,6년 전
Rachel Park,아이들 놀기에도 좋고...도서관 가까워서 좋아요,별표 5개,5년 전
김해동,어린이 노인 들 놀기 좋은 곳 입니다,별표 5개,3년 전
이mklee62,운동할수있고 도심속 공원이라 좋습니다,별표 3개,8년 전
배정윤,운동하기 좋아요,별표 5개,5년 전
차근보,조경이 잘된 시민의 운동및 휴식공간임 특히 가을의 단풍이 일품임,별표 5개,4년 전
장넝이,고척동~^^비행기를15분마다한번씩?자주그리고아주가까이볼수있어신기했어요~^^ㅋㅋㅋ,별표 4개,4년 전
Mangi Lee,잘되어있고 테마적놀이공원임,별표 5개,4년 전
신수진,넓고 놀이터도 훌륭하고 산책길도 좋아요,별표 5개,4년 전
최원상,집옆에 작지도 크지도 않는 적당한공원이라 좋습니다,별표 4개,4년 전
paco,요즘 날씨에 저녁먹고 산책나가기 너무좋아요,별표 5개,5년 전
이강조,주차장 완비 도서관 있구 그냥 어린이를 위한 놀이터,별표 5개,7년 전
채송화,좋아요 운동 산책 도서관 체육센터 다있당,별표 5개,5년 전
박명삼,운동하기좋구요 800미터트랙은달리기도 가능해요,별표 5개,6년 전
슈퍼씨쓸,산책하고 운동하고 데이트도할수도있고 좋긴한데 곳곳에 어두운곳이많음,별표 3개,7년 전
최용웅,5월의 계절과 딱 맞는 가족 나들이의 제격의 장소이네요,별표 4개,6년 전
쭌이,아이들과 놀러나가기 좋은곳이네요,별표 5개,5년 전
Lilac Purple,산과 공원이 있어 산책하기 좋아요~,별표 4개,수정일: 6년 전
서명훈,역사와 전통을 자랑하는 근린공원,별표 5개,1년 전
정은경,산책로와 도서관이 잘 되어 있어요,별표 5개,6년 전
Tube Yoon,민턴장도있고 트랙이 이쁘게잘깔려있어용ㅋㅋㅋ,별표 5개,6년 전
이점규,구로구고척동소재 고척근린공원 운동장 봄 가을 구로족구연합회 주최 족구대회가 열린다,별표 4개,7년 전
이명재,엄청 넓은게 아니라서 아늑한 느낌이 들어서 더 좋았어요,별표 5개,7년 전
Hans Kyuhan LEE,"운동, 산책할 수 있는 좋은 장소임.",별표 5개,7년 전
로이조그자체,기필식 때 정말달이잘보여요!(휴대폰이구려서사진이...),별표 5개,7년 전
안중훈,"운동,산책,가족과운동 나들이 하기 좋아요^^",별표 4개,5년 전
강승완,공기 좋고 운동하기 딱 좋은 최적의 장소,별표 5개,7년 전
Madstorm Lee,도서관이 생각보다 좋습니다. 장서량도 꽤 되구요.,별표 4개,6년 전
Kh Choi,저녁 산책또는 조깅하기에 좋은곳이랍니다.,별표 5개,7년 전
장패트리샤 탱탱피부 만들기,힐링하기 딱 좋은곳^^ 사람들에게 숨통을 트여주는곳,별표 5개,4년 전
오늘뭐했지?!,운동하기 딱좋아용\,별표 5개,11달 전
안혁준,좋다 도서관도 있고 운동도 할수 있다,별표 5개,6년 전
석규한,산책하기 좋습니다. 공원이 뭐 별게있나,별표 4개,5년 전
JYC,무료 동네공원으로 운동과 휴식이 가능하다,별표 4개,5년 전
조빛나,경치도 좋고 탁 트인 게 너무 좋았습니다,별표 5개,2년 전
송경자,에덴한마음사랑축제봉사다녀왔습니다 Kt밥차는더좋았습니다,별표 5개,6년 전
김영주,쩝. 농구 잘 못하는데 폼 잡고 하는 애들 넘 많음,별표 3개,6년 전
귀콜라,반려동물과 함께하는 시간이 넘조아요,별표 5개,4년 전
orange74 “감자양” orange74,깨끗하고 가벼운 산책과 운동하기 좋은 곳,별표 5개,4년 전
박헌영,강아지와 편하게 운동할 수 있는 곳,별표 5개,6년 전
Hanseog Su,적당한 크기의 공원. 공원 내에 고척도서관도 있음.,별표 4개,3년 전
jj l,대공원 길건너편에 있는 아이들이 놀기 좋은곳.,별표 3개,7년 전
2010게임초보,가벼운 운동하기 좋은 곳. 도서관은 보너스,별표 5개,7년 전
J A,2021-03-24 널찍한 공원입니다.,별표 4개,4년 전
오은주,강아지를 데리고 산책 시키기 좋아요,별표 4개,수정일: 6년 전
박제원,깨끗하고쾌적하고쉬는데아주좋운장소입니다,별표 5개,5년 전
박근성,산책이나 가벼운 운동하기좋은곳,별표 3개,5년 전
Test Dna,지역주민을 위한 좋은 시설입니다,별표 4개,9년 전
유주얼프로젝트,근처에 예쁜카페가려다가 들린 공원. 뭐 볼거없음.,별표 2개,8년 전
김종민,가족 집 앞 잠깐 나들이 하기에 좋아요,별표 5개,5년 전
김대관,산책로 및 수목도 좋은 공원,별표 4개,3년 전
황은영,원래부터 자주가는곳 요즘 공사중,별표 5개,6년 전
Jungae Lee,구로에서 가장 큰 공원 ~ 고척도서관이 있음,별표 5개,6년 전
ILJIN KIM,산이 없는 동네에서 꼭 필요한 장소임.,별표 5개,6년 전
규호이,여친하구섹스하기좋은곳 여기로추천합니다,별표 5개,9년 전
T. Jo,다존데 할아버지들 모여있는곳 흡연이 감점 요인,별표 4개,2년 전
강미혜,편해서 좋아요! 먹거리도 팔았음 더좋겠네요^^,별표 5개,8년 전
신범훈,동네에 약간 큰 공원이긴 하지만 즐길거리 부족과 어르신이 너무 많음,별표 3개,8년 전
H H,산책 및 간단한 운동을 즐기기 좋음,별표 4개,7년 전
김지은,아침에 걷기운동하기 딱좋음,별표 4개,6년 전
ᆞ태산일도,절은사람들이 친절하고 좋네요 화이팅,별표 5개,4년 전
남Ss,지하 주차장 화장실 고장  불편해요 고치질 안아요,별표 1개,4년 전
이명희,"운동하기에, 간단히 걷기에, ..좋아요.",별표 5개,6년 전
전기정,야외농구 하러 갔던 장소 코트가 약간 경사지고 아스팔트 코트입니다,별표 4개,7년 전
오BBBoomsDUNA,오래된 공원이지만 관리가 잘되어있습니다,별표 5개,5년 전
이은진,공원은 완전 넓고 좋아요..,별표 5개,4년 전
한용희,"넓은 광장, 넓은 운동장, 고척도서관까지 모두 무료",별표 5개,8년 전
정형준,역시 저녁에 걸으니까 선선하니 좋네요,별표 5개,4년 전
