작성자,내용,별점,작성일
녹색걷기,"운영시간: 매일 10:00~17:30(동절기 17:00, 매주 월요일 휴관), 인터넷 사전예약 필수 (일 총정원-400명: 범위 내에서 당일 현장접수 후 입장 가능) 전화: 02 472 2770 *대중교통:둔촌역2번출구 바로뒤 3412번 버스 10분이내 서울시가 ‘공원녹지 확충 5개년 계획’의 일환으로 조성한 환경친화형생태공원 1998년에 준공되었으니 더욱 무성할 따름이다. 자연은 시간이 지나도 낡지 않는다. 면적은 무려 8만여 평방미터 규모. 광장지구, 저수지지구, 초지지구, 습지지구, 산림지구, 농천지구 등  다양한 테마로 조성되어 있다. 천천히 둘러보려면 두 시간쯤이            딱 적당하다. 길동생태공원에서        가장 매력적인 지역은 산림지구다. 끝이 보이지 않을 정도로 데크길이 시원하게 펼쳐져 있다. *대중교통:9호선 중앙보훈병원역 2번출구~20분거리 *길동자연생태공원(25182/25183) 버스정류장 : 342. 2312. 3412",별표 4개,수정일: 2년 전
인오룡,"도심에서 접근용이, 주차장 완비, 맛집도 근처에 많고... 생태공원엔 들꽃도 많고! 이리저리 둘러보면 약 한시간 정도 소요🚶‍♂️🚶‍♀️…",별표 5개,3년 전
tama bi,공원이 많지않은 강동에 생태학습 할 수 있는 좋은 곳인데... 주차장 안내가 제대로 안되어있고 관리 소흘함이 보여 안타까웠습니다. 관리인은 질문하면 무섭게 노려보시네요. 차라리 키오스크가 있는 것이 인건비도 줄이고 좋을 듯 합니다.,별표 3개,5년 전
U긍정,산책로가 너무 잘 꾸며져 있어서 좋았어요,별표 5개,5년 전
Delphine Choi,가을 단풍이 너무 아름답습니다.가족과 같이 나들이 하기에 참 좋을 것 같아요.큰 산의 깊은 숲과 비교할 바는 아니지만 도심에서 숲길의 정취를 즐기기에 부족함이 없습니다.,별표 5개,2년 전
Sue jin kim,도심에 이런 곳이 있다니. 나무숲 사이로 데크 길도 있고 거미 나비 관찰할 수 있고 걷기도 좋아요,별표 5개,1년 전
김대진,"아이들과 오후 햇살을 즐기며 산책, 혼자여도 좋을 고즈넉한 도심의 공원",별표 5개,1년 전
boss,맨발걷기하기 좋음 날이 더워서 사람들이 없음 모기는 많네요,별표 5개,2년 전
박영신,다녀온지가  십년 가까이  되지만  그때 밀림처럼  풀도 많고 지져분 한걸로  기억이 나네요,별표 4개,4년 전
꿀똘,하루400명 방문 가능한곳. 좁지만 아주 산책하기 좋아요.,별표 5개,3년 전
Haruki,길동의 랜드마크 가기 전에 서울시 공공서비스 예약을 해야한다.,별표 5개,2년 전
HEUNG SIK LEE,도심속 자연공원. 인공덕이지 않은 자연 습지와 생물들을 만날 수 있어요,별표 5개,4년 전
Myungsoon Chang,도심 속 편히 산책하기 좋네요,별표 5개,2년 전
김한나,주차장이 없어 불편하지만 울창한 숲속에 온 것 같은 기분이에요,별표 5개,6년 전
정광훈,길동생태공원에꽂이많이피고 얘쁜꽃이많이있네요.,별표 5개,4년 전
최낙원,생태공원안에 있으면 도심에서 멀리 떨어진 거 같아요,별표 5개,6년 전
김효준,멀리서 봤는데 잘 되있더라.. 난 앞에서 노가다하지만...,별표 4개,6년 전
이우상,쾌적하고 아담한 작은 휴식공간으로는 적당,별표 4개,3년 전
Han Yang,모기랑 벌이 많아서 애 데리고 가기에 좋지 않아요..,별표 2개,5년 전
임상길,분위기가 조아요 생태 숲 보러가세요,별표 5개,5년 전
정남균,도심속의싱그러운 산소밭,별표 4개,1년 전
이강산,단체로 갔는데  그때 볼게많아용,별표 4개,3년 전
봉필영,맑은 공기가 좋았습니다,별표 5개,3년 전
창식이,아주좋아요♡,별표 5개,3년 전
sw K,바람쐬기 좋음..,별표 4개,3년 전
박일수,허접해요,별표 3개,5년 전
Jasmine Lee,도심속에 있는 힐링,별표 5개,5년 전
최진욱,더위,별표 3개,5년 전
이강석,길동새태공원굿,별표 4개,4년 전
조재갑 (하늘소),허브공원,별표 5개,4년 전
낌민수 (모름지기),이 공원이 우리 집에서 불과 몇 분 거리에 있는데도 내가 여기에 가본 적이 없다는 것이 놀랍습니다. 공기도 좋고 가족들과 즐거운 산책을 했습니다.  하루 입장 가능 인원은 400명으로 제한되므로 방문 전 사전 예약이 필요합니다.,별표 5개,4년 전
