작성자,내용,별점,작성일
Kyung Shik Jung,"좋아하는 운동, 가족단위 휴식에도 좋아요. X-SPORTS공간으로 묘기를 위한 공간과 오프로드 경기장이 있고 한강 가족야외수영장도 있습니다. 그외 야구장이 2개 있어 야구동호인들이 야구 경기도 하더라구요.…",별표 4개,6년 전
上善如水,Any given sunday is the someday festival  비구름 걷힌 청명한 가을하늘…,별표 5개,수정일: 5년 전
Ocean K,늘 활기가 넘치는 곳입니다. 입장료 없음. 근처에서 돗자리 렌트 가게들 많음.,별표 5개,1년 전
이재형,1년에 한번은 락페스티벌을 즐기러 옵니다! 한강의 하늘과 음악 너무 좋네요!,별표 5개,수정일: 1년 전
이진희,캠핑장 시설도 잘되잇구 경치도 예쁘구 좋앗어요~ 다만 꽃가루가 심하게 날려서 눈도 제대로 뜨고잇기 힘들고 음식위에도 계속 올라가서 많이 아쉬웟어요,별표 3개,6년 전
"Nick, Young Ok KIM",가을에 강변 선선한 바람과 함께 느긋한 날씨 즐기기 좋은 곳. 오전에 너무 늦지 않게 와서 자리를 선점하면 더욱 좋을 듯.,별표 3개,5년 전
Phillip Jai,난지 한강공원 아들과 자전거로 도보로 자주 가고있습니다.  시민들의 편한 쉼터 아주좋아요,별표 5개,4년 전
Snoopy Herh (hsnoopy),청춘페스티벌 공연 관람하러 처음 와봤어요. 다음에 기회가 되면 날씨 좋을 때 또 오고싶어요!,별표 4개,2년 전
k_ jung,"피그닉하기 좋고, 각종 페스티벌을 즐기기엔 최고. 페스티벌이 아니어도 바이크를 즐길 수 있는 곳이나 놀이터 등 여러 시설이 잘 되어있음!",별표 5개,5년 전
호철이 (솜다리),매년 5월 그린플러그드관람을 위해 방문. 공원과 야구장 편의점이 가까워 매우 편하다. 화장실도 잘되어있다.,별표 5개,6년 전
Eun Yu,하늘공원 건너편입니다. 탁 트인 전망이 좋습니다. 산책하거나 자전거를 타는 사람도 많았습니다. 불광천과 이어집니다.,별표 5개,2년 전
정현희,탁트인 전망과 여러가지 부대시설들이 편리합니다. 무대공연장도 있구요.,별표 4개,2년 전
DONGSOOK JANG,교통너무불편함 택시를 타도 기사님들도 위치를 잘모름  매점도 급 사라져 아쉽다,별표 3개,2년 전
하늘쏘라,구름낀 하늘이 더 감성적이네요. 날아가는 비행기도 보입니다,별표 5개,3년 전
JM JEON,2022년 락페스티벌 놀러갔는데 공원이 잘 꾸며있어서 피크닉하러 놀러가기 좋네요,별표 5개,2년 전
Kay,주차장이 협소한게 흠이지만. 왠만한 해외 여행지보다 낫다.  파란하늘과 한강에서 불어오는 바람이 시원하다. 간단한 텐트와 의자를 가져오면 편하게 쉴 수 있다. 안에 미스트탑이 2개 있으며 라면을 끓여먹는 시설도 있다 다만 가격은 다소 비싼편.  음료와 과자등 간단한 먹을 거리는 사오는게 좋을것 같다,별표 4개,6년 전
김신디,넓고 좋다 공연 보고 기분 좋았다 봄에 가면 좋다 대신 대중교통과는 거리가 멀다,별표 5개,6년 전
Todd Cho,"나무도 많고 숲도 많고 그 자리에 그늘막도 치고 쉴수도 있어서 매우 좋았다. 다만 그늘막은 저녁7시가 되면 걷어야하고, 칠수있는 자리가 지정되어있어서 거기서만 해야한다. 그리고 아이들 놀 공간도 많고 여러가지 행사도 많이 열려서 볼거리도 많다",별표 5개,5년 전
김재환,강아지랑 산책하기 아주 좋아요 넓어서 사람들이 많이 있어도 붐비지 않음,별표 5개,1년 전
Heeje Lee,서울에 이런 강과 이런 공원이 있다는 건 정말 큰 행운,별표 5개,1년 전
올라,4월은 어딜가나 예뻐요 상암동 메타세콰이어길과 연결되어 상큼한 초록을 볼수 있어요 난지도의 냄새가 가끔 나기는 해요,별표 4개,4년 전
신영주,MTB 자전거 코스 있음..도심에서 짧지만 즐길 수 있는 산악코스,별표 5개,6년 전
achae채상희,휴식공간으로 더 할 나위없습니다ㆍ 잔디광장도 좋고 산악 자전거 및 묘기 자전거 체험장도 인상 깊으며 특히 근처 하늘공원과 노을공원은 많은 시민들의 사랑을 받는 장소입니다ㆍ~,별표 4개,5년 전
염탱,여러모로 산책도좋고 공연도하고 나들이가기좋은곳,별표 5개,5년 전
youn ju choi,난지 한강공원 물놀이장 이번 주 일요일까지입니다. 너무 잘 놀고 왔어요. 꼭 가보세요. 부산 힐튼 아난티 인피니티 저리 가라네요 한강 인피니티 짱짱!!,별표 5개,2년 전
Junpil Kim (믿을맨),우리은행 모모콘 콘서트 보고왔는데 주차가 헬 빠져나가는데 1시간 ㅋ,별표 4개,1년 전
Danye Kim,"힙합페스티벌 콘서트, 토요일이었는데 비오고 바람 너무 쎄서 아쉬움,,",별표 4개,2년 전
군만두,하늘공원 서울함공원 문화비축기지 한강등이 가까워 매우 좋습니다.,별표 5개,4년 전
SeongWook Heo,EDM등 음악공연들 보기좋네요. 연인들이 공원내에서 거닐며 대화하기에 좋은듯..,별표 4개,6년 전
Myeongsu Kim,섬 페스티벌때문에 방문했는데 너무 좋아요,별표 5개,5년 전
오정은,썸페때문에 왔는데 교통상의 불편함이 여길 거부하는 이유도 있음.,별표 3개,5년 전
전진영,비가옴... 아주 많이 오는 그런 날이었음.. 하필 이런 비오는 날에 나는 락페스티벌을 오게 된 거임... 그래도 우리의 락 스피릿은 죽지않아아아아 하며 왔는데 웬걸 다들 표정 죽어있음.. 너도 죽고 나도 죽고 쟤도 죽고 스탭표정도 죽고... 아... 락페티는 비오는 날은 가는게 아니구나.... 앉을때 앖음... 없다보니 계속 돌아다님 ... 걸음.. 발아픔.. 다리아픔... 칼로리소모... 운동... 다욧 개꿀??인정??…,별표 4개,6년 전
이주원,정말 재밌고 넓고 아름다운 공원 입니다.,별표 5개,10달 전
Yuni Kim,원피스런인한강 전반적 사회분위기탓에 많은 사람들이 오지않았지만 물총놀이  하는 아이들은 너무 즐거웠지요,별표 5개,6년 전
minjung suk,썸데이페스티벌 보려고 다녀온건데 요즘 한강에 돗자리깔고 누워있기 너무 좋은날씨예요!!,별표 5개,1년 전
박영태,수양버들 이름모를 들꽃 봄  풍광 넘 좋아요,별표 4개,6년 전
STELLA SEO (스텔라),오프루트페스트 통해 방문했어요 힙합페스티발 열리기에 최고의 장소입니다 멋진 공연에 좋은 장소 열일하는 스탭들... 티켓값이 안아까움👍…,별표 5개,5년 전
도레미,바로 앞에 다리가 있어서 좋아요👍…,별표 5개,1년 전
한지현,한강변 나들이. 라이브음악도 있고...좋습니다.,별표 4개,수정일: 4년 전
김정부,정리정돈이 잘된 깨끗한 공원 사계절 꽃피고,별표 5개,6년 전
송경원,깨끗하고 넓어요. 예전만큼은 아니지만 편의점 끓여먹는라면 맛있어요,별표 5개,6년 전
문두원,여러 편의시설등 좋아요,별표 5개,3년 전
W.S. Ryu,"캠핑, 바베큐와 낮술, 한강보며 명상, 자전거타기, 연날리기, 잔디밭에 돗자리 깔고 낮잠, 요트타기, 윈드서핑 등을 즐길 수 있는 멋진 장소",별표 4개,6년 전
그린애플,편하고 산책하기좋인요 특히 세쾨이아나무 산책로가 좋습니다 사진찍기좋은 포인트입니다,별표 5개,5년 전
genie hong (kong),좋은데 뚜벅이들은 교통편이 너무안좋아서 힘들더라구요ㅜㅜ,별표 2개,7년 전
NUF STUDIO,좋아하는 공간! 매일 자전거를 타거나 달려요,별표 5개,2년 전
김정준,자연의 꽃도많고 사람들이 자전거잘탄다고 칭찬도 해줘서 기분도 좋았습니다,별표 5개,6년 전
Alla Koh,"강바람 시원~ 풍력발전도 해요. 난지야구장, 난지캠핑장 야외 수영장, 하늘공원까지 세트로 경험 가능",별표 5개,6년 전
행동하는돼지,친구들끼리 놀기도 좋고 데이트하기도 좋습니다,별표 5개,2년 전
요리캠핑,겨울빼고 다 좋은곳 사진찍기도 좋은곳,별표 5개,5년 전
Mooks,억새밭과 강가 조용힘과 새들의 맑은 소리가 들리는 곳이네요,별표 5개,4년 전
박말려니,"좀 멀긴해도 가족끼리와서 놀기좋은 공간, 휴식하기 좋은공간.. 화장실도 깨끗하고 풀냄새도 나고.. 요즘이 딱 좋음",별표 5개,5년 전
나건수,자연을 가까이 접할 수 있으나 간간이 악취가 나네요.,별표 4개,5년 전
황우재,서울 도심에서 한적한 공원을 원하시는 분은 강추! 단.난지캠핑장 근처는 엄청 시끄럽습니다,별표 4개,6년 전
HJ P,"좋은 분위기의 공원, 공연있을때마다 활기차고 좋은 곳!",별표 5개,6년 전
강동석 (허허실실),"매일은 갈 수없지만 틈나면 가볼려고 애쓰는 장소이다. 1.불광천 출발해서 월드컵 경기장옆을 지나, 한강입구 그리곤 가양대교를 향하면 넓직한 잔디밭과 올려다보는 높은 다리를 지나는 차량들이 분주해 보인다.  일반 도로에서 보는 차량과는 전혀 다른 느낌의 살아있는 광경이다. 그 아래를 지나다보면 잘  다듬어진 넓은잔디밭과 훤히 트인 한강의…",별표 4개,1년 전
홍현익,마포구민은 반려동물 캠핑장 가보세용,별표 5개,3달 전
이영제,일요일이라사람들이엄청많아요,별표 5개,수정일: 1년 전
김남윤,자전거 타거나 산책하기 좋다. 겨울엔 엄청 추움.,별표 3개,6년 전
엄정원,라이딩중에 휴식하고 목 축이기좋은 장소입니다,별표 5개,1년 전
그래그래,한강공원은 다녀갈수록 *이득!!! 코스모스는 늘 피어있는듯~ 겨울만 빼고,별표 5개,6년 전
강한민,쾌적하고. 공원이 아주 멋쪄요,별표 5개,2년 전
강공윤,난지공원이 예전보다 깨끗해졋고요 월드컵대교가 완공되고나서 아래쪽은 테니스장과 운동시설하고 그늘진 곳에서쉴수있는공간이  만들어져있네요…,별표 4개,2년 전
Duksoo Moon,매년 시설관리 상태나 안전한 방범 활동이 엄청난 발전을 거듭하고 있어요 시민 의식도 나날이 향상되고 있는거 같아요^^,별표 5개,2년 전
Prince toad,골방에서 벗어나 누릴 수 있는 유일한 사치,별표 5개,6년 전
김류랴류랴,"아이들과 뛰어놀기 좋다 그늘막텐트,돗자리등 나무아래 깔고 독서,게임등 하면좋습니다 간단한 간식거리 싸오셔도되고요~ 자전거,퀵보드,캐치볼 이런거하기고 좋아요…",별표 4개,수정일: 2년 전
김용귀,물 가까이에서 운동하니까 조코 많은 사람들이  운동하는것을 보니 더조코 그속에서 아기가 뛰어 노는것을 보니 더더욱좋더라,별표 5개,11달 전
이대성,가족과 함께 봄소풍 장소로 좋아요~,별표 5개,7년 전
cloud,"평화롭고, 조용하고, 편리하다. 유아, 어린이등 온 가족이 함께 휴식하고, 즐길 수 있다. 화장실도 깨끗하고, 공원도 잘 관리되고 있다.…",별표 5개,4년 전
황규혁,평일 너무  좋다 여유롭고 평화롭다,별표 4개,6년 전
강진수 (백말띠비),- 시원하고 좋은 곳 - 문화 콘서트가 많이 열림,별표 5개,1년 전
원유창,그늘막 설치 시설이 매우 잘 되어 있고 이쁘다,별표 5개,6년 전
ToTheRain,난지 익스트림장은 기물 비기너에게 최고의 공간이다.,별표 4개,2년 전
Ww W,그린플러그드 렛츠락 썸데이 등등 각종 뮤직페스티벌의 성지,별표 5개,6년 전
이경혁,사람도 많이 없고 좋아요,별표 3개,4년 전
박세원,한강조망과 강바람을 맞으며 지내는 이곳은 최고입니다. 그늘막 안에서의 달콤한 낮잠은 꿀맛입니다. 코로나로 마음대로 음식을 포장이든 배달이든 제대로 못하지만 그러면 어떤가요…,별표 4개,4년 전
Marbinsoul,서울에서 가장 자연적으로 편하게 쉴 수 있는 곳 자연보호,별표 4개,6년 전
김동현,뒤로는 하늘공원을과 앞으로는 한강이 시원하게 보여서 너무 좋습니다~!,별표 4개,6년 전
Daewon Kim,지금은 자전거 도로 공사중이라 통행이 불편해요. 앞으로 하루 이틀은 불편할거 같네요,별표 4개,1년 전
이원재,돗자리펴고 놀기 너무 좋았어요,별표 5개,3년 전
Chloe Seol,오타디움 진짜 최고였어요ㅠㅠ자연속에서 음악과 하나되는 경험 최고입니다!,별표 5개,6년 전
Gi Hoon Kim (소수정예후니),"지금 시기에는 모든것이 참! 좋아요. 우거진 숲, 귓가에 쨍쨍하개 들라는 매미 울음.. 하지만 주의할 부분은 송충이가 참 많아요.",별표 3개,4년 전
chae Hong,청페 때문에 처음 가본!ㅎㅎㅎㅎ,별표 5개,6년 전
ks shin,멀리 강건너 시원합니다,별표 5개,2년 전
Shinho Lee,넓고 잘 정비된 한강공원.,별표 5개,3달 전
Jyoung L,월드컵경기장 산책하다가 넘어서 가곤하는데...강을 가장가까이 볼수있어서 좋고 넓은 잔디밭에 깨끗해서 너무 좋아요. 바람막이 텐트치고싶은데..텐트가 금지되서 아쉬워요.  바람부는 날은 가지마세요.,별표 4개,4년 전
Rockavatta chung,접근성이.안좋음 교통 비추 걸어가면 30분 ㅠㅜ,별표 1개,6년 전
Paul Kim,관리가 잘 되있습니다. 주차단속반이 별도로 있어서 주차장 말고는 가차없이 과태료 매깁니다.,별표 5개,1년 전
Myeong hun Ch,좋은 날씨에 좋은 사람과 캠핑 음주 즐기기 아주 좋음. 한강바람이 적절한 날에가면 진짜 특히 새벽에 사람 없는 한강 에 반대편 도로엔 차들이 달리고 아경은 오지구 지리구 참 ... 좋다 하악하악...,별표 5개,5년 전
narae jang,"산책하고 놀기에 좋은곳이지만, 대중교통으로 가기에는 너무나 헬인곳.. 버스타고 한참걸어가거나, 빨간버스타고 안으로 들어가야하는ㅠㅠ 그래도 다른 한강공원에 비해서 다양한 시설을 갖추고 있어서 좋다.",별표 4개,5년 전
이회장님,"한적하고 넓고 께끗하고 광활하여 마음이트이고 즐거워집니다 고양이도 평화롭게 잠들고,^^",별표 5개,수정일: 6년 전
serin min,매주 다양한 축제를 해서 즐거운 곳. 교통편도 나름 괜찮고 시설도 잘 되어있다 주변에 하늘공원도 있어 같이 보고 오면 더 좋을 듯 하다,별표 4개,5년 전
김망고,오랜만에 갔는데 많이변했네요.강을 따라 걸을 수 있는 산책로가 참 좋았네요~,별표 5개,1년 전
이청희,"여긴 코로나만 괜찮아지믄 캠핑장에서 노지캠핑느낌으로 고기궈먹고 한강 감상 및 요트나 윈드서핑등 각종 레져 선수들 장비나 훈련 모습구경가능해요 텐트치고 한강에서 노는건 정말 포근한 느낌을주고,…",별표 5개,4년 전
유선영,"제가 아주많이 방문을 하였습니다. 행사도하고,가수도옵니다. 텐트를치고 쉬면 좋습니다. 아이들 에게는 자전거,줄넘기,원반 등등이 좋습니다.",별표 5개,6년 전
Kyounghwa Lee,"간만에 산책했는데, 공원 수종도 다양하고 특히 조성된 수종 안내가  있어 나무를 찾아보게 되더라고요 호랑가시나무도 있고 ^^",별표 5개,1년 전
추기식남,코로나 규칙도 거리유지하며 모두 잘 지키고 오랜만에 선선한 바람을 쏘이고 왔어요. 다른 한강공원보다 여유가 있어서 좋아요. ^^~,별표 5개,3년 전
summer haze,한강공원은 늘 좋지만 난지 공원은 난지만의 널찍한 느낌이 좋다. 다른 곳보다 더 자유롭고 사람이 없는 편이라 자전거 타기에도 좋다. 주변에 월드컵 공원이나 하늘공원으로 빠져도 좋은 곳,별표 4개,5년 전
전전상운,코로나 때문에 집에만 있다가 오랜만에 날씨도 좋고해서 나들이 나왔는데 아이들이랑 자전거도타고 공놀이도하고 가족끼리 소풍나오기 넘좋아요^^ 담주에도~~,별표 5개,5년 전
kim newest,평일 김밥 사가서 먹기 좋은 곳,별표 5개,2년 전
김김,나는 집이 멀어서 별로임,별표 4개,6년 전
Ricky Kim,피크닉하기에 아주 좋은 장소였습니대!,별표 5개,5년 전
Flora,돚자리 펴놓고 놀았었는데 진짜 좋았어요!,별표 5개,7년 전
Robin Kim,우거진 나무숲도 있고 공원도 넓고 애기들 모래 놀이터도 있어서 가족나들이에 좋을 것 같다! 대중교통으로 교통 접근성이 떨어져서 그렇지..,별표 4개,5년 전
국대몬스타,뮤직페스티벌때문에 방문했다. 차를 안가지고가면 집에 못가는곳이다. 술한잔하려고 차 놓고갔다가 버스기다리는데만 3시간 걸렸다.,별표 3개,수정일: 2년 전
더블모카,되게 넓어서 마음이 탁 트이는 기분. 가을에 한강변의 코스모스 정말 많고 야생(?)의 느낌이라 매우 아름답다. 근데 교통편이 없어서 차 없는 사람들은 힘들듯.,별표 3개,6년 전
Bokjin heo,여유롭고 편의점 라면에 맥주하나 개꿀띠,별표 5개,6년 전
반은옥,시간이 없어 그냥 지나치듯 왔지만 복작복작한 서울에서 지내다가 넓고 산뜻한 초록색 공원에 다녀오니 자연적으로 힐링이 되었어요.  다음에 아이들과 마음껏 뛰어놀다 와야겠습니다~~^^,별표 5개,4년 전
Jung Rim Lee,날도 더운데 도서도할겸 갔는데 정말 좋았어요. 바람도 불고 그늘만 있으면 도서하긴 정말 좋아요~ 담에 또 가려고요.,별표 5개,7년 전
곽인호,난지천  공원어서본 월드컵 대교,별표 5개,3년 전
고민근,할리스에서 주최하는 공연보러,별표 4개,6년 전
JoonHyeok Kim,페스티벌 많이 여는 곳!,별표 3개,6년 전
김지우,지금아주 파릇파릇합니다 최고에요,별표 5개,6년 전
KoKo,"서울의 생명을 탄생 시키는 곳~ 늘 그렇지만..... 난, 저 예쁜 한강을 볼적마다 지금은 다른 별에 가 계실... 보고싶기만한 엄마가…",별표 5개,5년 전
DH K,페스티벌때문에 갔는데 좋았으나 장소가 협소하다..,별표 4개,6년 전
eunsung lee,페스티발을 보고왔어요,별표 4개,2년 전
호빵대장,윌드컵대교 건설 현장,별표 4개,5년 전
권세진,"난지한강공원은 서울의 서쪽에 위치한 공원 중 가장 주목할만한 공원이라고 할 수 있습니다. 한강과 함께 조화를 이루고 있는 수풀은 굉장히 아름다우며, 강변을 따라 천천히 거닐며 주변의 분위기를 느끼는 일 또한 즐거운 일입니다. 단지 난지한강공원 자체를 즐기러 가는 것도 좋지만, 그 주변에 있는 하늘공원, 서울월드컵경기장 등 다른 공원/시설들과 함께 코스에 넣어 즐긴다면 좀 더 효율적이고 알찬 경험을 할 수 있을 것입니다.…",별표 4개,7년 전
박루시,난지 한강공원이 예전과 다르게 꽃과 나무들을 방치해 두어 속상했어요.이사가서 자주갈 수 없어  오랜만에 들렀더니 형편없음요. 캠핑장은 시끄럽고 고기타는 냄새로 힘들었음 ㅠㅠ,별표 3개,5년 전
sang-mi lee,언제나 즐거운 곳이에요. 다만 가을철 페스티벌 있을 때 차 가지고 간다면 주차대란과 교통체증에 접근조차 어렵지만~,별표 5개,5년 전
김동연,성산대교~양화대교‥.. 산책로와 자전거길이 옛날과는 다르게 잘 정비되어 있다. 강변으로 접근하기가 어렵게 되어 있는 점이 아쉽다.,별표 4개,6년 전
JW CHO,쉽게 캠핑을 즐길수 있고 왠만한 부자재들은 실내 마트에서 구입가능. 하지만 시설이 오래되었고 너무 밀집해 있음,별표 3개,5년 전
비밤,서울 도심에서 놀기 너무나 좋습니다. 차가 있으면 더 좋겟지만 버스 등이 있어서 대중교통도 갈만합니다.,별표 5개,5년 전
위덕현,참 편안해서 자주찿는곳이기도하죠 하지만 이곳에는 주인이있는듯합니다 벌목?풀베는사람들이왕이죠ㅋㅋ 즉 주인이죠ㅋㅋ,별표 5개,5년 전
moon kiss,2021 마지막 벚꽃^.~,별표 5개,4년 전
방랑캠퍼머쉰,"좋다,바람도 하늘도,공기도...근데 그늘이 많았으면 좋겠다 추석연휴에 주차비 다 무료던데 여기는...아쉽다",별표 5개,5년 전
효니,"자가용으론 가기 편한데, 대중교통편은 좀 불편해요. 여의도 한강공원과는 좀 다른 분위기인데 여의도보단 좀더 가족단위로 많이 오는 것 같아요.",별표 5개,5년 전
이혜민,좋네요~~돗자리펴고 굿뜨,별표 4개,4년 전
이헌구,넓은잔디광장.충분한나무그늘.중간주간쉴만한벤치.걷거나 자전거타기좋은도로 시민이 쉬기좋은장소잎니다,별표 4개,5년 전
Sjm심우광,가을 에 오면  넓은 잔디밭에서 축구,별표 5개,5년 전
이윤재,여름에 캠핑과 수영장을 이용할수있고 자전거도로를 따라 산책이 좋았어요,별표 5개,6년 전
Jaemo Na,난지 한강공원에서 행주산성 방향 1km,별표 5개,4년 전
jh y (JH),코로나 기간동안의 답답함이 좀 풀리네요,별표 4개,4년 전
김수환,자전거 타고 획 지나갑습닏ㄱㄴ,별표 4개,1년 전
서규열,좋은시설 저렴한비용!,별표 5개,2년 전
Jay Jang,어썸 뮤직 페스티벌 보러 다녀옴. 넓고 자리가 좋아서 잘봤는데 햇빛이 매우 강하니 양산 챙겨가세요,별표 5개,2년 전
안아무개,피톤치드를 즐길 수 있늑 곳,별표 5개,3년 전
심형준,"다양한 시설 있고, 하늘공원과 연결통로 있음.",별표 4개,1년 전
김복녀,한강에서   방화대교   방향으로   가가보면   공기도   좋고   주변경치도   넘  좋아요   많은분들이   함께  즐기셨으면   해요,별표 2개,7년 전
김영미,상쾌하고 좋았어요,별표 5개,4년 전
고니,캠핑하는 느낌은 좋지만 이리저리 나가는돈 계산하면 차라리 펜션이 낫지않나 싶음 ㅎ,별표 4개,5년 전
신주환,한적하니 좋아요,별표 5개,5년 전
Jasmine Myung,너무 그늘이 없어서 힘들었음,별표 3개,5년 전
최엔젤,서울에서 불 피우며 피크닉 할 수 있는 몇 안되는 공간. 캠핑으론 별로. 시장바닥임. 불 피우는 피크닉으론 좋다.,별표 4개,6년 전
나이스라이프나이스디노,탁트인 한강 풍경을 맘껏 즐길 수 있습니다. 서로 매너있게 공간을 즐기시면 더없이 좋은 곳입니다.,별표 4개,5년 전
woori ko,한산하고 깨끗한 공원입니다. 평일에 즐길때 진가를 발휘하는곳입니다,별표 4개,1년 전
김득기,조금더 있어야 할듯,별표 1개,5년 전
김세진,"이런 시설이 서울에 있어서 너무 좋음. 스포츠와 피크닉, 자전거라이딩등 뭐하나 못할것이 없음.",별표 4개,6년 전
하나,낮에가면 텐트치기 좋고 밤에는 강건너 야경도 이뻐요 핀박는건 안되는걸로 알고있어요,별표 5개,5년 전
적절,잔디밭에서 아이들과 놀기 좋음,별표 4개,9년 전
소소한 하루의 일상,가볍게여가활동과스포츠를즐길수있는~휠링이되는곳만남의장소도될수있는곳,별표 5개,5년 전
허찬미 (Only Praise),"일단, 오늘 행사는 진심 엉망진창.. 스탭들이 쓰레기정리 하는분들이랑 행사부스 진행하는분들, 촬영하는분, 매표소 이렇게밖에 없었음.. 셔틀 운행도 행사관계자랑 기사님이랑 전혀 연계도 안되어있고 기사님 두분이서만 전화로 결정하고 운행간격도 15분에 탄력적운행이라고만 해놔서 몇시 몇분에 오는지도 모르고 무작정 기다리기만하고 셔틀위치도 지도를 뒤집어놔서 반대로갔다가 헤매고 막상 위치로 가도 정차구역표시도 없이 화살표만 있어서 저포함…",별표 1개,6년 전
단짝친구TV,넓은 광장과 한강이 있어서 놀기 좋았습니다. 옆에 하늘 공원과 난지천 공원이 있어서 산책하기 좋습니다.,별표 5개,5년 전
