작성자,내용,별점,작성일
MIN-JEONG CHOE,나무랑 꽃이 많아서 모든 계절에 거의 주말마다 방문합니다. 산책로 잘 되어있고 의자도 많아서 산책하다 쉴 수도 있어요. 방문일 주말 대기 시간 대기 시간 없음 예약 권장 아니요,별표 5개,수정일: 1년 전
ai “caiyeun” c,공원이 크고 여러식물들과 동물들을 볼 수 있어서 좋아요! 수목원에서 진행하는 프로그램도 많아서 더 재밌는것 같습니다 ㅎㅎ 요즈음에는 장미원에 장미들도 활짝 피고있어서 더 좋았습니다 방문일 평일 대기 시간 대기 시간 없음,별표 5개,1년 전
이강희,숲해설가님과 함께 방문했는데 너무너무 좋았습니다. 알면서 보는 식물과 모르면서 보는 식물은 정말 다른 세상을 보는것과 같아요. 수목원이 잘 정돈되어있고 깔끔합니다. 다만 주차비가 조금 비싼거같아요. 하지만 입장료 없이 수목원에서 재대로 힐링하고와서 너무 좋았어요,별표 5개,4년 전
임경택,"겨울엔 사람이 많지 않아서 좋고 크진 않지만 실내 온실도 있고, 도서관도 있고. 따끈한 음료를 마시며 힐링할 수 있는 곳이예요 물론 다른 계절을 말할 것도 없이 좋죠 주차는 헬이지만^^;",별표 4개,6년 전
김조헌 TV,"호수와 꽃과 잔디밭, 그리고 아파트까지 어우러진 공원으로, 잘 가꾸어진 시민들의 휴식공간. 앉아 쉴수 있는 벤치와 까페등 편의시설도 잘되어 있고, 유료주차장인 관계로 주차여건도 양호한편.",별표 5개,3년 전
김윤정,입장료가 없어요 그래서 계절마다 바뀌는 수목원을 맘편하게 찾아서 구경할 수 있어요 꽃도 나무도 수목원향기도 계절마다 달라서 변화한 모습을 찾는 재미도 쏠쏠해요 철길따라 길게 뻗은 공원이 산책하기 정말 좋아요,별표 5개,4년 전
유레카,"그리 넓지 않습니다. 식물이 많은 것도 아닙니다. 그러나 삭막한 도심에 꼭 필요한 장소인것은 분명합니다.  이곳에 사시는 분들 복 받았구나 라는 생각이 제일 먼저 들었습니다. 이른 아침과 저녁시간에 나들이 하기에는 안성 맞춤이겠다 싶었거든요.  제가 맨 처음 서울에 와서 거주 했던 곳이 수궁동(당시는 온수동)이었습니다. 그때는 현재 이곳이 논과 밭이었죠. 지금은 단순히 변했다가 아니고 완전 180도 달라졌습니다.  [네이버 발췌] 푸른수목원은 서울특별시 구로구 항동에 있는 서울특별시의 첫 수목원이다. 위치 서울특별시 구로구 항동 43 서울의 서남쪽 구로구의 끝자락에 위치한 푸른수목원은 서울시 최초로 조성된 시립수목원으로, 교육프로그램과 친환경관리의 중심인 “생태의섬(Eco-Island)”이다. 구로구 항동일대 10만3천m2의 부지에 기존 항동저수지와 어울려 푸른뜨락, 내음두루, 한울터, 돌티나라 등 2,100여종의 다양한 식물과 25개 테마원을 감상할 수 있고 작은도서관(북카페)와 숲교육센터 등 교육컨텐츠의 활용을 통해 가드닝프로그램(Gardening Program)과 생태학습의 장을 제공하고 있다. - 면적 : 103,354m2 - 개원 : 2013. 6. 5 - 주요시설 : 방문자안내소, 숲교육센타, 북카페, 가든카페, 25개 테마원, 항동저수지 - 푸른수목원 개방시간 : 05:00~22:00",별표 4개,7년 전
홀로서기,주차장도 편하고 예쁜 꽃들이 다양하게 있어요. 식물의 웃긴이름 보는 것도 나름 재미가 있어요. 모든 꽃들이 만개하진 않았지만 5월에 다녀가면 경관이 아주 좋을 것 같아요. 조용하고 화장실도 깨끗하고 넓고 마음에 듭니다. 다만 누가 꽃을 캐간건지 뽑힌 자국들이 있어요. 눈으로만 즐겼으면해요,별표 5개,2년 전
heeyoun kim,꽃과 나무도 많고 잘 가꾸어 놓아 산책하기 딱 좋습니다 입구에 카페가 있긴하지만 음료를 사가지고 가는게 좋을것 같아요 안엔 쓰레기통이없어요 사람이 많을때는 주차장 진출입이 어렵네요 주차정산기를 조금더 주차장 쪽으로 옮기면 덜 붐빌것같아요,별표 5개,4년 전
여우비연우,기차가 다니지 않는 기차길을 쭉 걸을 수 있어서 좋아요 호수를 따라 산책길과 각종 나무들이 잘 꾸며져 있고 도서관도 짓고 있어요 입장료는 없고 매점이 없지만 들어가는 입구에 커피점이 있네요 화장실은 정문입구에 있구요 주차장은 크진 않지만 계속 차들이 나가니깐 붐비진 않아요 전 일요일11시쯤에 갓는데 차들이 많이 주차해있었지만 군데군데 비어 있어서 문제없이 주차했어요 ㅣ시간 좀 넘게 있었는데 2천백원 냈어요,별표 5개,3년 전
오오미용,이른아침 강아쥐 랑 산책하기 좋아요 넓고 의자도 많고 잘 정리되었어요 그런대 주차비를 받아서 좀 아쉬웠네요,별표 4개,1년 전
HA곰,"도심속에서 자연을 느낄수 있는 곳으로 항동철길도 있어서 사진을 찍기에 아주 좋은 장소이다. 예전보다 주변에 아파트들이 많이 들어서면서 사람들이 많아졌다. 주차장이 전보다 잘 정도 되었으나, 방문자들이 많아서 대기시간이 있다. 입장료 무료",별표 4개,4년 전
Sangeon Byun,"4/2일에 천왕역 2번출구 우측편으로 직진해서 쭉 가다보니 항동철길이 나옵니다. 이 철길을 따라 쭉 걸어가다보니 수목원이 나와서 내부의 아담한 식물원에도 가보고 전체적으로 산책겸 둘러보았는데, 꽤 넓네요. 항동저수지의 야경도 아름답구요. 산책하며 구경하기 좋습니다.",별표 5개,6년 전
beach wing,일단 무료 입장. 천천히 거닐기 좋고 저수지에는 팔뚝보다 더 큰 잉어들이 있고 물오리들도 있습니다. 아이들이 뛰고 놀만한 잔디 공터도 있구요. 좋습니다.,별표 4개,3년 전
Buttersand Plastic,산책하기 좋음. 빛과 색온도가 좋으면 예쁜사진이 나오는 곳. 방문일 평일 대기 시간 대기 시간 없음 예약 권장 아니요,별표 5개,10달 전
김희윤,"주차장도 잘 되어있고, 바람쐬러 가기 딱! 좋은 것 같아요. 예쁜 꽃과 나무들도 잘 심어져 있구~~ 날 좋을 때 또 가려고요  )^^",별표 4개,7년 전
김종빈,"돌아다니기에 정말 최적인 공원입니다. 사람이 붐비지않아서 산책하기에 더할나위 없습니다.  장소가 정말 커서 부딛힐 일이 없습니다~ 밤에도 불이 잘 들어와서 걷기도 편하구요~! 철길뷰, 식목원 뷰, 연못 뷰, 정원 뷰 등 다양한 산책거리가 많습니다.  다 돌아보는데에는 넉넉히 2~3시간 정도 소요될거구요 카페, 베이커리가 있어서 더할나위없이 좋습니다. 유모차 대여 가능합니다. 아기들과 같이오기도 좋습니다.",별표 4개,5년 전
변상언,푸른수목원 겨울풍경입니다. 겨울이라 푸른색은 보기 어렵고 산책하기 좋은 장소입니다. 항동저수지가 그중에 가장 볼만한듯 하네요. 온실은 작년 2월부터 폐쇄 화장실만 개방중이라 잠시 꽃구경 함.,별표 5개,수정일: 4년 전
비단,#더불어숲길 & #항동철길 & #푸른수목원 까지 천천히 걷고 읽고 ...  걷기에도 좋고 꽃 피면 더 예쁠 것 같아요 사람도 많구요 항동철길에나 더불어숲까지 연결해서 걷기에 너무 좋네요 아담하고  #책은반드시세번읽어야합니다 #진정한독서는삼독입니다 #삶 ㅡ #사람으로읽어도 #삶으로읽어도좋다 #더불어숲 #신영복 #성공회대,별표 4개,5년 전
MrTanorus,호수가 크다 자연경관이 좋다 다양한 계절별 식물과 꽃 등이 지속적으로 관리됨 다양한 조류 및 어류 서식 노후화된 철도를 중심으로 한 산책로가 공원 주변에 있음 아이들 데리고놀기 좋음 반려동물 산책에도 좋음 커피점 싸고 맛있음. 직원에 따라 정말 맛없는날도 있지만 아주 가끔 있는 일.,별표 5개,4년 전
한규숙,항동기찻길이 바로 옆에 있고 입장료 없고 잘 정돈 되어 있습니다 산책하기 좋코 메타세콰이어길도 멋스럽고 중간중간 앉을수 있는 벤치도 많코 좋아요,별표 5개,4년 전
미연이,"생긴지 몇년 지나니 나무가 제법 자라서 더 멋져졌네요. 경기 경계지역인 서울이지만 그래도 서울에 ,그리고 우리집 근처에 이런 수목원이 있다는게 행운이네요. 입구 장미정원 정말 멋지고 저수지 위에 데크 꾸며놓은것도 정말 멋있어요. 기찻길도 많이 유명해졌는지 사람들 많아졌네요. 가을옷 입은 수목원 정말 예쁘답니다.",별표 5개,4년 전
동네탐색,가까운 나들이 코스로 괜찮습니다. 입장료는 없지만 주차비는 유료입니다. 옛기차길을 따라 걸어가도 좋고 수목원 둘레길도 좋습니다. 실내 정원도 있지만 코로나로 들어갈 수는 없는 상태입니다.,별표 4개,3년 전
sen sen,산책하기 좋아요 방문일 평일 대기 시간 대기 시간 없음 예약 권장 아니요,별표 5개,4달 전
박윤주,"넓은 호수도 있고 넓은 잔디에서  뛰어놀기 좋아요.물소리 ,새소리 그리고 여러 종류 꽃들도 있어서 산책 하기 좋아요 멀리 가지 않아도 자연 보며 히링 할수있는곳입니다.",별표 5개,2년 전
sung hoi kim,"시즌마다 꽃이 바뀌고 테마가 바뀌는거 같아요. 아이데리고 산책하기 정말좋아요, 애견들하고 오신분들 많지만 다들 목줄하고 다니셔서 걱정없고요.걷다보면 카페도 있고, 공중화장실도 있고,작은 북카폐도 있습니다. 수목원 바로 옆에는 일자로 길게 이어진  철길도 있어서 사진찍으러 출사도 많이 오세요. 꽃과 나무를 사랑하시고.꽃사진,주변 철길사진 찍으시며 하루를 여유있게 보내시는 분들에게는 추천드려요. 단점중 하나는 꽃과 나무에 펫말이 조금 다른경우가 있어요.그리고 주변에 아직은 상가나 식당이 근거리에는 없는게 장점이자 단점입니다. 마지막으로 저는 비오는날이 사람도없고 운치있어서 좋네요.걷다보면 비를 피할수 있는 정자가 드문드문 있는데 거기에서 차한잔하는것도 좋을거같아요.^^",별표 5개,6년 전
Juah Eom,"(2022.04.03)  제가 방문했던 시기에는 중앙 잔디밭 정비중이었고, (4월 중순 이후에 정비 마치고 오픈 예정이라 했습니다) 벚꽃 시즌도 전이어서 수목원 내에 볼거리가 그렇게 많지는 않았어요. 여러 화단에 꽃이 활짝 핀곳도 몇 군데 되지 않았구요. 아마 개화 시기와 맞지 않았기 때문일 것 같은데, 4월말부터는 푸릇푸릇한 나무와 항동저수지 주변이며, 산책하기 정말 좋을 것 같다는 생각이 듭니다.  수목원이 항동철길과 바로 연결되어 있구요, 기차가 다니지 않는 철길이라 철길 걸으면서 사진도 찍고 추억 남기기 좋을것 같아요.  입장료는 별도로 없고, 대신 주차료가 있습니다.",별표 4개,3년 전
아기공룡둘째,서울에 이런 곳이 있다는 게 놀랍네요. 경차만 보면 시골 좋은 곳에 와 있는 어 같은데 분명 서울이네요. 지하철역에 내려서 항동 철길까지 걸어가면 이쁜 철길과 그 길을 따라가면 서울 맞나는 생각이 들 정도의 수목원이 나오네요. 서울에 오래 지냈지만 이런 곳이 있다는 게 놀랍고 근처에 살면 매일 오고 싶을 정도로 좋네요. 수목원이 관리가 정말 잘 된 거 같아요. 산책하기 정말 좋습니다.,별표 4개,4년 전
안선영,지금까지 가봤던 수목원 중에 최고! 꽃이랑 나무 종류도 많아서 눈도 즐겁고 넓어서 산책하기도 좋다. 후문쪽에 항동 철길이 있어서 사진찍으러 오는 사람이 많다.,별표 5개,6년 전
황지연,푸른수목원과 항동철길의 만남~이두곳운 꼭 같이기봐야합니다~~ 푸른수목원은 일띡5시에오픈해서 저녁까지 오픈되어있는 무료공간의 공원같은곳이며 산책하기가 너무 좋아요~~ 날이 좋을때 가면더더욱 좋을테지만~  항동철길을 꼭 같이 들러보세요^^ 운치있어요,별표 4개,4년 전
jeongtae lee,여러모로 양천구 신월동의 서서울호수공원과 비슷한 느낌의 공원입니다. 항동 철길에서 공원으로 들어갈수 있는 진입로가 있었으면 합니다.,별표 4개,3년 전
김준원,수목원 입니다. 돗자리 및 텐트 설치 불가합니다. 화기를 사용한 취사 또한 당연히 안됩니다. 방문 시간이 오전 시간대 아니면 주차장이 만차 됩니다. 방문일 주말 대기 시간 대기 시간 없음 예약 권장 아니요,별표 5개,1달 전
Mocca park,🐶 입장료없음 강아지나 아이들과 가기 좋은 아기자기한 공원이에요. 지금은 이용하지 않는 기찻길도 있어서 나름 운치도 있답니다. 규모도 둘러보기 적당한 편입니다. 근처 산책코스로 추천합니다.  🐶 강아지 동반가능,별표 5개,3년 전
Hanel Nam,수목원에 호수가 있고 매우 가까이서 잉어을 비롯하여 원앙새가 즐겁게  노닐며  있다. 입구에는 철길도 있어 추억  만들기도 좋으며 살짝 언덕위에는 전원같은 고급빌라가 살고 싶어지는 곳이다,별표 4개,3년 전
최영원,서울인데 시골처럼 공기가 맑고 깨끗한 곳이고 멀지않고 가까운곳에 힐링할수있는 수목원입니다 무료입장이고 7호선 타고천왕역에서 하차후 버스로 10분 거리에 있어서 나들하기 좋은장소로 추천합니다,별표 5개,5년 전
강이안,자연이 아름답고 바로 옆에 항동철길이 있어 산책하기 너무 좋다. 저수지도 있어서 볼거리가 참 많은 곳이다.,별표 5개,4년 전
서울엄마,모든  사람들이 좋아하는 산책장소. 햇볕이 잘들어 산책하기 좋다. 도서관 공사와 항동철길공사 등으로 어수선하지만 여전히 좋다.,별표 5개,수정일: 3년 전
유승우,"가끔 산책하는곳으로 가벼운 운동하기에 안성맞춤, 안내판과 각종 꽃들과 진귀한 식물 잘 관리 조성되어있어 편안한 산책을 즐길수있다",별표 4개,3년 전
09270259,"기대 안하고 왔는데 곳곳에 꽃도 다양하게  심겨져있어서 구경하는 즐거움이 있었습니다. 장미원도 작게 있어서 장미가 폈을때 왔으면 이쁠거 같습니다. 철길도 걸어보고 저수지 구경도 하고, 아이는 스탬프 찍는다고 꽤 넓은데도 잘 다녔네요. 온실도 자그마하게 있었는데 플루메리아 꽃을 처음 봤는데 이뻤습니다^^",별표 5개,6년 전
김진식,"서울,부천 경계지점의 작은 공원으로 근처에 지나가다 들리고 산책하기 좋은 곳입니다 또한 자세히 살펴보면 연꽃 및 여러 종특의 나무,식물을 볼수있습니다 비가 약간 오는날에 갔는데도 산책하기 좋았습니다 사진은 많이 못 찍어서 살짝 아쉽네요^^",별표 5개,수정일: 1년 전
Byung Ho Chung,"도심속의 정원,잘 설계된 호수가있고  다양한 식물,꽃이 도시생활에 쌓인 스트레스를 힐링하는 가족,연인들의 산책길로 서울내 서울숲 다음으로 최고입니다.옆집으로 이사가고파!!",별표 5개,4년 전
Lim Youngsoo,서울시의 유일한 수목원입니다. 구로구에 속하나 부천시와 인접해 있습니다. 산책하기 좋습니다. 세계적인 정원이 사계절 꾸며집니다.,별표 4개,5년 전
고광철,여기는 항동에 위치한 푸른 수목원~~^0^ 이른 봄산책 꽃들이 만개 하지는 않았지만 발걸음 가볍게 다녀올만한~~~ 입장료는 없지만 주차요금은 받아요~~ 5분에 150원~~ㅎ 코스도 길고 수목원 안쪽에는 온실이 있고 볼만한 꽃들이 있네요 끝까지 걸어가서 유턴으로 철길으로 돌아나오는 길 맞바람도 불어주고 시원하니 가벼운 발검음에 산책정도는 괜찮은 산책로 같아요^^,별표 4개,6년 전
꽃하나,주차장이 있지만 작다.볼거리가 많다~아이들과 소풍오기 딱 좋은곳.주변 아파트들 많이 생겼던데 이리좋은 수목원이 코앞에?축복받았네...,별표 5개,6년 전
하춘근 (월천무근),산책하고 사진 찍기에 좋은 곳 입니다. 아침 운동에도 좋아요~,별표 5개,수정일: 1년 전
박박치현 TV,아침마다 걷기운동가는데 좋아요 예쁜꽃이며 상쾌한공기... 건강도찾고 덤으로 살좀 빠졌으면 좋겠네요,별표 5개,4년 전
Jimmy Butler,예전 항동약수터 항동저수지를 이렇게 예쁘게 만들다니 새삼 시간의 빠름을 느낍니다. 동네 주민들 산책하기 좋더라고요. 직원분들이 관리 잘 하시는 것 같습니다.,별표 5개,1년 전
최명숙,봄이 오는 날씨였는데도 응달은 쌀쌀합니다. 입구 오른쪽에 영춘화가 활짝피어 봄을 맞이해 주었구요. 햇볕이 너무 강해서 커피 한잔 마시고 산책은 안하고 왔어요~~ 봄의 빛이 여물 때 가면 좋을 듯~~,별표 3개,6년 전
임윤숙,여기서 종이비행기도 날리고 산책도 하기 좋아요 😀 방문일 평일 대기 시간 대기 시간 없음 예약 권장 아니요,별표 5개,수정일: 8달 전
혜정,잠깐 시간이 나서 들른곳이라 다 둘러보진 못 했지만 산책하기 좋고 푸릇푸릇 이쁜 곳입니다. 입구에 작은 카페 하나있고 음식섭취는 입구 데크에서만 가능하고 쓰레기통 없는 곳이에요. 다만 주차장이 좀 협소합니다.,별표 5개,4년 전
복돌이,집에서 멀리 가지 않고도 가을 정취를 만끽할 수 있는 수목원을 오늘 오후 다녀왔습니다. 오는 길엔 천왕산을 올라 갔다 왔지요.,별표 5개,4년 전
yunee Jeong,자연을 편안하게 느끼고 산책할수있어요 옛날 기차길도 있어서 이쁜사진도찍을수있고 연못에 오리도볼수있어요,별표 5개,5년 전
고유진,교통이 조금 불편합니다 식물원이 엄청 잘 꾸며져있습니다 황동철길이라고 폐 철길이 있어 사진찍기도 좋고 식물냄새를 맡으면서 돌아다니기가 좋습니다,별표 4개,6년 전
serin min,나무도 많고 연못도 크고 예쁘다 다만 관리가 좀 덜 된 느낌이 있다 지금 주변 재개발중이라 자가용보다는 버스로 가는게 길 찾기가 더 쉽다,별표 3개,5년 전
three blackbeans,카페도 있고 커피 테이크아웃해서 돌아보기 좋아요. 꽤 넓고 크답니다. 산책코스로는 아주 좋아요. 단점은 제 스스로가 늪지를 별로 안좋아한다는...,별표 4개,수정일: 4년 전
폭풍선빈,"흠잡을게 거의 없는 공원이자 작은 수목원. 옆 철길도 좋고, 호수 근처에 서식하는 왜가리 보는 재미도 있음.  지금 시기에는 댕강나무 향이 가득함. 남자인 나는 밤꽃향이랑 비슷해서 좀 그랬는데 여친은 좋아함. 방문일 주말 대기 시간 대기 시간 없음 예약 권장 아니요",별표 5개,1년 전
박승훈,다양한 식물 볼거리가 잘 가꾸어져 있는데 입장료가 없어 너무 좋아요.,별표 4개,4년 전
H O,자연을 좋아하는 분들이면 한 번쯤은 가보는 걸 추천 생각보다 되게 넓고 힐링도 되고 좋았음,별표 4개,5년 전
Chong Yeol Kim,도심 공원으로는 잘되어 있습니다 남여노소가 줄기고 첯고싶은 공원입니다,별표 4개,수정일: 2년 전
seung hwan Cho,깨끗하고 관리가 잘되어 있습니다 주차시설도 좋습니다만 요금을 징수합니다 쓰레기통이 공원 어디에도 없다는게 아쉽습니다 멀리서 찾아갈 정도의 공원은 아니나 인근지역에 사신다면 가볼만한 곳 같아요,별표 5개,5년 전
by.가인서준맘,친정에 가까워서 들렸는데 넘 좋았어요 산책하기 좋아요 물가주변에 강아지들은 출입금지입니다 참고하세요~,별표 5개,4년 전
주현희,"가까운 곳에 수목원이 있어서 너무 좋아요. 가족과, 조카와 자주 갑니다.^^",별표 5개,3년 전
TAE HWA Kim,의도는 좋았지만 조금은 정리가 안된듯 한 분위기...그래도 옆에 항동철길 포함해서 가벼운 나들이 장소로는 충분합니다.,별표 3개,8년 전
빈터의 삶의 여정,구로구 항동 철길옆에 있는 수목원 다양한 테마관식으로 조성되어 있음. 교통편 7호선 청왕역 3번출구에서 약 500m,별표 4개,5년 전
강민성,"보통 공원,수목원 같은 이름을 가진 장소들은 쉽게 상상할 수 있는 정도의 볼거리가 있는, 개인적으로 지루한 장소이다. 물론 이곳도 조금 지루하긴 하지만, 내가 가본 무료 공원류 중에서는 매우 훌륭한편이다. 아래는 내가 위와같이 느낀 이유이다. 1. 귀여운 작은 식물원(겨울엔 따뜻해서 좋다) 2. 신경 쓴 티가나는 이쁜 구조물들 3. 요즘 쉽게 보기 힘든 기차가 다니지 않는 철로 4. 수생식물이 가득해 조금은 지저분해보이는 저수지 5. 귀여운 애기들",별표 5개,4년 전
임경옥,가깝고  볼거리 만드는공원이에요 경기도쪽이나 서울끝쪽이시면 가족 나들이 강추강추요 할로윈데이라고 조그마하게 꾸며도 놓고 식물들 많아 좋아요,별표 5개,5년 전
김형준,꽃피기 전이라 휑하다. 규모는 큰편이고 철길따라 산책로가 계속 연결되어 걷기는 좋다.,별표 4개,4년 전
오쏭쏭,산책하기에 좋은 곳입니다. 가을을 여유있게 느낄수 있는 수목원입니다.,별표 4개,1년 전
강원,주변에 사는 사람들에게는 너무 깔끔하고 이쁜. 산책 하기 좋은 공원입니다. 곧 도서관도 생긴다고 하니 방문객들이 더 늘겠네요.,별표 5개,3년 전
이보람,예쁜 꽃들도 많고 힐링되는 공원이였어요~~ 방문일 평일 대기 시간 대기 시간 없음 예약 권장 아니요,별표 5개,1년 전
티라노,자주오는 푸른수목원 입장료는 없고 주차료만 있어요 카페가있어 맛있는 커피도 먹을수 있고 간단하게 소풍 먹거리 싸와서 먹을수있게 잘 되어있어요 너무 사랑하는 장소면서 강력추천합니다,별표 5개,6년 전
어여열심히,잠깐산책하기좋은곳 자전거출입금지. 주차요금은 있음,별표 4개,수정일: 3년 전
Silver_ki,옛기차길의 낭만과 수목원의 아늑함을 함께 경험할 수 있는 서울안의 또 다른 힐링 공간,별표 5개,5년 전
l이원석.,자주는 아니지만 생각날 때 들리는 곳.  무료라는 점이 좋아요. 다만 주차는 유료지만 명절 등 연휴에는 주차장도 무료 개방하구요.  겨울이라 나무도 잎을 모두 떨구고 꽃들도 땅 속에서 따스한 날들만 기다리고 있는게 아쉽지만...  수목원 옆 철길을 걸으면서 인생사를 뒤돌아보고 앞으로 남은 시간들도 미리 만나보는 재미도 있어요.,별표 4개,5년 전
음식요정 (정진수),입장료무료입니다 주차비있는어요 밤에산책하기너무좋아요,별표 5개,6년 전
여민선,걷기 좋구 추억돋는 기찻길도  사진 예쁘게 나와요 걷다보면  힐링도 되면서  좋았네요,별표 5개,1년 전
yj jeong,가벼운산책과 휠링을 할수 있는곳입니다.  기차길이 향수를 불러일으키네요.,별표 4개,5년 전
mirr p,서울에 동물원이 아닌 곳에서 학(?)을 볼 수 있는 공원. 방문일 평일 대기 시간 대기 시간 없음 예약 권장 아니요,별표 4개,9달 전
paradise M,너무 좋아요. 도심 속 생태공원. 자연이 잘 보존되어있어요!,별표 5개,2년 전
쥬쥬아빠,여러가지 꽃 식물을 볼수 있습니다 산책하기 아주 좋아요,별표 5개,5년 전
tour hong (tourhong),"호수를 중심으로 산책로가 있고, 호수를 가로 지르는 탐방로가 있어요. 연꽃이 피는 시기에 가면 좋겠네요. 항동 촐길이 바로 옆입니다.",별표 3개,3년 전
정연민,항동 저수지도 이쁘고 기찻길이 완전 이쁩니다 방문일 평일 대기 시간 대기 시간 없음 예약 권장 아니요,별표 5개,1년 전
슈슈,가까이 사는분들 운동하기 좋겠어요 해질녁 시원할때가니 걷기 좋더라구요.,별표 5개,4년 전
이미숙 (mandakko),서울에 이런 공간이 있다니. 너무 놀랍습니다. 너무 좋아요. 방문일 평일 대기 시간 대기 시간 없음 예약 권장 아니요,별표 5개,1년 전
최홍준,산책하기좋고 특히  봄에는 애기대려와서 같이 산책하기좋은 곳입니다,별표 5개,6년 전
billy B,"산과 수목 조성이 아주 좋아요, 유럽에 온 느낌~~ 나들이 또는 산책 또는 운동코스로 매우 훌륭~!!! 방문일 평일 대기 시간 대기 시간 없음 예약 권장 아니요",별표 5개,11달 전
