작성자,내용,별점,작성일
sanghu kim (mulsanco),우장산은  새마을 탑이있고 만남의광장이 있으며 축구장 공항정활쏘고하는 연습장이있고 수영장 베드민트장 야외공연장 정수장 구민회관 쪽백나무숲 숲속체험장등 강서구민의 휴식처이다 너무 좋아요.~~^^,별표 5개,6년 전
SAM KOH,주민들의 사랑을 받는 산책로. 가을풍경 으뜸.,별표 3개,6년 전
오공만두,숲체험으로 방문!!넓지는 않지만 아이들과 가는 곳으로는 좋네요. 놀이기구도 중간중간 많아요,별표 5개,9달 전
softm net,강서구 중앙에 위치해 접근하기 좋고 운동하기 좋은듯.,별표 3개,5년 전
윤영희,가까운곳에 잘꾸며진 산책코스입니다,별표 5개,5년 전
서병국,둘레길이 있어서 부담되지 않고 좋네요,별표 4개,6년 전
광수김 (Kwang Soo),제11회우장산실록축제가 많은구민들이 참석하여 성황리에 개최되었다.,별표 4개,6년 전
Yujoung Choi,교통 편하고 트레킹과 조깅하기 좋은 장소,별표 5개,3년 전
JI L,부담스럽지 않은 높이로 산책하기 좋아요~ 화장실도 오래됐지만 깨끗하게 잘 관리되고 있습니다,별표 5개,6년 전
youngjae shin,산책하고 운동하기 좋아요. 주차장은 애매,별표 4개,5년 전
Robin Oh,우장산 너무나 관리가잘된 공원이고 산책하기 너무좋은 높이와 코스입니다,별표 4개,5년 전
Kwangjin Lee,반려견과 산책하기 좋은 것이죠,별표 4개,수정일: 5년 전
김보미,"봄엔 벚꽃, 가을엔 은행단풍 ...계절을 느낄수있고 산책로도 잘 되어있어서 좋아요",별표 4개,6년 전
young hun Kim,"다양한 산책로가 있으며, 초보자도 쉽게 걸을 수 있다는게 가장 큰 장점 같아요",별표 5개,6년 전
최중규,도심속에 작은 뒷동산 접근성과 산채하기 좋아요..,별표 5개,4년 전
김천수,깨끗하고 운동하기 정말 좋습니다. 시설도 잘 되었고요,별표 5개,수정일: 11달 전
Cocktail (칵테일),대박 좋습니다. 트랙이 축구장이  보이는 아웃코스 말고 산 정상쪽에 인코스와 산림욕코스가 있습니다.,별표 5개,4년 전
yun P,산책하기 좋은 작은2개의 동산,별표 3개,6년 전
김병우,마음을 편안하게 해주는 곳입니다,별표 5개,4년 전
최선경,좋아요^^~새벽에도 밤에도 낮에도 운동하시는 분들이 엄청 많아요,별표 5개,11달 전
이민선 (써니),힐링센터 방문으로 다녀왔어요. 가족과함께 동네 앞산으로가서 힐링하기 참좋습니다,별표 4개,6년 전
박성국,가족끼리 주말 산책하기 좋아요. 은근 구석구석에 숨겨진 아이템들이 많아요.,별표 4개,7년 전
Enos Lee,"올라가는 산책로에 꽃향기 너무 좋고, 새 소리도 너무 좋음. 업힐 반복하기에도 좋고, 400미터 조금 안되는 트랙 있어서 트랙 러닝하기에도 좋음. 크기가 딱 부담스럽지 않은 정도.",별표 5개,수정일: 3년 전
엄태형,천천히 걷가에 아주 좋은 산책로. 경사가 완만하여 걷기에 좋으며 속보로 30분 정도면 한 바퀴 돌 수 있어 점심 식사 후 운동 코스로 좋음,별표 4개,3년 전
김승연Kai,산책하고 운동하기 좋은 장소예요~~^^,별표 5개,6년 전
Andrew kweon,"가볍게 산책하기 좋은 곳입니다. 너무 가파른 곳도 없고 가볍게 이야기하며 걷기 좋습니다. 산책코스따라 돌면 4Km 정도, 우장산 정상엔 간단한 운동기구도 있어서 주민들도 자주 찾는 장소입니다.",별표 5개,5년 전
정병복,우장산은 주변 주택에서 가까워 접근이 쉽고 공원과 산책길은 둘레길로 잘 조성되어 있어서 시민이 많이 이용한다. 둘레길 곳곳마다 의자나 움막이 있고 운동기구가 설치되어 있어서 매우 좋다. 둘레길은 나무가 크게 자라서 한 여름에도 햇빛에 의한 적외선 노출을 방지 할수 있어서도 더욱 그렇다. 매일 이용 하는대도 항상 맑고 신선하며 만족한 기분을 제공한다. 산을 사랑하고 아껴서 계속 유지되도록  해야겠다,별표 5개,7년 전
서원득,화단도 꾸미고 식재도 심는 등 보수공사를 해서 산책하기 더 좋아질 것으로 기대됩니다.,별표 5개,5년 전
MIHWA KIM,피톤치드를 바로 느낄수 있는 쾌적한 공원입니다.,별표 5개,5년 전
이젠,산책과 걷기 운동하기 좋은  공원입니다. 중턱에 폴리텍 강서 캠퍼스와 국궁장까지 있어 차분하고 정상엔 운동기구도 있습니다. 한번 도전해 보세요.,별표 4개,6년 전
이영길,"우장산 둘레길 낙엽 밟으며 산책하고 정상에서 운동기구 이용해 몸을 좀 움직여 주고 귀가하면 약 한시간반정도 걸립니다, 그러고나면 하루가 상쾌합니다.",별표 5개,6년 전
황윤담,매일 산책하는 장소입니다.,별표 5개,1년 전
MJ,미세먼지 때문에 자주는 못오지만 아이들과 축구나 농구 베드민턴등 뛰어놀기 좋은곳입니다. 산책도하기좋아요~,별표 5개,6년 전
강병욱,가까이에서 숲을 느낄 수 있어요,별표 4개,5년 전
차세대,맨발걷기 장소도 있고  운동기구가  많이있어  주민들의 많은  호응이있습니다 놀이터 현재공사중이나 축구장과 배드민트 장과 테니스 장은 사용가능합니다 화장실 깨끗한 화장실이 있어요 반려견 동반 환경 반려견도 같이 운동하고 있어도되요 피크닉 구역 피크닉 구역은 따로 마련되어있어요,별표 5개,1년 전
이정희,우장산공원은 지하철5호선 우장산역에서 걸어올라갈수있고 고목의은행나무와 소나무가 어우러져 상쾌한 산책로의 숲길입니다~ 정상으로올라가면 각종운동기구가 설치되어 운동도할수있어요~~~,별표 5개,6년 전
윤호길,운동하기에.안성마춤인곳. 농구장을비롯하여.축구장또한 정구장과테니스장까지.걷기운동코스.모든운동기구또한.나무랄때없는 가서구를대표한다해도.좋을듯한곳이다...,별표 5개,7년 전
글이땡,비가 걸을수 있을 정도로 와서 녹음이 더 푸르고 쾌적하다는 느낌이 좋고 환경도 비교적 잘 갖추어져 있어 이용하는데 괜찮음,별표 4개,4년 전
Park kyunghan,우장산 축구공원은 스탠드가 경기를 보기에 아주 좋습니다 야간경기용 라이트도 잘되어있습니다 단점은 주차시설이 없는점입니다,별표 4개,5년 전
문정윤,요즘단풍구경하러가고있어요!^^  코로나에 멀린못가고ㅡ가까운우장산 단풍이넘 예쁘게 물들었네요! 오전엔좀쌀쌀하니 12시넘어슬슬올라감넘좋아요!~~,별표 5개,4년 전
taiji seo,아이들과 둘레길 걷기 좋은산입니다,별표 5개,수정일: 6년 전
dae deok Lee,매일 매일 런닝하는 아름다운 공원입니다 산정상의 새마을탑과 산길이 굽이굽이 이어지는 산책로는 일상의 지친 심신을 달래고 건강해지는 정말 아름다은 공원입니다.,별표 5개,4년 전
찌누맘,한가하고 큰나무들이 많아 코스를 돌며 운동하기 좋고 유료 양궁장.운동기구들도 많아 지역주민들이 이용하기 편리했습니다~,별표 5개,5년 전
주원일 (그리피스),산책하고 운동하기 좋은 공원입니다. 오전엔 한적하고 오후엔 생기있어 시간이 있으면 원하는 때에 맞게 걷기 좋은 산입니다.,별표 5개,7년 전
혜랑황,강서구에 몇개의 산이 있는데  그중 하나입니다  놉진않지만  축구장 테니스장 족구장  베드민턴장을 포함하여  와만한 경사로로  등산하기 편리하여 주민들이 자주 애용하는 산 입니다,별표 4개,6년 전
차선미,산책하기 좋고 유아들을 위한 숲속체험장도 있어요  곳곳에 의지가 많아 쉬기도 좋아요,별표 5개,5년 전
써비니아빠,아침공기좋은 운동 산책하기좋은 힐링터,별표 5개,4년 전
윤영철,조깅 코스가 좋아요,별표 5개,4년 전
하영Happy Day채널,동네산 으로 봤을때 산이넓고 힐링주는 산책로길 아주 대 만족 즐거운 시간 이였던 추억  한페이지 넘겼어요 이 지역으로 이사갈까 결심이 들었다,별표 1개,4년 전
이강재,좋은시설 과 아름다운자연이 잘 조화되어서  참좋은곳이구나 라고 생각이 됌 다들 가보세요,별표 5개,4년 전
Hanra Ma,깨끗하고 정비된 길이 편안하네요. 음료정도는 준비해 가야 합니다. 파는 곳이 없어요ㅠ,별표 4개,7년 전
Taco Kimchi,맨발걷기 최고,별표 5개,1년 전
Инди ра,"좋아요, 요즘 수영장 뗌에 자주 가요~ 주차 자리가 항상 없지만 수영장이 좋아서 가게되요",별표 5개,6년 전
배수연,아이들 숲체험장도있고 공기도 좋고 시설보수되서 더 좋아졌네요^^,별표 5개,5년 전
Syng Jeoung,"등산로 잘 정비되어 있고, 쉼터도 많고 좋아요. 전망이 없다는 것이 아쉬움",별표 4개,3년 전
송병춘,적당한 크기의 산책로와 도심에서 맑은 공기를 느낄수있어 좋고 지하철역에서 가까워 접근성이 좋습니다,별표 4개,4년 전
진중진,나무가 울창한 산길에 기분이 상쾌합니다. 힐링 과 건강이 합쳐줘서 삶의 활력이 넘칩니다,별표 5개,6년 전
유수철,가볍게 산책하기 좋아요,별표 5개,수정일: 4년 전
박점희,등산로조성이잘되어있고 나무관리가 잘되어있어 사계절 어느때나좋아요ᆞ,별표 5개,6년 전
허원영,산책로가 상당히좋습니다 크게돌면 1시간이상 코스고 상각보다 힘듭니다,별표 5개,4년 전
이경희,집 가까운곳에 숲이 울창한 이쁜동산이 있어 감사한 맘으로 다니고 있습니다 이가을을 잘느끼게 해줍니다 모두 놀러 오셔요~~~^^,별표 5개,6년 전
안태윤,산책하기 좋은 장소입니다 산책로가 남녀노소 누구나 편하게 다닐수 있는 곳입니다,별표 5개,7년 전
jaeheon Song,운동삼아 매일가는 공원. 조성잘돠어 있고 사용허진 않지만 운동기그도 잘 되어 있습니다.,별표 5개,5년 전
전미자,집에서 가까워서 아침에 산책하기 좋고 일출을 볼 수 있어서 매일 감사한 마음으로 하루를 시작합니다,별표 5개,6년 전
Sangwoong Joh,산책하기 좋아요 오솔실 같은 산길 따라 오르면 정상이 금방입니다,별표 5개,4년 전
신태영,산책하기 좋아요,별표 5개,5년 전
김정희,벚꽃잎이 흩날리는 봄날을 만끽하기 좋아요.주말에 비오면 다 떨어질것 같으니 서두르세요~~^^,별표 5개,4년 전
HUNSOO HWANG,지역 주민의 산책이나 걷기 운동을 즐길수 있는 건강하고 유익한 공원.,별표 5개,4년 전
김형식,작지만 이쪽 지역중 가장 잘되어있는 공원입니다! 운동시설이 잘되어있습니다!,별표 5개,9년 전
사람,"진짜 이만한 등산로 운동시설은 없다 해발고도는 낮아도 길이 원형태라서 계속 한방향으로만 운동가능,배드민턴시설있음,축구장 농구장 없는게 없다 옆동네 이사갔어도 주말엔 여기 와서 운동함 ㅋㅋ",별표 5개,5년 전
최성우,"산책로가 잘 정비되어 있고, 밤에도 조명이 밝아 아주 편안합니다.",별표 5개,6년 전
Ken Choi,"그냥 ,,동네 뒷동산  마실나가기 딱이에요..축구경기장도 관람하기 정말좋음 .. 특히 야간에..",별표 4개,6년 전
명인인생백만장자,산책하기좋고 운동하기좋아요 5호선 우장산역에서 마을버스 5번타고 강서구민 회관에서 내리면됩니다,별표 5개,4년 전
수아빠,경사도 완만하고 거리도 적당하고 남녀노소 누구나 운동 또는 산책하기 좋아요,별표 5개,4년 전
윤평일,축구장과 360미터 사각 트랙,별표 5개,4년 전
World Traveler,여름에 물놀이장 무료인데 사람은 많았지만 체계적이라 좋았습니다,별표 5개,6년 전
박형준,사계절 산책하기 좋고 산책로가 잘 되어 있어요,별표 5개,5년 전
도토리,초보자도 걷기에 무리없는 곳이예요. 다만 여름이 지나갈때 은행냄새 때문에 힘들어요.,별표 5개,6년 전
REBOOT,동네에서 운동하기 좋은 주민들의 쉼터,별표 5개,1년 전
JeongWoo Park,저녁 먹고 가볍게 산책하기 좋음. 조깅로도 마련되어 있음.,별표 5개,5년 전
고의남,산책길 추천합니다.,별표 4개,1년 전
문봉기,강서구 화곡동 일대 주민들이 즐겨 찾는 동네산으로 오래된 숲이 좋습니다. 화장실 화장실을 뭘 설명하라는건지?,별표 5개,수정일: 8달 전
김은영,곳곳에 숨어있는 산책로가 피로를 풀어주네요 최고!!,별표 5개,4년 전
Sangdo Jun (Sebul),우장산 가족과 산책하기 좋음. 힐링숲센터 이용하려면 예약해야 함.,별표 5개,8년 전
김명환,산책하기 좋은곳 가벼운 유산소 운동 좋아요,별표 4개,7년 전
서병호,걷는것만으로도 충분히 운동을 할수 있는 장소 입니다,별표 5개,6년 전
김춘희,도심속에서 여유로운 산책을 할수 있어요,별표 5개,5년 전
Kyuho Lee,근린공원으로 운동겸 산책하기 딱 좋아요,별표 5개,수정일: 6년 전
김승엽 (아재 아재 발암 아재),뒷동산 마냥 작은 산이지만 나름 잘 해둬서 아이랑 올러 다니기도 부담 없다.,별표 5개,6년 전
이흥옥,우장산  공원관리등 관공서에서 많은 고생한  표시가 역역하다,별표 5개,1년 전
이병구,"시설이잘갖추어져있고 여러 식물,동물을 볼수있너서",별표 5개,6년 전
정선희,운동 코스가 잘 정리되어 있어 운동하기가 매우 좋습니다,별표 5개,4년 전
크앙하고,깔끔하고 산책하기 좋았습니다. 밤엔 조금 어두워요,별표 4개,4년 전
조매자,산책하기좋고  공기좋고  꽃구경도하고 좋습니다.,별표 5개,6년 전
하나씽,가족들과 산책도하고 가벼운 운동하기 좋은공원,별표 4개,7년 전
감우웅챠,잔디구장 옆의 농구장 있는 운동장에서 가끔 고양이를 볼수 있습니다. 애-옹,별표 4개,5년 전
윤영관,운동하고산책하기참좋은 곳이죠,별표 4개,5년 전
yoon sun chong,"쾌적,  산책하기 좋음.  적당한 운동시설 갖춤",별표 5개,6년 전
Yeachan,굉장히 잘 관리되어있다. 밤 12시에 불이꺼지기때문에 주의하도록하자,별표 5개,8년 전
김한준,산책하고 운동하기좋은곳입니다,별표 5개,5년 전
남상헌,힐링 하기 좋은 능선~~~1시간 정도 걷기 등산 course 🇰🇷🇰🇷🇰🇷…,별표 5개,6년 전
김병찬,조명이 잘 되어 야간산책하기에 좋아요,별표 5개,6년 전
둥동아 놀자!게임&헬스 채널,우장산은 가족들과 함께 산책하기에 참 좋은곳입니다.,별표 5개,6년 전
김경중,험하지 않고 즐겁게 산책하기 좋아요,별표 5개,5년 전
김동환,"서울의 도심에서 나무와 자연을 겼들인 운동,산책할수있는 곳이 얼마 없습니다.",별표 5개,5년 전
김종균,늘 기쁨을 주는곳 입니다 함 문을열고 다녀와 보세요,별표 5개,4년 전
Chris hong,공기 좋고 도심에서 계절 변화를 피부로 느낄수 있는 곳,별표 5개,8년 전
Seoul people서울 사람,운동과 산책하기 가장 좋은곳!,별표 5개,5년 전
"S, Polaris",공원이 엄청 넓어요 여름 물놀이 시설 오픈때 방문했는데 엄첨컸어요,별표 5개,5년 전
자상남자,운동하기 딱좋아요 놀이터 숲놀이터가 있어요,별표 5개,2년 전
서병호,산책하기 딱 좋은 장소입니다,별표 5개,7년 전
전종실,숲이 우겨지고 공기가 맑고 상큼하고   무척 좋왔답니다  또 가고싶습니다,별표 5개,4년 전
바크쭌 (바크 쭌),아주 좋아,별표 5개,3달 전
JAE HYUK LEE,편안하게 산책하기 좋아요,별표 4개,4년 전
김규섭,산책과 운동을 즐기는 건강한 공원,별표 5개,6년 전
Barbara Chae,꽤 그윽한 숲과 꽤 널찍하여 산책에 좋음,별표 5개,5년 전
MK Kang,산책하기 좋아요,별표 5개,1년 전
램프아트,산책하기 좋은 곳,별표 5개,1년 전
인근식,운동하기 좋게 잘되어 있습니다,별표 4개,3년 전
한아름,간단한 30분 산책코스로 좋습니다,별표 3개,6년 전
장임숙,매일 운동하고있습니다 넘좋아요,별표 5개,6년 전
조정근,집 주변에 우장산공원이 있다는건 축복입니다,별표 5개,6년 전
미소맘,코로나 로 답답함을 풀기위해  산책로  기로는 최고에요,별표 5개,4년 전
오진환,여름무료물놀이장을제공.아이들좋아함,별표 5개,6년 전
정은주,공기좋고 걷기편한 길입니다,별표 4개,6년 전
한남석,가볍게 산책하기 좋은 곳입니다.,별표 5개,5년 전
Kyoungmi Yang,숲냄새 맡으며 잘 다녀왔어요~,별표 5개,4년 전
안재갑,나무도 크고 산책로도 좋음,별표 5개,6년 전
Sung Jin Kim,가벼운 산책으로 좋아요,별표 5개,5년 전
Seong Seek Choi,매일아침!  건강을 위해서 운동을 우장산공원에서...,별표 4개,6년 전
권영일,산책겸  운동하기는 최고,별표 5개,7년 전
유영주,우리 동네에 우장산이 있어 행복해요,별표 5개,6년 전
조현진,근린공원으론아주좋아요,별표 5개,5년 전
DK꼬,6월의 우장산은 이렇게 좋네요ㅎㅎ,별표 4개,6년 전
Sangyoung Park,가벼운 산책코스로 좋습니다.,별표 4개,5년 전
이두원,"인조잔디 운동장과 농구장, 족구장있는 패밀리형 레저공간입니다.",별표 5개,6년 전
송학기,운동하기 아주 좋아요.,별표 5개,6년 전
Junior's,산책하기 딱 좋습니다,별표 5개,6년 전
seungouk. Pang,우장산 힐링체험 너무 좋아요~^^,별표 5개,5년 전
Byoungik Lim,가볍게 운동하기 좋아요,별표 5개,4년 전
Yoonchan Park,아이들과 산택하기 좋아요,별표 4개,8년 전
영이촐혹,숲이 우거졌으나 관리는 미흡.호불호 갈릴듯,별표 3개,7년 전
lucia kang (Lucia K),숲체험 힐링하기 좋은 공간입니다,별표 5개,6년 전
Heeseok Kim,가볍게 산책 좋아요,별표 5개,7년 전
Richard Han,가볍게 산책다니기  좋음,별표 4개,1년 전
방남수,걷기운동하기 좋은 곳,별표 4개,4년 전
김현미,우장산은 검덕산과 남산으로 이루어져 있다,별표 5개,6년 전
Rowan Park,강아지랑 산책하기 좋아용 ㅎㅎ,별표 4개,4년 전
마브로,"동내 쉼터, 어르신들의 탑골공원 놀이터 아동용 화장실 입구 해병대 전우회 옆. 보안든든 반려견 동반 환경 가능 목줄 착용",별표 4개,9달 전
김정복,"우장사공원 참 좋습니다 ""언저나""",별표 5개,6년 전
kyeong sun yun,잘 조성된 공원이죠,별표 5개,4년 전
임창묵,깨끗하고 상쾌한 기분 ㅡ,별표 4개,4년 전
김귀연,도심속.산책하기좋아요.,별표 5개,5년 전
황경숙,우리 볼리하고 산책해서요,별표 4개,5년 전
Doo Hong Kim,간단히 산책하기 좋아요,별표 5개,6년 전
박정도,가볍게 산책하기 좋은곳,별표 4개,6년 전
하늘장미,산책하기에 좋은 곳,별표 5개,5년 전
최상일,산림이 우거져 넘 좋으네요,별표 5개,6년 전
Chul Min Jung,서울 강서구 공원,별표 5개,수정일: 6년 전
서진,편안게 다니기 좋아요,별표 5개,6년 전
Jaegun,산책하기 좋은 장소,별표 5개,수정일: 2년 전
이행숙,산책하기 너무 좋은곳,별표 5개,6년 전
이재우,발전하긴하는데 늘 그상태같음,별표 2개,4년 전
Jongdali Life (Jongdali),운동하기 너무 좋았습니다.,별표 5개,5년 전
상기이,길도숲도 좋아요,별표 5개,5년 전
장우홍,운동하기좋은곳!!,별표 5개,4년 전
Olive TV in Korea Seoul,더없이 힐링되는 걷기 코스입니다,별표 5개,6년 전
그린애플,늘가도 늘좋아요,별표 5개,6년 전
열이여리,산책하기 좋은 공원,별표 5개,5년 전
홍서연,베드민턴치기에 아주좋음,별표 5개,6년 전
청카바,추억만들기 좋아요.,별표 4개,6년 전
Test Dna,작지만 그래서더 소중한 지역쉼터,별표 4개,9년 전
안성미,밤에도 운동가능함.,별표 3개,4년 전
SY,운동하기좋은 산,별표 5개,5년 전
김영성,힐링이 되는 작은산~,별표 5개,4년 전
임승모,운동하기좋음,별표 4개,6년 전
하늘을 달리자,최고의 산책로!!,별표 5개,5년 전
서길원,운동하기 좋아요,별표 5개,5년 전
김동국,산책삼아 한바퀴 좋음,별표 4개,6년 전
JiHoon Kim,잘 조성된 공원,별표 5개,4년 전
성춘,공원이 공원이지 뭐,별표 3개,6년 전
김건웅,늘 좋은곳,별표 3개,1년 전
송종근,강서구의 허파! 그대 없으면 못 살아~~,별표 5개,7년 전
임지영,걷기 좋아요,별표 4개,4년 전
강경열,별 건 없음. 그냥 동네공원,별표 3개,5년 전
Jiyoung Lee,최고의 동네공원,별표 5개,5년 전
최영재,걷기에좋음,별표 5개,3년 전
안기현,깨끗하고 좋다,별표 5개,4년 전
윤명숙,산책로가 쾌적함,별표 4개,5년 전
Soochang Park (Clap Window),황토흙길을걸었어요,별표 5개,6년 전
김용신,우장산 공원 길에서,별표 4개,6년 전
Yean Hong (BreadDuke),뻥뚤려서 좋음!,별표 4개,6년 전
박해복,나무가 무성합니다,별표 5개,4년 전
Igu A,운동하기좋아요,별표 4개,5년 전
마이클23,산이라고하기엔  그냥공원,별표 1개,5년 전
문봉기,강서구 소재 마을동산공원,별표 4개,7년 전
도구,좋아요.,별표 5개,수정일: 6년 전
김정훈,좋아 좋아 하면,별표 5개,4년 전
몽쉘,운동하기 좋아요,별표 5개,6년 전
나무향기,좋음,별표 5개,6년 전
김철,사는곳 근처니까,별표 5개,5년 전
장흥진,화장실 항상 깨끗 합니다. 반려견 동반 환경 반려견 자유롭게 동행할수 있읍니다. 피크닉 구역 넓은 공간과 잣나무숲이 우거져 있습니다.,별표 1개,6달 전
이순화,너무조와요,별표 5개,3년 전
Sienna,동네분들의 핫플,별표 5개,4년 전
Yang양진철,좋다,별표 4개,7년 전
Kijin (아님말고),집앞산책최고,별표 5개,5년 전
클럽미식생활Live Club,집에서 가까움,별표 5개,4년 전
장유댕,구,별표 4개,4년 전
곽원철,모기,별표 2개,5년 전
강현욱,동네 공원입니다.,별표 5개,6년 전
Ys Lee,참나무군락 휴양림,별표 4개,4년 전
유동후,미숙한게만음,별표 2개,4년 전
Jaedoeg Lyu,도심속 힐링공간,별표 5개,7년 전
PilotBackpacking,나의 동네..,별표 5개,6년 전
한정훈,완만한 도보길,별표 4개,6년 전
TP 2P,멋짐 ㅋ.ㅋ,별표 4개,5년 전
휘모리,나무 마노음,별표 4개,5년 전
전승수,산책길임,별표 5개,7년 전
yuliano Park (seoa daddy),뒷산공원 ㅋ,별표 5개,6년 전
보물섬tv,#우장산,별표 2개,7년 전
박선정,좋아요,별표 4개,4년 전
Jone Kim,좋아요,별표 5개,5년 전
DD블루 (덜덜이라이더),좋아요,별표 5개,6년 전
Kyungok Han,좋아요,별표 4개,4년 전
Joshua Nardi,"저는 항상 가요. 도심 한가운데 숨겨진 아름다움이라니! 가을은 장엄하고, 봄은 무지개 같고, 여름과 겨울은 풍요롭습니다. 유모차도 다닐 수 있는 산책로와 양궁장도 있고, 정상에는 운동 시설도 있습니다. 5호선 우장산역에서 5번 마을버스를 타세요.",별표 5개,6년 전
Musikant,서울시 강서구 화곡동에 위치한 우장산공원은 산책이나 조깅에 매우 적합하며 다양한 스포츠를 즐길 수 있는 야외시설을 갖추고 있습니다.,별표 5개,5년 전
Seungil Hong,원형 트랙 거리는 약 1.5km로 오르막 훈련에 좋은 트랙입니다.,별표 4개,4년 전
RIFF rock band,훌륭한 공원. 매우 깨끗하고 조용함,별표 4개,6년 전
Natalia Khaminova,조용하고 좋은 곳!,별표 5개,5년 전
Ника Зорина,멋진 공원),별표 5개,6년 전

