작성자,내용,별점,작성일
Metaler메탈러,*강남구 신사동의 작은 공원..  소규모이며 대문이 달려있는 공원. 1971년 착공하여 안창호 선생의 탄생 95주년 기념일에 개장한 공원 공원 이름은 안창호의 호인 '도산'에서 따온 것으로 안창호의 애국심과 교육정신을 기념하는 뜻으로 붙여졌다.,별표 5개,3달 전
이성은,"버스타고 스시집 찾아가다 보니 도산공원이 보여 바로 기념관 짧게 공원 한바퀴, 묘소 잠깐 참배하고 왔어요. 고맙습니다 ~()",별표 5개,3년 전
김형준,강남 한복판에 이런 공원 존재자체가 좋습니다. 공원 한바퀴 도는데 10분정도면 충분한 크기입니다.,별표 4개,5년 전
임홍석,"대한국민임을 새삼 자랑스럽게 생각케 하며, 마음 깊숙히 숙연해지는 독립투사 도산 안창호선생님의 혼이 깃든 교육 현장!",별표 5개,3년 전
hana kim,낮에도 나무들도 햇볕이 강하지않아 걷기 좋음 아침 저녁으로 늘 산책하거나 러닝하는 사람들을 볼 수 있음,별표 4개,5년 전
Inwoo Nam,신사나 압구정 가게 되시면 꼭 방문해보세요! 4계절의 다른 매력을 느껴볼 수 있는 곳.,별표 5개,6년 전
아라,도심속에 공원이 있어 좋네요~산책하기 좋아요~^^ 코로나때문에 안창호기념관은 관람할 수 없어 아쉬웠어요~,별표 5개,5년 전
Jonah Schuh,서울 중심부에 있는 아름다운 공원. 노숙자가 너무 많지만 가족들에게는 여전히 좋습니다.,별표 3개,4달 전
별친구모모 (육감적모모),가볍게 산책하기 좋게 조깅코스가 되어있고 도산안창호기념관도 볼수있다 ^^,별표 4개,5년 전
Softpaws Kitty,생각보다 개들이 많아서 국뽕을 감상하기에는 아쉬움이 있었음. 참고로 도산안창호 선생님의 일생을 감상할수 있는 역사기록관도 있음.,별표 4개,5년 전
트래블송,정말 오래만에 방문했는데 넓지는 않지만 숲이 나름 잘 조성되어있고 주변거리에는 젊은이들도 코로나시대 답답함을 극복하려는듯 많이 나와있는 모습 볼 수 있었습니다.동상은 설립된지 오래되었는데 잘 관리가된 것 같아보입니다.,별표 5개,4년 전
한나,주변에 공영주차장 있어요.5분에 400원..코로나때문 기념관은 close . 한바퀴돌고  묘지에서 목격하고왔어요,별표 5개,5년 전
sb j,2022.10.29 아담한 공원 산책하기 좋습니다 런던베이글 사서 앉아서 먹으면 딱이에요,별표 3개,2년 전
MJ Oh,도심속의 힐링공간~직장인들의 점심후 산책코스 작지도 크지도않은 적당한 크기에 잘 가꿔진 정원같은 느낌!^^,별표 5개,4년 전
이남희,기억하자 기독교인이었던 그는 나라를 사랑했다,별표 5개,1년 전
jj J,주차는 어렵지만 산책하기는 좋음 화장실 깔끔한 화장실 반려견 동반 환경 반려견과 산책을 많이 와요,별표 4개,2주 전
앵티비,대한민국의 독립을 위해 힘쓰신 도산안창호선생님과 부인 이혜련 여사님이 같이 합장되어 있는 공원입니다! 도산기념관이 있어 도산선생님의 업적과 유품들을 볼수있어 더 의미 있는 장소라고 생각합니다! 그리고 그것을 제외해도 공원자체로 산책하기 좋게 잘 관리가 되고 있어 좋은 곳입니다,별표 5개,6년 전
허민홍,대한민국이 있는 이유,별표 5개,1달 전
HJ Ok,도심속 조용한 공원. 산책하기 좋아요,별표 5개,3달 전
박혜영,날씨 좋은날 책읽기도 좋고 작지만 산책하기도 편안한,별표 5개,4년 전
강남한의사,강남 한복판에서 산책할수 있다는 공간이 매력적입니다. 공간이 크지는 않고 볼거리가 많은 것은 아니라 멀리서 찾아올 필요는 없지만 근처 지나가는 길이나 사시는 분들은 이용하먼 좋을것 같습니다. 근처 맛집도 많은것 같네요. 청담cgv건물 바로 뒤편이니 찾는데 참고하시기 바랍니다.,별표 4개,5년 전
이시현,날씨는 더웠지만 공원안은 그늘이 많아서 좋았어요,별표 5개,2년 전
jin kim,봄여름가을겨울 사계절 모두 아름다운 공원.,별표 5개,2년 전
BEN GEMY,"강남 도심의 공원. 러닝 트랙 비슷하게 고무 트랙 있음. 그냥 워킹용도. 도산 안창호를 기념하는 공원. 기념관 관람 및, 카드로 2천원 단위로 기부가능.",별표 5개,4년 전
jeongtae lee,작지만 호젓하고 안창호 선생의 유지도 되새길 수 있는 곳이었다.,별표 4개,2년 전
laksjdhfg d,무료입장입니다. 도산 안창호 선생의 활동에 대해 몰랐던 사실들을 알수 있어서 유익한 곳이었습니다,별표 5개,수정일: 1년 전
이파파,"도심속의 공원입니다 지하를 주차장으로 개발했으면 하는 바램이 있네요 아이들과 소풍오시는 분들도 많고 애완견과 산책하시는분, 신혼사진 찍는분들 다양하게 있습니다 그늘막은 설치 불가합니다",별표 4개,6년 전
上善如水,도산의 삶과 동 시대를 살다간 선구자들의 숨결을 느낄 수 있는 도심속 공원.,별표 5개,수정일: 4년 전
JONG GYU LEE,"도심에 나무터널로 이어진 그늘이 있고 산책로와 벤치, 운동시설, 화장실등이 잘 갖춰져있어 휴식공간으로 적합.",별표 5개,5년 전
김경동,"도심속에 공원, 도산안창호 선생의 기념관이 있으며 한가로이 거닐수있는 곳. 꽃들도 이쁘게 피어있네요.",별표 5개,7년 전
WONI,"도산 공원에서의 오후4시쯤의 시간이였다. 화창한 햇살이 나뭇잎 사이로 겹겹이 비춰 들어오고, 공원 곳곳에 핀 꽃들이 발이 닿는 곳마다 반겨주어 참 다정하다.",별표 4개,3년 전
이상경,도산 안창호 기념관도 있고 도심속 가벼운 산책 운동 하기 좋은장소입니다,별표 4개,2년 전
권혁민,시원한 날씨에 도산공원에 가을페스타를 무료로 잘 관람하였습니다. 피크닉 구역 돗자리 펴놓고 관람하는분들도 계셨습니다.,별표 5개,1년 전
남 대단해요김기중,서울공원중  제일비싼땅 만보산체중  비가와서  우산쓰고 걷어요 황팅해요,별표 5개,5년 전
텐더쿠마,도심에 이런 공원이 있다는건 정말 축복입니다.,별표 5개,4년 전
유지혜,밤에도 아름답고 우리의 정신이 깃들어있는 명품샵이 가득한 도심 한 가운데 소중한 곳,별표 5개,수정일: 4년 전
윤대원,역사적 문화적 공원.교육장소로 최고이고 가족 나들이 장소로 강추함.압구정동에서 산책 코스로 최고임.,별표 5개,수정일: 3년 전
shin lee,민족의 정체성과 독립의 의미를 깨우치는게 중요합니다,별표 5개,6년 전
ᅳ그늘안,도산기념관도 있고 강남에 이 넓은땅의 공원이 있다니 너무 좋네요.,별표 4개,2년 전
이승희,도심 한폭판에 그래도 산책할곳이 있어서 좋아요 시간여유가 없어서 거의 못가지만,별표 4개,2년 전
귤,"점심시간 즈음 방문했다. 진달래가 예쁘게 피어있고 주변 주민들, 회사원분들도 공원에 모여서 삼삼오오 산책을 하고 도란도란 이야기를 나누는 모습이 꽤 따수웠다. 공원 내에 도산 안창호 기념관이 있어 한번 둘러볼 수 있었다. 가볍게 산책하기 좋은 분위기의 공원이었다.",별표 4개,1년 전
오승연,"주말이라 좀 붐볐지만 만추느낌 제대로네요.  평일에 가면 호젓하고 더 좋아요 인근에 피맥집,카페도 많아요",별표 4개,3년 전
ahn심플,안창호님의 흔적이 한적한 공원과 시민들의 웃음속에 더없이 좋았다,별표 5개,4년 전
Eunpyo Hong,점심식사후 산책하기 좋은 곳,별표 4개,6년 전
krttsfhhyf Mmkfg,깔끔하게 잘 관리되어 있어서. 산책하기좋은곳이에요,별표 5개,4년 전
SC “The Jammer” Jang,"자동차, 번화가로 숨돌릴 틈을 찾기 어려운 강남 압구정동의 오아시스같은 쉼의 공간",별표 5개,1년 전
신희준,꽃이 피지는 않았지만 5월에 한번더 오고 도산 안창호 선생님 역사도 가면서 보고갑니다,별표 5개,4년 전
큰큰이콩콩이와,서울중심지라는느낌을 잊게  해줌 4월라일락향기가좋음,별표 5개,8년 전
백경훈 FoodClearhoon,어르신 모시고 산책나왔는데 산책로가 너무 좋아요,별표 5개,6년 전
del luna,상업지역 한가운데 있는 아담하고 푸른 공원. 나무도 많고 근처 직장인들이나 방문자들에게 좋은 쉼터,별표 4개,4년 전
Master Crypto,아이에게 역사에 대한 인식 바르게 가르쳐줄 수 있는 좋은 학습환경인 것 같네요. 휴식을 취할 수 있는 동네 공원이기도 하면서 일석이조!,별표 5개,1년 전
임가인,산책하기 좋으며 도산 안창호 선생의 기념비와 묘를 더불어 기념관까지하여 역사를 기릴수 있다.,별표 5개,6년 전
큐라월드qulaworld,꽃이 펴서 그런지 화단안에 들어가서 단체사진 찍는 외국인들좀 있음,별표 4개,7년 전
김재윤,작은 규모지만 공원과 함께 안창호의 삶을 잘 조성해놓았습니다,별표 3개,2년 전
Russell J,사계절별로 느낌이 다름. 명품공원임.,별표 4개,수정일: 4년 전
Софья Самойлова,죄송합니다.  나는 당신을 기다리지 않고 떠났습니다.  이제 나는 그것을 후회한다.  귀하의 동영상이 성공하길 바랍니다. My Kakaotalk ID is harlyd. Write me if you will see this message.,별표 5개,11달 전
예지예슬,산책하기  좋은곳!! 도산  안창호  선생님  역사도  배우고 괜찮네여!!,별표 4개,4년 전
이요셉,운동하기 좋아요  물도 마실수 있고  화장실도 있고,별표 5개,5년 전
유종관,도산안창호 선생님을 기리는 강남에 있는 조용하고 작은 공원,별표 5개,3년 전
데빌리퍼,"도산 안창호 선생님의 무덤과 동상이 있는 곳, 그 외 독립운동 관련된 그림들이 전시되어있는 곳, 공원이 이쁘게 잘 되어있다",별표 5개,1년 전
Joanna Lee,도심에서 나무냄새 맡으니 좋네요,별표 5개,6년 전
rakhoon라쿤 이채훈,규모는 작지만 도산 안창호 선생님의 일대기를 조금이나마 알 수있는 의미있는 공간,별표 3개,7년 전
mk Kim,공원이 크고 산책하기 너무 좋음. 나무그늘 많아서 시원함.,별표 5개,6년 전
해운대백사장,"애국지사 도산 안창호 선생님의 얼이 서려있는 도산공원과 기념물들, 대한민국 만만세",별표 5개,2년 전
Myeongsu Kim,산책하기 너무 좋아요~,별표 5개,4년 전
green beside,이 근처 직장인들은 좋을듯요. 점심 식사 후 혹은 간간히 숨트임이 필요할때 가볍게 산책하기 좋네요. 생각보다 공원 크기는 작았지만 곳곳에 놓인 의자와 운동기구들도 알찼고 나무들도 오래됐지만 관리가 잘 된 편이네요. 꼭 대형 공원은 아니더라도 이런 규모의 공원이 서울 시내에 좀 많이 있었으면 좋겠어요.,별표 3개,5년 전
Hoola,공원이 생각보다 크고 깔끔했습니다. 지나시는 길이라면 추천드려요.,별표 5개,4년 전
정규태,"강남의 한가운데에 안창호 선생님의 기념 공원이 존재하다니 뜻밖의 발견, 간김에 참배도하고, 오늘은 압구정로데오 축제도 구경하고~",별표 5개,수정일: 9달 전
투투투,런던베이글 사서 휴식겸 들렀는데 운동 하는 사람들도 많고 나무도 많아서 시원하게 쉴 수 있었다 여유로운 하루였다,별표 5개,1년 전
Hans Kim,공원은 아담했는데 도산 안창호 기념관이 잘 꾸며져 있어서 역사적인 의미가 있었다. 왜 안창호가 압구정에 기념되고 있는진 모르겠지만...ㅎㅎ,별표 4개,1년 전
Dominic Kim,강남 금싸라기 땅에 조성된 기적처럼 공원이 들어섰다. 도산 안창호 선생의 묘와 기념관이 있다. 오래된 나무가 많아 산책할 때 기분이 즐거워진다.,별표 5개,2년 전
한상준,산책하기에  좋아요,별표 5개,7년 전
김민정,가볍게산책하기에너무좋아요 주변에맛집도많공^^,별표 5개,2년 전
SK,"도산공원은 도산 안창호 선생님을 기리는 곳으로써 안창호 선생님과 부인 이혜련여사의 묘지가 있지요 실제로 제가 LA갔을 때 '도산'이름을 딴 인터체인지도 있을정도예요 우체국도 있구요 사실 우리가 안중근은 알아도 안창호는 누군지 잘 모르시는 분들이 있으실 수도 있다고 생각합니다 자세한 건 네이버에 검색을 해보세요! 이 근처에 멋진 곳, 맛있는 곳도 많아요 좋은 시간들 되세요",별표 5개,4년 전
WonYoung Lim,민족 자주독립을 위해 숭고한 희생을 조금이나마 기억하고 느낄 수 있는곳. 다만 기념관이 오래되어 좀더 단장하여 자랑스러운 곳으로 각인될 수 있길.. LG 기증 tv가 반갑지만 공간의 허름함이... 그럼에도 불구하고 이 공간이 있어 다행이다...,별표 5개,2년 전
JH K,"밥 먹고 산책하기 좋은 편 그렇게 넓지도 좁지도 않은? 딱 적당함. 조경이 잘 돼 있어서 편안하고, 이쁨 주변 카페거리서 커피 테이크아웃해서 걸어다니기 좋음 화장실 구석에 있음 여자화장실 깨끗함",별표 4개,4년 전
Magic K,나는 도산공원을 40년이상 이용중이다. 이 공원은 한결같이 잘 정비되고 꾸준히 관리되어 최근 새로운 우레탄 산책로와 건강기구를 정비했다. 주변에 다양하고 맛좋은 맛집들이 많아서 식사전후 산책하기에도 안성맞춤이고 화징실도 깨끗이 잘 관리되고 있어 안심하고 사용할 수 있다. 진입로를 다방면에서 더 만들어 접근성이 더욱 좋아졌다. 안창호 기념관도 꼭 들러보길 바란다.,별표 5개,5년 전
Kelda Park,도심에 이런 공원이 있어 너무 좋다 여유있게 산책할수있고 벤치에 앉아있기도 좋다 너무 덥거나 추울땐 가기힘들지만 점심시간에 한바퀴둘러도 좋다 안에있는 도산안창호의 기념관에 들어갔다와도 정신이 든다 안일하게 살지말아야지 하고 추천합니다,별표 5개,6년 전
Marmaladd 55,"굉장히 뜻깊은시긴 보냈고, 인터넷으로만 보다가 휴가차 한국에 방문했을때 갔는데 공원도 깨끗하고 좋더라구요. 다만 겨울에가서 바닥 얼어있는곳이 많아 위험했습니다 공원 전반적인 모든 것들이 여러모로 마음깊이 뜨거웠습니다. 다만 산책하시던 일부 주민분들이  동네에 대한 애착이 심해 외부인에게 들으라고 하는소리인지.. 이동네 산다는 자랑 부터시작해서...여기이 보러온다며 무시아닌무시에... 텃세가. 좀 불편하더군요,   저는 한국에 안살아요 아주머니ㅠㅠㅜ",별표 4개,2년 전
김해솔,저는아이입니다.근데 도산공원을 가기전에는 안창호선생님을 몰라습니다.근데간다온후에는안창호선생님의역사를알아습니다.,별표 5개,8년 전
Gu Park,강남 도심안에 큰 공원이라 가치가있는것 같습니다. 근처 웨딩관련 업체들이나 작고 이쁜 숍들 그리고 음식점들과 정문앞에 설화수 같이 이쁜건물들도 많고 밥먹고 잠깐 산책하기도 딱입니다. 근처 자주 지나가면서 안엔 이번에 처음 들어가봤는데 한번 들어가서 여유 즐기시길 추천드립니다,별표 4개,7년 전
녹색걷기,"면적 2만 9,974㎡이다. 1973년 도산 안창호의 애국정신과 교육정신을 기리고자 공원으로 조성하였다. 안창호와 부인 이혜련 여사의 묘소, 동상, 기념관, 말씀비, 체육시설 등이 있다. 연중무휴 24시간 무료로 문을 열고, 매년 3월 10일 흥사단과 도산기념사업회 주관으로 추모기념행사가 열린다. *대중교통: 수인분당)압구정로데오역 5번 출구에서716m",별표 4개,2년 전
김희중,주변의 직장인들이 점심의 여유시간에 산책을 많이 하는곳. 도심속 공원이라 저도 자주 찾는곳이네요. 안창호선생님의 뜻도 함께 새기면 좋은곳이랍니다~~,별표 5개,5년 전
강mike,"잘 조성되어있는 공원. 도산선생 박물관도 함께 있다. 삭막한 청담,압구정동에서 청담공원과 함께 자연을 즐길수 있는곳",별표 5개,2년 전
김실비아,압구정에 이렇게 산책할수 있는 공원이 있는줄 몰랐어요 말로만 도산공원이라고 들어지~~ 조용해서 잠시 쉬다 가기에 좋아요,별표 4개,2년 전
홍주리,운동하면서  가다가 들린곳입니다. 안에 공원이 있더라구요 알고봤더니.. 도산안창호묘가 있어요. 그리고 화장실이 급하신분들은 여기 입구들어오시면  오른쪽으로 쭉들어가시면 화장실이 있어요. 깨끗합니다. 화장실들리고 시간적여유가 되신다면 산책하시면 좋을것같네요,별표 4개,4년 전
괜찮아그럴 수 있어,꽃이 이뿌게 폈어요! 요즘 날씨 좋아서 산책하기좋아유,별표 5개,4년 전
박상진,도산 안창호 선생님과 사모님이 같이 안장되어 있는 뜻 깊은 곳입니다.역사적인 내용과 그 때의 사진들이 같이 있고 따로 역사관이 있어 도산 선생님을 깊이 알 수 있는 곳 입니다.주변 거주하는 분들과 근무하는 분들의 휴식처와 산책할 수 있는 곳으로서의 장소로도 너무 훌륭합니다.,별표 5개,4년 전
ᄀᄉᄀ,"그쪽에 볼일이 있어 지나가던 길에 우연히 도산공원을 지나가게 되었어요. 산책하는 사람들, 까치랑 비둘기, 맑고 깨끗한 공기, 안창호선생님의 동상과 기념관도 있었어요. 혼자 생각의 시간이 필요할때라든지 잠깐 맑은 공기를 마시며 걷고 싶을때 좋은 장소인것 같아요. 무엇보다 도심속에 숨어있는 공간이라 더 애착이 갔어요ㅎㅎ",별표 5개,4년 전
휘자,모두가 와서 기억하면 좋겠다,별표 5개,4년 전
그여자제제,꽃이 있을줄 알았는데 아니더라구요. 그냥 저냥 잠깐 들러볼만은 해요,별표 3개,4년 전
이김,도산공원에서는 인물역사를 탐구할 수 있습니다.,별표 5개,4년 전
정예은,나 살면서 처음 달리기라는 걸 했던 곳. 추억이 있어서 그런지 항상 정감간다. 쪽문들도 생겨서 다니기 훨씬 편해져서 좋음. 공원 중간중간에 무슨 'I SEOUL U'같은 것만 좀 치우면 좋겠음. 무슨 광고물 같은 것도 많아지고 너무 지저분하기만 함.,별표 5개,2년 전
박기상,늘 관리가 잘 되어 있는 편이에요. 화장실도 깨끗해요. 입구쪽에서 간혹 담배를 피시는 분들이 있는 건 흠이겠네요.,별표 5개,3년 전
황남편,청담동 지역에서 이만큼 잘 정비되고 걷기 좋은 공원은 없을 것 같습니다. 주변에 맛집이 즐비하니 식사 전후로 여유있게 산책을 하기에 안성맞춤인 곳입니다.,별표 5개,4년 전
Tom Kim,강남에 있는 산책하기좋은 도심공원입니다!,별표 5개,5년 전
이승준,공원의 규모는 작지만 안창호 선생님의 묘소와 동상이 있으며 기념관에서는 각종 교육 프로그램을 운영중이며 숲이 잘 가꾸어저 있고 다양한 운동시설과 쉼터가 마련되어 있습니다.,별표 5개,7년 전
CKS,여긴 보통 추모공원이라 일반적인 공원이랑은 조금 다름. 전시관도 있고 군데군데 안창호라는 위인과 관련된 상세한 설명이나 사진들이 있음. 너무 시끄럽게 하면 안됨~~,별표 5개,4년 전
권수경,우리동네 숨은 귀한 공원. 운동하기 좋은 동네 공원.,별표 5개,3년 전
성영진,도심속에서 힐링을 해 줄 수 있는 공간이며 도산 안창호 선생님의 기념관이 있습니다. 점심 식사 한 직장인들이 무척 많아요... 공연도 벌어집니다.  아주 소중한 공간입니다.,별표 5개,수정일: 5년 전
박윤희,"압구정, 신사동 한 복판에 위치한 도산공원은 도산 안창호 선생을 기리는 도심 속 공원. 차분한 마음으로 산책하기에 최상. 로데오 거리와 패션, 카페 등 각종 편의 시설에 인접하여 서울 최상의 도심공원이라 하겠다.",별표 5개,3년 전
K.H. Jin,"도산 안창호선생을 기념하는 공원. 도산선생의 기념관과 묘, 동상이 있고 산책하기 좋아요.",별표 3개,1년 전
김원선,강남구 도심 한가운데에 독립운동에 목숨을바친 도산안창호선생님을 기리기위한 박물관과함께 공원이 잘조성되어 있어서 근접주민들이 이용하기 편리합니다. 저절로숙연해지고 가슴이 뿌듯해지는 마음입니다.,별표 5개,3년 전
B jimin,"#강남구 청담동(압구정 로데오거리 뒤쪽) 도산 안창호 묘소와 기념관이 있는 공원으로,한번쯤 가볼만한 곳이기도 하고 산책하기에도 좋은 곳. 단,대중교통을 이용하기에도 조금 불편하고 차로 가기에는 공영주차장이 있긴하나 주차하기가 그리 녹록한 곳은 아님.",별표 4개,3년 전
Simong,분위기있고 조용한 도심속 공원... 조용하다는 것은 남들이 조용하다는 거지만 공원에 있는 사람들 모두에게 요구되어지는것. 공원에서는 조용히 합시다.,별표 4개,6년 전
이형예,서울 도심 한복판에  울창한 아름들이 나무들이 이렇틋 많이  서있는거보고 놀라기만했읍니다 정말  땅  (흙)이 군데 군데 보여서  좋았고  아기들  데리고 산책하기는 금상첨화인듯합니다~~~~고향 뒷산보다 숲이 더 우거져서  햇빛이 않보여 좋았고 시원한 바람이 나뭇가지를 어찌나 살랑살랑 흔들던지요 참 좋았습니다~,별표 5개,6년 전
Elegance_pig,산책하기 정말 좋은 곳입니다. 도산 안창호 선생의 업적도 기릴 수 있고 역사적으로 굉장히 의미있는 곳입니다. 그만큼 조용하고 깨끗하게 이용하기를 바랍니다.,별표 5개,4년 전
Junie Kim,"안창호님 기념공원이 있어 둘러보았는데, 많이 배웠고, 단풍이 있어 눈도 즐겁습니다^^ 아침 10시까지는 주차요금 무료예요.",별표 5개,3년 전
Dae Jin Kang,도심 한복판에 비교적 크게 들어서 있어 다행이라고 생각되는 공원. 묘소가 있어서 이렇게라도 녹지가  남아있을 수 있었나 싶음. 관리는 잘 되는 편인 것 같음. 나무도 꽤 큰 것들이 많아서 그늘도 많고 생각보다 울창하다는 느낌이 듦. 새로 만들어진 몇몇 공원처럼 나무가 듬성듬성하지 않아서 좋음. 한바퀴 도는 데는 20분이면 충분할 듯. 평일 점심때 방문했더니 근처 직장인들이 밥먹고 많이들 걷고 있던데 신기하게 다들 반시계방향으로 돌고 있었다... 암묵적인 룰인가ㅋㅋ,별표 4개,4년 전
