작성자,내용,별점,작성일
ILGI BAEK,"경의선은 서울과 신의주를 잇는 길이 513,5km이다. 1996년 3일에 완전히 개통되었다. 경의선 철도는 프랑스가 최초로 러일전쟁의 숫자 수송을 위한 군용 철도로 사용하기 위해 경의선 추진하였다. 1903년에는 신의주 부산 2 구간이 개통되었으며, 전국 철도 운수 교통량이 가장 많은 국내 교통의 대동맥이 이루었다 그후 개성공단이 열리면서 일부구간이 개통되기도 했으나 개성공단이 폐쇄되고 남북연락사무소가 폭파되면서 수난이 시작되었다. 일제가 만주국을 만들고 한민족 수탈의 수단으로 건설한 경의선이 한국전쟁으로 끊어지고 말았다. 이제 다시 동족이 하나가 되어 옛날처럼 대륙을 누비는 당당한 경의선이 되었으면 한다. 현재 대흥역 주변이 이 경의선 구간은 공원으로 조성되어 업무에 시달린 서울시민들의 안식처가 되고 있다.",별표 4개,2년 전
비단,"경의선 책거리 ㅡ 구경하기에도 좋고 책방 서점도 있고 갤러리에서 전시 관람도 무료 ~ 체험, 강연 프로그램도 있어요 디지털북, 종이책도 있는 고품격 문화공원 문화 거리 입니다 자세한 정보는 경의선 책거리 홈페이지를 통해 확인하세요",별표 5개,수정일: 6년 전
려산의여행일기,"카페 꼼마&얀 쿠브레 동교점, 연남동 경의선 숲길에 있는 카페예요, 이국적인 건물의 카페에서 경의선 숲길을 보면서 차한잔 마시는 여유 시간 가는줄 모른답니다.",별표 5개,2년 전
hwaseok lee,"길 양옆으로 핫플레이스가 많고 많은 사람들이 산책을 하거나 쉬기도 하고, 모임도 하는곳이였어요. 휴식이 필요하시다면 잠시 들렸다 가시는건 어떨까요:)",별표 5개,수정일: 3년 전
허진하,산책하기도 좋고 여기저기 맛집 볼거리가 다양하고 가볍게 걷기 좋은길,별표 4개,1년 전
이윤성,"이곳을 공원으로 만들어 놓아서 상당히 좋네요. 도심속 알맞은 곳에 적당한 공원이 사람들의 따듯한 휴식처가 되고 있네요. 주변에 많은 상가들이 들어서고 있는데, 너무 상업적이지 않았으면 좋겠네요..",별표 4개,5년 전
여행구리,홍대와 가까운 연남동 센트럴파크 연트럴파크! 바쁘고 역동적인 도심속에서 느릿느릿 여유를 느낄 수 있는 공간입니다.☺️,별표 5개,5년 전
정정종혁,걷기좋은 평지코스 옛 경의선 서울역에서 문산까지 옛 기차길을 지하에 그리고 그위에  옛 경의선 기찾길을 공원 으로~ 책거리 홍대거리 볼거리 맛집이 넘쳐나는 경의선 숲길 함께하시여 즐겁고 행복한 시간되시길~,별표 5개,수정일: 4년 전
남진경,도심의 조용하고 한적한 숲길을 목표로 조성된 공간 작은 실개천과 오솔길 같은 분위기가 있고 인근에 다양한 카페와 식당이 있어서 좋다 잔디밭에 돗자리 펴고 소소한 시간을 보내는 것도 좋다 어쩐지  젊음과 낭만이 가득한 것 같다 전에는 버스킹도 많았는데 지금은 8시 전까지만 버스킹이 있는것 같다,별표 5개,6년 전
김정숙,공원 옆으로 작은 카페와 음식점들이 있어 산책하기 좋으며 야외에서 다양한 콘서트나 행사가 있으며 뷰가 좋은곳에서 차와 음식을 먹을 수 있어 좋다.,별표 5개,3년 전
Andy Kim,"과거 철길이었던 곳을 옮기며 공원화 하였다. 길이가 1km 정도, 폭은 30~50m 쯤 되어 좁고 긴 공원. 잔디와 도보로, 나무들이 듬성듬성 있다. 주변에는 카페와 음식점들이 있고 외국인 포함 젊은이들이 많은편이다. 폭이 좁은 게 좀 아쉽지만, 공원 역할은 충분히 한다. 버스킹 공연도 간혹 있고..",별표 3개,2년 전
바람소리,서울 도심 한가운데 홍대와 신촌이 만나는 곳에 찬디밭과 어울어진 자연 풍경. 연인도 가족도 함께 할뿐만 아니라 주변인들의 산책과 더불어 건강을 위한 친환경적 운동 코스로 참 좋내요.,별표 4개,4년 전
Billy S Joe,"도심 속에 신선한 공기, 나무와 풀밭 가운데 벤치와 화장실, 추억의 기찻길옆 각종 기록물 등 역사적인 자료들과 산책 운동하기 좋은 곳",별표 4개,2년 전
ssosso,코로나 전후로 많이 달라진 곳 중 하나인 장소 예상과 다르게 다양한 연령과 인종들이 분포되어 있어서 놀러온 사람 산책하는 사람 등이 있어서 편하게 있을 수 있음,별표 4개,1년 전
Ilhyun Kim,홍대입구역부터 연남동까지... 도심내에 걸을 수 있는 공원으로 적당한 한적함과 복잡함이 공존합니다. 양 옆으로 커피숍도 많아서 산책하면서 쉬기 좋아요.,별표 4개,수정일: 6년 전
Kyu-Tae Hwang,"연세대에서 걸어서 20분, 홍익대에서 걸어서 15분. 낮에도 밤에도 산책하기 참 좋은 쉼터 같은 공간!🙌 지하철 이용시 홍대입구역 3번 출구로 나오면 바로 경의선 숲길이 뻗어있다.  Beautiful street to walk & drink beer !  Subway (Metro) LINE 2 & Airport Railroad.  HongDae Ip-gu Station. Exit 3.",별표 4개,수정일: 6년 전
J.Y Lee,"크지는 않지만, 도심속에서 지하철역 나오자마자 이런 길을 만날수 있는게 좋네요. 지하철역과 가까운 곳은 인파가 많지만 뒤로 갈수록 사람도 적고 산책하기 좋습니다.",별표 5개,5년 전
김재경,서울 도심 속 걷기 좋은 길입니다. 홍대 쪽에는 사람이 많고 효창공원 쪽에는 아직 사람이 그다지 많지 않습니다.,별표 4개,수정일: 6년 전
Susie Seo,Great to take a stroll or go on a picnic. But too much crowded on weekends. Public restroom is across from the Yeon-nam police office. Rocommend you to visit somewhere a bit far from Hongdae Univ. Stn. to avoid bunch of people. 보통 사람이 많긴 하지만 돗자리 깔고 놀기 좋아요☺ 홍대입구역쪽 말고 신촌쪽이나 연남동쪽으로 가면 더 한적하고 좋은듯!,별표 5개,수정일: 6년 전
jaeyoun shin,관광지처럼 맛있는 음식점도 많고 너무 아름답게 자연과 거리를 꾸면서 아이도 신나게 놀았습니다.,별표 5개,3년 전
Yeongdae Park,"마포에서 산책하면서 여유로움을 느끼고 싶다면 좋아요. 도시락을 준비해서 돗자리를 들고 가족, 연인과 함께 한다면, 한국에서도 잔디밭과 여유로움을 한껏 만끽할 수 있는 장소예요. 주인과 산책나온 개도 자주 만날 수 있으니 간식을 챙겨가서 줘도 좋아요!",별표 4개,5년 전
감성카르텔 (감성카르텔),풍경좋고 운동하기좋고 분위기도 나쁘지 않고 분수와 잘 꾸며논 조경이 인상적이였어요,별표 5개,3년 전
Hyung Ju Kim,이런 공원이 생겼다는건 참 좋습니다. 북적대도 도심 속에서 나름의 여유를 즐길 수 있습니다. 맛있는 식당이나 분위기 좋은 곳도 많습니다. 다만 쓰레기 투기나 소음 문제가 조금 아쉬운데 시민의식이 좋아져야겠죠.,별표 5개,수정일: 6년 전
웅나랑놀자,놀거리 볼거리가 가득한 경의선숲길 앉아서 쉴수 있는 공간도 있고 가을을 느끼기 좋아요,별표 5개,1년 전
김우현,젊은 이들의 낭만과 사랑이 가득한 곳으로 얼핏보면 외국의 어디쯤인 것처럼 보일 정도. 예쁜 카페와 이색적인 술집들이 줄지어 있는 매력적인 곳.,별표 4개,3년 전
youngju Hong,사람들이 아주많아요 예쁜분들도 많고 돗자리 가지고 휴식하고 벤치가 아주 많아 젊고 예쁜분들 많아 기분좋은 장소입니다~^)♡♡,별표 5개,5년 전
한동란,시야 넓고 이쁜 카페도 많고 평인인데도 사람들 진짜 많아요,별표 4개,1년 전
ramazzotti,도심 한 가운데 이런 공원이 있어서 참 좋습니다. 먹을 거리 볼거리가 풍부해서 더 좋아요.,별표 4개,수정일: 6년 전
최상희,도심속 경의선 숲길. 쉬어갈 수도 산책할 수도 있는 곳이어서 너무 좋음.,별표 4개,3년 전
Hyo c.,신촌에서 홍대로 넘어가는 길에 있는 경의선책거리. 공원으로 조성해놔서 쉬다가기 좋고 산책 하기도 좋다. 경의선책거리 거닐기만하다가 다리위에선 처음봐서 찍어 봄. 😊 🎶👍…,별표 5개,수정일: 1달 전
마이클밀리,"연남동숲길...서울의 핫플레이스...한경변이 여기로 이사온듯한 자유분방함이 가득합니다..대학가라 남녀 내, 외국인들이 삼삼오오 길거리를 활보합니다...언듯 이태원인줄...ㅎ",별표 4개,3년 전
Hyo Sik Choi (Afei),"홍익대학교 출신으로 입학 후 20여년 가까이 대학과 대학원 석,박사 기간을 다니는 동안의 변화보다 요 몇년간의 변모는 놀라움. 멋진 곳이 되었으나, 내게는 예전의 기찻길이 왠지 더 푸근한 듯한 기억으로 남아있음",별표 4개,6년 전
장미,토박이 라서 숲길이 되기 전 기찻길이었을 때을 추억하고 한다. 공사가 꽤 오래 걸려서 오픈 되기까지 불편했는데 오픈 하고나니 너무 이쁘고 좋다! 개인적으로 이상한 연트럴 파크가 아닌 경의선숲길 이라는 이쁜 공원 명칭으로 불렸으면 하는 바램입니다. 한 동안 저녁에 술 판이 벌여지고 버스킹에 동네 주민으로써 너무 불편했지만 사람들이 몰이기 전 시간에 가면 너무 평화로운 경의선 숲길 이다. 토박이기도 하지만 내가 이곳을 좋아하는 이유이기로 하다~^^ 연트럴파크란 촌스러운 이름 말고 경의선숲길 이라 불리길^^,별표 5개,6년 전
김종섭,날씨 좋은날 근처 카페나 맥주집에서 메뉴를 테이크아웃하서 잔디위에 돗자리 펴놓고 놀면 좋아요. 댕댕이 산책을 많이 해서 보는 재미도 솔솔,별표 5개,5년 전
박은비,공원으로 주변에 맛집들도 있고 관광지로 외국인도 많음,별표 5개,1달 전
S.H PARK (oxaries),사계절 다 예쁜 곳입니다. 특히 벚꽃 피는 봄은 더더욱 최고예요!!,별표 5개,2년 전
Yoonki Yi,물색깔이 너무 예쁘고 깨끗해요~!! 한여름에 정말 시원하게 놀 수 있는 곳 !!!다만 깊어서 조심해야 해요,별표 5개,6년 전
여행자Dewey,최고의 동네 스팟! 너무 좋습니다!!! 산책하기 너무 좋은 곳! 댕댕이들도 많아요~!,별표 5개,4년 전
JIN DAVID (LUCY),홍대 근처에서 제일 좋은 산책로에요  항상 사람이 넘쳐나는 곳  왕복해서 걷기 좋습니다.,별표 5개,4년 전
trip camper78 (Riu J),오랜만에 나간 홍대거리. 공원에 그늘진곳이 더 있으면 좋겠다. 땡볕이네요ㅜ.ㅜ,별표 3개,4년 전
로로,걷기 참 좋은 곳입니다. 나무가 많아서 시원하기도 하고 잠시나마 도시에서 벗어난 기분도 들게해줍니다.,별표 5개,2년 전
siro75,완전 좋음. 벚꽃비가 내리는 도심 속 옛길,별표 5개,1년 전
Jaehong jeong,산책하면서 이쁜 카페와 다양한 맛집 투어하기 돟은곳,별표 4개,2년 전
창고지기,"사람이 정말 많아요 고망고는 엄청 사람이 많고 서쪽은 연남, 동쪽은 성수군요",별표 3개,2년 전
YOOSOON YIM,걷기는 좋으나 지하철역에서 그리고 중간에 숲길이 끊어지는곳에서 안내판 찾기가 어렵네요,별표 4개,1년 전
양선주,오란만에 댕댕이랑 댕겨왔는데 역시 명불허전!!! 푸르름에 넋을 잃고 말았지요~ 반려견 동반 환경 마포구청장님~ 선거 공약으로 공원 한켠에 반려견 운동장 만들어주신댔는데 은제 되남요~? 기다리고 이씀다~~~!!!,별표 5개,3년 전
JW RYU,석양에 쭉 한번 걸어보면 진짜 좋은곳,별표 5개,1년 전
SUMIN JO (Jofree_Life),연남동 연희동에서 맛있는거 먹고 쉬면서  소화시킬겸 산책 및 걷기 좋은 장소.  서울에 이런 곳이 많아졌으면 .,별표 5개,수정일: 1년 전
seunghyun cho,서울에 이런 곳이 있는지 몰랐는데 길도 너무 이쁘고 좋네요,별표 5개,3년 전
movie this,"여름에 물가에서 장난치는 아이들, 잔디밭에 앉아서 술게임하는 사람들, 방치된 개똥과 쓰레기들 등 예전엔 여간 문제가 많은 길이 아니였다. 요즘은 많이 나아졌지만, 고성방가 등의 문제는 아직도 나오기에 동네 주민으로선 애증이 많은 길이다. 사람은 많지만 산책하기는 좋다.",별표 5개,6년 전
정앤김슈리화니,산책하기 넘 좋음. 힐링은 보너스. 기린과 놀이터는 근처.,별표 5개,6년 전
이창조,가을하늘도 맑고 숲길도 도심속에 공원같은 숲길과 양옆으로 이쁘고 아기자기한 상가들이 마치 여행온느낌과 서울에 이런 경의선숲길이 있다는건 감사하고 축복받은것 같아요^^,별표 5개,4년 전
이채민,북적거리는 도심한가운대 조용히 한적하게 걸을수 있는 장소이다. 자그마하게 잔디밭이 쭉~ 길따라 조성이 되어 있어 한가로이 삼삼오오 모여 잔디밭에서 휴식을 취할수 있고 애완견과의 산책을 즐길수도 있다. 옆길에 숲길이 있어 흙을 밟으며 걸을수도 있다,별표 3개,5년 전
ks shin,오늘은 비도 오고있어 더욱 깨끛한 숲길을 걷게 해주었어요,별표 5개,2년 전
심류연,우리가 아는 기차길 주변에 먹을곳 많음,별표 3개,8달 전
감성적사색에 잠기다 (천천히 걷기),활기차고   젊음이  넘치는 거리  비가 내려 많은곳은 보지 못했지만  화창한 날  다시 방문하고픈곳,별표 5개,2년 전
김계화 (가현),비온뒤라 벚꽃이 다 떨어져 아쉬웠지만 조카들과 가볍게 나들이 좋았어요,별표 5개,4년 전
YMK WEBFEST,서울의 공원중 길게 늘어진 공원으로 주위에 상가들이 발전해 지역 경제에 도움을 줄뿐만 아니라 이 공원이 길게 늘려져 있기때문에 더욱더 많은 시민들이 이 공원에 접근할 수 있기 때문에 여러측면에서 이상적인 공원이라고 생각된다.,별표 5개,3년 전
전Grace,칭구랑 소바 먹으러공원뒤쪽 정소바가는길 오래된동네라 그런지에기저기 걸을때마다 하수구냄새가.. .ㅠ 정소바맛은굿,별표 4개,2년 전
SJ Park,"일년에 두 번(설, 추석 명절때만) 전후에 발송되는 재미있는 우체통. 친구나 연인들끼리 타임캡슐처럼 즐겨도 재미있을 듯 싶네요 :)",별표 4개,6년 전
Jaewoo Choe,언제나 와도 치유되는 숲길 공원. 최근에는 사람들이 많아 북적거리지만 공원이 점점 초록으로 물들어가는 것 같아 좋다. 놀이터 공원이 놀이터 화장실 있음 반려견 동반 환경 가능함,별표 5개,1년 전
나지숙,홍대입구역 3번출구에서 바로 보여요. 남아있는 철길을 보려면 좀 걸어야합니다. 왜 연트럴파크라고 하는지 알겠더라구요. 초록초록한 잔디와 파란 하늘이 어우러져 있고 돗자리펴고 놀러온 가족들 연인들도 보이고. 근처의 아파트때문에 그늘도 크게 지더라구요. 미세먼지 없는날 가서인지 더더 예뻤어요. 근처에 맛집에 디저트카페도 많으니 데이트 코스로도 좋아요. 단 노키즈존도 상당하니 가게 들어갈때 자동으로 묻게 되더라구요ㅠ.ㅠ 가벼운 마음으로 다녀와보시길 추천드려요^^,별표 4개,5년 전
노시경 TRAVEL,원효로1동의 경의선숲길공원 시작점에서 효창공원앞역을 거쳐 공덕역까지 20분이 걸립니다. 4월 초에 공덕역 북쪽 구간에 벚꽃이 아름답게 핍니다.,별표 4개,수정일: 10달 전
jay Kim,"주말에는 항상 버스킹과 수많은 관광객.근처주민들까지..정말 많은 사람들이 나와서 즐기는 그런 장소에요.잔디밭에서는 음주를 못하게 되어있는데도 여전히 음주를 즐기시는 분들이 많은거같아요,분명 푯말엔 안된다고 되어있더군요.근데 차분히  친구들과 먹는 음주는 관찮아보였답니다. 이국적인 풍경같았어요.버스킹은 참고로 오전 11시부터 저녁 8시까지밖에 허용을 안합니다.따라서 버스킹 이 보고싶으신분들은 미리 시간을 맞춰서 가시면 좋아요.오늘은 젊은 남자분 두분이서 연주하는 기타연주가 아주 좋았어요.",별표 4개,6년 전
고민근,사람들고많고 볼것도많고 먹을것도많고 아이와도함께 올수있는거리,별표 4개,수정일: 6년 전
Sun Chul Kim,퇴근길 매일 걷는 길 새로운 가게가 생기고 또 사라지고,별표 5개,2년 전
고민서,숲길이라기엔 좀 화단같지만ㅎ 한가롭게 산책하기 좋네요.,별표 4개,6년 전
sb j,홍대에 가면 꼭 가봐야하는 랜드마크 공원 지상으로 다니던 철길을 공원화시켜 멋진 산책로로 만들었다 주변에 맛집과 까페 즐길거리가 많다,별표 5개,수정일: 6년 전
sue,생각보다 큰 숲길. 도란도란 이야기하며 걷는데 날씨도 좋고 귀여운 댕댕이들도 많고 참 좋았던곳;),별표 5개,6년 전
김민,아이들과 산책이나 작은 돗자리 깔고 즐기기에 최적한 장소~~!! 물도 맑고 공기좋고 가족단위 연인들 다 가기 좋아요^^,별표 5개,6년 전
아우랑,홍대 3번츨구에 위치하고 있으며 사람 많이 있고 주변 맛집도 많이 있습니다.산책하기 너무 좋은 곳,별표 5개,2년 전
Jude Kwon,"혼자서도 좋고 가족, 친구, 연인 또는 강아지와도 함께 산책하기 좋은 곳이에요",별표 5개,4년 전
앵무새,대박. 모임.데이트. 가족산책.강쥐산책.맛집탐방.건물탐방 모두모두 ㅇㅋ!!,별표 5개,6년 전
sangchan han,젠트리피케이션 진행된 연남동. 예전에는 철길옆. 저평가였을터인디. 수십년만에 가봐서 깜놀,별표 5개,수정일: 6년 전
Lonely JB,연남동 걷기 좋은 공원입니다,별표 4개,1년 전
jeongtae lee,"비오는 날의 경의선 숲길, 공덕에서 가좌까지.",별표 4개,3년 전
신현중,비오거나 밤에도 산책하기 넘 넘 좋은곳,별표 5개,3년 전
Daniel Yoo,좋다.. 말해뭐함.. 이 동네에서 살면 얼마나 좋을까..😢…,별표 5개,4년 전
이일로,도심속에 물길따라 숲길 너무 아름다운 것들 과 많은 사람들도 한가롭게 보였어요,별표 5개,수정일: 4년 전
Darin,산책하기 좋습니다. 숲길이 생긴지 얼마안되어 조용하고 깨끗합니다. 앞으로도 깨끗하게 유지되면 좋겠습니다.,별표 3개,수정일: 6년 전
Dongho Lee,날씨가 좋아서 그런지 사람들이 많이 산책을 즐기네요,별표 5개,3년 전
소시민A,같은 홍대지만 연인들이 매우 많고 좋아요,별표 5개,1년 전
팡도라네,저녁 일몰시간에 건물들이 멋져요,별표 5개,2년 전
박남규,사람이 너무 많다. 젊음을 느낄 수 있다,별표 4개,5년 전
통통통통한날,사람이 많은데 공원 옆 차로에 차들은 빨리 달린다.,별표 3개,5달 전
김혜진,도시공간에 슾길이 있어서 너무좋아요,별표 5개,1년 전
HONGGIL MOON,도심 속 여유공간..근데 사람이 넘 많다,별표 4개,5년 전
jay,한적한 분위기와 여유로움을 느낄수 있는곳,별표 5개,5년 전
박지영,도심 속 여유가 느껴져서 좋네요,별표 5개,수정일: 6년 전
Kyul Ko,내가 띄웠다고 자부하고 다니는 경의선숲길... 한때는 아무도 오지 않던 장소였는데 많이 변했어요 😱…,별표 5개,4년 전
주복희,가을 하늘 ~~ 쭉쭉 뻗은  나무 옆으로 흙길이 조성 되여 있고 편한 길도 중앙으로 있어 좋아요,별표 5개,5년 전
SEA HWANG,"홍대와 연남, 가좌, 명지대, 서대문까지 출퇴근 경로로 좋습니다. 맛집이 밀집되어 있지만 거리가 깨끗하고 건강하여 자녀들과 산책, 걷기에도 좋습니다.",별표 5개,1년 전
제주베짱이,연트럴파크는 최고입니다..,별표 5개,6년 전
Serious Tom,돌아다니기 좋고 걸어다니기 좋은 도시속 숲길.  홍대와 가좌동 사이에 위치하고 있는 도심속의 산책로. 생각을 비우고 돌아다니며 산책하기 좋은 산책길로 식사후 돌아다니기 좋다.  다만 요즘 시즌이 시즌이니만큼 많은 사람들이 지나다니며 주변에 술먹자와 가게가 많은만큼 인원들이 몰려있다.,별표 3개,2년 전
Jung Sook Oh,경의선숲길 잔디밭에 홀로  피어 있는  민들레홀씨를 보며 일행 기다리는 시간이  지루하지 않았어요.,별표 5개,4년 전
JH,날도 추운데 눈맞으면서 산책하면 기분좋아요. 산책하기 딱 좋고 시간도 딱 적당히 걸립니다. 주변에 맛집도 많고 벤치도 많아서 쉬기 좋아요. 데이트코스로 강추합니다.,별표 4개,2년 전
garu kong,철길 산책로다보니 분위기가 좋고 볼거리들이 있어서 즐겁게 산책할 수 있었어요. 다만 화장실이 딱히 마련되어있지 않은것이 조금 아쉬웠어요.,별표 4개,1년 전
Duke Park,옛 철길을 공원으로 바꾸어 놓은 발상과 사람이 모이도록 하는 이벤트,별표 5개,6년 전
김영범,핫하고 좋아요 밤낮없이 힙한 사람들이 많아 사람구경하기 좋습니다,별표 5개,5년 전
Favotix,꽃과 나무가 많아 봄에 걷기 좋은 것 같아요,별표 5개,3년 전
J.H LEE,점심 시간을 이용한 가벼운 산책 코스로 추천~~^^,별표 4개,2년 전
로시난테,가을이라 점점 더 시원해 지네요,별표 4개,수정일: 10달 전
Juy,공덕부터 홍대입구역까지 이어져있는 산책로. 중간중간 인상적인 조형물과 옛 철길의 흔적이 눈을 즐겁게 합니다. 반려견 산책에도 적합하며 중간중간 소소한 맛집과 카페들이 있습니다. 보도 표면이 잘 마감되어 있어 자전거를 타기에도 좋습니다. 너무 춥지 않은 날 산책 겸 걸어보기를 추천.,별표 5개,4년 전
Robby Kim (아우라AZ),"소담소담하다 공덕역서 연남동 너머까지 쭉 이어지고 아름아름 분위기 좋은 맛집들이 즐비하다 마포 공덕 직딩들의 1시간 점심시간 빠른 점심 후 빠른 걸음으로 후다닥 돌고 복귀하기 괜찮은 편이다 자전거도 중간 중간 이용 가능하지만 경사가 거의 없기에, 애인끼리 혹은 애완동물들 산책 등 걷는 재미가 더 좋을 듯 하다",별표 4개,2년 전
c jy,조용하고 작은숲길이 도심에 있어서 너무좋네요,별표 4개,5년 전
Harry Park,연남동의 센트럴파크! 젊은이들의 에너지와 활기가 느껴지는 곳!,별표 5개,6년 전
vi Lee,공원이 잘 조성되어 있고 산책하기 좋아요 :),별표 5개,수정일: 6년 전
