작성자,내용,별점,작성일
배병일,서울의 동쪽시민 건강지킴이  장소로 아주 좋은 장소 입니다.  시민건강 자연 휴양지로서 백년대계를 위한 계획 관리가 필요할 것 같습니다.,별표 5개,4년 전
아프로뒤로인상파,산책하기 좋게 정비가 깔끔하게 잘 되어 있습니다. 코로나 기간 동안 운동코스로 열심히 다니고 있어요.,별표 5개,3년 전
Eunju J,"걷기도 편하고, 그닥 많이 오른 것 같지 않은데도 서울이 발밑으로 내려다 보이는 신기한 곳. 공기도 좋고 밤늦게까지 걷는 사람들도 많아 안전하구요. 1시간 정도 걷는 거리라 부담 없고 참 좋네요.",별표 5개,5년 전
Jiyoun Eom,"정문 입구에 숲속 도서관이 있는데, 음료도 팔고. 깨끗하고 안락하니 좋아요. 둘레길 잘 되어 있지만 중간에 식수는  없어요. 화장실은 입구에 있고, 둘레길  중간중간 있어요. 나무가 많아서 공기가 좋은데 코로나 때문에 일방으로 가서 돌면 처음 출발지로 돌아와요. 정상을 올라가지 않고 둘네길만 걸을때 4.5km돼요. 가다보면 토끼 농장도 있어서 잠깐 쉬면서 토끼보는 재미도 있고, 간단한 공터 운동기구도 잘 되어 있어요.",별표 5개,수정일: 3년 전
유희숙,배봉산 둘레길은 나무테크로 되어잇어 무릎이나 발목에 무리없이 운동할수잇어요 매일가서 둘레길 두바퀴 돌고 오면 살도 빠지고 건강해지는것같아요 ㅎ,별표 5개,3년 전
wanki ko,오늘 배봉산 둘레길 건강 걷기 하고  지금  구경중인데 너무좋네요 와이파이가  중간중간 있어서 좋았구요 걷기 생각보다  오래 걸려서 자주오고 싶드라구요 용두동에 가까운곳,별표 5개,5년 전
나세보,아침일찍다녀온 배봉산 풍경...화려하진 않지만 정상에서 바라보는 서울의 시티뷰와 마운틴뷰를 동시에 즐길수가 있어 자주 찾는 편입니다,별표 5개,4년 전
정명희,때죽나무가 많은 배봉산은 미끄럼 예방 데크시설이 설치돼 있어  4계절 산책 코스로 매우 좋습니다.,별표 5개,수정일: 3년 전
견민,도시 안에서 숲을 느꼈던 곳 접근성 좋고 경관도 좋고 역사성도 있어 좋은곳 다만 아쉬운 점은 사도세자의 무덤이었던  장소가 지도에 표시되어 있지 않아 찾을수 없었던 점,별표 4개,6년 전
송영진,산책하기 딱 좋은 높이입니다. 정상에 경치도 좋아요.,별표 5개,4년 전
강현아,"우리동네 이런곳이 있는줄 여태 몰랐네요. 중랑천 뚝방길만 걸었었는데, 산도 적당히 높아서 산책길로 좋습니다. 정상은 잔디밭이어서 전망 완전 좋아요. 낮에도 좋고, 밤에도 좋고^^",별표 5개,6년 전
조용상,주변에 산다면 좋은 산책길이 될 수 있을 듯 함. 일부 휠체어나 유모차가 갈 수 있는 길이 조성되어 있음. 일부러 멀리서 찾아갈 정도는 아님,별표 3개,7년 전
바람따라서,"서울시립대 뒷산. 삼육대병원, 구 위생병원 뒷산. 정상의 군부대가 철수하여 현재 일출공원으로 복구공사중이다.",별표 3개,수정일: 7년 전
조병건,배봉산 둘레길. 나무데크로 배봉산 둘레길을 만들어 걷기도 편하고 전구간 휠체어도 이용이 기능하도록 완만한 경사를 이루도록 만들었네요. 군데군데 쉼터를 만들어 놓아서 편하게 이용할 수 있어요,별표 5개,5년 전
work hard,서울 시내에서 가벼운 코스로 꽤나 괜찮은 뷰를 볼수 있는곳입니다. 6살 아이도 무난하게 같이 걸어 갈수 있는 코스라 아이랑도 좋은 시간을 보낼수 있어요,별표 5개,5년 전
박경순,산책길에 들어서면 숲길 사이로 보이는 풍경이 정말 좋습니다 아카시아 꽃이 활짝 피었어요 ~,별표 4개,4년 전
이흥재,산책로는 잘 정비되어 걷기운동 하기는 좋아요 단 잠시 쉬기라도 하면 모기가 얼마나 많이 헌혈 좀 해달라고 물어대서 짜증이 납니다 꽃 무릅이 꽃을 잘 피었네요,별표 4개,10달 전
dong zun “다같이돌자동네한바뀌” jang,산이 높지않아 노약자들도 부담없이 갈수있어요. 등산로와 안내표지판도 잘되어있습니다. 다만 저는 초등 아들과 소풍겸 갔었는데 돗자리펴고 음식 먹을곳을 찾기 힘들었어요. 나무의자와 테이블 그리고 정자가 곳곳에 있었는데 코로나 때문인지 음식물 섭취금지라고 써있었어요. 정상쯤에 그늘진 곳을 겨우찾아서 도시락 먹고 내려왔네요.,별표 4개,3년 전
Frederic K,구청에서 산보하기 좋게 리모델링을 했습니다. 특히 정상의 군 부대 자리가 지역주민에게 좋은 쉼터로 변모되었다. 23시에 가로등이 소등됨. 해발 100여 미터 밖에 않됨.,별표 5개,수정일: 6년 전
Jay Yang,작지만 알찬 동네 뒷동산 입니다. 낮 뿐만 아니라 밤에 야경도 멋진곳 입니다.,별표 4개,수정일: 5년 전
한은주,둘레길이 깨끗하게 정돈되어있어요 중간정도 걷다보면 귀여운 토끼도 볼수있네요,별표 5개,5년 전
말랑손,"정상이 높지않아서 산 초입부터 2-30분 내로 올라갈수 있고, 초보자도 그리 힘들지않게 오를수 있습니다.  다른 명소의 산들처럼 음식물이나 뭘 파는 상점같은건 없구요. 그냥 가볍게 산책느낌의 앞동산 운동가는 느낌으로 가기 좋습니다.",별표 5개,3년 전
정해영,"남녀노소, 장애가 없는 둘레길! 아이를 유모차에 태우고 산을 한바퀴 돌 수 있고, 토끼도 볼 수 있고, 황토길도 체험하고, 아이들을 위한 숲속 쉼터, 놀이터가 준비되어 있는 걷기 참 좋은 산입니다. 둘레길에 경치좋은곳 원픽!",별표 5개,4년 전
박태영,"둘레길이 데크로 되어있어 저의 걸어서 1시간 10분정도 운동삼아 산책할수있습니다. 중간중간 화장실도 잘 관리되어 있으며 유아숲체험장, 베드민턴장, 운동기구와 어린이도서관도 있어 가족 모두 만족 할 수 있답니다.",별표 5개,5년 전
푸른바다,평이하면서도 운동하기엔 아주 충분하게 좋은 코스입니다,별표 5개,3년 전
윤준용,트래킹하기 더할나위 없이 좋은 곳입니다. 중간중간 보이는 꽃들과 바람까지 살랑불어 너무 좋았습니다,별표 5개,6년 전
전성진,조용하고 한적한 곳에 앉아 있으면 정말 멋진 풍경을 볼 수가 있습니다,별표 4개,5년 전
미카엘,일주일에 두세번들려서 근린공원내 데크순환도로 걷는데 너무 좋아요.정비도 잘 되어있고 주민들 운동시설도 잘 만들어놨네요.,별표 4개,4년 전
rock cole,108m로 비교적 낮은 산이지만 날이 좋으면 정상에서 서울의 동부와 시내까지 볼수있고. 군부대가 있었지만 부대가 이전되며 과거 고구려시대의 군사 유적이 발견된 곳이다. 과거에도 최근에도 군사적인 목적으로 사용된것을 보면 시야 확보가 상당히 좋은 위치라고 생각된다. 10분 내외로 정상을 오를수있고 정상엔 공원이 있어 벤치에 앉아 휴식을 취할수있고 클라이밍 예약을 하면 클라이밍을 할수있다. 동대문구에 위치한 유일한 산이며 과거 사도세자가 묻혔던 곳이기도 한 배봉산은 작지만 많은 매력이 있는 곳입니다.  한번 가보세요.,별표 5개,6년 전
liny,토끼사육장이 있어서 아기들 델고 가끔 올라 갑니다. 계단이 많아서 올라가기가 힘들긴 하지만 올라가면 애들이 가장 좋아합니다. 모기가 많아서 안 물리도록 잘 채비해서 가시는게 좋습니다.,별표 5개,4년 전
Ho Lee,높지가 않아 간단한 운동에 최고라고 생각합니다.,별표 4개,4년 전
wang mo you,"아이 ,어른,장애인 누구나 함께 사용할수 있는곳. 늘갈때 마다 해피하다고 생각하는곳.",별표 5개,5년 전
1004섬 Hwang,아주 좋았어요. 거리도 4.1km로 적당하고 숲길도 많고..,별표 5개,4년 전
ByeongSeok Park,둘레길 정비 잘 돼있고 화장실 빛 휴식공간 충분하고...,별표 5개,3년 전
김순이,올라가기도.좋구요 한자리에서  서울시 전경을 아름답게 볼수있어서요  넘 좋왔어요 또 가보고  싶어요,별표 4개,4년 전
남자 박종성,배봉산을 한바퀴도는 둘네길이 깔끔하게  정리되어있고 코로나19 예방차원으로 일방 통행 로 운영되고있고 산정상에는 약간의 잔디광장이 있어 어린이들도쉴수있습니다,별표 4개,4년 전
박지미,도심속에 휴식공간 너무너무 좋았어요......※ 첫번째 사진은 백년에 한번 핀다는 참나무꽃 입니다!,별표 5개,5년 전
원샷원킬,부담없이 올라갈수 있어요 둘레길도 편하게 걸어볼수 있어 좋아요,별표 4개,5년 전
JEONG IL KYE,서울 안에서 이런 둘레 길은 흔치 않다. 전동휠체어도 다닐 수 있게 경사를 최대한 낮춰 설계하였으면서도 오르락 내리락 운동도 되게끔 배봉산 둘레 4.5km를 데크길로 잘 꾸며 놓았다. 나무 숲 사이를 기분 좋게 지나가다보면 멀리서부터 북한산이 내 가슴 속으로 들어온다. 한켠에 마련된 황톳길에선 맨발로 열심히들 운동하신다.,별표 5개,5년 전
abrooyal K,야트막한 동네 뒷산. 맨 위 정상도 경관이 잘 보이는 편.,별표 4개,수정일: 3년 전
H.K Kim (홍콩킴 여행노트),정상부 전망대에서 서울시내 360도 뷰가 멋지네요,별표 5개,1년 전
Maxx Kim,처음 방문 합니다 ^^,별표 5개,3달 전
Paul Kim,빠른 걸음으로 둘레길 1바퀴 1시간 정도 소요. 코로나19 확산 방지를 위해 일방통행 실시중,별표 5개,4년 전
이지영,길이 잘 되어있어서 금방 힘들이지않고 올라왔네요.기분꿀꿀할때 힘들긴싫고 탁 트인데 가고싶을때 안성맞춤인거같습니다,별표 5개,4년 전
이중학,개판 오분전입니다.. 이렇게 진행이 엉망일줄은 몰랐네요. 방문일 주말 대기 시간 30~60분 예약 권장 아니요,별표 1개,10달 전
Kilnam Oh,아카시아 향이 배어나오는 5월의 상큼한 서울외곽의 배봉산입구에 아키시아 향이 그윽하다,별표 5개,수정일: 6년 전
원숙희,배봉산정상에선 사방이 다보여요~ 야경은 잊지못할 추억을 배봉산둘레길은 매일 건강을 챙겨주네요,별표 5개,4년 전
Bumjoon Cho,둘레길 한바퀴 크게 돌면 성인 남자 기준 1시간 언더 가능. 방문일 평일 대기 시간 대기 시간 없음 예약 권장 아니요,별표 5개,9달 전
인공지능,군데군데 운동시설이 비치되어 있습니다 길이 잘 포장되어 있습니다,별표 5개,5년 전
방형숙,배봉산은 정말 맛진 곳입니다. 날 좋을땐 서울 시내가 한눈에 보이고👍👍👍…,별표 5개,5년 전
김순희,배봉산 둘레길이  너무좋아요 연세드신분들도 무리없이 걸을수있어요 많이들 운동하세요,별표 5개,수정일: 6년 전
박예솔,밤에도 산책하기 좋아요 방문일 평일 대기 시간 대기 시간 없음 예약 권장 아니요,별표 5개,수정일: 1년 전
김성범,산책하기 매우 좋아요 ㅎ,별표 5개,5년 전
기봉구,둘레길이 너무 잘되어 있어서 산책하기 너무 좋음!,별표 5개,4년 전
정재일,"동대문구 휘경동,장안동,전농동 주민들의 안식처 벗꽃 필때가 가장 예쁜것 같음",별표 4개,4년 전
Steven Lee,상쾌한 공기. 자연을 느낄 수 있어요.,별표 5개,6년 전
김쌤,비온뒤 올라서 서울의 4면 모든 구역이 깨끗이 보여서 정말 상쾌하고 좋았습니다. 시원하고 행복했습니다,별표 5개,3년 전
三尺誓天山河動色,"편안히 자연경관을 즐기며, 힐링할 수 있는 곳............",별표 4개,4년 전
김은순,코로나 때문에 집콕했는데 정상올라오니 시원하니 좋아요,별표 5개,5년 전
양병춘,둘레길이 테크로 잘 구성되어 있어 산책 등 운동에너지를 발산에 아주 적당한 공원입니다. 700m의 황토길도 조성되어 있어서 맨발청춘을 즐기시는 분들도 많았습니다. 방문일 평일 대기 시간 대기 시간 없음 예약 권장 아니요,별표 5개,1년 전
김종철,걷기 적당한 둘레길과 운동기구들이 있습니다,별표 5개,6년 전
오순용,"등산이라기보다는 아이와 함께 산책하기 좋은 정도의 동산. 그래도 올랐을때 시원한 바람과 의외로 잘 구성되어 있는 정상의 광장 모습이 매우 마음에 듬. 특히 초임에 있는 도서관이나 아이 놀이터도 좋고, 가끔씩 행사도 진행해서 볼꺼리도 있음",별표 4개,2년 전
김선선,높지않은   산으로 상쾌한 힐링이 가능합니다.,별표 5개,4년 전
Zhun Cui,길 잘 되어있고 높지 않고 풀코스 1시간 반정도 걸려요. 숲이라 공기도 괜찮아요 방문일 주말 대기 시간 대기 시간 없음 예약 권장 아니요,별표 5개,1년 전
PAOLA CHO,운동하며 한바퀴 돌기 넘 좋아요. 도서관도 좋고.,별표 5개,수정일: 2년 전
HYUN JIN PARK,야경 좋습니다.롯데 타워 불꽃놀이 기대되네요,별표 5개,4년 전
최진호,산책로가 넘 이쁘게 단장되어있고 누구나가 힘들지 않아서 가족과 산책하기 좋은곳입니다.,별표 4개,6년 전
Hyungbae Kim,둘레길은 나무데크로 다 깔려있고  넘 좋음,별표 4개,4년 전
코코,지역분들 가벼운산책하기 좋은곳입니다.,별표 5개,6년 전
kwanghee jhin,정상에 오르니 잠실부터 중랑교 너머까지 다 잘 보이네요.,별표 5개,5년 전
이용연,기다란 타원형의 둘레길이 대부분 데크길로 이루어진 무장애길로 걷기 좋은길임.,별표 5개,5년 전
박소영,어린 조카와 올라가도 부담없이 갈수있어요. 전망대 뷰도 아주 좋아요^^,별표 5개,4년 전
정민성,배드민턴장도 잘되잇구~  너무 좋습니다~^^,별표 5개,5년 전
칭찬해,1월1일 참 좋아요,별표 5개,6년 전
김종래,데크로 둘래길을 조성해놓아서 다니기에 편안함,별표 3개,6년 전
Seung-bum Baek,날씨 좋은 날 가볍게 오르거나 돌거나.. 좋네요^^,별표 5개,4년 전
정순기,매일아침새벽운동하기 아주좋은장소,별표 5개,수정일: 3년 전
미담,학교 4년 다니면서 처음 올라가봤는데 너무 이쁩니다! 1차하고 소화시킬 겸 정상찍고 내려와서 2차가면 개꿀 ㅋㅋㅋ,별표 5개,5년 전
최세영,산이높고 험하지않아 어린이들의 자연체험학습 공간으로 아주 좋습니다.,별표 5개,수정일: 6년 전
aidan Akira,관리가 잘 되어 있어요,별표 4개,4년 전
프러머쓰,산책하기 좋은 야산입니다. 사도세자가 처음 묻힌 곳이기도 하죠.,별표 5개,6년 전
한일구,"도심 한가운데 이렇게 산책하기 좋은 산이 있다니 너무나 감사하다. 둘레길도 잘되어있고 광장도 잘꾸며져있는데다가 약수터, 운동기구들도 다양한 지역에 설치되어 있어 너무나 좋다. 또한, 산새들의 지저귐과 다양한 야생화들믈 만날 수 있다. 빡빡한 서울에서 집 가까이 자연을 접할 수 있다니.",별표 5개,7년 전
Yongbum Kim,"편안한 산길, 멋진 야경",별표 5개,6년 전
정*영,병원근처있는  작은산   올라 가기 쉽게  만들었다,별표 5개,4년 전
김정희,울창한 숲이 꼭 깊은 산속 같아요 울창한 숲길 사이사이로 둘레길 걸으면 몸 과 마음이 상쾌 해 지는 곳으로 추천 합니다 ^^,별표 5개,2년 전
이광수,데크 둘래길이 너무 좋았어요,별표 5개,5년 전
H. Harrison Shim,운동하기에 적합한 장소임 중간에 화장실 사용도 용이하고 청소도 잘 되어 있다. 장안동 뚝방 길과 연결되어있어 쉽게 찾을수 았으며 계단으로 올라가는 길과 계단이 없는 길이 있어 적성에 맞게 이용하면 좋다. 중간중간 간단히 운동할수 있는 기구들이 았어 편하게 기구 운동을 하면 좋다 정상이라고 할 수는 없지만 끝까지 올라가면 사방으로 보이는 서울시내 전경이 아름답게 보인다 다만 서울시내라 자동차 소음이 약간 심하게 들린다,별표 4개,6년 전
임재홍,흙을 밟을 길은 많이 없지만 슬리퍼를 신고도 편히 걸을수 있는 데크가 잘 되어있네요~ 탈출구도 많아서 누구나 쉽게 올수 있는곳이라 추천합니다~^^,별표 4개,4년 전
제스트랑,야경이 좋아요!! 야트막해서 밤에 올라가기에도 부담없음!!,별표 5개,4년 전
김용철,집주변 산책로 굿굿 ㅡ데크로 평지같이 되어져서 걷기편해요,별표 5개,4년 전
이연주,"동네 작은 동산의 길 같지만, 꽤나 코스도 다양하고 정상에 올라 보는 풍경이 아주 좋습니다. 중간 중간 벌레기피제도 있고, 조명도 많아 저녁에도 위험하지 않게 운동할 수 있다는 점이 아주 좋습니다. 특히나 제가 올라가는 쪽에 있는 배봉산 숲속도서관이 정말 멋있습니다. 큰 창을 통해 푸르른 풍경을 보며 책 읽을 수 있는 점이며, 조카와 함께 그 앞 놀이터 가서 놀기도 좋고 사람도 꽤나 다니니 위험하지않고 화장실도 늘 관리가 잘 되어있는 것 같습니다. 아주 강추합니당~~~~",별표 5개,5년 전
Kim Do yeon (sian),데크길도 너무 잘되어있고 중간중간 화장실도 많고  깨끗함 나이 많으신 분들도 쉽게 걷기 편한길 매일 한바퀴씩 걸으러 가는데 여름이라 그런가 벌레가 너무 많아서 극혐이지만 입구에 해충퇴치 스프레이가 있어서 그나마 낫긴 함,별표 5개,4년 전
DONGWOOK LEE,가볍게 산책하기 좋은 곳,별표 4개,5년 전
호롤롤로열매,약수 물 진짜 꿀맛 ㅠ 멀어도  끝내 먹는 약수맛이 너무 좋았어요 단풍도 이뿌고!,별표 5개,6년 전
Mento8798 Moon,"아담하나 아름답고, 갖가지 나무와 풀, 꽃, 새와 곤충이 무성한 산. 자락길과 산책로 등이 정성스레 잘 다듬어져 있으며, 진흙맨발길도 재밌다. 중간 중간에 휴식을 취하며 바람을 맞을 수 있는 쉼터와 운동기구가 적절히 놓여있고, 배드민턴장이 곳곳에 있다. 정상엔 전망대를 멋지게 조성했다. 소풍과 휴식에는 이보다 좋을 순 없다.",별표 5개,6년 전
Jungsik Yoon,저녁 산책 코스로 아주 좋아요,별표 5개,수정일: 3년 전
Cheehyuck Ihn (ihnstaphoto),올라가는 길이 대부분 나무데크로 되어있어서 쉽게 정상까지 올라갈 수 있다. 해가 뜨고 지는 모습을 모두 볼 수 있으며 정상부근에 높은 나무도 없어 확 트인 느낌이다.,별표 5개,5년 전
송현주,둘레길도 잘 되어있고 걷기  참좋은 코스,별표 5개,3년 전
JONGDAE HEO,아주좋읍니다.가끔질서를안지키는몰상식한인간들이있긴합니다.코로나19로인하여.마스크를벗고걸어가는인간이있는가하면.일반통행인데도마주보걸어오는.무식한인간도.더러있읍니다.이런쓰레기같은.인간들때문에.인상을찌푸리게하는것빼고는.아주좋읍니다.,별표 4개,4년 전
히요꼬,걷기좋은 공원 . 짧았던 동선을 길게 만들어서  1시간 이상을 걸을 수 있고 토끼도기르고 있어서 아이들과 가기좋아요  정상도 좋고요. 단점은 길이  좀 좁네요,별표 5개,4년 전
박희건,1시간 정도의 둘레길~ 코로나로 한방향으로 갈수있게 되어있고 주변의 경치를 볼수있기에 사계절 안전하게 즐길수있는 그런코스♡♡,별표 4개,4년 전
이기갑,힘들지않고 쉽게운동을접할수있고 유산소운동도 남녀노소함께편하게 이용할수있어 좋다,별표 5개,1년 전
Sewon Oh,주택가에 이 정도로 부담 없는 산과 공원도 막상 잘 없어요...운동삼아 오르내리며 운동할 수 있고.조용하고.낮지만 은근히  깊은 산속이기도 하고.,별표 4개,8년 전
김탁구,걷기 운동 코스로 아주 좋은 둘레길 조성,별표 4개,6년 전
박덕규,밤에도 산책하기 참 좋아요. 거리도 적당하고 나무 사이로 걸어가도록 되어있고 경사가 거의 없어 편안하게 쉬엄쉬엄 산책하기  참 좋은 곳입니다.,별표 5개,5년 전
상실수업,높이가 낮다 해돋이 볼 수 있는게 장점,별표 4개,6년 전
성은영,"등산로가 잘 되어있어서 유아들도 데리고 올라가기 좋아요. 그러나 코로나 시대에 일부 사람들이 코스크, 턱스크  하고 다니거나 마스크 벗고 음식을 먹으며 떠들거나 특히 배드민턴 치시는분들이 마스크를 안쓰는 모습이 종종 보여서 신경이 많이 쓰여요.",별표 3개,4년 전
뚱전,지역주민들에게 사랑받는 공원이면서 걷기명소이고 해돋이와 해넘이를 동시에 즐길수있는 높지않은 산이다 암벽타기도 할수있고 가벼운 근력운동도 곳곳에 배치되어 즐기기에 좋다,별표 5개,3년 전
늘보의하루,"작은 산이고, 낮은 정상까지 여러갈래의 둘레길이 잘 정비되어 있습니다. 가는길에 참새와 까치같은 새를 만났고, 고양이도 옆 숲으로 가만히 걸어가더군요. 어느 한 켠에는 토끼장이 있어요. 토끼가 참 많았습니다. 정상에서 보는 풍경과 새소리가 좋았어요. 산 속에 배드민턴장도 요기조기 있어요. 여느 산들처럼 배봉산도 주말에는 사람들이 더 많습니다.",별표 5개,5년 전
장경숙,매일 둘레길 돌고 있는데 쾌적하고 넘 좋아요,별표 5개,4년 전
안재식,이곳은 정말 서민들의 생활필수공간이므르 시에서 환경.규칙.편의시설.치안관계 등을 적극적으로 도워줄 필요가 있다고 생각합니다.,별표 4개,3년 전
이창국,무장애시설로 만들어진 데크를 따라 누구라도 쉽게 걸을 수 있는 산책로가 둘레길에 설치되어 있다. 정상에 오르는 길까지는 무장애 데크 시설이 없으니 장애를 가진 이들은 정상까지 접근하기는 어려움이 있다.,별표 5개,4년 전
Jonghee KIM,둘레길이 만들어진 후 훨씬 등반도 쉽고 예쁜 경관을 더 잘 느낄 수가 있어요♡ 아! 토끼사육장도 있고~ 유아동들을 위한 숲공원이 조성되어 있어서 더더 좋아요♡ 아! 베드민턴장도 크게 있어요~!,별표 5개,5년 전
신경섭,야외음악장과. 운동시설을겸비하고~ 지금은  공사중 입니다 둘래길이있으며 시립대로. 가는길과 휘경여고로내려가는길 그외 주변으로 내려가는. 곳이있으며 정상. 주변 운동시설과 화장실이. 있습니다~~,별표 5개,6년 전
권옥선,배봉산은 자락길이 처음부터끝까지 산중턱을 돌도록 연결되어서 유모차나 다리아픈사람도 무리없이 돌수있도록 되있어 좋다 지금계절에는 숲이 우거져 공기도 좋고 아주 산책하기 너무좋다 그리고 정상공원에서는 360도로 다 서울시내를 볼수있어 아주 전망이좋다,별표 5개,6년 전
김현주,가볍게 산책하기 너무 좋습니다. 정상에서 보는 서울 저녁야경도 너무 멋지구요. 캔맥주 하나사서 올라가면 딱 좋을 쉼 장소네요,별표 5개,4년 전
TOVin JOO,동대문구에 위치한 배봉산은 바쁜 사울생활속에서 시민의 휴식처로 각광받고있는곳이다.,별표 5개,5년 전
김민경,근접하기 좋고 데크를 깔아서 운동하기에 좋습니다. 서울 시내에서 공기 좋고 봄에는 꽃들이 가득하고 여러 새들의 소리를 들을수 있는 곳이 몇군데나 될까요. 우리 동네 자랑거리입니다,별표 5개,6년 전
문주희,"순환형데크길, 코로나로 일방통행을 표시해두어서 너무 좋고. 황토길 역시 맨발걷기및, 수도까지 준비되어있어서 꼭 추천. 작은의자까지 더불어 세심한 배려에 감동~~",별표 5개,수정일: 3년 전
김희종,넘 많이 바닥이 깔아났슈,별표 5개,3년 전
신승환,동대문구 전농동과 휘경동에 걸쳐있으며  걷기운동 하기 좋게. 데 크 둘레길 조성과 배봉산정상의 시내 뷰가 시내중심에서보는 느낌 이 좋다.,별표 4개,3년 전
서두만,"운동 삼아 매일 걷는 곳. 전동 휠체어도 다닐 수 있는 약 4km 정도의 일주 둘레길과 각종 운동시설 도서관 등 시설, 전망 좋은 곳",별표 4개,3년 전
윤옥순,배봉산은 소나무도 많고 패드민턴 구장도 많아서 운동과 산책을 하기에 좋으며 특히 둘레길을 만들어 놓아서 걷기도 쉽고 공기도 좋고 편하게 산책할수 있답니다,별표 5개,6년 전
Isidorus Park,동네 뒷산  잘정리되어있고  입구에 도서관 커피숍 등 가족단위 개와함께  다좋아요,별표 5개,2년 전
경희여,너무좋은곳이예요 높지도 않으면서 황토맨발길도있고 데크도 잘해놓고 흙간도 많고 군데군데 쉴수있는 의자가 많았어요,별표 5개,3년 전
유종규,가족 특히 유아들과도 함께 할수 있는곳 강추합니다.,별표 5개,5년 전
Yun A,가볍게 운동하기 좋음. 시설도 잘 되어있고 관리도 꾸준하게 하고있다. 국가가 세금을 제대로 쓰고있음을 느낄 수 있는 장소 중 하나.,별표 5개,5년 전
김용우,집이 근처라 운동이 부족한 생각이 들면 가벼운 옷차림으로 쉽게 갈수있는 동산 산은 얕아도 정상은 사방이 트여 시원한 느낌이 최고이다 나이 드신분 가벼운 땀을 원하시는 분께 강추,별표 4개,3년 전
