작성자,내용,별점,작성일
박송미,둘레길도 좋고 주변에 산책로가 있어서 너무 좋음.. 새로 시공한 물놀이터가 있어서 여름에 아이드루놀기 좋을듯... 밤에 야경도 너무 예쁨..,별표 5개,6년 전
Dorothy “Dorothy” L,가깝고 오붓한분위기에 조용하고 좋습니다. 다만 이지캠핑은 가격15만원인데 텐트랑 탠트 윗천막에 곰팡이가 많아요 관리가 필요합니다. 그것빼곤 다만족합니다. 관리하시는분들이 매우 친절하셨습니다. 제방문의사있어요,별표 4개,1년 전
김지언,접근성 좋음. 사이트는 조금 좁은편. 나무가 많아 적당히 그늘짐. 데크사이트와 흙바닥 사이트로 나뉘는데 개인적으론 데크없는 흙바닥 사이트를 선호. 화장실 깨끗한편.,별표 5개,4년 전
Lisianthus Kwon,주차료는 게스트도 만원입니다~^^ 걷기좋은 코스도 있어서 좋은 캠핑장이에요.,별표 4개,4년 전
cho joshua,서울안에 있는 캠핑 장 이다 전철역으로 갈수있곳 270번버스로갈수있는곳 접근이 수월하다,별표 3개,수정일: 5년 전
구주회,도시에서 자연을 만끽할 수 있는곳입니다. 봄이면 복사꽃과 벚꽃 등등이 만개하고 너른 잔디광장이 어린이의 천국으로 변합니다.,별표 4개,6년 전
이기영,서울이라 지하철 양원역인가가 가까운거 말고는 장점 없음. 서울이라고 장작 불멍도 금지 됨.(2019년12월) 사이트 다닥다닥 붙어 있어서 옆집 대화 다 들림.  시설은 깔끔하며 잘관리되고 있음.,별표 2개,5년 전
김동훈,일욜에 자리가 생겨서 갔다왔습니다. 매점 무진장 잘되어있습니다. 다만 사이트가 입구쪽은 짜투리 공간 우겨넣어서 만든거 같이 약간 아쉽습니다. 이외 전반적으로 괜찮은거 같습니다!!! 자리나면 또갈거같음,별표 5개,4년 전
이은주,편이시설은 잘되어있지만 놀거리는 별로없음  옆에 동산 산책이나 공원 산책정도,별표 4개,6년 전
sejung Kim,"주말엔 예약하기힘든 중랑캠핑숲, 평일 퇴근박 다녀왔어요 지하철역 양원역에서 가까워서 좋고 일단 서울에 있다는게 가장 큰 장점👍 밤10시면 이른 매너타임~~ 화장실이 고장나 멀리 있는 화장실까지 다녀와야하는게 좀 불편했지만 주말에 예약할수 있다면 꼭 다시 오고 싶네요🎵",별표 4개,4년 전
예지예슬,점심  먹고  산책한후  커피  한잔하면  심신이  깨끗해진  느낌이네여~,별표 5개,5년 전
NOAH tv JEON,겨울엔 피하세요~ 너무 춥고 가림막 같은 것도 없고 석유곤로 조그만 것 하나 놔줘요.설겆이도 하려면 손이 찢어지게 시렵고 그래요. 제가 7월에 예약을 했는데 패밀리캠핑장이 7만원인데 지금 사이트에는 5만원이네요...,별표 1개,1년 전
최바비,나무도많고 깨끗하고좋아요~ 그런데 맞은편팀에 젊은부부들이 친구들을 엄청불러서 10명이상이 어찌나 떠들던지... 낮잠자기가 심들엇다는...쉬러온사람들한테는 방해가ㅠㅜ,별표 5개,5년 전
Francisco Choi (mayapple),도심 속 가까운 캠핑장이라 부담없이 가기 좋아요. 다만 예약이 힘들고 여긴 장작이 금지라 불멍이 아쉽긴 해요. 다만 근처 산책하기도 좋고 넓은 잔디마당도 있어서 아이들과 놀기도 좋습니다.,별표 4개,수정일: 4년 전
KC YANG,서울 안에서 이렇게 자연과 함께할 수 있는게 참 좋습니다.,별표 5개,4년 전
KS LEE,서울에 있어 접근성 좋은 캠핑장~ 가까워 좋지만 예약이 어렵고 요즘 공기가 너무 안좋아요~,별표 4개,7년 전
최인석,"도심 끝에 숲과 접해있는 조용한 캠핑장, 주차 등 나름 체계가 잘 잡혀있어 편리하게 이용가능",별표 4개,5년 전
Sony Kim,쾌적하고 좋아요.  둘레길과 공원엔 어린아이들과 어르신들이 산책하기도 최고예요,별표 5개,수정일: 6년 전
개초보,장점 : 접근성이 좋고 윗쪽의 몇몇 사이트들은 공간과 독립성이 좋음. 주변에 큰 공원도 있음.  단점 : 데크의 컨디션이 조금 나쁘고 아래쪽 몇몇 사이트들은 너무 좁고 데크도 없으며 옆 사이트와 가까워서 불편함.,별표 4개,5년 전
무니,도심에서 바베큐 해먹기 좋아요. 페밀리바베큐 빌렸는데 옆테이블과 너무 가까워요. 옆테이블이 같이온 일행같아요. 그점이 아쉬워요,별표 4개,2년 전
이정선,집앞이라 너무좋아요,별표 5개,3달 전
조세빈 (Pomonabin),진짜 오늘은 해도 없어서 시원하게 걸어다니면서 구경 잘했네요~~^^ 간단한 마실~~~산챕,별표 5개,3년 전
옥석TV,서울에 접경하고 있는 캠핑장으로 네이버에 중랑캠핑숲으로 예약가능하다. 캠핑용구 일체를 대여받을 수 있다.차박 캠핑으로 만족할 수 있다.,별표 5개,3년 전
Pitot Ju,도심내의 이정도 캠핑장이면 아주 좋습니다.  물론 지방만큼 넓고 그렇진 않지만요.  숲과 산으로 둘러쌓여있고 깨끗해요.  전기부터 수도 다 이용 가능 하구요.,별표 4개,5년 전
실리카겔,"도시에서 즐길수있는 좋은공간. 외부인, 애완동물 출입이 잘 통제되고 있어 쾌적하다. 단 화장실에서의 흡연등의 몰지각한 행위가 가끔 자행되는데 신고 적발등을 통해 이용제한등의 조치도 필요하다고 봄.",별표 4개,6년 전
이승현,서울에 좋은캠핑장이 있어서 넘 좋아요~ 사용료도 저렴하고 깨끗하게 관리되었어요~ 조용하게 쉬다올수있는 캠핑장입니다,별표 4개,3년 전
나는고래,서울에 있어서 간단히 캠핑가기 좋은 곳이다. 넓은 전실이 있는 텐트는 데크에 치기 어렵다. 메가팰리스 폴대 하나는 데크 아래에 팩다운. 개별 전력차단기가 있어서 툴콘 하나 돌리고 전기요 틀면 바로 전력 차단되니 난로 없는 캠퍼는 극동계에는 피히는게 좋을듯. 한 사이트에 여러집 와서 먹고 즐기는 분위기이며 아이들 뛰놀 공간도 충분하다. 우린 커플캠퍼지만 도심에서 캠핑할 수 있는 것만으로도 어느정도 만족!,별표 4개,5년 전
hotdog jangsa,"태풍을 뚫고 차박을 하러 갔습니다. 사이트가 나무가 많아 그늘이 있어 시원 하더군요. 바베큐장만 따로 이용이 가능하고, 매점에서 캠핑용품 대여도 가능합니다. 화장실과 개수대 샤워장이 각각 따로 있어 좀 걸어야하는 번거로움은 있지만, 온수가 잘 나와서 좋았습니다.",별표 4개,5년 전
jongwon Park,대체로 아늑한  상트들이네요. 근처 초안산보다 더 숲속 느낌이납니다.,별표 5개,1년 전
A.A. A,밤 10시부터 매너 타임인데 제대로 제지도 안 하고...,별표 2개,4년 전
최임경,규모는 좀작지만 도심속 여유공간이라 좋아요,별표 4개,8년 전
Yzzun Kim,"서울에 위치한 캠핑장이란게 우선 좋고 자리관리도 잘해서 구획관리도 잘되어있다 세척장,화장실도 깔끔하고 전기 사용도 용이하게 캠핑에 맞게 잘 해두었고 낮에는 중랑캠핑숲을 이용할수있게 가까워서 좋다",별표 4개,5년 전
똘또리,아이들하고 사간보내기 너무 좋아요!! 강추!! 화장실도 너무 깡끔해요!!,별표 5개,4달 전
Ildanach,공기도 맑고 조용하고 대중교통 접근성도 좋은듯,별표 4개,5년 전
JS K,가족끼리 놀러오기 좋습니다. 한강공원처럼 텐트 치고 누워있기 좋아요.  강아지 산책 시키기도 좋습니다.,별표 5개,4년 전
j “j_j” h,잡근성은 좋음 사이트간격좁음 산책길 좋음 모기가 지이이이이이인짜 많음 특히 밤애 화장살은 기겁함,별표 3개,6달 전
SFEN TV,가까운 곳에 잔디에서 아이들이 놀수있는 곳이 있다는게 감사하네요,별표 5개,5년 전
대포동티라미슈,밤12시까지 시끌하네요.. ㅎㅎ 참고하세요 그외에는 완벽합니다 또방문할꺼에요 ㅎㅎ,별표 5개,6년 전
정아,글램핑이 13만원이라 기대했는데 가격치곤 실망스러웠습니다. 좀더 방역을 잘 하고 시설청소가 잘되면 좋겠어요,별표 3개,11달 전
MyoungJu Lee,다 좋은데 저녁 늦게 떠드는 사람들 때문에 점수 깎습니다. 관리사무소에서 단속을 좀 하면 좋을것 같아요.,별표 3개,5년 전
정선옥,"처음가는 캠핑장 근처에 살면서 이렇게 좋은곳을 지금 알았다니.. 예약하기도 힘들다고 했던얘기를 지금에서야 알겠더라고요 관리하시는 분도 다니시면서 친절하게 도와주시고 배려해주셔서 너무 감사했습니다 화장실도 방범센서가 감지된다는 멘트가 참 안심이 되더라구요 다음에도 기회가되면 또가고 싶어요 가족,연인,친구,모임장소로도 충분히 아주 좋아요 ~~",별표 5개,2년 전
신동우,아 모든 시설이 잘되있네요 서울에 이런곳이 최고에요,별표 5개,6년 전
사랑과축복,"서울에 위치한 지자체 운영 캠핑장 중 위치, 비용, 환경 등 총평하여 가장 우수함 5~6월이면 매 주 방문함. 퇴근박이 가능하고 가족단위로 많이들 오기에 밤되면 귀가하는 사람도 많아 조용한편임",별표 5개,1년 전
장종훈,사용하기 좋고 서울도심안에서 이용하기 좋다,별표 4개,8년 전
Hunjae Ryu,공기반~모기반... 깨끗하고 공기 좋은 도심내 캠핑장소,별표 3개,4년 전
리루루리,"텐트 안 의자에 곰팡이, 텐트 천장에 거미 우수수... 몇 달 안 쓴 폐허 같았어요. 하지만 서울 내에서 캠핑을 즐길 수 있어서 좋았어요. 큰 차 가져오시거나 초보운전이면 텐트 옆에 주차하기 힘들거 같아요. 텐트 안에 토치랑 버너있는데, 다 가스만 나오고 불은 라이터로 붙여야해요! 라이터 필수! (텐트 별로 구비된게 다른거 같은데, 저희는 라이터 없어서 사장님 불러서 라이터로 불 붙여 주심.) 그래도 분위기는 좋아서 별 3개",별표 3개,1년 전
Robert Lee,사회복지사 등반대회^^ 푸른 숲 사이로 산길  걷기 좋은 곳^^,별표 4개,5년 전
박선희,전반적으로 좋았지만  일반 바베큐장은 코로나시대 에 무관 한듯 간격 유지가 않되는게 불편 했습니다,별표 4개,4년 전
Leo Lee,예전보다 나무도 많이 자라서 그늘이 제법 있습니다. 좋네요.,별표 4개,2년 전
Bro “케이브로스” K,도심에서 가깝고 강원도에 있는 기분 ㅎㅎ 좋아요,별표 5개,2년 전
Myosun Ju,주변은 굉장히 조용하나 숲속에 활기가 넘침,별표 5개,4년 전
seungwoo kang,서울 시내에서 가볍게 1박하기  좋은 곳.,별표 5개,7년 전
JW Lee,전기도 되고 매점도 있고 캠핑장비도 대여해주네요,별표 5개,7년 전
ㄱㄴ,둘레길것기가 흑이라좋아요,별표 4개,5년 전
서지영,멀리 가지 않아도 캠핑을 즐길 수 있어 좋음.,별표 5개,3년 전
황지연,글래핑 준비물 별도없이 음식만 가져가서 즐겼어요. 아이들과도 즐겁게 시간보냈어요 화장실도 쓰레기수거장도 청결하게 관리되어있어서 이용하기에 편리했어요,별표 5개,2년 전
paul Kim,아이들이랑 와서 바베큐하기에 좋음. 그릴 및 온갖 것들을 다 살 수 있음. 음식만 가지고 오면 됨. 다만 주차장에 차가 많이 안들어감. 아마 비싼거 빌리는 사람들은 위쪽에 따로 각자 개인공간에 주차가 가능한거같긴 했었음,별표 5개,2년 전
JS “JSPA” S,밤새 고성방가에 몇몇 사이트빼고 화장실 개수대 멀리있어서 불편합니다,별표 2개,6년 전
kh Lee,망우리에서 운동 후 잠깐 들렀다. 서울에 이런 곳이 있었다. 그냥 멀리 와있는 느낌을 준다. 주변도 한적하다. 전철역에서 500m도 안되는 거리다. 습도가 90% 넘고 잔뜩 흐린 날 저녁에 시원한 물을 마시며 중랑숲 한 켠에서 멍때리다 왔다. 아주 좋았다.,별표 5개,3년 전
KYeong L,시설과 접근성 모두 좋습니다. 엄청 더울때 갔는데 더워죽을뻔...,별표 5개,6년 전
마루한,주차도 무료이고 갈때마다 느끼지만 참 잘 해 놓은 곳입니다,별표 3개,4년 전
유미옥,방문객들이 서로 예의를 지키지 않고 늦게까지 떠들거나하는것 빼곤 제가 애정하는 캠핑장입니다,별표 4개,7년 전
김종식,공원내산책로를걷다보면적당한수령과야생초목들이잘어우러져싱그러움.어린이놀이터도잘구비되어있슴.캠핑시설은이용하지않았으나주위자연배경은좋은것같음.단지한가지화장실이지금규모의두배정도확장및샤워실도겸비한다면백점.공공장소지만화장실이용료는청결유지수준으로공론결정주천에한표던집니다,별표 5개,6년 전
이동숙,오늘하루  아들네  딸네 우리내외  하루즐겁게놀다갑니다  날씨도좋고  고기맛나게  구워먹고  내일을위해  집으로갑니다,별표 4개,1년 전
hyung tae kim,데크가 아닌 곳은 파쇄석이 아니라 거의 흙바닥 수준입니다. 차도랑 인도 구분이 없어서 다소 위험할 수 있습니다. 데크 모양과 크기는 꼭 먼저 확인하세요. 숲 놀이터와 물 놀이터 둘다 있어 아이들이 좋아합니다. 화장실과 부대시설이 깨끗한편입니다. 주변에 시끄러운 요소가 없어서 이웃만 잘만나면 평화로운 캠핑이 가능합니다.,별표 4개,3년 전
Rack Hyun Kim,서울 시내 캠핑장입니다. 접근성 좋구요 싸구요..,별표 4개,6년 전
Hwa Jin Yu,아이들이 좋아하고 전기및 이용시설이 편리하다. 텐트옆에 주차가능.,별표 5개,6년 전
정현철,언제나 매월5일 담달예약하기 .예약힘든데 전기안되는 노지바닥예약하고 가보니 실제 예약할수있는 사이트는16개뿐 나머진 글램핑과 당일파티용사이트로 사용중. 화장실도 노후되고 바닥타일이 들떠있고 취사장도 냄새가 많이남.,별표 1개,2년 전
이정석,"서울 가운데...는 아니지만 서울 안에 있어서 가깝고 시설도 잘 된 편입니다. 가까우니 힘들게 숙박이 아니라 낮에 가서 고기 구우면서 간단히 기분 내고 오기에도 좋네요.. 숲이 잘 되어 있어서 서울 안이지만 숙박도 좋을 듯 합니다. 다만 캠핑장 내 길에는 경사가 있다보니 아이들 놀 때 조심해야하고, 매점 등에 다녀올 때 조금 귀찮았네요.",별표 5개,7년 전
Seunghyun Moon,서울에 있는 몇안되는 캠핑장중에 하나! 가까워서 당일캠핑으로 다녀오기 너무 좋습니다. 벌써 두번째 방문! 7-4 에 머물렀는데.. 데크가 다 파손되어있어서 좀 별로였어요.. 다음에는 9구역으로 가야겠어요~ 마주보는 사이트가 없고 놀이터랑 가까워서 좋은듯,별표 4개,5년 전
김도영,주차장이 다막혀있네요.유료화및내부공사로 이면도로에 차가많아 길이 막혀요~~,별표 5개,수정일: 1년 전
박서린,가격빼고 완벽합니다. 큰 도로와 격리되어 있어 찻소리를 듣지 않고 즐길 수 있습니다. 주변에 위치한 산과 공원은 둘래길로 이루어져있어 산책하기 좋습니다. 이마트 코스트코 홈플러스등 다양한 대형마트와 인접하고있어 큰 준비 없이 가벼운 마음으로 캠핑하기에 적합합니다.,별표 4개,6년 전
박홍범,시설 깨끗하고 화장실 식기세척장동 따뜻한물 잘나와요.,별표 5개,6년 전
김상진,평일이어서 더욱 조용하고 집근처에 이렇게 좋은곳이 있다는것에 감사합니다.,별표 5개,7년 전
김실비아,우리 주변에 이런 캠핑장이 있는줄 몰랐어요 차를 바로 옆에 대놓고 텐트치고 고기도 구워먹고 할수있는데 주말은 예약하기 정말 힘드네요~ 고기만 구워먹고 오는것도 좋겠더라구요~ 주변 산책도 할수있고 음식들 세척할수 있는곳도 있구요~ 담에 예약성공해서 꼭 와보려구요~ 오늘은 답사로도 만족이네요~^^,별표 5개,3년 전
정현경,가까운 시내에서 캠핑과 트래킹을 즐길 수 있는곳,별표 4개,6년 전
윤권,이런 비주얼 전세계 그 어디에도 없습니다~ (보신분 구합니다~) 도시와 자연이 한컷에? 캬~~~~~~~~~~~~~🤩👍…,별표 5개,2년 전
납작복슝아,"서울 또는 경기시민들의 가까운 인접성 요즘 트렌드인 밀키트를 대체 해 줄 수 있는 50개 넘는 배달음식점 편의시설은 잘 되어있으나, 도심이라 그런지 자연적인 느낌은 잠시.. 배달 오토바이, 출퇴근 차량, 스피드를 즐기시는 운전자분들의 소음이 너무 가까이 들려 잠은 푹 자기 힘듬",별표 3개,3년 전
han kyounghwa,깨끗하고 서울외곽이고 당일 바베큐장 이용했는데 넘좋았어요.. 조카들도 잘뛰어놀고 부모님도 산책잘하시고 해먹에세 잘주무시고..ㅎ,별표 5개,5년 전
나는도깨비,"장점: 도심에 위치해서 접근성이 좋음, 사이트 바로 옆에 주차 가능, 시설이 잘 관리되어 깔끔하고 깨끗함  단점: 좁은 사이트간격, 행랑객들이 많아서 새벽까지 시끄러움, 오전11시 퇴실이라 아침에 여유가 없음, 화장실이 빈약함, 오후  7시에 매점을 닫음  총평: 술먹고 놀기 위한 야영장...",별표 2개,5년 전
oh D-G,패밀리 바베큐존 이용 우선 이용 시간 저녁9~10시 9시 정리하라고 아내 및 부담 주면서 권고함 9시 30분되면 나가라고 대놓고 말함 가격 패밀리존 5만원 가성비 너무 떨어짐 강동그린웨이캠핑장 비교했을때 가격 2배 비싸고 이용시간 강동 1박2일이용가능 5만원이면 강동은 그릴 숯 모든 대여가능 한데 비해 별루 옆 캠핑이용 숙박객 늦게까지 놀아도 바베큐존은 무조건 퇴장 조건임 이용시간 정해져 있음.... 다음엔 무좀건 강동 이용할것 같네요 어쩔수 없이 예약당시 강동 코로나로 운영 안해서 중랑캠장 예약했는데  가격 이용 서비스 모든면에서 불만족 같이간 지인들 부담 준다고 그냥 가자고 함 5만원주고 갈것 같은면 강동캄핑징 1박 2일 이용하고 나머지도능로 그릴대요에 숯다 구매가능하고 옆 사이트 간섭 없이 텐트도있고 대여품도 훨씬 많음... 그넝 담은 정하져있음 중랑은 관리 아저씨들 불친절하고 가성비 떨어지고 그돈이면 강동가야 한다고 정답 나옴 .....,별표 1개,4년 전
Crocdile woo,캠핑장도 좋지만 이때쯤엔 과수원 배꽃도 좋지요.,별표 5개,7년 전
김진미,"화장실, 세척실 모두 깔끔했으며 다들 다른사람 방해안되게 즐겁게 캠핑을 즐기시더라구요. 다만 아쉬운 점은 너무 따닥따닥 붙어있는 느낌이랄까.. 그래도 차 옆에 세워두고 캠핑즐기니 편하고 좋았습니다!",별표 5개,5년 전
Inki Lee,서울에 이런 캠핑 숲이 있다는 걸 많은 사람들이 모르는 것 같습니다. 주말에는 예약하기 힘들지만 주중에는 비교적 어렵지 않아서 주중에 다녀오면 복잡하지 않고 좋아요. 특히 요즘 같이 회사에서 회식하기 힘들 때 여기 가서 바베큐 하면 좋을것 같아요. 맥주 한박스 시원하게 가져가고 고기 넉넉하게 준비하면 숲속의 힐링 회식이 될 수 있겠죠. ^^ 저녁에 서울 시내 어디든 택시나 대리 가능 한 거리에 캠핑장이 있다는 자체만으로도 개꿀입니다. 물론 연인이나 친구들과 함께 가면 두말하면 입 아프고요 암튼 가까워서 좋은 도심의 캠핑숲. 중랑캠핑장 강추입니다.,별표 5개,4년 전
정중래,"서울시 중랑구 위치. 상봉터미널에서 5~7분 거리. 조용하고 깨끗하게 관리되고 있으며 간단한 먹거리 및 장작, 가스류는 매점에서 구입가능. 4계절 온수사용 및 전기용량 여유있는 편. 선착순 인터넷 예약으로만 이용 가능함.",별표 5개,7년 전
정기환,숲이 우거진 곳이어서 좋았고 텐트도 있어 잘 먹고 잘 쉬어왔습니다,별표 4개,1년 전
이종현,"서울에서 가까운 캠핑장이라 접근성이 좋습니다. 가격도 저렴하고요. 25,000원 전기 3,000원 추가. 다만, 젊은분들이 밤늦게까지 노는 분들이 좀 있어서 일찍 주무시는 분들은 불편하실겁니다",별표 5개,7년 전
tv종이 (Myoung),"전기는 수리 중으로 쓸 수 없고 코로나로 샤워장 폐쇄. 화장실도 수리 중이라 ...ㅜㅜ 힘들었음.~전기료는 환불 받았음.  서울시내캠핑장 중에 나무도 꽤 많아서 그늘도 있지만.. 연못때문인지 모기가 장난 아님.  역시 캠핑은 봄, 가을에 가야항.",별표 3개,5년 전
Se Young Jung,캠핑구역마다 나무가 적당히 그늘을 만들어주고 전기도 쓸 수 있어서 좋았어요. 편의점과 샤워시설도 있어서 1박2일 즐겁게 보내고 왔습니다. ^^,별표 5개,7년 전
고명학,근처에 공원이 있어서 운동하기 좋아요~^^,별표 3개,7년 전
ソヌ,실질적으로 차가 있어야지 좋고 공공장소에서 예의범절 모르는 어른들이 너무 많음. 공놀이 하는거 친구들 맞을뻔해서 친구들이 어른한테 가서 다른쪽 공놀이 하는데 있어요 거기서 해주세요라고 정중히 브탁했는데 어른이란 사람이 이거 맞아도 안아파요. 라 말하는 정상적인 사고가 불가능한 사람이었었음.,별표 5개,7년 전
Luna,"서울 도심에 캠핑장이 있다니ㅎㅎ 지인분들이 초대해주셔서 갔는데 즐거운 시간 보내서 좋았습니다. 시설관리가 잘되고 있는 곳은 아니라고 들었는데, 전 캠핑 경험이 없다보니 그냥저냥 괜찮았습니다.",별표 4개,5년 전
감귤,나무도 우거지고 새소리 들리고 너무 좋은 곳.. 한여름 제외하고는 캠핑장 컨디션 너무 좋아요.. 다른 캠핑장에 비해 10시되면 소등하고 조용한 분위기라서 더 좋음,별표 5개,5년 전
Daemyeong Kim,"역에서 가까워서 차없이도 갈 수 있고 , 나무가 많아서 쉽게 자연을 느낄 수 있었어요. 편의시설도 괜찮아요.",별표 5개,5년 전
원유훈,봄날 꽃향기 대단합니다,별표 4개,6년 전
JunHo Seo,약간 시끄럽지만 가까운곳에서 캠핑하기 좋음,별표 5개,6년 전
풍류,지하철 양원역 연결 서울둘레길연결 캠핑장 운영,별표 1개,4년 전
나무,서울에서 가까워서 가기좋은 거리입니다 아파트가 보이긴하지만 나름 캠핑분위기나고 시설 깨끗해서 좋아요,별표 3개,수정일: 7년 전
수다황,양원역 근처에 숨어 있는 망우동의 숨은 보석 같은곳. 캠핑이 아니라도 커피마시며 동산 보는 맛도 있고 먼가 평화가 연상되는 곳 왜 난 이제야 알앗을까,별표 5개,6년 전
김대형,도심에 있고 아이들용 수영장도 있었는데 오래되어 지금은 모른겠네요.  캠핑을 제대로 하는건 아니지만 어린 자녀와 캠핑으로는 좋아요,별표 5개,5년 전
김성자 (John's mam Elizabeth),겨울 끄트머리에 한학년 올라가기전 아들과 함께 왔어요. 비오는 날씨였지만 아들이 정글의 법칙보단 훨씬 좋은 환경이라면서 텐트펴자고 했구요.,별표 4개,7년 전
이수창,"서울 안에 있어서 가깝고 근처에 장을 볼 수 있는 코스트코,홈플러스,이마트가 있어서 장보기가 좋고 장작으로캠프화이어하며 불멍을 할 수 있어서 좋습니다 그리고 오토캠핑장으로 차를 텐트 옆에 주차하거나 아니면 캠핑장 입구에 주차하면 그 주차 공간을 다른 공간으로 활용할 수 있습니다 주변에 망우산이 있어서 가볍게 산책 및 등산도 살 수 있습니다",별표 4개,6년 전
CRYSTAL KU,도심속 자연 동적인 공간속에 정적으로 머물수 있는공간 좋네요  꼭 함가서 여유를 즐겨보세요 지금은 개구리 울음소리가 짱이네요,별표 5개,5년 전
BSD2 Kim,도심속에서 가족과 간단한 캠핑을 즐기기엔 괜찮은것 같아요... 캠핑용 모든 장비의 대여도 가능하기때문에 참 좋은것 같아요~,별표 4개,4년 전
먼지시인Dustin,"조용하고 평화로 숲을 이룬 캠핑장이자 도시의 휴식공간입니다. 망우산, 용마산, 아차산으로 이어지는 등산로와도 이어지는 곳입니다.",별표 5개,1년 전
