작성자,내용,별점,작성일
Kwangho Moon,아이와 놀러갔는데 좋습니다~ 다만 주차장에서 공원까지 거리가 좀 있어요~,별표 4개,3년 전
윤연흔,서울서북부 지역에위치하며 개화산을끼고 강건너는 정발산행주산성이고 경인아래뱃길 출발지이기도하며 진경산수화의대가인 겸재선생의 진경산수회의 소재가되어있고 관계된그림도 여러점있다,별표 4개,4년 전
Young Jin Kim,편의점 없어요. 아직 정비되지 않은 느낌. 양화지구나 난지지구가 나아요.,별표 3개,6년 전
정승무,겨울석양이 아름다운곳,별표 4개,4년 전
정명훈,자전거 타고 국토종주의 꿈을 꾸다 가양대교를 찍고 돌아서는.......  우쨌든 좋습니다~~,별표 5개,3년 전
여행자,정말 아름답게 잘 정리해 놓아서 좋았습니다. 일부 데크가 낡아서 보수가 시급한 상태입니다.,별표 5개,6년 전
허정만,아주좋와요,별표 5개,수정일: 4년 전
Hyunmin Eom,별보기 좋아요. 모기는 무섭지만 '게'도 볼수 있답니다.,별표 4개,8년 전
왕은용,조용하고 휴식을 하기 좋은곳 입니다 .,별표 4개,4년 전
we am,주변에 게가 많다ㄷㄷ 자전거들이 즈려밟고 간다 나도ㅈ그랬고,별표 5개,7년 전
신소라,경치는 좋은데 쉴곳이 좀 더 있었으면 좋겠어요,별표 3개,5년 전
바람따라서,강서구에 있는 한강습지,별표 3개,수정일: 8년 전
홍성현,라이딩 하시면 들르시게 도죠!  근데 모기가 많으니!!  낮에 다니시길‥,별표 3개,5년 전
오홍근,친절하고.부드럽게대해주시네요,별표 5개,6년 전
감귤선생,아이 데리고 자연체험하기 좋아요.,별표 5개,4년 전
Jongeun Lee,다른 한강공원보다는 조경?이 좀 덜 된 느낌,별표 3개,5년 전
LusiRoa,가볍게 산책하기는 좋아요,별표 3개,4년 전
김병환,장애인들이 체험하기는 좀 불편한것같음,별표 3개,7년 전
나부사,매점이나 편의점등이 없는것만 제외하면 괜찮음,별표 4개,4년 전
lim,새벽 조깅하기 죠흠 고라니 가끔출몰하니까 조심,별표 5개,3년 전
조이진,"자전거도로 굿,강가로갈수있는 오솔길",별표 5개,6년 전
신현귀,자연생태계를 탐방할 수 있습니다.,별표 4개,수정일: 1년 전
문승진,버드나무 갈대숲 따라 걷기 좋아요,별표 5개,6년 전
예찬진,한강을 끼고 걷기 운동하기 좋아요,별표 5개,5년 전
염영곤,라이딩 휴식하기좋아요.,별표 4개,3년 전
이가은,증조할아버지의 묘에 절을 올리고 왔습니다,별표 4개,6년 전
dong wook kim,자전거 최고의 힐링 코스,별표 5개,8년 전
Donggul Woo,도심근처에 수변습지가 살아있습니다.,별표 5개,7년 전
김00,생태공원 잘 정비되었어요,별표 5개,3년 전
이일성 (일성hb),만보산책공원으로 추천합니다,별표 4개,수정일: 5년 전
손준덕,너무너무좋고  아주좋아요,별표 5개,6년 전
익명,자전거도로좋아요,별표 5개,4년 전
HAJUNI,정비가 잘돼있음,별표 5개,5년 전
JS,공원 잘 되어 있음,별표 5개,수정일: 9년 전
공박사의 관광이야기,시원하고 좋아요~,별표 4개,4년 전
임종석,삼책하기 좋아요.,별표 5개,6년 전
s87boyo,산책하기 좋음,별표 4개,9년 전
김완제,"사람이다소많지만 그래도좋으곳,",별표 5개,4년 전
Kwangjin Lee,신책코스로 좋아요,별표 4개,5년 전
심준보,한번쯤 가볼만한곳~~~,별표 5개,7년 전
가리온K,부대시설이 너무없음,별표 3개,5년 전
Sunghyun Choi (최성현),별로 볼게 없다,별표 3개,8년 전
bongdak,아주좋아요.,별표 5개,7년 전
wonsuk jun,자전거라이딩 다녀왔습니다.,별표 5개,5년 전
CHUNJA DOLCE&,여긴 진짜 좋음,별표 5개,5년 전
정성민,볼게 없어요,별표 1개,5년 전
임창훈,한적하고 아름다운 곳,별표 5개,5년 전
abe kim,공원으로 기능충실,별표 4개,6년 전
여자김영주,별루 안좋던데....,별표 3개,7년 전
김동순,좋앗어요,별표 5개,6년 전
outlook,산책하기 짱,별표 4개,9년 전
JH K,굿,별표 5개,4년 전
이태경,좋아요,별표 5개,5년 전
sik yong. park.,한강 자전거길,별표 4개,3년 전
이종혁,한강변 산책로,별표 4개,4년 전
최만식,자전거하이킹,별표 4개,6년 전
sewon Cheon (천세원),분위기굿,별표 4개,9년 전
dh c,지역 명물,별표 4개,6년 전
ohsig kwon,좋아요,별표 4개,6년 전
이브라힘제이드,좋아요,별표 5개,6년 전
Christin Lu,"남한강은 맑은 물과 양옆으로 짙푸른 산들이 어우러져 그림처럼 아름다운 풍경을 자랑합니다. 강변을 따라 사계절의 아름다움이 물씬 풍깁니다. 봄에는 벚꽃, 여름에는 싱그러운 녹음, 가을에는 단풍, 겨울에는 눈꽃이 만발합니다. 유람선을 타거나 강변을 거닐며 자연의 고요함과 장엄함을 느껴보세요. 이 풍경은 많은 사람들이 휴식을 취하고 자연과 가까워지는 이상적인 장소가 되었습니다.",별표 4개,7달 전
Jezar,강변에서 라면을 1800원에 먹을 수 있다,별표 5개,10달 전
korea indo arab pak food Best786,"서울의 아주 유명한 공원, 야경이 환상적이에요. 신선한 공기를 마시며 산책하기 가장 좋은 곳이에요. 바다 전망은 저녁 시간에 더 아름다워요. 사람들이 여기서 산책하는 걸 좋아해요.",별표 5개,3년 전
subarashii Kim,깨끗하게 정비되어 산책에 적합한 공원!!,별표 4개,5년 전
방화,자전거 라이더에게 좋습니다.,별표 5개,4년 전
SY Chun,서울시의 자연.,별표 3개,5년 전
kgsong@gmail.com송경근,섹시한,별표 4개,5년 전
Thanh Tiến Võ Lê,감독자,별표 5개,1년 전
