작성자,내용,별점,작성일
렛츠 (Lets),"<서울숲>과 비교하자면, 규모는 작고 대중교통 접근성이 떨어지고 주변 상권과 좀 거리가 있는 면이 있지만, 산책로 등 전반적으로 깔끔하게 조성이 잘 되어있고 공원 중간에 매점, 식당 등이 있습니다.  <서울숲>에 비해 좀 더 아늑한 느낌을 주는 공원 이지만, 공원 전체적으로 경사가 있어서 나름 특색으로 볼 수도 있지만, 평지를 걷는 느낌이 아니라서 약간은 아쉽더라고요.  전망대도 있지만, 전망이 그리 예쁘지는 않아서 굳이 안가셔도 될 듯 하고요, 주말 주차는 정말 힘드니 대중교통으로 이동하시는 편이 더 나으실 거에요.",별표 4개,1년 전
Mil Lee (이번여름),"오래되었음에도 참 관리가 잘되고 있다는 느낌. 아니 조금씩 나아지고 있다는 느낌을 받는다. 벚꽃 맛집, 공원맛집, 산책맛집",별표 5개,수정일: 3달 전
Junwoo Bae,"그렇게 자주 왔으면서도 처음 올라가보는 전망대. 서울북부가 한눈에 내려다보여 좋긴 했지만 에어콘 없어서 너무 더움. 지상 공원이야 뭐 서울에서 세손가락안에 꼽을 정도로 훌륭한 곳이죠. 공간의 여유로움, 풍부한 자연, 볼거리와 즐길거리를 충분히 고민해서 잘꾸며진 구성 등 흠잡을데가 딱히 없습니다. (드림랜드 때를 기억하는 입장에선 청계천 못지않게 천지개벽한 곳이에요 여긴^^) 아! 주차가 많이 아쉽네요. 이정도 규모에 비해 주차공간이 부족한 느낌입니다. 좀 넓혀주면 안될라나요? 그리고 은근 비싼 주차비도요. 공원치고는 상당히 쎕니다.",별표 4개,수정일: 1년 전
national_jiographic,강북 도심에서 오아시스와 같은 역할을 하는 큰 공원입니다. 여유 있게 산책하기 좋습니다.,별표 5개,1년 전
jeongtae lee,자연 친화적인 아름다운 시민공원이다. 한가지 아쉬운 점은 어린이 놀이터가 좀 평범하여 초등학생들은 좀 심심할 수 있으나 성인들에게는 훌륭한 쉼터이다.,별표 4개,1년 전
SHIN PD 신피디 (신피디),동네 집값 상승의 주인공. 인근 주민들에겐 가족 쉼터. 전망대는 무료라는게 믿기지않을정도로 멋진장소이지만 정작 동네사람들은 잘 안감. 초창기엔 한적했는데 이젠 밤낮없이 북적거림. 벚꽃시즌에 엄청난 인파가 몰리는데 정작 벚꽃은 별로없음. 공영주차장이 있지만 주말이나휴일엔 차끌고 가는건 비추천. 공원 주변을 도는 둘레길이 있는데 동네 사람들 정도만 걸어다님. 얕은 산 정상엔 사슴농장이 있으나 딱히 볼거리는 없음. 한번쯤 신기해서 가보는 정도. 둘레길따라서 배드민턴장이 많은데 각자 동호회가 장악하고 있어서 일반인은 이용하기 힘듦. 삭막한 동네를 여유롭게 만들어주는 오아시스 같은 공원.,별표 4개,수정일: 1년 전
베리,#유한킴벌리 #우리강산푸르게푸르게 #고맙숲니다  집 근처에 이렇게 자연을 만끽할 수 있는 곳이 있다니... 차로 10분이면 갑갑한 현실에서 벗어나 자연의 품에 포옥 안길 수 있어요. 도닥도닥 위로 잔뜩 받고 다시 열심히 살아갈 힘을 얻어요🌸 사계절을 가장 빠르고 가득차게 만날 수 있는 북서울 꿈의 숲... 제 최애 스팟입니다. ☺️…,별표 5개,1년 전
김대홍,"과거 드림랜드가 있는 곳을 숲으로 만들었다. 크기가 68만여㎡다. 어마어마하게 크다. 한 번에 다 둘러보는 건 불가능하다. 숲 전체가 살짝 경사도가 있다. 산쪽으로 들어가면 나무가 울창하다. 사슴방사장이 아주 훌륭하다. 아이들이 정말 좋아하는 곳이다. 아이들이 있다면 사슴방사장과 인근 꽃밭, 물멍을 하고 싶다면 월영지가 좋고, 옛 집을 둘러보고 싶다면 창녕위궁재사를 들러면 된다. 레스토랑, 전망대, 꿈의숲미술관도 있으며 출입구가 17군데나 있다. 어딜 위주로 방문할지를 미리 정하고 출입구를 정하는 게 좋다.",별표 5개,2년 전
신창진,"북서울 꿈의 숲은 남녀노소뿐아니라 아이를 동반한 가족이 많이 찾는 서울에서 네번째로 큰 공원입니다. 방문 센터, 작은 호수, 연 날리는 드넓은 잔디밭, 상상톡톡 미술관, 전망대, 오픈 도서관, 식당, 멋있는 전통 한옥, 사슴 농장, 아주 넓은 광장, 광장 양쪽 산속으로 제법 긴 숲길 산책로 등이 있습니다. 위와 사방을 볼 수 있는 PH, 전망대는 무료로, 한 번 올라가볼만 합니다. 탁 트인 전망대에서 사방으로 롯데타워, 서울타워, 북한산, 도봉산, 삼각산 등 모두 바라볼 수 있어요. 올라갈 때 경사로 엘리베이터를 타고 난 후, 걸어서 아니면 엘리베이터를 타고 PH나 전망대 2층까지 올라갈 수 있습니다. 주차는 유료로 동문과 서문에서 할 수 있고 전망대로 바로 가려면 서문으로 올라가는 것이 가깝습니다. 평일에는 붐비지 않으나, 주말에는 시간대에 따라 다르지만, 특히 서문쪽 주차하는데 긴 차량 대기로 조금 기다려야 할 때가 있습니다. 연중 아침 저녁이나, 봄, 가을 낮이나 저녁, 밤에 산책하는 사람이 꽤 많아요. 화장실 입구 방문자 센터에 화장실이 있고 공원 곳곳에 화장실이 있어요.",별표 5개,수정일: 2년 전
안냔하세용,서울 도시 한가운데에있는 엄청 큰 공원! 생각보다 볼거리가 많은 공원이였어요! 산책하고 여유로운 오후 보내기 좋을듯 합니다. 화장실 곳곳에 위치함. 피크닉 구역 피크닉할만한 곳이 많음.,별표 5개,1년 전
이득준,예전에 드림랜드가 있던 곳이에요 놀이동산과 물놀이시설이 있어서 tv에도 자주 나왔던 곳인데  공원으로 조성이 되어 있네요 겨울은 꽃도 나무도 다 지어서 별로 볼 것은 없지만 봄 가을에는 꽤나 좋을 것 같아요 전망대는 꼭 올라가 보시기를 추천합니다,별표 5개,1년 전
최윤창,주차가 매우 힘들어요 대중교통 추천드립니다 오후 2시쯤 와서 1시간 기다리고 주차함 10분당 30원 저렴하니 주차요금은 괜찮아요 구경할거 많고 편의점도 있고 아이들과 뛰어놀고 물놀이하기 최고입니다,별표 5개,2년 전
제임스딘,주말에 사람이 많을것으로 생각했는데 날씨가 꾸리꾸리해서 그런지 많이 없어서 좋았구요 산책하기 좋아요 너무 크지도 작지도 않아서 걸으면서 여유와 맑은 공기를 느낄수 있었네요 집 근처면 자주 오고 싶어요 전망대도 꼭 올라가 보시길 탁트인 풍경을 보면 기분도 좋아져요,별표 5개,3년 전
wonyoung Jang,주차장과 연결된 옥상층에 사슴이 있었어요! 아이들 보여주기도 좋아요.  여름철에 물놀이 할 수 있게 조성되어있어요. 놀이터 여름철에 물놀이 가능하게 되어있어요 피크닉 구역 돗자리 필수,별표 5개,수정일: 2년 전
천정아,북서울꿈의숲 동문주차장 1층에 주차후 산책하러 다녀왔는데 넘 좋았어요. 주차공간 넓고 키오스크로 결제후 출차하니 편했어요 주차시설에는 엘베와 계단이 있어 편했어요.  사람도 적고 호수에 분수도 있어 시원하고 보기 좋았어요. 물소리도 좋아 힐링이 됩니다.  언덕에 있는 카페는 에스프레소의.풍미가 참 좋았어요. 아아는 맛있었고 아라떼는 우유맛이 특이했어요. 사이즈는 보통보다 사이즈업했을때 컵 사이즈로 가격대비 양이 상당히 많았어요.  거리두기로 앉아 쉴수있었고 테이블의자 있는 곳과 벤치 등 다양한 공간이 있어 참 좋았습니다.,별표 5개,수정일: 3년 전
212 Cockatoo,"14년도부터 드문드문 방문해왔지만 크게 바뀐부분은 없네요. 꿈의숲 정문 근처는 21년 9월 23일 기준으로 공사 중이라 다소 혼잡한 분위기입니다. 주차장 건물 따로 있구요 요즘 날이 좋아서 평일 낮에 가도 사람들 꽤나 많습니다.  정문에서부터 쭉 후문까지 계속 오르막길이지만 나름 큰 연못부터 들판, 작은 폭포 등 아기자기하게 볼거리를 잘 조성해놨습니다. 길 중간중간마다 앉아서 쉴곳도 정말 많습니다.  다만 중앙은 그늘진 곳이 거의 없이 큰 잔디 들판을 만들어놨습니다. 선선한 요즘 같은 날씨에는 보기도 좋고 어린아이들 데리고 놀기에도 좋아보여요.  빛을 피해서 걷길 원하시는분들은 양쪽 나무들 근처길로 걷거나, 사람들 없이 조용하게 다니고 싶으신 분들은 아예 산길에 가까운 둘레길로 다니는걸 추천합니다.  정문 바라보는 기준 왼쪽길 중간에 작은 카페 하나, 공중화장실도 하나 있습니다.  전망대는 아직까지도 정문으로 들어온 사람들은 길찾기가 다소 불편합니다. 왼쪽길 타고 쭉 올라가면 이마트24 편의점을 끼고있는 큰 건물이 하나 있는대, 그 건물 근처 오르막길로 올라가서 꽤나 경사진 산길을 5분정도 오르다보면 전망대 입구가 바로 나옵니다.  아니면 바로 전망대로 가고 싶으신 분들은 꿈의숲 후문으로 들어오시는걸 추천드립니다.  전망대 운영시간은 오전10시~오후5시까지로 일찍 닫으니 참고하시길 바랍니다. (실내전망대는 그래도 입구자체를 운영시간이 끝나도 완전히 폐쇄하진 않아서 눈치껏 볼 수는 있으나 옥상 야외전망대는 오후5시면 문을 잠가놓기 때문에 이용이 불가합니다.)",별표 4개,3년 전
황진하,"서울 시내에 있어서 멀지도 않고 주차장도 넓게 잘 되어 있는것 같습니다. 산책로가 잘 되어 있어 가볍게 산책하기 좋고, 장미정원, 사슴도 있어서 아이들도 좋아합니다. 중앙에 분수가 시원함을 더해주고 넓은 잔디가 펼쳐져 있어 아이들과 함께 가기에 너무 좋습니다. 무엇보다 꿈의숲 아트센터 전망대는 꼭 가봐야 할 곳입니다. 서울에서 공짜로 그런 전망을 볼 수 있는 곳이 또 있나 싶습니다. 한번쯤은 꼭 가봐야 할 곳입니다^^",별표 4개,4년 전
SungKun Lee,"북서울 꿈의숲은 넓다. 운동, 산책, 구경할 거리가 많다. 서울 시민들이 누리는 행복이다.",별표 5개,10달 전
Sangeon Byun,"요즘엔 찾는 사람들이 가장많은 시기예요. 장미원 장미꽃도 한창 피어나고있고, 산책하기 좋고, 연인, 가족들 텐트치고 휴식할수도 있고, 이야기정원의 무척이나 아름다운 작약🌺꽃과 월영지 연못풍경이 가장 인상깊었던것 같아요.…",별표 5개,수정일: 6년 전
미카엘,집 근처라 자주가는곳이지만 오늘 비도오고 벚꽃 막바지라 갔는데 사람도없고 기대이상이었다.연두연두하고 비오는데 벚꽃이 만개해서 넘 운치있고 맛있었네요~,별표 5개,4년 전
DASIT,강북구 번동에 위치하고 있으며 자연과 각종 문화공간 및 시설이 갖추어진 공원으로 지역민들의 많은 사랑을 받는 곳이다. 맨 위에 위치한 전망대에서 바라보는 풍경이 멋지고 전체적으로 한바퀴 산책하는데 약 한시간 정도 소요된다. 가볍게 운동하기도 좋고 반려동물과 함께하기도 좋은 곳이다. 입장은 무료이고 주차는 가능하기는 하나 가급적 대중교통 이용하는 것을 추천한다.,별표 5개,5년 전
김원선,"가족나들이로 아름다운장소이다. 편의시설도 잘갖추어져있다. 아트센터쪽에 24시편의점이 있어요 전망대 올라가는 중간에 메이린 중화음식 레스토랑이 있어요 창가에 테이블에 앉아서 먹으면 전망이좋아요 그리고 전망대 꼭 가봐야 할 장소여요 개관하고 드라마 아이리스 촬영지이기도 해요 카페는 3곳 전망대 카페는 폐업하고 메이린에서 커피판매하고 있어요,카페테라스, 라포레스타 화장실5곳 중간 아트센터 전망대 상상톡톡미술관 방문자센터 그뒤로 사슴 농장이 있어요 잔디광장에는 애완견 못들어가요 교통편 지하철4호선 1번출구 롯데백화점뒤 길건너 마을버스정류장 5번승차 북서울꿈의숲 서문에서 하차 2024.4.5 날씨까지 화창한 날에 벚꽃놀이 다녀왔네요 2024.10.12.공원 분수광장에 새로운 조형물이 많이 세워졌어요 놀이터 분수대옆 어린이 놀이터 있어요 코로나로 폐쇄했다가 2023년부터 활기를 찾고 있고 미끄럼들 정글짐 그네 있어요 화장실 아트센터 카페테라스쪽 전망대 방문자센터 상상톡톡미술관 다섯군대에 있어요 반려견 동반 환경 애완동물 동반 산책할수 있어요 오물은 스스로 비닐봉지 준비하여 수거하고요",별표 5개,수정일: 10달 전
박서하,"서울숲이나 올림픽공원처럼 많은걸 기대하고 가면 볼게 없는 느낌이지만 기대 없이 가면 생각보다 넓고, 덜 붐벼서 고즈넉하게 산책하기 좋아요. 주말엔 평일보다 사람이 많을 것 같은에 평일엔 많지 않고 가볍게 걷거나 앉을 곳도 많아서 쉬기 좋네요.",별표 4개,4년 전
joon jay,"전망대 올라가면 가슴 뻥 뚫리는 것 처럼 시원한 느낌이 들어 좋아요. 또한 도심 한 복판에 큰 공원이 있는 것도 좋구요. 다만, 사람들이 정말 많아요😅 주말에 방문하면 서울 사람들 여기 다 모였나 싶을 정도에요… + 전망대 가시는 분은 시간 체크해서 가시길 권합니다. 저는 십분차이로 바깥에 나가 못봐서 너무 아쉬웠습니다😥…",별표 4개,수정일: 3년 전
막걸Lee,동네 근처라 운동삼아 자주 마실감 원래 드림랜드가 있던 자리였는데 공원으로 변모를 했네요 이름에서도 그 자취를 찾아볼수 있구요 주변에 있는 뒷산들도 산책하기 좋아요 힐링이 되는 곳  덤으로  사슴도 볼수 있어요 주말에는 붐비는 곳 ^^! ♡♡♡♡,별표 5개,수정일: 4년 전
이순자,(북서울숲에있는라포레스타카페) 사진을담으러가면 꼭들러서밥도먹고차도마시고하는데 오늘가보니새로운모습으로개장했더라구요 조금더깨끗해진것같고 날씨도너무추운데 따뜻하게쉬어갈수있는곳이있어서좋았구요 숲에 산수유열매는꼭추운겨울눈까지내린날이면너무예뻐아주추운날에꼭만나러온답니다 북서울숲은작은공원이너무예쁩니다,별표 4개,수정일: 7달 전
green beside,"집에서 멀기도 멀고, 교통도 불편하고, 주차장도 작고,, 이래 저래 악조건임에도 불구하고,, 여기 너~~무 좋네요. 피크닉에도 최적이고 숲길 산책하기도 좋고, 두가지 취향을 모두 맞출 수 있는 곳이에요. 얼핏 그리 크지 않다 싶었는데 곳곳 사이길로 층층히 산길 산책로가 잘 조성되어져 있어요. 앉을 의자도 많고 피크닉매트 피고 느긋하게 햇빛을 즐길 공간도 많고,, 물론 이런 여유를 즐기려면 평일에 오는게 나을듯 하네요. 저는 워낙 아침 일찍 도착을 해서 주차할 공간이 있었지만 오후에 빠져나가려고 하니 주차장은 full이고 양 도로에도 차들이 많이 주차되어져 있어 복잡하긴 하더라구요. 그 동네 주민들은 그 공원 하나로 삶의 질의 꽤 높아 보였어요.",별표 5개,5년 전
一拳超人 일권초인 one punch man,"주차만 편했으면 백점입니다. 주차 어렵지만 사슴도 있고, 물놀이장도 있고, 넓은 잔디밭도 있고, 편의시설 많아요. 가족나들이, 연인 데이트코스 추천합니다.",별표 4개,2년 전
Okyoung Im,"What a wonderful, cozy, calm, nice, gorgeous park it is! There are wanderul lake and Observatory, good restaurant, snack corner, wooden chairs. This is really perfect place to go jogging or walking with pets. 도심 한복판에 이런 아늑한 멋진 공원이 있다니요. 여기 근처에 사시는 분들이 부러울 지경이었습니다. 매우 아늑하고 조용하고 산책로 조성이 잘 되어있어서 조깅하거나 애견과 산책하기 최적화된 장소입니다. 식당도 있고, 스낵코너도 있고, 예쁜 테이블에 의자도 있고 예쁜 호수고 있습니다. 다른 공원에 비해 한적한 편이라 숲 속에서 힐링하고 온 느낌을 받았습니다.",별표 5개,5년 전
신유미,가족과 산책 나들이하기 좋고 강아지 산책하기 좋은 공원입니다. 사계절을 맞이 할 수있어 더할 나위 없이 매력있는 공원. 벚꽃길을 보고싶다면 북서울 입구기준 왼쪽 산책로를 이용하셔서 작은 한옥별채를 지나면 보실 수 있습니다. 또한 전망대로 올라갈때 엘레베이터 시설이 있으니 휠체어 타신분도 전망대 구경 하실 수 있습니다.,별표 5개,6년 전
프랑이,"개인적으로 노을질때의 북서울꿈의숲을 좋아합니다. 주말이면 메인거리에서 연인, 친구끼리 피크닉을 즐기거나 아이들과 물놀이를 즐기러 온 사람, 강아지 산책하러 나온 사람 등등 정말 이 주변에 사는 모든 분들이 나와 여가를 보내는 것 같아요.  전망대도 있고, 숲 주변으로 등산 기분을 느낄 수 있는 산책길들, 사슴공장 등등 너무 잘 만들어진 공원입니다 :)  관리도 너무 잘하셔서 항상 푸르른 나무와 꽃들이 행복하게 만들어주네요!",별표 5개,수정일: 3년 전
신혜정,아이들과 놀아터에서 잔디밭에서 뛰어놀기좋고 연인들과 산책하며 커피마시며 담소 나누기 좋고 산책하기에 주변 비춰지는 색들이  예쁘다. 전망대 올라가는 비스듬한 엘리베이터도 남다르고 탁트인 시원함도 얻을수있다 구석구석 볼게 많다,별표 4개,3년 전
박성운,산책하기  정말 좋은 장소이다.  갈때  미아사거리에서  자전거 빌려서 올라가긴했는데  마을버스 타고 가는것도 나쁘지  않음.  가면 주변에 사람들이  피크닉을 즐기고  있으심,별표 5개,3년 전
Any Way,"숲도 있고, 미술관도 있고, 꽃도 있고,  책도 있고 도심 한가운데 볼거리와 휴식할 수있는 공간이 가득합니다.시간이 모자라 다 못보고 가게돼 아쉽네요. 예쁜가을을 느낄수 있습니다.",별표 5개,4년 전
김진성,"애견과 함께 산책하기 좋습니다. 충분히 넓은 산책로는 쉽게 질리지 않습니다. 전망대와 레스토랑, 문화시설이 있어 가족과 함께 나들이 하기 좋습니다. 전동휠체어, 휠체어를 제외한 이동수단이 진입할 수 없어 아동과 함께 다니기에 안전합니다.",별표 5개,1년 전
john park,"봄꽃이 피기시작했습니다..서울3대 숲공원..규모면에서나 꾸며놓은 편의시설. 운동기구.휴식시설!  연날리기..애완견 산책. 인라인,킥보드,배드민턴..각종문화공연을 감상하는 문화..공연센터 ..최고의 숲공원..입니다",별표 5개,수정일: 2년 전
민정기,예전에 공주능에서 드림랜드로 그리고다시 북서울 꿈의숲으로 바뀐곳 산책하기에 아주좋은곳 각종 전시도하고 카페도 있어서 친구나 지인과 만남하기도 좋은곳,별표 5개,4년 전
Kim,코로나19 때문에 산책하기 좋습니다.사람이 많다고 하지만 워낙 크기 때문에 한강공원보다 사람간 간격은 충분하네요. 벤치도 많고 공기도 좋습니다. 단 공원 내 쓰레기통이 하나도 없으니까 수거할 봉지나 가방은 개인적으로 갖고 다녀야 합니다. 그리고 여름철 공원 내 사슴 방사장에 모기 매우 많으니 조심하세요.,별표 5개,5년 전
NURI PARK,"상상톡톡미술관 다녀옴 주차는 서문주차장에 해야 편합니다. 오픈런해야 주차가 편합니다. 자전거, 퀵보드는 공원내서 못타게 되어있으니 자녀 있는분들은 참고 하세요 비오는날은 어린자녀 대리고가기가 힘들수 있어요 생각보다 도보로 이동하는게 길어요 여름시즌에는 밖에 물놀이도 시간대별로 진행하니 여벌옷 챙겨서 애들이랑 물놀이도 하세요 간이천막 탈의실도 있어요  상상톡톡 내부는 시원하고 1층2층으로 나눠져있고 30~60분정도면 충분히 구경하고 놀고 나올 수 있어요 1층에 솜사탕 기계 있어서 애들 사주면 좋을듯 합니다. 가격은 모..비싸요ㅎㅎ  서문주차장건물 1층에 이마트24 편의점도 있어서 좋아요  자녀들 안나온 사진은 이건뿐이라 더못올렸어요ㅠ",별표 5개,수정일: 1년 전
greg 94,산책도 즐기고 북한산 전망도 감상할 수 있는 곳,별표 5개,9달 전
JY L,아이들과 뛰어 놀기  정말 좋아요! 바람쐬기 운동하기 좋은 장소 강아지 산책도 많이 합니다 전망대 꼭 가보세요.,별표 5개,수정일: 1년 전
Yongku Kim,"예전 드림랜드 부지. 서울 내 다른 공원 대비 상대적으로 덜 복잡함. 천천히 숲둘레길 산책하면 30~40분 소요.  전망대에 올라가면 북한산 등 주변 산과 함께 노원구 및 강북구 전역이 다 보인다. 잠실 롯데월드타워까지 보임~  전망대 카페에서 커피 및 음료를 즐길수 있고, 오후 5시 이후에 가면 모히토 등 무알콜 음료도 판매함.  오늘은 분수대에서 무지게 🌈 도 볼 수 있었음^^  요즘 주말 저녁에는 잔디광장에서 영화상영도 하는듯~  단점은 근처에 맛집이 없다는거-.-",별표 4개,수정일: 6년 전
요르,도심속에서 즐기는 최고의 휴식! 강북의 자랑임! 날 따듯해지니 물놀이도 개방하고 진짜 사람 많음  주차는 전쟁이니 차가지고 간다면 점심전에 가는걸 추천!  그늘막우 안되니 유의! 돗자리 하나면 끝 근처 맥도날드는 주문하기 헬파티!  그늘아래서 낮잠 한판때리면 세상행복  아이들 웃음소리가 끊이질 않는곳!,별표 5개,2년 전
이선옥,예전엔 드림랜드로 우리아이들 어렸을때 놀이기구 타고 했는데~~~ 너무 좋았어요 꿈의 동산이 딱 맞아요 전망대에서  내려다보니 더 좋았구요 화장실 많구요♡♡♡♡,별표 5개,6년 전
조유진.,"가족, 반려견과 함께 여유롭게 산책을 할 수 있는 곳이에요. 공기 좋을때 놀러가면 좋을거에요. 다만, 북서울꿈의숲 근처 월계 부근에 경전철 공사로 교통이 매우 혼잡하고 불편합니다… 이것만 빼면 좋아요. 아 그리고 이곳은 전망대가 있는데 지금은 운영 안해요. 참고하세요! 반려견 동반 환경 자유.",별표 4개,1년 전
jae hun,푸른 나무들과 잔디밭이 힐링되고 공원이 커서 좋아요~😊 강북의 서울숲 같은 존재라고 표현해도 과장된 표현이 아닐 정도로 좋습니다. 특히 전망대 카페는 뷰 맛집입니다. 서울 시내가 한눈에 보이고 카페에서 커피를 드셔보셔요~☕ (매주 월요일은 쉬고 입장료가 없는건 안비밀^^),별표 5개,수정일: 3년 전
Daniel Ryoo,"숲이 아름다운 서울에서 제일 큰 공원. 운동을 하기에도 산책을 하기에도, 전시회도열리고, 여름에는 아이들을 위한 작은풀도 있는 지역의 필수적인 허파",별표 5개,6년 전
NeungHwan Kim,산책도 좋고 휴식도 좋고 가족 소풍으로도 좋아요 주말 주차는 힘들어요 전망대 올라가 보면 정말 시원한 풍경이 펼쳐집니다,별표 5개,3년 전
원석TV혜자유튜버,가까이 거주하는 사람들의 최고의 산책 코스 화장실 상당히 깔끔하고 자동화시스템이 수준급이다. 반려견 동반 환경 폭이 넓고 경사가 비교적 완만하여 반려동물 걱정은 낮을 것. 피크닉 구역 자연친화적인 공간 활성화,별표 5개,2달 전
강혜진 (깡잉),주말에 주차하려면 30분은 기다려야해요. 사람은 많지만 그래도 서울에 이런 공원이 있어서 좋다.,별표 5개,4년 전
조삼열,코로나 거리두기 2단계 실시해도 많음사람들이 텐트치고  놀러왔음  다들  마스크 쓰고이동하니 별불편 못느꼇음. 방송도 자주하니 연인끼리 가면. 좋을듯합니다.,별표 4개,4년 전
Yk Kim,"좋습니다. 산책하기도 좋고, 소풍가기도 좋은 공간이에요.",별표 5개,1년 전
행복한 가치의 동반자,장위뉴타운 속 공원에 주변으로 여러산책로가 연결되어 있어 숲으로의 산책이 자유로운곳 숲 사이사이 베드민턴장도 있고 헬스기구들이 비치되어 있어 운동하기에도 적합한 만능공원,별표 5개,3년 전
SW Kim,"과거 드림랜드가 있던 자리가 공원이 되어 공간이 꽤 넓음. 탁트인 잔디밭, 대중적인 느낌의 전시장, 사슴농장, 산책로, 호수, 한옥건물, 카페, 놀이터 등등 있을 건 다 있음. 무엇보다도 꽤 높은 전망대가 있다는 게 꿈의숲의 매우 큰 강점. 봄에는 다양한 꽃,나무도 볼 수 있음. 도봉구/강북구 라인에 이 정도 퀄리티의 공원이 없었기 때문에 매우 소중한 곳! 주변에 조금 더 좋은 외식장소와 청결한 분위기가 조성되면 좋을 것.",별표 5개,7년 전
낭자객,큰 도로 옆이고 공원이 넓고 작은산으로 둘러쌓여있네요 특히 아이들과 가족들이 피크닉하기 즣아요ㆍ 피크닉 구역 나무 그늘이 많구요 접근성이 좋아요,별표 3개,2년 전
John Park,서울시 특 3대공원중 한곳으로 철철마다 바뀌는 풍경과 꽃들로 시민들의 사랑을 받는 곳입니다.,별표 5개,2년 전
김경남,바람 불어도 좋은  날~ 연들도 높이  기분도  높이.... 전망대 까페에서  바라보는 풍경도  예쁘고 봄이  바야흐로  한창인  중에  사람들  생기도  업업.....,별표 4개,수정일: 3년 전
