작성자,내용,별점,작성일
온누리(온누리),최고의 역사문화공원입니다.,별표 5개,5년 전
Heehwan Roh,"옛 서대문형무소와 뒤로는 안산, 옆으로는 영천시장이 있습니다. 산책로도 좋고 트랙킹코스로도 좋습니다. 영천시장엔 간단한 먹거리도 있습니다.",별표 5개,4년 전
HoSoo “Lake Yoon” Yoon,특별히 싫은 이유가 없음,별표 5개,4년 전
김규민,한국의 슬픈역사를 간직한 곳이기도 하고 독립운동 열사들이 끝까지 일제에 저항했던 곳. 오전에 가는 걸 추천드림. 그리고 현금은 물론이고 카드도 결제가 가능함. 한국역사를 알고자 하는 분들은 꼭 찾아가보길,별표 5개,6년 전
Jong Min Park,독립문과 구 서대문형무소가 있어서 중국 제국주의에 대한 경각심과 일제강점기 시절 독립운동가 선생님들의 투철한 애국심을 느낄 수 있어서 좋았다,별표 5개,2년 전
gyuan lee,대한민국의 역사를 배울수 있다.,별표 5개,5년 전
홍홍찌,펄럭 애국 🇰🇷🇰🇷🇰🇷…,별표 5개,1달 전
김시현,꽤 만족했음. 경치도 좋았고.,별표 3개,6년 전
Hyeongki Hahm,일요일 아침 일찍 갔다왔어요. 일단 사람이 적으니 고즈녁하고요. 아침 바람은 상쾌했어요. 깨끗하구요. 혼자 돌아보기에 좋은 시간이었어요,별표 4개,5년 전
해결자,한국사람이라면 가보시고 선현의 거룩한 뜻을 새기시길... 덤으로 영천시장에 들러 꽈배기도 드시면 좋겠지요.,별표 5개,4년 전
이영순,안산 둘레길 입구에  독립공원  있다 많은 인파가  몰리는곳  참좋은경험  할것 확신한다 안산 둘레길 정말  멋있게  해 놓았다♡♡♡,별표 5개,6년 전
권세진,"한국의 역사에 관심이 많은 여행객이라면, 이곳을 놓치지 않는 것을 추천합니다. 이곳은 한국의 역사에 있어 굉장히 유서깊은 장소이기 때문입니다. 공원의 이름에서도 알 수 있듯이, 서대문 독립공원은 과거 일제강점기 시절 수많은 한국인들이 착취당하고 고문당하였으며, 사형당하였던 슬픈 장소입니다. 대표적인 독립운동가인 유관순또한 이곳에서 형장의 이슬이 되었습니다. 잠시 그녀에 대해 묵념하는 시간을 갖도록하겠습니다. 개인적으로 이곳은 제가 나온 고등학교 바로 옆에 있는 장소여서 추억이 많은 곳입니다. 고등학교 때 만난 첫사랑과 행복한 시간을 보냈던 곳이며, 지금은 비록 떨어져있지만 그 시간은 항상 제 기억속에 행복한 모습으로 자리잡아 있을 것입니다.",별표 4개,7년 전
배상길,영천시장 떡집으로 유명하다..,별표 4개,5년 전
백경기,"근대 대한민국의 태동과 아픈 역사를 오롯이 느낄 수 있는 곳. 서울 지하철 3호선 독립문역. 아베와 쥐어봐야 한줌도 안되는 일본 우익들이 야스쿠니 위령소에 갈 때, 우리는 이곳 독립공원 내, 독립관에서 독립운동가와 호국 영령을 기린다. 대한국인 누구라도 이곳에 오면 애국심 뿜뿜.",별표 5개,6년 전
한CO,산책하기 좋은 공원이며 운동기기가 설치되어 있어 체력단련에도 도움이 되고 도시속 공원으론 👍…,별표 5개,4년 전
김종석,코로나 때문에 조용하답니다.,별표 4개,5년 전
고미영 (밍밍),으스스한 기운이 감도는 이곳...그래도 한번은 꼭 와야할 이곳...이곳엔 먹먹함이 남아있다..우연히 앉아본 이자리에선 세곳의 방향이 한눈에 보인다..대단한 설계에 놀라지 않을 수 없다.,별표 4개,5년 전
Byeongjae Kim,"역사적인 의미도 있지만, 산책하기에 좋은 곳 광복절과 현충일에는 서대문형무소 견학 인파가 몰려서 사람이 많음",별표 5개,6년 전
Esther Park,"가족 나들이, 데이트, 반려동물 산책 등 다양한 시민들을 만날 수 있는 곳! 날씨까지 좋다면 금상첨화!",별표 5개,5년 전
Eric Kim,어정대는 비둘기와 똥 썩은물이 고인 분수 길가를 지나는 차들이 일으키는 분진  그럼에도 불구하고 열심히 뛰노는 아이들 그 아이들을 웃으며 바라보시는 느릿한 노인들  과거 현재 미래의 공존을 편하게 바라볼 수 있는  곳,별표 5개,6년 전
Juntaek Cho,역사를 잊으면 안됩니다,별표 5개,8년 전
Nakwon Kim,여기를 기억하지 않으면 우리나라 사람이 아니죠~,별표 3개,5년 전
유진오,민족의 아푼 역사이지만 살아있는 역사의 유물이기도 함 도서관도 있어서 가족 역사여행지로 추천,별표 4개,6년 전
기발한침대,독립투사분들의 자취를 느낄수가 있었습니다,별표 5개,5년 전
HAN YUN,"공원은 넓고 산책하기 좋음. 주차공간이 멀고, 어느때는 주차불가인 경우가 많음.",별표 3개,6년 전
치르치르,많은 사람들이 찾아왔으면 좋겠다,별표 5개,3년 전
김주영,아이에게 광복의 의미와 얼마나 많은 독립운동가 들이  희생과 업적을 한눈에 볼수 있는 좋은기회,별표 4개,4년 전
Smee,점점 방문객이 늘어가는 곳. 호젓한 한때를 보낼 수 있은 곳이었지만 여러 단체 관람객들과 도슨트들의 안내 멘트로 쉴 곳이 많이 줄어들어 우울해짐.,별표 5개,수정일: 5년 전
이우근,도심에있고 주변에 서대문 형무소등 역사적 가치가 있는 곳이 같은장소에 있어 관람하면서 가족과 함께하는 시간을 보내기 좋은곳,별표 4개,6년 전
이진병,서대문형무소가앞에있고 공원경치도좋고자연과더불어있는모습이너무좋은곳,별표 5개,5년 전
현재호,"시내한복판에 위치한 역사공원이죠, 한적한주말  가족과함께하는 시간을보내기 좋은곳이죠",별표 5개,5년 전
김희영,산책하기좋아요. 형무소도 보존잘되어있어서 뜻깊습니다,별표 5개,4년 전
Test Dna,예전 형무소 자리. 유서깊은 곳입니다. 시내에서 산책및 운동하기도 좋아요,별표 4개,9년 전
Hyunmi Kim,역사를 좀더깊이알게되었습니다,별표 5개,6년 전
SY J,교차로에 있는 공원으로 독립문이 있습니다.,별표 5개,6년 전
전지훈,깔끔하고 크고 공원인데 볼것도 많아욤 화장실도 세개 ㅎㅎ,별표 5개,1년 전
Bong Dae,쾌적하고 넓어서 좋아요~~,별표 4개,4년 전
이혜숙,훌륭한 장소.2년전 갔을때 꼭 가봐야 할 곳이라 생각했음. 코로나로 들어가지 못 함,별표 5개,5년 전
오세욱,독립문이 대장처럼 멀리서 이웃하고 있으며 3호선으로 독립문역 4번 출구에서 우회전시 접근성이 좋습니다.,별표 4개,5년 전
우형준,서대문형무소도 볼 수  있고 안산 둘레길 성곽둘레길도 갈 수 있어서 좋아요,별표 5개,6년 전
작은구름,아이들과 함께 대한민국 독립을 기념하는 뜻깊은 장소가 되었습니다.,별표 5개,수정일: 6년 전
잡고기명인,잠시 쉬어가기 넘 좋아요. 근처에 영천시장 먹거리 좋네요,별표 4개,5년 전
윤수연,나무가 우거져서  풍경이 넘예뻐요 가족들 나들이 하기  좋은 장소입니다,별표 5개,4년 전
Sunghoon Choi (최성훈),기대보다 좋았음,별표 4개,5년 전
이동건,역시적인 장소 경건한 마음으로 꼭 한번 방문해보세요,별표 5개,수정일: 5년 전
Red Milan,독립문이 바로 옆에 있다. 작은 공원 서쪽 터널 지나면 연대 동쪽으로는 광화문 북쪽으로는 연신내 남쪽 으로는 서울역 위치,별표 3개,9년 전
2두구든뜬,독립문 사진스팟/ 걷기좋은 둘레길/ 서대문형무소/ 넓고 잘조성된 공원,별표 5개,5년 전
최수영,데이트하기 딱 좋은 분위기에 의자도 많고 넓직해서 놀기 좋음,별표 5개,5년 전
moongyeom kim,도시에서 누리는 행복,별표 5개,5년 전
David Kwon,주변에 산책하기 좋습니다. 안산 자락길도 가까워서 안산자락길 들어가기 좋은 공원,별표 4개,8년 전
이도환,86년생임.. 어렸을때 무료로 가고 지금은 형무소를 마음대로 못간다에서 가슴 아픔 옛날이 나..,별표 2개,6년 전
shineui mo,과거 어두운 역사 를 보면서 .. 나라와 겨례에 대한 소중함과 자유와 민주정신을 같이 지켜야 할것임,별표 4개,5년 전
Sunny. K.,일본의 만행을 조금이나마 알게해주는 곳. 한국인이라면 꼭 한번 와봐야겠다.,별표 5개,8년 전
박영민,잊지못할 감사함을 느끼며 푸르름의 편안함을 함께 주는 공간입니다,별표 5개,6년 전
Inho Sung,도심속 공원이지만 나무많고 잠시 가족쉼테에 좋음,별표 4개,5년 전
백산,잊지못할 수용시설  잘 보존해서 후손에게..,별표 5개,6년 전
임영준,독립운동 관련 공원인데 좀은 미흡하다는 생각.,별표 3개,1년 전
IS c,늘 좋은 곳입니다.,별표 5개,5년 전
막걸Lee,공원인데 여기저기 구석구석 잘해놨네요 구경거리가 많아요,별표 4개,5년 전
김태우,임시정부 기념관과 함께 독립의 의미를 새로이 할 것입니다,별표 4개,5년 전
SCOTT HowToView,존재 자체로 의미가 있지만 주변이 어수선하고 시설물 관리에 조금만 신경을 더 써 주길...,별표 5개,6년 전
박석주,민족의 역사의 일부분을 체험하며 좋은 시간 보내고 왔어요,별표 5개,5년 전
추성웅,서대문형무소 관람과 함께 방문하기 참 좋습니다.,별표 4개,5년 전
미스터굴착기,오래된 공원이라 나무가 울창해서 산책하기 좋아요,별표 5개,4년 전
Mario J,"안산자락길을 오를수 있고, 독립문을 볼수 있으며, 서대문 형무소를 둘러볼수 있고 이진아 도서관도 갈수 있지.",별표 5개,5년 전
양준영,걷기좋고 반련견 운동시키기도아주좋습니다,별표 5개,4년 전
Ryu Sang Hoon,한국이 독립하게 된 배경에 알려지지 않은 많은 사람들의 고통이 있다는걸 알려주고 싶다.,별표 5개,6년 전
정진현,아이들 자전거 퀵보드만 서로 안부딪히게 조심하면 좋을 것 같습니다.,별표 4개,5년 전
주종은,산책코스 안산둘레길 인왕산둘레길(하늘다리) 이진아도서관 서대문형무소 영천시장,별표 5개,4년 전
지환훈,내 삶의 터전엔 앞선이의 숨길이 늘 있다..,별표 4개,6년 전
caz cat,역사가 살아 숨쉬는 장소... 인근 안산 자락길도 강추~~,별표 4개,6년 전
최해영,날씨가  따뜻해서,별표 5개,수정일: 4년 전
Young-Ung Lee,민족의 역사현장이라고하기엔 나이드신분들이 점령해 관리가 안되는 인상,별표 2개,5년 전
Sungjin Cho,산책하기 좋고 역사적으로 의미있음,별표 5개,5년 전
2사오정,안산 올라가는 길에 있습니다. 호젓하고 좋아요,별표 4개,4년 전
김재기,벤치도 많고 무궁화꽃이 다양합니다.,별표 5개,수정일: 6년 전
녹색걷기,독립문 역 엘리베이터 이용하면 바로입구 서대문형무소역사관 및 안산 자락길 연결,별표 3개,4년 전
happyon,"어둠이 내리기 전 형무소 빨강벽돌과 안산과 인왕산의 실루엣 그리고 가족, 연인들",별표 5개,6년 전
Hong Sub Ahn,"아이들과 시간 보내기 좋음. 좀 더 컷으면 하는 아쉬움,,",별표 4개,5년 전
NUMBER1 CHOICE,한국인에게 의미있고 산책하기 좋은 공원,별표 5개,5년 전
조인경,아이들이 뛰어 놀기 좋으나 비행기 장난감 날리기에는 적합하지 않은 듯,별표 4개,6년 전
황은영,아이들과 꼭 들려보아야 할 곳입니다!,별표 5개,5년 전
꿀잼예준배틀그라운드,역사가 오래된 공원이어서 멋있는 것 같아요.,별표 4개,9년 전
김영아,강아지 산책하러 자주가요 좋아요,별표 4개,4년 전
Zinnin,일제 만행의 흔적을 볼 수 있는 곳,별표 4개,수정일: 8년 전
배병선,푸르른 식물들이 함께하는 자연공원 그리고 역사공원.,별표 5개,5년 전
선채명,대한민국의 얼을 느낄 수 있는 장소입니다,별표 5개,6년 전
이건우,서울살면서도 50년만에 처음가본 곳 괜찬았습니다,별표 5개,6년 전
SukWoo Roh,꼭 가봐야 할.. 삼일절 광복절은 무료,별표 5개,6년 전
임성원,넓고 조용하고 힐링하시기 좋아요.,별표 4개,6년 전
Chang Kim,잊혀져가는역사의 뒤안길을 새삼기억나게 했으며 감회로웠습니다.,별표 5개,6년 전
정금선,운동다니는곳 주변깨끗합니다,별표 5개,2년 전
박승인,청소 해주세으면 합니다 관리 너무 않되요,별표 2개,4년 전
박재희,좋은데 사람이 좀 많아요 밤엔 무서워요,별표 4개,5년 전
김동영,아담하지만 있을 건 다 있는 조용한 공원,별표 5개,4년 전
Simon LEE,아이와 함께 한국의 아픈 역사를 공감할 수 있는 장소,별표 5개,6년 전
라푼타,근현대 역사를 배울 수 있는 좋은 공간이다.,별표 5개,8년 전
Hyun-sung Cho,모임하실 때 집결지로 좋아요.,별표 4개,6년 전
Kim James,강아지 데리고 산책하기 좋은곳,별표 5개,5년 전
겨울나그네,누구든지올수도 있는장소입니다,별표 4개,수정일: 4년 전
kim jay,코로나로 출입이 불가능한 서대문형무소 ㅡ 조용 합니다.,별표 4개,5년 전
seungchul kim,언제나 숙연한 곳!! 그리고 인생을 다시 한 번 돌아보게 되는 곳!!!,별표 5개,6년 전
안녕,집근처 안산과 인왕산 북악산 수려한 경관,별표 5개,5년 전
Fisher,"서대문형무소, 독립문. 말이 필요한가? 독립운동의 성지다",별표 5개,9년 전
박홍묵,역사가 숨쉬는 곳~~~ 엄숙해졌어요,별표 4개,4년 전
Lim Sungtek,여기 근처 사는 정미선 예뻐요,별표 5개,5년 전
신승철,살아있는 역사의 현장,별표 4개,6년 전
김영주,대한민국  국민이라면 꼭 와봐야할곳,별표 5개,5년 전
Sung-Sam SON,공원을 산책하고 서대문형무소 역사관을 돌아보세요.,별표 5개,6년 전
李相斌,역사적 의미가 있는 장소입니다,별표 5개,5년 전
World Traveler,아이들과 오기 좋아요 ^^,별표 5개,4년 전
DAE HWAN KIM,역사를  알수 있는곳이지요,별표 4개,6년 전
Harold Harold,민족의 얼이 살아 숨쉬는 곳,별표 5개,5년 전
엄재필,재미있게 구경하고 했다❤,별표 5개,5년 전
오선초등학교,관람도 잘하는 곳입니다.,별표 5개,8년 전
강민구,아늑하고 조용해서 좋아요,별표 5개,6년 전
쥬신,깨끗하고 걷기 좋아요!!,별표 4개,3년 전
허빵호빵,한번가볼만한장소입니다,별표 4개,5년 전
배상일,애들공부하기는좋은곳입니다.,별표 5개,6년 전
