작성자,내용,별점,작성일
녹색걷기,도시철도 신림선은 여의도 샛강역부터~관악산(서울대)역까지 11개 정거장을 연결하는 총 7.8㎞ 노선이다. 여의도부터 관악산까지 가는 데 16분밖에 걸리지 않는다. 또 지하철 9호선(샛강역)· 1호선(대방역)·7호선(보라매역)·2호선(신림역)과 환승 된다. *신림선 무인삼량열차 타고 관악산공원~호수공원까지 테마산책길 걷기...,별표 4개,3년 전
전서영,서울대학교 근처에 있으며 힐링코스로 추천합니다 누구라도 왕래하기가 좋습니다,별표 5개,4년 전
김샤이나 (샤이나),가을 분위기 너무 좋아요. 가까운 거리에 있는 공원 만끽하며 왔어요,별표 5개,6년 전
유영현,네 관악산 은 서울 대학교 있는데 있어요 좋은곳이에요,별표 1개,4년 전
최철,힐링하기 좋은곳입니다,별표 5개,3년 전
이승건 (쉬고싶다),산책하기 딱 좋은,별표 4개,4년 전
정정종기,좋아요,별표 4개,9달 전
DM J (문형),산책하기 너무 좋아요,별표 5개,10달 전
라젤,산책하기 너무 좋아요. 무장애산책길이 있어 강아지가 좋아해요,별표 5개,5년 전
고고씨진국,잉어들이 자유롭게 다니고 청둥오리들이 노니는곳 물이 깨끗함,별표 4개,수정일: 2년 전
김수연,관악산 가는길 지나가는곳 삼삼오오 모여서 마스크 내리고 간식먹는 사람 많음...,별표 5개,4년 전
미소짓는인형의꿈,날씨 좋을 때 가서 멍 때리기 좋은 곳입니다... 조용하고 시원합니다.,별표 5개,6년 전
나미남,관악산입구에 있는 연못으로 가벼운산책하며 쉬어가기 좋은장소임,별표 4개,4년 전
김성수,신림 경전철타고 오랫만에 관악산 호수공원을 다녀 왔는데 좋았습니다,별표 4개,3년 전
Eun Yu,잘 관리되어 좋아요,별표 5개,1년 전
영철장,날씨도 청명하고 공기도맑은 관악산  황소걸음으로   잘  다녀왔습니다,별표 5개,5년 전
김승수,버스로 가기 가까운 휴식처로 계곡이 있고 산책하기도 좋은곳,별표 4개,8년 전
마블,좋아요 정자도 있고 밑으로 조금만 가면 공원도 있음,별표 4개,7년 전
In Cheol Kang,잘 가꾸어지지는 않았지만 잠시 마음을 쉬게 합니다,별표 4개,4년 전
Marc Jacobs,코스김 대학교 옆이라 휴일엔 가족이나 젊은사람들도 많음,별표 3개,5년 전
Jay K.,트레킹 코스 좋고 볼거리 다양해요. 공원 물은 좀 지저분해 보였어요.,별표 3개,6년 전
임인오,"저녁 8시넘어 산책코스  최고. 단,근처살아야된다는거ㅎ",별표 5개,5년 전
이동렬,가끔 마스크 안 쓴 사람이 있지만 그런대로 조용해서 쉬기 좋음,별표 4개,수정일: 4년 전
보라먼지,다른 곳보다 벗꽃이 늦게 피는데 벗꽃이 다 펴서 꽃잎 흩날릴때 다녀 왔는데 아주 멋졌습니다,별표 4개,6년 전
Albertism Kim,"연주대 가는 길 초입. 개인 상황에 따라 가을 바람이나 쐴지, 땀좀 내볼까? 선택의 장소ㅋ",별표 5개,3년 전
홍종선 (소양강),경전철 신림선이 5월에 개통해서 전에보다 근접성이 뛰어남,별표 4개,3년 전
문지도,장미원의 아름다운 장미향기 아시나요? 나무원두막은 덤 입니다.,별표 4개,5년 전
이법선-대훈,등산하고 산책 가는 과정에 휴식장소로 아주 좋은 곳입니다,별표 4개,7년 전
유엘리,아담하고 숲이 우거져서 산림욕하기 괜찮아요,별표 3개,4년 전
Sarah Kim,크진 않지만 조경도 잘 되있고 오리도 가끔 보입니다,별표 4개,6년 전
김원죽,물좋고나무좋고 복더위에아주좋아요,별표 3개,7년 전
신상화,조용하고 경치 아늑해서 산책하기에 적당함.,별표 4개,4년 전
김기범,음~  음~도시속에서의 산속  좋아,별표 3개,5년 전
Yoon윤종권,계곡에서 강물처럼 흐르는 물이 너무 시원합니다,별표 4개,5년 전
류미숙,잉어도만고공기도좋고좋아요,별표 5개,5년 전
김이라,관악산 평지 트레킹하다보면 멋진 공원이 나와요.,별표 5개,5년 전
남자오세건,산책하기  좋아요. 구두 신고 와도  됌,별표 4개,6년 전
강은화,가뭄이라 그런지 분수가 안나와서 조금은 답답했어요,별표 3개,6년 전
유인수,쉬엄쉬엄 등산하기 좋아요,별표 4개,1년 전
지리산반달곰,낮은데 높은산 600미터? 절대 얕볼수없다!,별표 5개,3년 전
Taegab Han,공원 입구에서 멀지 않아...가볍게 산책하고 돌아가는 코스,별표 4개,8년 전
황의남,"경치가,좋고, 여러가지로,좋운데입니다!",별표 5개,4년 전
꼬꼬tv,서울에 이런 공원이 있어서 행복합니다.,별표 5개,수정일: 5년 전
Kim Otto,산책 할만 함,별표 3개,8년 전
Jeongmi Kim (can),"가까운 자연속으로, 좋지요~~",별표 4개,3년 전
Jack Kim,관악산 입구에 있는 호수공원,별표 4개,7년 전
김세환,아이들 물놀이하기 좋은곳입니다~,별표 5개,5년 전
조항복,가족과합게것늘기좋아요,별표 5개,4년 전
11406김시훈,시원하다,별표 2개,1달 전
Dexter Shin,근처사시면 꼭 가볼만한 곳,별표 4개,9년 전
정규영,조용하고 시설이 좋아요,별표 5개,4년 전
사인암,정신휴양 하는데 정말 좋은 곳입니다,별표 4개,6년 전
박성진,관악산공원안에 있어요.,별표 5개,4년 전
김재진,위에서 본 뷰가 좋다,별표 4개,8년 전
성재윤,관리가 좀 더 잘되었으면,별표 4개,3년 전
강상돈,힘들이지 않고 도달이 가능한 장소 입니다.,별표 5개,4년 전
oh moon Kwon,처음가봤는데 좋더라구요. 분수도 나오고,별표 5개,7년 전
권형우,고시촌 주민이라 좋은점 중 하나,별표 4개,5년 전
피씨하마,관악산 진입로에 위치하여 봄철에는 벗꽃이 장관,별표 4개,9년 전
Eun Hur,부부 산책으로 갔는데 인기좋더라고요,별표 5개,6년 전
엘지,말이 필요 없지요. 좃습니다,별표 4개,3년 전
정효석,만남에 장소에 그늘막과 좌석 부족,별표 3개,6년 전
장우환,계곡물이 션한기 최고 입니다,별표 5개,6년 전
달빛사랑,아이.어른할거 없이 산책하기 좋은곳,별표 5개,3년 전
신상철,날씨 좋은 날 아이들과 산책,별표 4개,6년 전
David Park,주의 손가락으로 지으신 달과 별들,별표 5개,6년 전
방그레,여름철에 시원합니다.,별표 5개,4년 전
김성학,휴식하기좃믄 곳~,별표 5개,1년 전
윤타우,해당 장소에 가는 경로가 포장 도로임,별표 4개,2년 전
큰배TV,좋아요,별표 4개,5년 전
한영숙,공사중입니다ㆍ,별표 2개,3년 전
땡글이,산에다녀온것자체가힐링이네요~^^,별표 4개,5년 전
Jaewoo Shim,아이들이 좋기 좋음.,별표 4개,4년 전
백은자,가을햇살아래~호수 공원 물고기  노닐다.,별표 4개,5년 전
이성구,오를 때나 내려올 때나 마음의 안식처,별표 5개,7년 전
그냥삽니다,좋아요 평온하고,별표 4개,4년 전
와따시 (와따시),산책하기 좋은곳^^,별표 3개,7년 전
잡화꿀,밤에가면 남자끼리 가지말것,별표 3개,5년 전
Jaehyung Ahn,아주 잘 가꿔진 산책형 공원,별표 5개,6년 전
이용철,경치도 공기도 맑지요,별표 5개,7년 전
이미미,공기가좋아요,별표 5개,7년 전
Min Heo,그냥 잠깐 쉬는 정도.,별표 3개,8년 전
그림놀이,시원하게 놀기좋은곳,별표 4개,6년 전
보링은 보링보링해,쪼꼬마한 호수랑 대학건물의 조화.,별표 4개,5년 전
Songgyo Lee,단풍이 좋네요,별표 4개,4년 전
younghye kim,아이와 함께 나들이 힐링,별표 5개,3년 전
Hd G,아주 좋아요.,별표 5개,3년 전
이해광,관악산입구에 있어 접근성 양호,별표 4개,4년 전
김일철,연주대 등산하며 잠깐 들린곳!,별표 3개,4년 전
민형,힘들지만 보람잇는ㅋㅋ,별표 4개,6년 전
Young Ho Kim,연주대 올라가기 전에 들리는 곳,별표 4개,8년 전
황상규,관악산과 삼성산 길 햇갈리지 마세요,별표 5개,4년 전
황명하,아주 좋았어요.,별표 5개,6년 전
0소리,관악산 호수공원,별표 5개,4년 전
SIMAN TV,호수인듯 호수아닌 호수같은 너~,별표 3개,4년 전
이형재,호수공원이라 하기엔 그냥 공원이죠,별표 2개,6년 전
최준수,서울에 이런곳이,별표 4개,5년 전
김려숙 (김천향),참좋았어요,별표 5개,수정일: 4년 전
윤00,그냥 연주대 가는 길에 지나치는 곳,별표 3개,6년 전
김화영,그냥 산이 좋다,별표 5개,5년 전
겨울나그네,좋은장소입니다,별표 1개,5년 전
지한이아빠,사람이 너무 많음,별표 3개,7년 전
손지호,조용한 공원,별표 5개,4년 전
kidong han,힐링 하기 좋은곳,별표 5개,5년 전
ᄋᄋ,데이트 코스 굿 !,별표 5개,6년 전
우리강산 산악회.,관악산계곡줄기와어울려져있는공원.,별표 4개,6년 전
이예솔,나만 알고 싶은 장소,별표 5개,4년 전
박찬흥,자연산물고기방류,별표 3개,수정일: 6년 전
안양맥가이버,가족나들이 굿!,별표 5개,4년 전
박중섭,좋아요~,별표 4개,6년 전
조나현,개별로예요,별표 1개,5년 전
이은옥,좋서요😀 👍…,별표 5개,4년 전
용용대성,오랜만에 갑니다,별표 5개,4년 전
임호연,시원해요,별표 4개,6년 전
Jun-Eui Lee,너무 힘들어요,별표 4개,4년 전
권선생,걷기좋음,별표 4개,5년 전
김주하,관악산 호수뷰,별표 5개,5년 전
Hyeon Gil Yoon,관악산 가기전에 들르는곳.,별표 5개,4년 전
김병완,관악산 공기 좋음,별표 4개,5년 전
Hyejin Shim,관악산 등산시 지나치는 호수,별표 4개,7년 전
최용,14.2ㅁㆍ,별표 4개,6년 전
색깔쟁이,관악산 연주대 코스 초입,별표 4개,수정일: 5년 전
안정윤,굿입니다.,별표 5개,6년 전
이경복,공사중입니다,별표 4개,3년 전
Good Citizen (넝쿨),편안한 산책로,별표 3개,7년 전
다람쥐 심리학,예쁨,별표 5개,6년 전
김세응,만추의 관악산호수공원,별표 4개,4년 전
김정수,그냥 호수공원입니다.,별표 2개,7년 전
조지연,별로,별표 2개,3년 전
유옥순,멋저요,별표 1개,6년 전
임유진,끝,별표 4개,4년 전
Keunhwe Kim,도심속 힐링공간,별표 4개,7년 전
최병문,마음의 힐링,별표 4개,5년 전
Sangmin Lee,편안함,별표 4개,8년 전
Youjin An,가을산 ♡,별표 5개,6년 전
박상미,조아요,별표 5개,4년 전
제갈_욱,다이빙ㄱ,별표 5개,5년 전
이동희,보통임,별표 2개,2년 전
DW J,단풍굿,별표 5개,5년 전
이금철,관악산 무너미고개,별표 3개,7년 전
박호진,조용함,별표 4개,4년 전
백상훈,훨림코스,별표 4개,5년 전
김용석,등산코스,별표 3개,5년 전
TAEKIL LEE,공사중,별표 3개,6년 전
박세창,좋아요.,별표 4개,5년 전
길옥균,관악산,별표 5개,6년 전
Ryan Oh,좋아요,별표 5개,4년 전
Moon wangmin,좋아요,별표 4개,5년 전
손현석,좋아요,별표 5개,7년 전
Trân,"이 호수는 가을에 매우 아름다워서 제 시간에 맞춰 여기에 왔습니다. 지하철역에서 여기까지 걸어서 15분 정도 걸렸어요. 많은 사람들이 지나가며 산행을 계속하는 모습을 볼 수 있었지만, 그냥 호수만 즐기고 돌아갈 생각이었습니다. 서울대학교 옆이라 운동하러 오는 학생들도 보였습니다.",별표 5개,9달 전
Sangmin Park,"숲에서 휴식을 취하기에 강력히 추천합니다. 입장료 없이 쉽게 갈 수 있습니다. 또한 활동적인 모험 코스도 이용할 수 있으며 인터넷을 통한 예약이 필요합니다. 어린이 = 10달러 미만, 성인 = 10달러",별표 5개,6년 전
mar nam,단풍이 아름다운 공원 강변의 카에데도 좋다,별표 5개,7년 전
Semone Anne,서울 최고의 산 중 하나. 루트가 너무 많아서 그냥 스트림에 앉아 있는 걸 좋아해요,별표 5개,4년 전
vipin menon,시간을 투자할 가치가 있습니다. 꼭 한번 방문해 보세요,별표 4개,5년 전
Ayşe Işılay Konuk,저녁 산책하기 참 좋았어요,별표 5개,4년 전
Shreya Maity,가을에는 정말 멋진 경치를 볼 수 있어요.,별표 4개,4년 전
신영수,이제 거의 콰낙 힐 트레일의 시작점에 다다랐습니다.,별표 4개,1년 전
Diptiman Dinda,자연을 사랑하는 사람들에게는 일종의 숨겨진 보물입니다. 그것은 follage 시간 동안 매우 아름답게 보입니다.,별표 5개,수정일: 3년 전
ilhalee,가기 좋은 곳!,별표 5개,4년 전
mipsan ko,걷기에 좋다,별표 4개,8년 전
Soonkyu So,좋은,별표 4개,6년 전
zubeida khamis,아름다운 곳,별표 5개,6년 전
zubeida abdalla,좋은 곳,별표 5개,6년 전
