작성자,내용,별점,작성일
Olivia KIM,오랜만에 찾은 여의도 한강공원.시원한 바람과 멋진  야경에 마음이 평화로워진다. 63빌딩이 예전에는 높게 느껴졌는데 이제는 정겨운 느낌. 어릴적 자전거 타고 불꽃놀이하던 기억과 현재의 평화로움을 동시에 느끼며 감사하는 마음으로❤️ 피크닉 구역 Good!,별표 5개,2달 전
Jini Koko (고탐),"벚꽃구경하러 다녀왔어요. 먹거리가 이것 저것 있다보니 나들이 하고 이것 저것 구매 해 먹기 좋았어요. 근데 다들 계좌이체해달라고 계좌번호 적어 놓아서 결제 하는데 시간 뺏겨서 불편했어요. 그냥 카드 결제 페이결제 등으로 하면 좋울 것 같아요.  자전거가 자전거 도로로만 가면 아기가 신나게 뛰어놀게 방목할 수 있겠는데.. 구석구석 저전거들이 돌아다녀서 위험하더라구요.  사람이 많다보니 주차도 쉽지 않았어요.  그래도 이 계절 이 때만 볼 수 있는 꽃구경, 콧바람...반드시 가봐야 하겠더라고요.",별표 5개,3달 전
세리스,🌸 벚꽃구경하기 좋습니다. 🚲 따릉이를 빌려서 돌아다니기도 좋아요 🚻 곳곳에 화장실도 있습니다…,별표 5개,4달 전
Jueon,"여의도 한강공원은 근처에 여의나루 역이 있어 접근성이 굉장히 좋다. 지하철 출구로 나오면 바로 여의도 한강공원. 돗자리+담요+책상 세트는 1만원 미만에 대여 가능. 한강라면은 4,500원이다. 저녁쯤 방문하면 버스킹하는 분들이 있어 낭만있게 감상 가능하다. 근처에 맘스터치, 세븐일레븐 있고 화장실, 픽업존 등 편의시설이 잘 돼있다. 한강자전거도 빌릴 수 있는데 주말에 가면 온통 자전거 타는 사람들이 많아 위험하니 주의.",별표 5개,5달 전
렛츠 (Lets),"한강공원 중에는, 반포 한강공원과 더불어 여기가 제일 좋은 듯 해요~ 낮에도 산책하기 좋고, 밤에 야경 보시는 것도 좋습니다.  여의나루역 앞 유람선 타는 곳도 괜찮고, 물빛광장 옆 마포대교 아래 쪽에서 돗자리 깔고 휴식 취하기에도 괜찮아요 (여름 밤에, 길따라 이어진 수로나 물빛광장에서 발 담그고 힐링 하셔도 좋을 듯~)  한강에서 먹으면 뭐든 맛있겠지만, 편의점에서 파는 한강 라면은, 핵 꿀맛 입니다. (편의점에 봉지 라면 들고 카운터 가면, 라면 요리 기계에 쓸 수 있는 그릇을 내어줘요)  ※근처 가볼만한 곳 1. 서울달 2. 더현대 서울 3. 63빌딩",별표 5개,수정일: 4주 전
Jibang Kim,겨울엔 더욱 한적히고 쾌적하다. 산책할 수 있는 코스가 다양하다. 주차장도 넓다. 안전하고 잘 관리돼 있다.,별표 5개,7달 전
Se Kweon Roh,서울의 휴식공간을 상징하는 한강공원,별표 5개,1달 전
오준영,"서울에 휴식공간과 확트인 한강뷰가 쉬고자하는시민들의 쉼터이자 안식처같은 장소인것같다. 대중교통도 버스와지하철이 시민의발이되는 장소이기도하다. 가족간,연인,친구들등 다양한 시민들의 모습에서 삶에 즐거움을나누고쉬는것같다. 하여 자연을통한 사람들의 고된시간이 치유와 활기를주는장소인것같다. 물과숲이어우러져잔듸에서 보내는것은 정서적으로도 편온할것이다.",별표 4개,1년 전
쿨피스,여의도 불꽃축제 구경하러갔는데 뉴스에서도 백만명이 온다고 예상했는데 정말 발디딜틈도 없이 사람들이 많을줄 몰랐어요 저도 자리 간신히 잡고 간단히 요기후 불꽃축제 구경했는데 사람들이 너무 많고 나무들이 가려진곳에 있어서 제대로 보지는 못했어요 그래도 연인과 함게 와서 좋은 추억이 되었습니다,별표 5개,9달 전
전우준,산책하기도 좋고 자전거타고 다니기도 좋아요^^ 먹거리도있고요,별표 5개,3달 전
David Kim,"포카리러너스 달리기하러 처음 가봤는데 잘꾸려져 있네요. 접근성도 좋고, 화장실도 편하고, 흡연구역까지 잘되어 있어서 편합니다",별표 5개,9달 전
national_jiographic,서울에서 일출 보기 매우 좋은 곳입니다. 2024년 1월 1일 일출은 이곳에서 봤네요. 주차장쪽에 원효대교로 올라가는 길이 있는데 거기서 봐도 좋습니다.,별표 5개,1년 전
siro75,돗자리 하나만 있으면 근처서 먹거리 대충 사서 가도 좋음. 주거지 인근에 이런 곳이 있다는건 참 행운인거 같음.,별표 5개,수정일: 3달 전
반은옥,텐트장소 보러 갔는데 날씨가 좋아서인지 힐링되었어요~^^ 여유있게 텐트빌려 사람들이랑 음식도 먹고 느긋함을 즐기는 시간으로 상상만해도 너무 좋았습니다~~ 👍…,별표 5개,1년 전
민우종,너무 예쁜 곳이에요. 낮에도 예쁘지만 역시 야간에 와야 더 예쁠 것 같았어요. 버스킹 노래소리도 좋았고 특히나 하늘이 정말 아름다웠어요. 유람선을 타볼까했지만 시간이 애매해서 탑승하진 못했어요. 좋은 추억들을 많이 만들기에 충분한 공간이에요.,별표 4개,2년 전
주시현,봄가을 한강공원 나들이는 필수죠.야시장이 열렸다하여 아이들과 가보았는데 역시 비싼 음식값과 돗자리를 대여하는곳이 즐비했어요. 가시게되면 돗자리는 필수! 물정도는 싸가지고 가세요~물 한잔에 2천원에 판매해요..;;;그 외에 해질무렵에가면 분위기도 좋고 분수다리밑에서 유람선구경도 쏠쏠합니다^^,별표 4개,1년 전
하하하호호호,빛섬 축제가 있어 다녀왔어요 광진구 쪽에 거주 하고 있어 뚝섬 한강 쪽도 자주 가는데 한강은 역시 여의도 훨씬 예쁜 것 같아요... 올 때마다 너무 좋아요,별표 5개,10달 전
U L,산책 러닝 사이클 인라인 소풍 하기좋은 곳,별표 5개,3달 전
James,"다양한 볼거리도 있고 가끔 오면 깜짝공연도 해서 좋아요. 강아지와 산책하기도 좋고, 자전거 타기에도 아주 적합한 공원입니다.",별표 5개,1년 전
WONI,오늘 날씨가 너무너무 좋아서 한강 나들이 온 사람들이 많아 저도 덩달아 들떴답니다🥹 돗자리 대여 보증금 7천원+미니책상&돗자리&물티슈 5천원 이에요 :) 반납하면 보증금 현금으로 돌려받아요! 저는 여의나루 세븐일레븐 앞 상점에서 빌렸어요ㅋㅋ 갈매기가 많아서 바닷가 온 줄요ㅋㅋㅋㅋㅋ 한강 라면은 운치있어 더 맛있게 느껴져요:) 가져가는 동안 불어버리는 단점이 있지만😅 라면 4천원+맥주2캔 8천원+프링글스 4천원+솜사탕 3천원 😁 키킥 혼자 다 먹었네용 즐거운 하루..!!! 안녕👋✨️,별표 5개,2년 전
김철호,무료로 즐길수 있어요 자잔거도 탈수있고 걷기나 마라톤등 운동이나 축구등 구기운종의 성지로 교통이 편리해 접근성이 좋으며 주변에 편의시설도 많이 있어 하루 나들이 하기 좋은곳입니다,별표 5개,1년 전
김문숙,"탁 트인 한강 드넓은 공간, 커다란 나무, 잔디, 꽃들 유람선 선착장, 선상 카페, 선상 음식점... 서울 시민들께 너무나도 큰 선물 같은 곳 '한강시민공원' 입니다.  야경은 더 멋집니다. 여의나루역 나오자마자 돗자리 대여하는 곳도 있고 곳곳에 음식판매 하는 곳 있어서 골라 먹는 재미도 밌었고  63빌딩 관람도 좋았습니다. 자주 찾고 싶은 곳 강추 입니다  혼자서도 무섭지 않은 곳이라 가끔은 혼자서 산책하는 장소로도 좋을 듯 합니다.",별표 5개,수정일: 1년 전
류가희,공원 크기는 매우 넓은데 주변 공사중인 곳이 많아 산만해 보임.,별표 3개,3주 전
BONG,낮에도 밤에도 넓고 쾌적한 공원. 벚꽃 시즌엔 평일에나 겨우 들를 정도.  허가를 받고 드론 날리기에도 꽤 좋은 장소.  봄여름에 가늘도 많아서 피크닉도 가능.,별표 5개,1년 전
Jin Lee,이벤트가 없을때 가면 좋은듯해요... 근무하다가 샌드위치 사들고 벤치에서 점심 시간 보내기 좋은곳! 그늘자리는 나름 경쟁이 심하네요 ㅋㅋ,별표 4개,2년 전
Key Kim,오늘 자전거를 타러 여의도 한강공원에 갔어요 마침 서울시민 마라톤대회를 해서 사람이 많았어요 장미터널도 있도 수영장도 있고해서 운동하고 피크닉하기에 좋은장소입니다 화장실 곳곳에 있음 특히 편의점 근처에 반려견 동반 환경 동반가능 반드시 줄착용 피크닉 구역 곳곳에 텐트칠자리가 있음,별표 5개,1년 전
김진혁대성,여의나루 주변 맘스터치 아래쪽 강변 가는 길에 푸드트럭은  아니고  닭꼬치  떡볶이 훈제통닭 회오리 감자  꼬마김밥  슬러시  등등 판매하는  가판이  있었어요  몇 달 전에  왔을 땐  없었는데  공휴일만  있는건지  모르겠지만  뭔가  많이 파니까 공원같고  좋았습니다  다만  쓰레기는 여기저기  굴러다니는 것이  보기 안좋았어요  이제  외국인들도 믾이  와서  공원을 즐기는데  서울시에서  돈이 좀 들더라도  바로바로  쓰레기를  청소하시는 분들이  있었으면 좋겠다는 생각이 들었어요,별표 5개,3달 전
임은진,사람 많지만 앉을 곳도 많아요.,별표 5개,4달 전
퐁당퐁당초코퐁당,여름밤에 더할나위 없이 좋은 장소예요. 주말엔 주차가 어려워 평일 저녁 추천 합니다. 평일 저녁에도 사람 많고 분위기 정말 좋아요 한강을 바라보고 우측에는 유람선 타는 곳 편의점에서 한강라면 많이들 먹고요 이른 저녁엔 달이 정말 예뻐요. 중간 부분에는 얕게 발목~무릎 정도까지 발 담글수 있는 물놀이 시설 있어요. 크록스 같은 신발신고 발 담그기 좋아요. 좌측 무대에선 운 좋으면 공연하는 모습도 볼수 있어요.,별표 5개,2년 전
jihoon kim (rainbow),가을에 산책하기좋고 피크닉도 가능 돗자리나 바람막이텐트를 빌릴수있습니다. 배달음식도 가능 치맥 한강라면 가족 커플 친구들과 다함께 즐길수있는곳,별표 4개,1년 전
미르타임즈,지하철역에서 접근성이 좋아 예전부터 젊은이들 즐겨 찾던 곳입니다. 코로나 시국을 지나 젊은이들이 바글바글한 곳입니다. 따뜻한 날씨가 되면 물반 고기반으로 발 디딜틈 없이 돗자리들이 빽빽하게 차지합니다.,별표 4개,2년 전
Sangwook Heo,"노을지는 한강을 바라보며, 산책하기 좋은곳. 피크닉하기엔 적합한 장소에요. 시원한 강바람을 맞으며 보는 풍경이 가슴이 뻥뚫리는 멋드러지는 곳입니다. 종종 이곳에서 행사도 진행하는데 보고만있어도 같이 즐거워지는곳네요. 다만 사람들 많이 몰려서인지 아직 쓰레기 버리는 시민의식이 부족해서인지 길바닥, 쓰레기통주변 아무데나 버려져있어서 이건 아쉬웠습니다. 또 일부 자전거 타시는분들이 횡단보도를 사람들 지나가고있는데 멈추지도 않고 무서운 속도로 그냥 지나가면서 산책하러 다시는분들에게 큰소리로 길방해된다고 욕하고 지나가는데 정말이지 최악이었습니다. 좋은기억만 가저갈수있었는데 일부 몰상식한 사람들때문에 그러지는 못할것 같습니다.",별표 3개,수정일: 3년 전
김재창,날씨가 좋은 날이면 와서 산책하러 옵니다. 선선할때는 음식 싸들고 피크닉 하기 좋습니다. 자전거 빌리는것도 어렵지 않고 자전거 도로도 잘 되어있어 자전거 타기도 좋습니다.,별표 5개,4년 전
K H,근처에 따릉이(자전거 대여 서비스)가 많으며 자전거 타기 좋고 귀여운 강아지가 많다. 벚꽃 시즌 최고... 일년 중 약 일주일 정도의 짧은 절정.  코로나 시기에도 윤중로는 폐쇄하지만 반대쪽의 한강공원은 개방해서 벚꽃을 즐길 수 있음,별표 5개,4년 전
캠트,[ 2024년 1월 12일 방문 ] 역시 여의도한강공원! 볼것도 많고 먹거리도 좀 있음 남산타워도 보이고 전망도 예쁘네요.,별표 5개,수정일: 1년 전
Shine Jin,노점상이 사라지고 전체적으로 깨끗해졌습니다. 24년 10월 기준으로 공사중인 구간이 있습니다. 잔디는 부분적으로 파여있지만 돗자리 깔고 노는데는 문제 없습니다. 노점상이 사라져서 먹을 것을 직접 공수하거나 여의나루역 앞 맘스터치를 이용하는 것이 좋습니다.,별표 5개,10달 전
LEOLEO SO,"가족, 친구들과 산책하고 버스킹 즐기기 안성맞춤인 공간으로, 구역별로 배치된 크루즈 중심으로 식당, 편의시설 등이 있어 이용에 편리",별표 5개,1년 전
hale2duke,"4.0 한여름낮에는 뜨겁지만, 봄에는 벚꽃, 10월에는 불꽃축제, 겨울을 제외하곤 피크닉 가족, 연인들, 자전거, 조깅하는 사람들이 많이 찾습니다. 편의점, 화장실, 배달 픽업장소, 다양한 길거리음식등이  있어 편리합니다.",별표 4개,1년 전
박귀현,주차장도 저렴하고 피크닉하기 좋은 곳  자리 잡을때는 배달존과의 거리를 잘 생각해두면 편합니다,별표 5개,1년 전
Uncle Jedi (엉클 제다이),"일본 자전거 여행 전에 텐트 테스트하려고 왔는데, 개좋음. 조용하고, 시원하고. 텐트 치기 딱 좋은 곳. 오수를 즐기기에도 정말 좋음 ㅇㅇ",별표 5개,2년 전
JH K,얻그저께부터 꽃이 만개하여 어제까지는 꽃도 단단하게 꽃잎이 흩날리지 않는다 금일부터 차량통제가 들어가는데 사람이 많을것으로 보여진다. 이번주 주말에 사람이 엄청 많고 날리는 꽃잎들이 아름다울것이라고 예상된다.,별표 3개,3년 전
Y S C,"이십 오년여만에... 고국으로 돌아와보니 너무너무 많이 변해있습니다 그중에서 빼놓을 수 없는 곳이 바로 지하철과 함께 여의도 한강변에 있는 공원들입니다. 합정에서 다녔던 한강주변의 강들은 감동 그 자체입니다 🇰🇷 🇰🇷 🇰🇷 🇰🇷 이렇게 많이 변하다니요! 시간이 되는 분들은, 한번씩 다녀오시면 몸과 맘이 치유가 되는 곳이기에 적극 추천드립니다 💜 💕 ⛱️  ⛱️  ⛱️ 💕 💜",별표 5개,2년 전
Gael in Korea,돗자리 빌려주는 곳도 아주 많고 쉴 장소도 많고 역에서 접근성도 좋아서 아주 좋다 :) 한강 피크닉은 여행온 외국인들도 꼭 해봤으면 한다!,별표 5개,1년 전
유영진,"항상 좋은 느낌~!! 멋진 장소죠..👍👍👍 코로나19로 인해 조금은 침체되어 있지만, 그래도 심신의 노곤함을 싸~악~ 날려버릴수 있음은 늘 같은 느낌이네요..🎵 곳곳에 공원내 정비사업을 하고 있습니다. 동선이 조금 달라졌고요..🤔 간만에 석양도 감상하고~ 야경도 즐기고~ 🍀 길진 않았지만, 힐링하고 귀가합니다.😄",별표 5개,4년 전
WELLFEED,주차가 유료라 좀 아쉽지만 오엔 레스토랑에서 차나 음식을 즐기고 주차확인을 받으면 된다. 강가를 따라 걸으면 힐링이 된다. 데이트코스로도 좋다. 가을에는 코스모스를 즐길 수 있었다.,별표 4개,5년 전
-넬,서울Life를 즐겨보기 위해 와이프와 가본 여의도 한강공원.... 와...날씨 겁나 좋...덥다.... 나무에 이파리가 읍어서 그늘을 찾기 힘들었지만 일단 앉고 보자!!! 돗자리도 빌리고 음식도 사먹고 나름 여유로움을 즐겨볼 수 있는 하루였습니다. 주변에 노상에서 파는 음식들이 조금(?) 비싸긴 하지만 어쩌다 한번이니까... 사람도 구경하고 벚꽃도 구경하고... 덥지만 않았다면 좀 더 즐겨보았을텐데 좋아도 너무 좋은 4월1일 만우절 토요일이였네요 나중에 조금 선선해지면 아이들도 함께해서 다시 가볼 예정입니다 넘 더워서 라면을 못 먹었거든요 ㅎㅎㅎ 아 치킨도 시켜먹어야지!!!!ㅋㅋ,별표 4개,2년 전
남아로마,유람선타고 라이브음악과 해지는 모습과 서울의 강남과 강북을 잇는 한강에 빠져본다 주차도좋고 식사도 가능하고 맥주는 마실수있는 곳,별표 5개,1년 전
뿌베커플 BooBae Couple TV,가만히 앉아서 물멍 때리기도 좋고 천천히 걸으면서 여유를 즐기는 것도 좋다. 날씨가 따뜻하면 피크닉 오기 좋은 곳 화장실 화장실이 부족하지 않게 있다 ! 반려견 동반 환경 야외니깐 당연히 강아지 데리고 와도 된다. 배변 패드는 필수 !! 피크닉 구역 잔디밭이 광범위하게 있어서 피크닉하기에 딱 좋다,별표 5개,1년 전
이숙영,2022년은 도깨비에서 달빛으로 바뀐 야시장이였고 코로나 빼고 거의 매년마다 갔었지만 사람이 가장 많았었던거 같다.  푸드트럭도 7시?도 되지 않았는데 재료소진도 여러곳 보였고 기본 40분에서 1시간이상 줄서야 먹을수있었다  한강 야경은 넘 분위기있어 좋았고 구경하면서 팔찌도 반지도 픽하고  맨 나중에 알았지만 푸드트럭 영수증ㅠ 하나도 안챙겼는데 영수증 있으면 저 상자를 준다 안에는 집게 장갑 파우치 들어있었는데 알았으면 영수증 다 받았징  간만에 즐거운 시간이였다,별표 5개,2년 전
바우와우,한가의 북적함과 놀이문화를 즐기고싶다면 여의나루역에서  내리시면됩니다! 여의나루역에는 푸드트럭과 돗자리 테이블대여등등 즐길거리 먹을거리가 많습니다. 단 조용한것을원하시면 여의나루만 피해서 한강가시면되요 당산쪽이나 반대는 반포쪽이요♡,별표 5개,1년 전
wazak mal,자전거도로도 잘 되어있고 시설이 좋다 돗자리 깔고 여유자적하게 시간을 보내면 잠시나마 바쁜 일상을 잊을수있다 먹거리도 잘 되어있다 배달도 가능하며 식당도 구비되어있는데 좀 비싼게 아쉽...그래도 분위기 빨로 갈만 하다,별표 5개,5년 전
임지민,분위기 좋고 버스킹까지 힐링이었어요💕…,별표 5개,1달 전
Kh K,산책하기 좋아요~! 사람이 좀 많아도 넓고 탁 트여서 답답하지 않았습니다. 시끄러운건 외곽쪽으로 빠지면 좀 나아요. 초봄이라 새?들이 엄청 많았는데 신기했어요. 풍경도 멋지고 바람이 좀 많이 불어서 시원했습니다 화장실 공공화장실 곳곳에 있어요,별표 5개,1년 전
이석원,"동탄에 거주 직장은 여의도 동탄 호수공원도 자주 갑니다. 좋다는 느낌, 그런느낌을 가지고 가족과 한강에 왔을땐 베네치아에 갈필요는 없겠구나(가보진않았지만) 세계적 명소가 맞구나 하는 느낌이 듭니다. 자전거도로는 정말 환상적입니다. 여의도에서 잠실까지 자전거로 한시간이면 갑니다. 운동도 되고 차로가도 그정도 걸리니. 자전거 타러, 인라인타러, 캠핑감성 즐기러, 스트레스풀겸.... 추천드립니다.",별표 5개,1년 전
engineer civil,"이런 행사들, 축제들 볼 때마다, 한강공원 놀러 올 때마다 서울에서 살고 싶어지네요 하핳 화장실 군데군데 화장실 많아서 편리해요 반려견 동반 환경 가능하지만 입마개 필수입니다 피크닉 구역 전체가 다 피크닉 내 마음도 피크닉 하하",별표 5개,7달 전
HAVI PARK,"몇 년만에 와봤는데 많이 좋아졌다. 어렸을 때 그리고 한 6,7년 전에 한창 스케이트보드 탈 때 그 이후에는 반포만 집 가까워서 많이 갔었는데 어제는 괜히 좋았다. 해외에서 일하면서 가장 그리웠던 것 중 하나가 한강에서 자유롭게 걷는 것. 비록 외노자지만 이래서 우리나라가 좋다.",별표 5개,6년 전
Stephanie Lee,지난 주보다 훨씬 더 공공장소 주변이 청결해진 느낌이 들었고 전단지를 버릴 큰 전용 색색별 예쁜 쓰레기통이 생겨서 보기에도 좋았습니다 관광지로도 더욱 더 활성화 될 한국의 맨해튼 여의도의 명성에 걸 맞는 다양한 볼거리와 공연으로 더욱더 외국인 관광객들이 많이 찾는 곳이 되었으면 좋겠습니다,별표 5개,5년 전
도사아몬드,서울최고의 벚꽃길 많은 사람들로 인해서 벚꽃과 사람 한강이 멋지게 감상할수 있는곳입니다. 그냥 딱 좋다라고 하면 될듯합니다. 주말에는 더욱더 터져나갈듯 합니다. 거의 만개에 가깝게 벚꽃들이 피고 있으니 빨리들 가보세요^^,별표 5개,3년 전
H O,야밤에도 사람많아서 산책하기 좋고  보통 여름에 많이가지만 봄에 벚꽃시즌되면 가기 더 좋은 곳,별표 4개,수정일: 1년 전
남주영_Glo,"물빛광장 보러 갔었어요~^^ 10월이지만 아직 물놀이하는 아이들도 있고 공원이 많이 넓지는 않지만 잔디가 깔린 곳이라면 사람들이 텐트치고, 돗자리깔고 앉아있었어요~ 배달은 배다존이 생겼더라구요.. 저도 처음 봄!! 배달존에서 배달기사님과 민나 결제하고 물건 받는 모습이 인상적이었어여. 그러면 공원 안으로 오토바이가 돌아다니는 일이 없을꺼니까요~ 사람이 많은 곳이었지만 화장실은 깨끗하고 좋았어요~👍 여의도3주차장과 가깝더라구요.. 공휴일에 갔지만 주차면도 좀 남아있었구요!! 암튼 사람구경, 하늘구경 잘 하고 왔어요~",별표 5개,5년 전
김조헌 TV,"한강변 잔디밭에서 남녀 데이트 장소, 아이들 동반 가족단위, 고교나 대학 단체 모임, 외국인 여행자 등 정말 다양한 사람들의 휴식처. 편의점도 있고, 노점상에서 돗자리 등 대여 및 각종 간편식도 판매. 배달존을 활용한 배달음식도 가능. 편하게 지하철 타면 여의나루역에서 바로 연결되어 접근성도 좋음. 화장실, 흡연공간, 쓰레기 처리장소 등 편의시설도 잘 되어있음.",별표 5개,2년 전
꼬리별,선셋크루즈 타러 왔는데 해가 늦게 져서 저녁먹고 다시 와서 야경사진 찍었어요. 바람불어 시원하고 야경도 너무 예뻤어요.,별표 4개,2년 전
문재욱,여의도 불꽃축제할때 가는 한강공원 사람도 엄청 많고 볼거리도 많은곳 폰카카 더 좋아서 불꽃놀이 보는것만큼 잘나왔으면 하는 기분이 계속 드는곳 2번출구쪽 공원에서 보는것보다 3번출구 방향쪽으로 가서 보는게 더 가까운곳에서 볼 수 있음.,별표 5개,5년 전
Chanwook Lee,한여름밤의 한강은 생각보다 서늘했다.,별표 4개,1달 전
안초희,작년에도 좋았지만 여의나루 불꽃축제 너무 좋았어요 분위기도 음악도 불꽃도 눈부셨어요^^,별표 5개,10달 전
현상,"여의나루역에서 바로 밑에 위치해 있다. 먹을 것 많고 볼거리도 많은 공원.  돗자리를 대여하고 앉아, 음식을 먹고 있으면.. 순식간에 갈매기와 비둘기 떼가 날아와 위협하는 진풍경을 볼 수 있는 곳!  얘네들은 먹이를 던져주면 버릇 나빠져서 이곳저곳을 헤지는 성격이다. 보이는 즉시 서열정리를 확실하게 해주어 교육시켜주자. 그래야 추후 다른 사람들에게 피해 주지 않는다.",별표 4개,3년 전
배재영,세계불꽃축제 마포대교에서 관람 대중교통으로 이동하기 좋은곳으로 단지 인파가 상단ㅇ히 많아요,별표 5개,1년 전
null HMN,"여러 조형물들, 넓고 아름다운 풍경! 그리고 밤에는 예쁜 야경과 조명이 있어서 감동을 느낄수 있었어요! 여자친구랑 그저 걷기만해도 행복한 시간을 보낼수 있었어요! 공원쪽으로 걷다가 63빌딩에 아쿠아리움이랑 전망대 보는것도 좋은 생각인거같아요😄…",별표 5개,3년 전
NAMTAEK KIM,"오랜만에 찾아간 한낮에 여의도공원 벚꽃이 아닌 매실꽃, 마포대교, 남산뷰와 여의도 더 현대 뷰, 점심시간에 직장인과 나들이 나온 연인, 가족들, 한가한 모습에 여유를 가져보려고~",별표 4개,1년 전
마리안느,"1. 아이 서울 유, 이제 서울 리브랜딩하면 사라진다죠. 2. 여의도 한강공원이 최고인 것 같아요. 3. 2인 자전거 최초 1시간 6천원인데, 신분증을 맡겨야 해요. 매우 불안",별표 5개,2년 전
Sangeon Byun,여의나루역 앞이라서 찾기도 쉽고 밤낮으로 가보기 좋은 곳인데요. 아름다운 한강주변의 야경을 둘러보았고 시원해서 좋습니다.,별표 5개,수정일: 6년 전
박종은,이날 저녁에 추웠습니다 그리고 담요와 무드등 을 잘챙겨갔고 분위기도 좋았습니다 세븐이 땅값이 비싸서 그런지 일반 편의점의 두세배 더 비싼 물가더라고요 ㄷ ㄷ,별표 4개,1년 전
