작성자,내용,별점,작성일
hjhpuha,"축제 준비할때는 화장실의 청결도 신경써주길 바란다 창포원 축제당일 오전 9시 10분경 남녀 화장실 앞에는 청소중 푯말이 세워져 있었는데, 잠시후 다시 가보니 푯말은 보이지 않았다 화장실은 청소가 되어있지 않았고 냄새가 났다",별표 1개,수정일: 1년 전
윤치운,도봉산 등산객들로 붐비는 도봉산역에 하차하면 넓다란 창포공원이 우리를 반겨 주네요 다른 공원과 달리 여러 식물들이 자생하기도 하지만 그중 일반공원에서 만날수 없는 동강 할미꽃은 역서만 볼수있고 옜날 창포물에 머리를깜던 수중생물 창포도 이곳만의 특색 입니다,별표 4개,수정일: 4년 전
권순용,지하철 1호선과 7호선 도봉산역 바로 옆에 있어 접근성도 아주 좋구요 전망대도 설치되어 있어 도봉산과 수락산의 멋진 조망도 있답니다 내가 살고 있는 도봉파크빌3단지와 이웃하고 있고 창포원과 함께 다락원체육공원도 있고 대전차방호벽이 있던 곳도 공원으로 바뀌었고요,별표 5개,6년 전
인공지능,"도봉산역에서 내리면 바로 앞에 있으며 중랑천 길을 따라 오다가 만날수도있습니다 무료로 방문할 있고 산책하거나 벤치에 앉아 쉴수있는데 까치가 제법 많이 보였고 넓은 잔디밭과, 습지가 있습니다 창포원은 쓰레기통이 없다고하니 방문중 발생한 쓰레기는 챙겨가야 하겠습니다",별표 5개,4년 전
비단,2020 걷기에도 산책하기에도 좋은 쾌적한 곳 평화문화진지도 옆에 바로 있어요 도봉산역 2번 출구 혹은 1-1번 출구 입니다 일찍 도착해서 평화문화진지도 둘러보고 걷고 ~ 언제쯤 올라가볼 수 있을까,별표 4개,4년 전
Sangeon Byun,지하철 1호선 2번출구앞이라 찾기쉽고 가기 쉬운곳 바로옆에 있는 평화문화진지와 다락원체육공원 방문은 보너스 요즘엔 창포가 한창인때라 가보면 더욱 좋구요,별표 5개,수정일: 6년 전
Dagyeom Lee (겸다),동네에 이렇게 편하고 예쁜 공원이 있다니 최고예요 꿈의숲까지 안 가도 되고~,별표 5개,1년 전
티윤,학생때 등산부였는데 담임 선생님이 가끔 다니던 공원이였죠 당시에는 비둘기 먹이주는 분들과 고양이 먹이가 널부러져 있었기 때문에 그리 아름다운 곳은 아니였습니다만 어릴때 추억이있었어요 최근에 가족과 함께 여행했는데 생각보다 뜻 깊었습니다,별표 5개,수정일: 1년 전
노은향 (무한매력),의정부에사는데 예전에 노원에도살고 근데 호수공원이나 서울숲같은 큰공원제외하곤 작은규모지만 식생환경좋고 역사가깝고 서울경기 경계라 양옆 도봉산 수락산끼고있어서 먼곳나온기분도들고 화장실환경도잘되어있고 두루두루 뭐하나뺄게없어요 요즘은 평화진지,별표 5개,5년 전
김용갑,그옆에 붙은 곳에 도봉구에서 운동을 할 수있는 많은 공간을 확보하여 놓았고 또 옛날 방어벽을 개조하여 그때에 어떻게 사용되었는지를 상세하게 설명하여 우리의 눈길을 끌고 있습니다 다만 장소가 조금은 좁은듯하여 안타깝기도 하지만 도심에서 조금벗어난 곳에 이런 좋은 곳이 있다는 것은 도시인들에게 좋은 쉼터와 자연학습관이 될 수 있습니다 습지로 조성되기도 하고 창포원에는 매절기마다 각종 예쁜꽃들이 피기도 하고 지기도하는 자연을 관찰하는 곳입니다,별표 1개,5년 전
조상미,아이들이랑 시간 보내기 좋은곳입니다 안에 카페도 있고 바로 옆에 다락원체육공원도 있어요,별표 5개,4년 전
임미숙,지역 주민들에게 쉼터와 산책로를 아낌없이 주는 곳 특히 마주보는 도봉산의 위엄이 마치 어른처럼 창포원의 정원을 어루만지는 손길을 느낄 수 있어서 자주 찾는 곳입니다 사계절이 다 다른 아름다운 얼굴을 단장하는 곳,별표 4개,4년 전
Hyeonsu Ju,"꽃창포가 활짝 피고 또 다른 예쁜 꽃과 초록 나무들로 산책하기 좋습니다 여긴 사계절 언제나 좋지만, 꽃창포를 보려면 5월, 지금 가세요",별표 5개,2년 전
trow K,"(쓰레기는 다시 집으로 가져가세요~^^) 화장실도 있고, 방문자센터 2층엔 북카페도 있어요 산책하기 좋고, 소나무가 많은 ""늘푸른원""쪽엔 나무 벤치랑 테이블이 여러개 있어요 배달은 못들어오고, 쓰레기통은 없지만, 간단한 도시락챙겨서 소풍 할 수 있어요",별표 5개,3년 전
이중근,편하게 산책하기 좋고 다양한 식물을 접할수 있습니다 면적은 넓진 않습니다,별표 4개,1년 전
최태환,가족 단위로 놀기에 좋다 화려하고 예쁜 꽃들도 많고 호숫가와 어우러진 경치가 좋다,별표 5개,1년 전
나다움,집에서 가까운 곳에 이렇게 좋은 공원이 있다는게 큰 행복입니다 강아지와 자주 산책하는 곳이에요 다양한 생물들이 함께 공존하는 곳이라 저의 힐링장소이지요,별표 5개,3년 전
자유인,쉴곳이 많이 있고 연못에는 고기들이 있는듯 먹이를 주지 말라는 안내문이 있었다 바로 옆에는 방호벽이 있어 안보를 생각 할수도있어 좋은 곳이었다 시끄러운 차길을 떠나 도봉산역 옆으로 잠시 들어같는데 자연스럽고 여러가지 꽃들과 나무,별표 5개,4년 전
이상곤,서울 중심권에서의 접근성은 좀 떨어지는 편이나 전철 동봉산역을 가까이 두고있어 방문하기에 큰 불편은없는곳이다 지역주민들의 사랑을 듬북받고있는 창포원 수백종의 식물과 나무들이 어우려져 가족동반 나들이히기에 최적인 장소이다 서울북부에 위치한 창포원 규모는 그리 큰편은 아니지만 주변에 도봉산과 수락산의 뛰어난 조망과 함께하고 있어 공기도 맑고 풍경이 가히일품이다,별표 4개,3년 전
27 GB,화장실 공사중인것같아요 (리뷰올린날 기준) 피크닉 구역 넓고 좋아요 바로 옆에 지하철역도 있어서 좋습니다 뒤에 산도 보이고 적적하고 좋아요,별표 5개,1년 전
Seo-yoon Lee,계절마다 다른 매력을 느낄 수 있을 듯 합니다~ 식물도 꽃도 다양하고 오리와 개구리도 구경할 수 있습니다 잔디밭에 돗자리깔고 쉬시는 분들도 많고 서울에서 보기힘든 잘 정리된 흙길이 정말 걷기 좋습니다 :) 서울에 이렇게 넓고 좋은 공원이 있습니다,별표 5개,3년 전
조규찬,공원은 작지만 주변 경관이 좋은 곳입니다 도봉산과 수락산을 볼수있는 전망대도 있습니다,별표 4개,수정일: 3년 전
Soonchul Kwon,차 가져오실꺼면 주차를 창포원 뒷길가에 해야하는데 가끔씩 딱찌 떼더라구요 주차 문제만 해결되면 더할 나위없는 도봉구 최고 명소라 하고 싶습니다 도봉산역 바로 옆이니 차 없어도 쉽게 접근 가능한곳 입니다,별표 5개,6년 전
Gatsby,"오리가족, 올챙이, 딱정벌레, 다양한 곤충 가까이 보고, 숲도 경험해서 좋네요 주차는 다락 공원에 해야 해요 다락공원 땅굴 구경도 의미있어요",별표 5개,수정일: 1년 전
BRIANNA “소피” Sopi,"전망대도있고 산채과피크닉에 좋은곳,식물들이 잘가꾸어져있고 연못이 있어요~ 반려견 동반 환경 반려견동반가능하고 피크닉하기좋아요~ 피크닉 구역 잔디밭이나 큰나무아래 돗자리깔고 하시면될듯",별표 4개,1년 전
캘리,겨울 철마다 좋은곳 입니다 크게 한바퀴 돌면0,별표 5개,수정일: 10달 전
이후송,산책하기에 정말 쾌적한 공원^^ 대전차방호시설의 흔적을 볼수있고 병풍처럼 펼쳐진 도봉산이 있음,별표 5개,수정일: 4년 전
유명준,서울 끝자락이지만 편한마음으로 자연을 느낄수있는 공원입니다,별표 5개,1년 전
Hye Oh,산책하기 좋은 공원,별표 5개,수정일: 4년 전
Khan3145,도봉산역 바로앞에 무공해 신선한공기와 각종 야생화들을 보면서 쉴수있는 숲그늘이 좋음,별표 4개,4년 전
구애경,"휠체어 타고 다니기에 좋고, 여러종류의 꽃들과 나무들과 작은 연못 등이, 답답할때 한바퀴 둘러보기 좋은 곳입니다 북카페도 있어 책을 골라 읽으며 쉬기 좋은 장소지요",별표 4개,2년 전
임병림,"주차는 불편하니 지하철 이용하시는게 좋아요 넓은 공원과 물, 잔디가 어우러진 휴식처에요 가족 나들이로 딱이에요",별표 5개,4년 전
달달,정원 관리가 잘 되어있고 걷기 편한 곳입니다 여기저기 야생화 조성도 잘 되어있어요,별표 5개,4년 전
김규홍,"서울 창포원 도봉산이 바로 보이고요,관리가 잘된 창포원을 오가며 들리는 곳 입니다",별표 5개,1년 전
David Seo,휴일에는 주차가 어려워 외부 갓길주차 많이함 근처에 공영주차장 있음 내부에 그늘은 많으나 쓰레기 버리는곳 없음,별표 5개,4년 전
오광원,"카페등,겨울빼고 산책하기좋습니다 겨울에도 눈싸이고 산책로옆에는 도봉산역 강아지와같이 산책하는 이들만습니다 사진은 거리두기중이라 텀블러에 커피받아서 벤치에서 커피잠깐 마시며 쉼",별표 5개,4년 전
산수장난,어르신들이 많으시고 그냥 가까이 계시는 분들 가기 좋을 정도네요 몇년 사이 나무들도 우거지고 좋아졌습니다,별표 4개,4년 전
Ignatius Park,"복합문화공간, 체육시설과 함께 있는 녹지 공원 주변 지역 주민들에게 유용한 공원",별표 4개,6년 전
장석천,크진 않지만 현대와 잘 어우러진 자연공원은 그 어디에 내놔도 전혀 손색없는 진짜 아름다운 공원 그 자체였네요,별표 5개,3년 전
J J,처음 가봤는데 걷기좋고 아담하니 예쁜 공원이네요,별표 5개,2년 전
라쿤작가,무료입장이라 부담없이 가볼만한 장소 아기자기 시원해요 카페에서 아아한잔^^,별표 5개,1년 전
임상철,잘 정리된 공원으로 절철역에서 연결된 공원이 토요일 일요일은 공연도하고 각종 축제의 공원 도봉산 산행후 귀가전에 공원에서 휴식의 공원 아름답습니다,별표 4개,2년 전
화이트닝,공기 좋을 때 가면 도봉산과 수락산을 모두 볼 수 있어 좋아요,별표 5개,4년 전
Jyk Kim,"여러가지 꽃들이 활짝피었어요 능소화, 후록스, 부처꽃, 기린초, 원추리, 참나리 등등 찬찬히 걸으면서 산책하는 재미가 솔솔해요",별표 5개,6년 전
Jaims Park,"교통좋고,산책하기좋고 애완견과놀기도,어린이들과도 놀기좋네요 우리 노원구에 이런좋은곳이 있었다니 믿기지가 않네요",별표 4개,3년 전
HS KIM,깔끔한 공원과 산책로가 아주 좋습니다 이 넓은 공원에 주차 가능대수는 고작 9~10대 정도 입니다 교통 편하고 가까운 곳에 이런 장소가 있었다니,별표 4개,5년 전
김태식,잘조화된 공원이고 다양한 식물과 꽃과 나무가 계절에 조화가 잘 되어 있다,별표 4개,수정일: 3년 전
여행자Dewey,너무 좋습니다 자연을 느낄수 있습니다 공기좋은 공원,별표 5개,1년 전
Stone White,창포꽃과 붓꽃 등 꽃들이 수줍게 아름답다,별표 5개,1년 전
muyoul Kim,아기자기 이쁜공원 도봉산을 배경으로 사진찍기 좋은 곳 창포꽃 영문명이 아이스리라는 것 알려준 곳 강추합니다,별표 5개,3년 전
박경호,한적한 곳이고 도 봉산이 보이는 풍광 좋은 곳입니다 서울 끝자락에 있는 공원입니다,별표 4개,4년 전
영,가을을 느끼며 산책하기 좋은곳~^^,별표 5개,1년 전
김유경,산책하기 매우 좋은곳 가을을 듬뿍 느꼈어요,별표 5개,4년 전
EUNGCHEOL SIM,가족가 나들이겸 산책하기에 아주 좋습니다 딸아이가 정말 좋아하는 장소입니다 창포원 안에 카페도 추천합니다,별표 5개,8년 전
김효정,바람쐬며 산책하기 딱 좋은 곳이예요,별표 5개,수정일: 3년 전
이규임,겨울의 서울창포원은 조금 휑한 분위기이지만 시원한 공기를 마시면서 산택하기 좋아요,별표 4개,3년 전
Beomsik Kim,"지하철 1호선, 7호선 도봉산역 바로 앞에 위치하고 버스환승센터도 바로 앞에 위치하고 있어 대중교통으로 접근하기 너무 편리한 창포원 다만 주차시설이 많이 부족하여 주말이나 공원내에 있는 운동시설을 이용하는 날이면 도로에 이면주차된 차들로 엄청 불편함 산책하기 좋고 처음보는 꽃이나 식물들 검색해보면서 여유 가져보는것도 참 좋음",별표 5개,5년 전
이보라,간단하게 산책하기에좋아요 유모차끌고다니기도좋구요 잘되어있음 단 모기가있으니 그것만 빼면 아이들놀거나 산책하기 좋음,별표 4개,8년 전
박명화,도봉구에서 단풍구경하기 제일 좋은곳 사계절에따른 각각의 즐거움이 있는곳,별표 5개,5년 전
남궁종,공원조성이 잘되어있어서 시민들의 산책로로 많이 이용됨 서울둘레길우 시작점이며 종착점,별표 5개,6년 전
전종훈,가족 및 연인끼리 산책하기 좋은 장소,별표 4개,수정일: 4년 전
백미선,참 좋은 계절에 참 좋은 환경과 풍경 입니다,별표 5개,2년 전
이혜진,도봉산역 근처 조용한 공원,별표 5개,4년 전
영부인,조용하고 24개월 아이와 산책코스로 아주 좋았습니다 강추해요,별표 5개,2년 전
짱머시서,"그런데 관리는 소홀한것같아요~ 군데군데 쓰레기, 잡초, 시설물노화등이 보이네요 점점 공원이 되어가는것같아요",별표 3개,4년 전
신미경,평화로움이 느껴지는곳~산책하기 좋은곳입니다,별표 5개,수정일: 1년 전
Lee평온함,좀더 편히 앉을 수 있는 의자 좀 누일 수 있는 자리 있음 좋겠어요,별표 5개,6년 전
joon kee Kim (짱돌),자연친화적인 공원 산책하기 좋은 공원이다,별표 5개,4년 전
최유학,가을에 선선한 바람 쐬면서 휴식을 취하기 좋은 곳입니다,별표 5개,2년 전
이진영,도봉동에 있는 수목원형태의 공원으로 힐링 장소로 적합,별표 5개,3년 전
박대현,가장 큰 장점은 무료라는 점이고 아직은 생긴지 얼마 되지 않아 식물 종류가 많지 않지만 편리한 접근환경으로 가볍게 둘러보기 좋습니다,별표 4개,8년 전
유웅열,도봉산이 멋지게 보여요,별표 5개,수정일: 3년 전
무슈,너무 좋네요 날도 너무 좋고 바람도 적당하고 매우 그뤠잇,별표 4개,6년 전
올라,이곳은 서울 둘레길의 시작점으로 알려져있고 사시사철 멋진 꽃들과 정원도 예쁘다해요 도봉산 수락산이 병풍처럼 보이는 넓은 공원이예요,별표 4개,3년 전
김주현,산책하기도 좋고 데이트하기도 좋고 운동하기도 좋고 아이들 놀기도 좋음,별표 5개,4년 전
J Persona (myaongjji),푸릇푸릇한 계절에 산책하기 좋습니다,별표 5개,1년 전
Woo ch.,아기와 함께 산책하기 좋으며 공원조성이 잘되어있습니다,별표 5개,6년 전
manim jeong,가을의 분위기를 조용히 느낄수있는곳,별표 5개,1년 전
정마르코,도심속 시원한 정원같은곳 지하철7호선 바로연결 되어 접근성이 좋아요👌,별표 4개,4년 전
Sean W,넓고 예쁘고 인구밀도가 낮은편이라 좋다 창포원에서 보이는 북한산도 멋있음,별표 5개,1년 전
ilho kim,자연이 아름다웁고 공기가 좋아요,별표 5개,수정일: 6년 전
이명숙,서울창포원 습지공원으로 산책로가 조성되어서 갈볼만합니다,별표 4개,2년 전
Young-cheol Jeong (Hunter),"잘 관리되어 있는 공원 곳곳에 벤치가 있어 쉴 공간도 있고, 연못도 있어서 제법 운치가 있다",별표 5개,6년 전
조성헌,이곳에는 전쟁을 대비해 만들어둔 방벽이 있으며 지금은 원 목적이 아닌 공공적 목적으로 바뀌었고 그 위로 올라가면 풍경감상하기 좋음 전망대도 있으나 코19 상황으로 현재는 못 올라감,별표 5개,4년 전
모야모,도봉지하철역 바로뒤편에 있어 접근성이 좋고 창포뿐만 아니고 각종 식물들을 심어 놓아 자연학습에 좋은곳 인근에 평화문화진지와 다락원 체육공원이 있어 한번에 돌아봐도 좋다,별표 4개,7년 전
서경란,예쁘게 단풍도 들고 너무예쁘네요 혼자 산책하며 벤치에 앉아 책도 보고,별표 5개,5년 전
김정선,공원이 규모가 넓어 거리두기가 맞춤이며 습지와 나무 꽃 들의 조성이 잘 되어 있고 그늘도 많아요,별표 5개,3년 전
Ildanach,둘레길 완주를 도전해보기위해 들렀던터라 창포원을 잘 둘러보긴 어려웠지만 풍광도 좋고 교통도 편리하고 좋네요,별표 3개,5년 전
윤인순,마음의 평화가 찾아오는곳 너무 좋아요~♡,별표 5개,5년 전
최규남,"마음의공부좀하려갔는데,,마음의힐링받아서,왔습니다,마음의,위안을받기엔충분합니다,,어릴적에,시골집생각이나는장소입니다",별표 1개,4년 전
Praise Him,날씨도좋고 공간도좋아요 관리도 잘 되어있고요 창포 필 때는 아니지만 단풍도 좋네요,별표 5개,4년 전
C.H Han (Hans),깨끗하게 잘 정돈된 공원입니다 공원 안에 있는 건물 2층에 카페도 있어요,별표 4개,3년 전
ab cd,봄과 가을에 특히 아름답다,별표 4개,8년 전
Kate You,조금 심심하긴 하지만 짚앞처럼 부담없이 가긴 좋네요 도봉산역서 가까워영,별표 3개,수정일: 7년 전
김경수,산책 하기좋아요 여러가지 식물들이 있어 가볼만한 곳,별표 4개,4년 전
김해수,서울둘레길 실행시 받듯시 거처야 할 곳입니다,별표 5개,7달 전
박미숙,사색ㆍ책ㆍ커피 ㆍ그리고 산책을 할수 있는곳,별표 5개,4년 전
이용수,관리가 잘되어 있고 가족단위로 소풍 즐기기 좋네요 ^^,별표 5개,4년 전
마스터키,도봉산역 바로 옆이라 접근성도 좋아요,별표 5개,3년 전
김재형,가을 분위기 물씬 갈대 억새 그리고 단풍과 푸른하늘,별표 5개,1년 전
여이영남,이름 모를 야생화들이 뽐내며 봐 달라~고 외치는듯요 오랜만 좋은 힐링 되었습니다,별표 5개,3년 전
박준형,너무도 아름다운 곳 벌레가 조금 많긴 하지만 같이 산책하기엔 너무 좋아요~,별표 5개,4년 전
youngsook kwon,상겨교에서 창포원까지 흙길이라 걷기 좋아요,별표 5개,1년 전
정나영,도봉구에서 가족과 함꺼 나들이가기에 좋은 장소임,별표 4개,5년 전
막걸Lee,도봉산역 인근에 있는곳 서울 둘레길 완주 인증서와 뱃지 받는곳,별표 4개,수정일: 3년 전
Dong Jun Shin,서울둘레길 완주 후 완주증 찾으러 다녀옴 주무관님께서 매우 친절하시네요,별표 5개,2년 전
JongMin Lim,"나들이 가기 좋아요, 양쪽으로 도봉산,중랑천이 있어서 풍경도 괜찮아요",별표 4개,5년 전
김인숙,휠체어 이동이 편리해서 이곳저곳 거닐며 눈에 담고 추억에 저장 시켰네요 한적한 장소라 코로나19 거리두기가 가능합니다,별표 4개,4년 전
Simon Yun,가족끼리 올 만한 곳이다,별표 4개,3년 전
J “Yojo” S,도봉산과 수락산사이 경치도 좋아요 서울속 초록힐링을 할 수있는 곳,별표 5개,6년 전
Jin chul Park,처음 가 본곳인데 멋진 공원이네요 창포원 글씨체가 더 더욱 눈에 뜁니다 담에 또 갈 예정입니다,별표 5개,3년 전
juni lee,지하철로 만나는 숲 멀리 보이는 도봉산,별표 5개,7년 전
강기형,깔끔하고 잘 정돈된 공원입니다 나들이하기 최고,별표 4개,6년 전
레이디까까,공사중인곳이 있어 정비가 덜 돼서 아쉽긴 했지만 서울근교 접근성이 이렇게 좋은 공원이 있어 좋아요 도서관도 있고 따릉이도 가깝고 추천해요 2층에 있는 커피숍은 시원하게 경치만 좋으니 참고하세요 화장실 깨끗함 반려견 동반 환경 가능,별표 4개,1년 전
김수훈,엄청 아름답진 않지만 그렇다고 허름하지도 않아요 주변에 이런 공원이 있다는것만으로도 참 좋습니다 다만 비둘기가 좀 많으니 조류공포증 있는분들은 조심하세요,별표 4개,1년 전
youngjin sohn,공기도 좋고 예쁜 꽃이 있어서 사진을 찍기에 좋아요 다음에 또 오고 싶은 마음이 드네요 사진도 찍었다니다 놀이터 기구가 많이 있고 아이들이 많이 놀수 있네요 ㅎㅎ놀이터 추천 합니다,별표 5개,10달 전
김철순,숲이 우거진 창포원 너무 좋아요 전철 1 7호선역 바로 앞이라 교통도 아주 편합니다,별표 5개,7년 전
손혜민,예뻐요~ 가족단위로 방문하기 좋고 데이트코스도 좋아요~,별표 5개,7년 전
안창호,산책하기도 넓고 적당한 나무그늘아래 돗자리 하나깔고 쉬기 좋아요 축구장쪽으로는 배드민턴장과 매점이있는데요 간단한 라면도 팔고요 여름에는 무료수영장이나 미니 분수대에서 물놀이도해요 이쪽에서는 텐트도 가능해요 도봉산역 앞 정문쪽에는 2층에 커피숍도있는데요 아이스크림콘도 팔아요 창포원 안에서는 바퀴달린 자전거같은건 타고다닐수없으니 참고하세요 밖에 세워두고 들어오셔야합니다 아주좋아요 다만 쓰레기는 버릴때가없으니 꼭 봉투를챙겨오세요,별표 5개,수정일: 1년 전
김금주,이곳은 도봉동의 정원같은곳입니다 아들이 놀기좋은 곳이죠,별표 5개,수정일: 1년 전
최우석,잔디밭 좋고 중간중간에 그늘이 많아서 아이들고 놀기에 좋아요,별표 5개,3년 전
s y,주차장 시설 없는거 빼고 완벽함,별표 4개,수정일: 4년 전
지금의 행복에감사하며,쉬엄 쉬엄 산책하기 좋습니다 사진 찍기도 좋고쇼,별표 4개,3년 전
김낭희,서울근교 깨끗한 환경과 자연 경치 참 아름답고 누구랑가든 마음편히 힐링 하는공원,별표 5개,4년 전
Jeonghun Han,교통 편리한 작은 공원입니다,별표 4개,6년 전
Kyuhyok Cho,가족들과 산책하고 쉬다 오기 좋아요 아직은 쌀쌀할수있으니 따뜻하게,별표 4개,4년 전
Jin Sook Moon,인위적이지 않은 자연 그대로의 공간이 매우 매력적임 앞에 도봉산 뒤에 수락산과 함께여서 더 멋짐 조용하고 한적해서 산책하기 좋음,별표 5개,9달 전
이옥성,"가깝고 친환경적이며 주차도 좋고(2시간 무료), 시설도 잘 관리되어 있습니다 도봉산역 옆이라 교통도 최고입니다 따릉이 이용하기도 좋아서 자주 가고 주변에 추천 많이 합니다♡",별표 5개,2년 전
092 park,잘 조성된 공원입니당,별표 5개,4년 전
isoo,날씨가 좋아서 산책하러 나왔는데 너무 예쁘네요,별표 5개,수정일: 4년 전
myeong yun Choi,아직 잘 알려지지 않았지만 계속해서 사람들이 늘고 있음 어린이 물놀이타가 공짜 주변에 푸른 잔디밭도 있고 매우 좋음,별표 5개,7년 전
I.k Sung,트레킹하기도 좋고 숲이 낙엽이 다 떨어졌는데도 운치있고 예뻐요,별표 5개,3년 전
BJ리온,"공원내 연못도 있고, 잉어랑 거북이도 있습니다",별표 5개,3년 전
박준용,좋아요 애들과 보내기 좋은 장소,별표 5개,6년 전
kwang hee yang,도봉산을끼고있고 지하철바로연결 중량천이옆에있어 조깅을하다가도 도봉산에갔다내려오면서도 그냥산책으로도 공기좋고 관리가잘되어있네요 시간되시면 놀러가보세요 어린이가있는분은 더좋아요,별표 5개,1년 전
Soul Train,조경이 잘 조성되어 도심의 휴식처로 좋습니다,별표 5개,2년 전
김재원,쉼하기 좋은 곳입니다,별표 5개,6년 전
컴퓨터가게,가족들과 함께 산책하기에 좋은 곳입니다~^^,별표 5개,7년 전
佳人,여름철은 피하는 게 좋지 싶어요,별표 4개,7년 전
Shadrack Tab,서울둘레길 시작점인 창포원,별표 5개,1년 전
SEON A CHOI,겨울에도 좋구나 눈오면 눈싸움 눈사람 가능한곳,별표 4개,3년 전
Byul (별),서울 둘레길 1코스의 시작,별표 5개,2달 전
강범술 (쭈아아빠),주차장은 좀 떨어진 공영주차장을 이용해야 해서 약간 불편하지만 오히려 그게 장점인 듯 도봉산과 수락산 가운데 차분한 분위기의 열린 생태공원,별표 5개,수정일: 1년 전
eunsoo lee,나무들도 이젠 커져서 그늘도 깊고 시원해서 기분 좋네요,별표 5개,1년 전
