작성자,내용,별점,작성일
나세보,주차공간이 없는거 빼고 가볍게 등산하기 좋은 곳입니다~내려와서 지하철역으로 가는길에 있는 할아버지순두부집에서 마무리하면 금상첨화~ tip 주차는 아차산배수지 운동장 주차장에 하시면됩니다~^^,별표 4개,2년 전
막걸Lee,"다른 생태공원에 비해서 규모가 그다지 크다고는 할수 없을것 같네요 그러지만 인근 JP,가 만든워커힐 호텔에서 기증한 조각물도 있고 그런데로",별표 4개,5년 전
HJ P,나이 있으신 분들이 걷기 좋은 둘레길도 있고 가파른 돌산도 있어 좋아요,별표 5개,6년 전
조규찬,자연은 언제 와도 좋다,별표 5개,수정일: 1년 전
globulus Eucalyptus,아차산공영주차장은 좀 좁아서 다른데 알아보긴 해야겠어요 아차산 정상까지 다녀오는데 2시간 정도로 적당히 힘들고 적당한 시간으로 다녀오기 좋네요,별표 5개,4년 전
한정우,사고난거같은데 119가 차막혀있어서 못감 비상입구쪽에 주차해놨더라 2 가방 도둑이 있다 여기가 할렘가도아니고 가방두고 편의점 다녀왔는데 훔쳐갔다 동네가 좋은곳은 아니라 산에와서 승질만나고 간다 산은 좋다 근데 동네가 동네인만큼 개빡치는 일을 두가지 한번에 당했다 1,별표 2개,5년 전
SEUNGHOON RYU,"4월말의 생태공원은 벚꽃, 철쭉, 튤립 등 보기 좋네요",별표 5개,6년 전
-수택맘,무장애길이라 어린아이부터 어르신까지 산책하기 좋았어요 아이들과 나들이하기 정말 좋았습니다,별표 5개,3년 전
p jy,좋음 좋은곳 경치대박,별표 4개,3달 전
박민정,밤공기의 상쾌함과 솔향기 야경의 아름다움이 2시간을 꽉채운 행복한시간♡~,별표 5개,4년 전
임미선,내년엔 좀 더 다양한 식물들이 많아지길 기대해요,별표 3개,4년 전
윤재관,증가하면서 서울과구리와한강변을 볼수있고 산들산들 부는 바람에 쾌청한 날씨에 마음 힐링이되는 곳입니다,별표 5개,5년 전
Jisoo Ahn,가을 정취를 물씬 느끼고옴 반려견 동반 환경 반려견 동반해서 산책하는 분들 많이보았습니다,별표 5개,9달 전
김지영,야경전망도 볼만하지만 혼자는 못갈것같아요 야간에 트레킹 전문으로하시는분도 몇몇 보였습니다,별표 3개,5년 전
Centum Lee,한강이 보이는 전망 좋은 산,별표 4개,5년 전
ILJIN KIM,아차산 등산로로 10분 정도만 올라가시면 분위기 좋은 카페도 있음 주말에는 주차하기가 힘드니 대중교통을 이용추천,별표 4개,6년 전
Jungmin Kim,연꽃이 예쁘게 피어 있네요,별표 5개,수정일: 4년 전
Tony Ahn,아차산 숲산책길을 걸어보세요 정문입구 오른쪽 계단으로 오르면 머물기만 해도 맑고 청량한 공기를 흡입할 수 있습니다 ^^,별표 5개,7년 전
Liam Park,넓은 잔디광장에서 아이들이 맘껏 뛰어놀 수 있음,별표 5개,6년 전
hyelyeong Won,지금 너무 예쁘다 하산하며 내려왔던 아치울이라는 동네도 짱,별표 5개,4년 전
기현주,둘레길로 올라가면 덜 힘들고 산행하기 좋아요 11월중순이 되어가는데 단풍이 여전히 곱네요,별표 4개,5년 전
김당근,아주 능선이 착한 둘레길이고 예쁘게 꾸며져있으며 화장실도 깨끗함,별표 5개,7년 전
유시아,너무예쁘게 잘되어 있어요 힐링하고 왔어요,별표 5개,3년 전
임금구,광나루역에서 가깝고 한강 조망이 좋아요,별표 5개,3년 전
박재홍,쉽게 아차산정상까지 오를수 있습니다 가을에 참 좋네요,별표 5개,4년 전
김경태,고구려 백제 신라의 유적이 남겨진 잘 정돈된 도심 숲 산행 길,별표 5개,5년 전
Hoseung Song,편하게 워킹하면서 한강의 조망을 즐길 수 있는 코스,별표 4개,4년 전
"강대근 (dk,kang)",운동을 위해서 가장 좋은곳입니다 초보 산행및 가족산행 강추,별표 4개,4년 전
이정현,코스가 많은데 다니기 힘들지 않고 한강을 끼고 있어서 경치가 매우 예쁘요,별표 5개,4년 전
이행근,아차산 경치좋고 낮은산이라 산책하기좋아요,별표 5개,5년 전
Kwanjun Paek,도심에서 가깝고 너무 크지 않아 아이와 산책하기 좋은 공원,별표 5개,3년 전
나경열,아차산공원은 편하게 산책 및 산행이 가능한 산으로 나무 테크가 너무 잘ㄷ히있어 걷기 너무 좋아요,별표 5개,수정일: 10달 전
윤영선,튤립이 한참 너무 예쁘네요,별표 5개,6년 전
민현금,한강 경치을 보면서 서울 구리시 까지 다볼수있는 멋진 등산코스입니다 강추합니다,별표 5개,5년 전
Ju In kim,산속 소나무 숲이 조성되어있다,별표 4개,4년 전
풍류나그네,산이 낮아서 부담없이 가기좋아요,별표 5개,1년 전
김병찬,가깝고 편안하게 산행할 수 있어 아주 좋아요,별표 5개,5년 전
임재성,선명하고 구분된 색상이 너무 좋아요,별표 5개,3년 전
권태수,걷기 싫어서 조금은 힘든곳도 있지요 여기 울 띠동갑 칭구들,별표 1개,6년 전
김의주,"주민 친화적이고 완만해서, 산책하기 좋습니다",별표 5개,1년 전
DW KIM,아이들도 걸을만한 적당한 동산,별표 5개,6년 전
lee jin young,지하철로 갈 수 있는 도심속 자연,별표 5개,2년 전
정정희,빽빽하고 울창한 숲으로 앉아 있으니 신선놀음입니다,별표 4개,5년 전
한혜령,단풍색깔도 예프고 생태공원이 잘 조성되어 있어서 좋았습니다,별표 5개,3년 전
ri88 0,데크가 잘 조성되어 있어서 걷기 좋습니다 부모님과 강아지 산책겸 아차산 중간까지만 올라갔다가 영화사(절)로 내려와서 원조할아버지손두부집 들려서 두부 포장해서 집에서 두부김치 해드세요 여기에 막걸리 한병 사면 게임끝,별표 5개,1년 전
산수리,", ,낙엽길을 걸으니 너무좋았어요",별표 4개,4년 전
윤남중,높이대비 뷰는 최고입니다,별표 5개,6년 전
marzo,도심속에 휠링의 공간~ 아차산 입구에 있는 생태공원 좋아요,별표 4개,8년 전
석영식,높지않은 산이지만 능선에서 보이는 전망이 아주 좋은산,별표 5개,2년 전
이소영,역시 최고의 산책코스입니다,별표 5개,4년 전
Rei Kim,대중교통 또는 도보로 접근하는게 좋습니다 아차산 등반 전 쉬기 좋은 공간이며 주차장은 매우 협소합니다,별표 5개,7년 전
happy happy,등린이들이 가기 딱 좋은 산,별표 4개,2년 전
심현주,가끔 가지만 늘 기분 좋아지는 곳임,별표 5개,3년 전
Sienna,가끔 산책하러 가기 좋아요 별로 크진않아요,별표 4개,3년 전
권호석,서울 동남부지역을 한 눈에 조망할 수 있고 고구려의 자취를 느낄 수 있어서 좋았습니다,별표 5개,6년 전
남포동 (포동이),가끔 산이 그리울때 하지만 에너지를 많이 소모하고 싶지 않을때 가기 좋은 아차산,별표 5개,2년 전
hyunjung kim,아이들이 자연과 친해질 수있는곳,별표 5개,수정일: 3년 전
Amber Heard,저녁 늦은 시간에도 등산로 정비가 잘 되어 있어 안전하게 하산할 수 있었습니다,별표 5개,5년 전
Dong Jun Shin,서울둘레길을 완주 목표로 진행 중 입니다,별표 4개,3년 전
Y L,아차산숲속도서관에 갈때마다 산책코스로 가는 곳입니다 광진구에 살아서 참좋습니다 화장실 깨끗해요,별표 5개,9달 전
실버걸,돗자리가져와서 정자에 앉아 쉬고 애들이랑 놀기 딱좋은곳,별표 5개,7년 전
Louis Baek,뷰가 매우 멋지고 낮아서 누구나 쉽게 올라갈 수 있는 곳,별표 5개,4년 전
송종성,가벼운 산행하기 좋은 곳 입니다,별표 4개,4년 전
Senie,예쁘게 잘꾸며져 있는 공원 아래쪽에 인어공주 동상이 있는 호수도 예쁘요~,별표 5개,수정일: 3년 전
taesoo park,4월~10월까지 다양한 꽃을 볼수있어요 경사가 심하지만 여유롭게 산책하기 좋아요,별표 4개,1년 전
권kwon,가볍게 등산하기 좋아요 롯데타워와 서울시내가 보입니다,별표 4개,수정일: 5년 전
Hyun-Jin Park,한강변 중에 가장 잘 조성된곳 입니다,별표 5개,4년 전
박정순,가파르지 않고 완만하지도 않으면서 오르고 내려가다보면서 곳곳에서 서울 시내를 관망할 있다는 점이 아주 좋음,별표 5개,4년 전
고봉기,"오르기 어렵지 않고, 날이 맑은 날은 멀리까지 둘러볼 수 있습니다",별표 5개,6년 전
산인,힐링하면서 쉬기 좋은장소,별표 5개,2년 전
Dukhun KIM,높지 않은 산자락을 가로지르는 멋진 공원 산책로,별표 4개,7년 전
Lee이근욱,"공기맑고 서울,경기 전망이 좋았습니다",별표 4개,5년 전
eest shine,확실히 토요일보다 일요일이 사람이 더 적네요 ㅎ 내려오니 비가 내려 타이밍도 좋았어요 ㅎㅎ ) 했는데 적당히 바람 불어 좋았어요,별표 5개,1년 전
땅하늘,접근하기도 좋고 이용하기도 편리,별표 5개,4년 전
장기훈,등산하기 좋음 힘들지않음,별표 5개,4년 전
노백년,산도 높지도 않고 좀 평범 하면서 개나리가 살짝 핀 상태 면서 서울 근교에서는 조용하고 깨끗하고,별표 5개,3년 전
윤선식 (Edward yoon),정갈하고 깨끗이 정돈되고 봄날의 그만 입니다~,별표 5개,3년 전
김병현,나즈막한 산이여서 운동하기 좋습니다,별표 4개,4년 전
00 yjyou,등산하기 참 좋은곳,별표 5개,1년 전
BYUNG DOO CHOI,주변이 쾌적하고 산책하기 좋아요,별표 4개,수정일: 4년 전
Reina SJ Park,"지하철로 접근하기도 좋고,무엇보다 아이와 걷기가 매우 좋았다",별표 4개,6년 전
가현Lona Cheon,저녁 9시 너무어서 가니 주차도 가능하고 여름 날 낮보다 산책하기도 좋은 날씨였어요 화장실 잘 준비되어 있어요,별표 5개,2년 전
김영관,구절초 꽃이 단아하고 화사함이 아름다워요,별표 3개,4년 전
김보민,산책로와 등산로가 잘 되어있어요^^,별표 5개,4년 전
Yj Lee,아차산역에서 가장 가까운 기원정사출발 출입구에서 계단을 오르기 시작해 약간만 오르면 둘레길과 이어진다 산둘레가 나무 테크로 되어있어 산책하기 참 좋고 중간중간 쉴 수 있는 벤치와 쉼터가 있어 쉬엄쉬엄 다니기도 좋다 테크 끝무렵엔 하산하는 길로 이어지고 그 밑으로 아차산 생태공원으로 이어져 잘 심어진 꽃밭과 연못을 감상할 수 있다,별표 5개,4년 전
박형자,솔숲도 단풍도 바위도 한강 뷰도 너무너무이쁜곳입니다,별표 5개,5년 전
Youngi Choi,공기도 좋고 강아지동반도 가능해서 좋아요,별표 4개,5년 전
sm park,"도심에서 접근하기 쉬운 가벼운 등산 코스로 모든 연령층에 권합니다 쓰레기도 잘치우는 시민 정신도 살아있고, 만남의광장 공원 조성도 잘되어 있네요 주변 두부요리 집들도 많아서 좋습니디ㅣ",별표 4개,3년 전
Bume Chang,"온 가족이 다 가서, 힘이 되는 사람들은 등산로로 들어갔고, 아이들과 아이 어머니들은 유모차를 끌고 산책 순환로 한 바퀴 돌았다 아이들하고 가기 좋다 유모차 통행도 심하게 불편하지 않다",별표 5개,6년 전
김진주,"휴일에 가족나들이도 좋고, 평일 오전 둘레길 산책도 좋습니다 오늘은 인근 유치원과 초등생들의 가을 숲체험으로 재잘재잘 생기가 너무치는 평일아침이네요",별표 5개,7년 전
이순,집옆이라 자주 다니는 산책로,별표 5개,2년 전
서명은,가까운곳에있는산이라 자주가요 숲길도좋고 나무데크가 걷기편해요 요즘 많이있는 황토 맨발걷는길이 있음 좋겠어요,별표 4개,2년 전
김써니,낮은 계곡 과 적당한 바위들이 걷기에 좋습니다,별표 4개,수정일: 5년 전
김혜미,산책하기 정말 예쁘고 아담한 공원입니다 언덕길을 열심히 걸어올라가면 나오는데 앉아서 쉴 공간도 많고 예쁜 꽃도 피어있고 연못도 있어 아주 좋습니다 도시락 까먹고 놀기 정말 좋아요,별표 5개,6년 전
박안젤라,아기랑 산책하기도 좋아요~,별표 5개,5년 전
김조영,"코스는 길게 잡을수도 , 짧게 잡기도 가능해요 둘레길도 나름 좋아요~^^",별표 4개,4년 전
손은정,등산로 계단 공사중이라 우회하는 덕분에 흙을 밟을 수 있어 좋았어요~ 대상암에 쌀나오는 구멍 바위에 대한 전설도 오늘 알게 됐네요~ 딱 등반하기 좋은 계절입니다,별표 5개,5년 전
Hyeonj Lim,부담없이 등산로 및 둘레길을 걸을 수 있어요,별표 4개,6년 전
E-Jay Shin,산책과 등산의 중간쯤,별표 4개,1년 전
조성욱,서울에서 전철과 버스로 쉽게 올 수 있으며 바위를 직접 힘차게 오를 수도 있고 잘 가꾸어진 등산로를 어린이랑 같이 와도 함께 천천히 오를 수 있습니다 매년 신년맞이 일출 명소로 해맞이 공원이 유명하고 오르면서 살짝 살짝 보이는 한강과 거의 360도로 볼 수 있는 서울 시내 경치와 서울을 향해 흘러 들어오는 기운을 시원하게 부는 바람과 함께 느낄 수 있어 사계절 오를 수 있어서 거의 매주 갈 수 밖에 없게 만드는 곳입니다,별표 5개,6년 전
고경오,관리가 잘 되어 있어 진흙길 없고 쉽고 좋은 등반 코스 임 많은 등산로가 있어서 다른 장소로 쉽게 이동 가능 3,별표 5개,4년 전
김정현,환경과 시설 모두 정말 좋아요~숲속 도서관도 새로 지어 아름답고 숲과 잘 어우러져 정말 힐링됩니다~ 주차장이 없는게 유일한 단점이네요,별표 4개,2년 전
김은령,편한 차림으로 산책하듯 걸어도 좋을것 같다 주변이 깨끗하게 정리되어 좋았다,별표 5개,3년 전
tae-hyun kim,"그리 크진 않지만, 아기자기하고 정이 가는 동네 공원",별표 4개,5년 전
조진혁,잘관리된 생태공원 느낌은 없네요,별표 2개,6년 전
이재기,여름이면 여러가지 식물을 가꿔 유치원 아이들의 소풍 장소로 적합합니다 거기다 온달장군과 평강공주의 설화를 들려주면 좋아 하겠지요,별표 4개,7년 전
신미숙,카페가생겼네요 이런뷰에 카페까지,별표 5개,5년 전
이정오,5km 완만한 경사로를 따라 오를 수도 있고 소나무가 내뿜는 피톤치트의 향을 마시며 편도 0 주변에 일구어 놓은 생태공원은 사시사철 꽃들로 보기좋다 아침에 산책하기에 적당한 장소다,별표 4개,6년 전
Tom Dongmin is,주차장이 없어서 아쉽네요,별표 4개,4년 전
김대건,주차장을 없애서 별로,별표 1개,2달 전
이성욱,아차산 입구에 잠깐 들러볼만한 장소 너무기대하지는 않는것이 좋다,별표 3개,4년 전
김은정,아차산역에서 15분 정도 걸어가면 아차산입구가 있고 조금만가면 약수터가 있어요 물맛이 좋아서인지 항상 물을 받으러오는 사람들로 붐비구요 요즘은 맥문동 꽃이 보라색으로 활짝 피어있고 헬스장과 쉼터등이 잘돼있어서 자연과 함께 즐길수있는곳이구요 초보자산행 하는분들 강추예요,별표 5개,7년 전
Simple Simple,"여러 방향으로 등산로가 있어서 쉽게 접근하거나, 등산 중 여러 하산로가 있어서 편하게 다닐 수 있습니다 길이 비교적 잘 닦여있고, 안내판이 있어서 안심하고 다닐 수 있습니다 옆에 용마산 망우산이 있어서 길게 다니고자 하는 분들에게 다양한 선택을 할 수 있도록 합니다",별표 4개,5년 전
김용길,친구들과종종찾는산이바로 아차산인데요 경사도 원만하고 산행하기 딱 적합한산이라고생각합니다 큰무리가지않고 운동이적당해서 아주좋습니다^^,별표 5개,3년 전
남승우,아차산이 그리 높지 않은 산이고 가볍게 하이킹하기 좋아요,별표 5개,2년 전
여성권혁숙,새롭게 단장 하고 처음 방문 햇는데 야생꽃들이 많아서 너무 좋네요 오래오래 유지가 잘 되었으면 좋겠네요,별표 5개,2년 전
허만복,아차산자락 광나루역쪽의 야트막한 위치에 자리한 생태공원은 봄에는 올챙이도 볼 수 있고요 제가 산을 좋아해서 일년이면 수십번을 댕겨오는 곳인데요 멋진 꽃들도 만발해서 사계절 참 좋은 곳이랍니다,별표 4개,4년 전
S. H. Kang,도심에서 접근 용이하고 깨끗하며 조망이좋음,별표 5개,수정일: 5년 전
최승희,소나무와 쉴 수잇는 곳이 많이잇어 더운데 땀식힐수잇어 좋습니다 유아놀이터가잇고 등산하기 알맞는 곳이여서 편히 와서 쉴 수 잇는 공원입니다,별표 5개,7년 전
유경숙,"서울에서 이만한 뷰는 없지 싶지,, 옆으로 한강을 끼고 있어서, 산을 오르다 옆으로 눈을 돌리면 가슴이 시원 해짐",별표 4개,5년 전
LeIMin,점점 올라 갈수록 그늘이 없으나 뷰는 정말 최고 입니다 산에 다녀왔다가 밑에 내려오면서 맛집이 너무많아서 유혹을 이겨낼수는 없지만 자주 갑니다,별표 4개,3년 전
Alexia Yoon,공기와 바람~힐링이되는곳 튤립이 인상적이였어요~,별표 5개,6년 전
J.B Cho,공기 좋고 서울에서 산에 가는 동네는 몇안되는 훌륨한 곳이지요 그리고 동네 먹거리도 훌륭합니다,별표 3개,6년 전
Yong,등산코스는 완만한 구간이 많은 편입니다 다만 외각노선은 밧줄로 올라가는 암벽구간이 있으니 조심하시도 아차산 정상에서 좀더 가면 아차산성이 있는데 그곳 경치가 무척 좋습니다,별표 5개,4년 전
정종필,단 유료주차장은 규모가 작아서 일찍 가야함 쪽 벤치에 앉아서 멍때리면서 힐링하기 좋음 아차산에 안올라가도 체육공원,별표 5개,5년 전
황대갑,둘내길 산행 참좋은곳,별표 1개,7년 전
shim jj,아차산 경사가 완만하고 높이도 낮아서 가볍게 산책하기 좋음 단점은 주차 시설이 협소함 5호선 광나루 역에서 내려서 걸어가면 딱 좋음,별표 4개,5년 전
yongjoon Hyun,산길도 공원도 잘해놧어요 사람이 좀 많고 주차가 어렵습니다,별표 4개,3년 전
정남훈,낮은 낮대로 밤은 밤대로 좋네요 강과 산 잘 어울리는데 생태공원도 해놔서 좋네요,별표 5개,2년 전
시리,물이 많이 말라있어 아쉬웠지만 시원하고 코스도 그리 난코스가 없어 초보자에게도 추천합니다,별표 4개,2년 전
이재철,광나루역에 인접한 한강을 끼고 있는산으로 남녀노소 모두가 산행을 즐길수 있는 명소 입니다 시간도 왕복 2-3시간이면 충분합니다,별표 3개,5년 전
수진,생태연못과 주변꽃과 연두빛나무들이 잘어우러져 봄엔 잠시 내려놓고 힐링하기좋은곳입니다,별표 4개,6년 전
김기원,화장실 깨끗하고 망가진 시설 없었어요,별표 5개,2년 전
jong seok Park,바람 쐬고 맑은 공기 마시기 좋은 곳,별표 5개,7년 전
jinsol an,등산로 말고도 산책로가 있어서 가볍게 산책하기 좋았어요 대신 차가 없으면 가기 불편한거같아요 주말에 갔었는데 악기 연주하시는 분도 있었어요,별표 4개,8년 전
