작성자,내용,별점,작성일
ianthis,율현공원 야옹이들 너무 예쁘요 같이 사는 생명 사랑합시다 ^ ^,별표 5개,3년 전
이상은,사람 많지않고 아이들 놀만한 놀이터가 있어 좋아요 근처 가게가 없어 음료나 음식 가져오셔야하고 동네 근처 어르신들 산책 많이 하니 마스크는 필수입니다 주차는 바로옆 공영주차장에 하시면 됩니다,별표 4개,4년 전
Hangyel Lee,깨끗하고 무엇보다 넓어서 좋다 특히 밤에갔을때는 조명이 켜지는데 가로등이 아니라 호텔 공원 낮에 간다면 아직 나무가 크질 않아서 양산 하나정도 있으면 좋다,별표 4개,5년 전
양승만양,조용하고 깨끗하고 주변 시설물이 정돈되여 있어서 아주좋다 그리고 공원을 관리해주시는 여러분께 감사인사드린다 그리고 운동기구가 곳곳에 설치되여 있어서 좋다,별표 5개,4년 전
Jayo Cha,뻥 뚫려 있어 시각적으로도 시원하고 사람은 덜 붐비는 공원입니다,별표 4개,5년 전
Hojoong Lee (Hubert),동네에서 좀 구석에 있는게 아쉽지만 산책하기 좋아요,별표 4개,11달 전
In-geol Choi,넓고 사람 붐비지않고 놀이터 잘되어있고 화장실이나 수돗가 잘되어 좋음 주차공간없어서 공영주차장 써야함 5분100원 주차불편해서 별4개,별표 4개,4년 전
sara toga,"맞아요, 이 동네는 쓸쓸함과 그리움과의 대화를 위한 조용한 산책길입니다 가을비 내리는 아침 공원, 더욱이 한적한 위치라서 사람들 많지 않아요",별표 5개,2년 전
도리뱅뱅,집하고 가까운 곳이라 종종 갑니다 아무래도 코로나 때문에 멀리까지 가기가 쉽지가 않아서요 아이에게 바깥 바람을 쐬어주기도 좋고 조용한 공원이라 한적하게 즐기다 오기 편합니다,별표 5개,4년 전
김김상호,조용해서 산책하기 좋아요~,별표 4개,3년 전
riky,"공원을 잘 만들어 놨어요, 생각보다 꽤 크고 규모가 있는 공원임 그치만 아무도 몰라서 그런지 사람도 별로 없고 한적하니 좋네요 롱보드 타러오기 좋은듯",별표 4개,7년 전
박선현,"아직 식목한지 얼마안돼서 나무그늘이 작지만,공원측에서 센스있게 나무사이에 그늘막( 주말 오전부터 가서 아이 풀어놓고 놀면 신선놀음이 따로 없어요",별표 5개,수정일: 7년 전
HoYeong Kim,공원 내 공영주차장도 있습니다 가족들과 산책하기 좋습니다 조성된 지 사오년 된 새 공원이지만 강남구에서 신경을 많이 써서 깨끗하고 단정합니다,별표 4개,5년 전
행운동생활상권추진위원회,"강남한양수진인아파트 앞에 펼쳐진 대단위 규모의 공원으로 애들과 놀이, 산책과 걷기등 잘꾸며진 꽃과 나무가 잘 조성된 공원이다",별표 5개,3년 전
우지원,서울에 한적하고 넓은공원,별표 5개,5년 전
Moonkyoung Choi,놀이터도 커서 아이가 좋아해요 넓직하고 조경이나 길이 잘되어있어요,별표 5개,4년 전
닌자거북,식사 하고 소화 시킬겸 걸어도 좋은장소 입니다,별표 4개,6년 전
주진희,화장실 깨끗한 화장실 2군데 반려견 동반 환경 강아지들 뛰어다니는 넓은 잔디밭 있음 놀이터 아이들 놀이터있음 강남구에 이렇게 큰 공원이 있다니,별표 4개,2년 전
Woojeong Choi,"한작한 공원, 장미 시즌엔 장미가 예쁘게 종별로 잘 펴있어요",별표 5개,1년 전
EUNHI KIM,넓고 깨끗이 관리가 잘되어 있어요 반려견도 즐거워하고 애들과도 편히 피크닉하기 좋와요,별표 5개,3년 전
김진택,근데 바로 앞 예식장때문에 11시 전에 가지 않으면 주차가 힘들어요 요즘 장미 많이 피어있어서 예쁘요,별표 5개,수정일: 3년 전
박선영,하지만 아름다운 성당과 인접해 있고 널찍한 녹음이 엄청 싱그럽게 느껴져요,별표 4개,7년 전
"Wahnkil, Gilbert CHUNG",율현동 아파트 단지옆에 조성된 공원으로 조성 초기 단계로 한적하고 조용한 편임 현재 장미가든을 조성 하는 작업 중에 있음,별표 4개,3년 전
류호석,화장실도 깨끗하고 좋음 놀이터 어린아이들이 놀기 좋게 시설도 잘되어 있고 모래놀이도 가능함 화장실 화장실이 굉장히 넓고 쾌적하며 관리가 잘되어 청결함 24시간 이용가능 굉장히 넓고 이용하는 사람이 적어 아주 쾌적함,별표 5개,2년 전
안깐밤톨이,날씨에 새벽감성까지 더해서 산책하기 너무 좋았습니다 놀이터도 있고 넓어서 엄청 좋습니당,별표 5개,3년 전
jennifer Park,다양한 꽃들이 많고 소나무 등 나무들도 많고 특히 아카시아 향이 마음까지 힐링하네요 근데 사람들이 많이 모르는듯 해요~ 아쉽습니다,별표 5개,6년 전
Young chur Song,주변 저층아파트에 조용하고 넓어요,별표 5개,3년 전
박종현,집 근처 여유로운 산책하거나 돗자리 펴고 쉬기 딱 좋습니다 다만 주말에도 주차단속 심하니 근처 공영주차장에 주차하세요,별표 4개,5년 전
안우길,"산책하기도 좋고, 장미정원도 있다 농구장, 풋살장, 게이트볼 코트도 있다 주변에 강남성당이 있다",별표 5개,3년 전
신석주,사람이 많이없긴하지만 한적하고 산책하기좋은 곳입니다,별표 4개,6년 전
EJ (boss),"여기 율현공원에서 처음으로 축제를 한데요 9월28일 저녁6시부터 하고, 출연진들도 좋더라구요~ 저는 가보려구요",별표 5개,5년 전
kapu hha,"피크닉 구역 벤치,테이블 많아서 음식먹기 좋음 반려견 동반 환경 엄청 넓어요 진짜 넓고 한적하고 앉을곳도 많습니다",별표 5개,2년 전
조우석,율현공원 맑은 공기와 시원한 시아 분위기 좋은 공원 시간 가는줄 모르고 산책을 하였습니다,별표 5개,4년 전
Sung C “Viejo_Amigo” Boo,잘 가꿔놓은 화초들 특히 다양한 장미와 능소화가 예쁘요,별표 5개,4년 전
Hygge Yun,"넓은공간, 공영주차장,아이들 놀기좋은곳인데 숲이없어 아쉽군요",별표 3개,4년 전
최영은,주차도 편하고 아이들과 가기 좋아요^^,별표 5개,1년 전
아롱다롱,아이들이 놀기 좋아요 물총채울 수도꼭지도 있고 부모들이 앉아쉴 공간도 넉넉해요,별표 5개,5년 전
Yeo Bong Yoon,지나가다 들렸는데 예쁘게 꾸며놨네요,별표 4개,2년 전
석광호,율현공원에서 보는 에어포스 공중급유기 착륙,별표 5개,5년 전
김담현,아주 넓고 깨끗한 공원으로 가족과 나들이도 좋고 운동하기에 아주 좋은장소,별표 5개,3년 전
권순근,"숲이 부족한거 외는 모두 만족스러웠어요 어른, 아이들 모두에게 좋은 쉼터 ^^",별표 4개,4년 전
내치자향,도심에 이런 휴식공간이 있어서 좋고 깨끗하게 관리가 되어 좋음,별표 5개,4년 전
YUNSOO Aaron NAM,캠핑하기 좋음 달리기 좋음 날 좋은 날 아이들도 많고 평화로움 특색있는 공원은 아님,별표 4개,6년 전
지연박,화장실 있는데 깨끗해요 반려견 동반 환경 산책가능해요 피크닉 구역 테이블 이런건 없고 의자는 꽤 있어요,별표 5개,2주 전
Seokki Min,운동하기가 자연이 너무 좋습니다 아침마다 시간이 나면 자주갑니다,별표 5개,4년 전
Jh K,넓고 탁트여서 좋아요 낮에는 그늘이 없어 저녘에 좋아요,별표 4개,5년 전
Ddango,아주넓고 주변에 사신다면 산책 자주다녀도 질리지않을만큼 좋습니다,별표 5개,4년 전
윤원규,작지만 아기자기하고 저녁에는 음악이 있어 좋군요,별표 5개,4년 전
SD Kim (Stein),주차 편리(유료) 어린이 놀이 시설 자전거 및 산책에 좋음,별표 5개,수정일: 2년 전
SH Kim,강남구에 이렇게 큰 공원이 있다는 것이 행복입니다 도심속의 한적한 공원입니다,별표 5개,3년 전
이건우,넓고 쾌적 한 공원이나 간 혹 손에 잡힐 듯 낮게 나는 군 수송기는 가히 놀람직 하다,별표 5개,7년 전
Jeongmin Lee,밤에 갔는데 한적하고 좋았으나 가로등이 좀더있음좋을듯,별표 5개,2년 전
모모아일라,너무 좋아요 산책을 석촌호수에서하다가 여기 알고 이곳만와요^^,별표 5개,4년 전
JY Lee,대체로 정갈한 편인데 모기가 너무 많아서 아기를 포함한 가족이 예민하였습니다,별표 3개,4년 전
SeongJae Lee,넓고 한적해서 아쥬 좋음 산책코스로 딱,별표 5개,4년 전
오동열,깨끗하고 각종 공원시설이 잘되어 있는 곳,별표 5개,6년 전
jinwook Oh,산책하며 그늘이 필여해요,별표 3개,5년 전
코블루,"사람도 없고, 장미원도 좋고",별표 5개,3년 전
CHANGMIN PARK,집 근처에 작은 공원이 있다는게 행복합니다,별표 5개,5년 전
태양,"조용하고 한적하지만, 나무가 너무 없고 공원을 가꾸는 전문인력이 없어 보인다",별표 3개,6년 전
Joo J,너무 한적하고 강남 한복판에 공원이라 가까워서 좋네요,별표 5개,4년 전
NobleYsm,올림픽공원보다 한적하고 사람 많지 않아서 좋아요,별표 5개,7년 전
YA K,강아지와 산책하기 너무 좋은곳이에요,별표 5개,5년 전
윤서윤재네,아이들과 조용히 산책하기 좋습니다,별표 4개,2년 전
띠용,여유로운산책 최고장소 장미꽃 필때 기대가 커요,별표 4개,수정일: 3년 전
구인호,깨끗하게 잘 되어 있어 잘 사용하고 있어요,별표 4개,3년 전
김수정,친구들이랑 뛰어 놀기도 좋았어요,별표 5개,3년 전
황혜정,아이데리고 가기좋습니다 그만큼 사람도많네요,별표 4개,4년 전
James C,매우 깨끗하고 최신시설갖춘 공원입니다,별표 5개,6년 전
이상호,공원에 나무가 너무 없어서 아쉬워요,별표 1개,5년 전
류성대,강아지 산책에 최적임 서울에 있는 공원인데 한적함,별표 5개,수정일: 4년 전
황덕원,조용하고 산책하기 조은 조용한 공원 입니다,별표 4개,4년 전
크레바스류,공원이 넓어서 산책하기 아주 좋습니다,별표 2개,7년 전
이정진,사람없어서 조용하고 좋아요 반려견 동반 환경 강아지들도 엄청좋아해요,별표 5개,2년 전
김용범,낮에는 나무들이 묘목수준이라 더워서 산책불가 뜨거운 햇볕 피할 데가 없음,별표 2개,6년 전
최정호,가족들이 조용히 쉴 수 있는 공원,별표 5개,3년 전
Seung,조용하고 한적하나 그늘을 피할 곳이 부족합니다,별표 3개,6년 전
함일식,공해요소가 없어 조용하고 힐링하기 좋습니다,별표 5개,5년 전
강동현,큰공원에 비해서 축구하는 아이들은 많은데 축구할때가 없어요,별표 3개,수정일: 6년 전
북치는이동네북,한적하고 간단한 걷기운동 등 좋아요,별표 5개,5년 전
Conz Happy,주변에 쓰레기가 너무 많아요,별표 1개,5년 전
CHO태남매 맘!,집앞 큰 공원이 있어 늘 감사할 따름입니다,별표 5개,4년 전
이은,나무가 많고 조용해요,별표 4개,4년 전
Dexter Choi,넓고 한적하니 참 잘만들었어요ㅎ,별표 5개,7년 전
JW,조용하고 한가해서 좋았어요,별표 5개,2년 전
YERIM HUR,공원이 잘 정비되어있음,별표 5개,5년 전
Du-Seok Park (두기),비행기 날아다니는거 빼고는 아주 좋은 공원,별표 5개,7년 전
셀티차차토토,관리가 아주 잘되어있는 공원,별표 5개,4년 전
백정현,아이들과 한적하게 텐트 치고 놀수 있는곳,별표 4개,수정일: 6년 전
Donghwan Kim,안알려졌으면 하는 숨어있는 보석같은 공원,별표 5개,2년 전
김선욱,사람도 없어 한적하고 좋습니다,별표 4개,7년 전
홍정표,육수가 좋고 김치만두가 자극적이지 않아요,별표 3개,4년 전
남자이칠용,운동하기 좋은 장소 입니다,별표 4개,5년 전
신대규,산책 및 런닝 코스로 좋다,별표 5개,4년 전
smpx114 p,강남의 자연 서울의 명소 공원입니다,별표 5개,4년 전
김선우,환경 좋아요 감사합니다,별표 5개,4년 전
김재윤,넓고 좋은데 뭔가 허전한 느낌,별표 3개,2년 전
오기장,가벼운 산책하기 좋은 곳임,별표 4개,수정일: 3년 전
ji-sun Kim,아직 조성이 덜 돼 어수선한 느낌,별표 2개,7년 전
