작성자,내용,별점,작성일
고미영 (밍밍),이곳엔 먹먹함이 남아있다,별표 4개,5년 전
Byeongjae Kim,"역사적인 의미도 있지만, 산책하기에 좋은 곳 광복절과 현충일에는 서대문형무소 견학 인파가 몰려서 사람이 많음",별표 5개,6년 전
Esther Park,"가족 나들이, 데이트, 반려동물 산책 등 다양한 시민들을 만날 수 있는 곳 날씨까지 좋다면 금상첨화",별표 5개,5년 전
Eric Kim,어정대는 비둘기와 똥 썩은물이 고인 분수 길가를 지나는 차들이 일으키는 분진 그럼에도 불구하고 열심히 뛰노는 아이들 그 아이들을 웃으며 바라보시는 느릿한 노인들 과거 현재 미래의 공존을 편하게 바라볼 수 있는 곳,별표 5개,6년 전
유진오,민족의 아푼 역사이지만 살아있는 역사의 유물이기도 함 도서관도 있어서 가족 역사여행지로 추천,별표 4개,6년 전
HAN YUN,"주차공간이 멀고, 어느때는 주차불가인 경우가 많음",별표 3개,6년 전
치르치르,많은 사람들이 찾아왔으면 좋겠다,별표 5개,3년 전
김주영,아이에게 광복의 의미와 얼마나 많은 독립운동가 들이 희생과 업적을 한눈에 볼수 있는 좋은기회,별표 4개,4년 전
Smee,호젓한 한때를 보낼 수 있은 곳이었지만 여러 단체 관람객들과 도슨트들의 안내 멘트로 쉴 곳이 많이 줄어들어 우울해짐,별표 5개,수정일: 5년 전
이우근,도심에있고 주변에 서대문 형무소등 역사적 가치가 있는 곳이 같은장소에 있어 관람하면서 가족과 함께하는 시간을 보내기 좋은곳,별표 4개,6년 전
현재호,"시내한복판에 위치한 역사공원이죠, 한적한주말 가족과함께하는 시간을보내기 좋은곳이죠",별표 5개,5년 전
Test Dna,시내에서 산책및 운동하기도 좋아요,별표 4개,9년 전
SY J,교차로에 있는 공원으로 독립문이 있습니다,별표 5개,6년 전
전지훈,깔끔하고 크고 공원인데 볼것도 많아욤 화장실도 세개 ㅎㅎ,별표 5개,1년 전
오세욱,독립문이 대장처럼 멀리서 이웃하고 있으며 3호선으로 독립문역 4번 출구에서 우회전시 접근성이 좋습니다,별표 4개,5년 전
우형준,서대문형무소도 볼 수 있고 안산 둘레길 성곽둘레길도 갈 수 있어서 좋아요,별표 5개,6년 전
작은구름,아이들과 함께 대한민국 독립을 기념하는 뜻깊은 장소가 되었습니다,별표 5개,수정일: 6년 전
잡고기명인,근처에 영천시장 먹거리 좋네요,별표 4개,5년 전
윤수연,나무가 우거져서 풍경이 너무예뻐요 가족들 나들이 하기 좋은 장소입니다,별표 5개,4년 전
Red Milan,작은 공원 서쪽 터널 지나면 연대 동쪽으로는 광화문 북쪽으로는 연신내 남쪽 으로는 서울역 위치 독립문이 바로 옆에 있다,별표 3개,9년 전
2두구든뜬,독립문 사진스팟/ 걷기좋은 둘레길/ 서대문형무소/ 넓고 잘조성된 공원,별표 5개,5년 전
최수영,데이트하기 딱 좋은 분위기에 의자도 많고 넓직해서 놀기 좋음,별표 5개,5년 전
David Kwon,안산 자락길도 가까워서 안산자락길 들어가기 좋은 공원 주변에 산책하기 좋습니다,별표 4개,8년 전
Inho Sung,도심속 공원이지만 나무많고 잠시 가족쉼테에 좋음,별표 4개,5년 전
백산,잊지못할 수용시설 잘 보존해서 후손에게,별표 5개,6년 전
임영준,독립운동 관련 공원인데 좀은 미흡하다는 생각,별표 3개,1년 전
막걸Lee,공원인데 여기저기 구석구석 잘해놨네요 구경거리가 많아요,별표 4개,5년 전
SCOTT HowToView,존재 자체로 의미가 있지만 주변이 어수선하고 시설물 관리에 조금만 신경을 더 써 주길,별표 5개,6년 전
박석주,민족의 역사의 일부분을 체험하며 좋은 시간 보내고 왔어요,별표 5개,5년 전
추성웅,서대문형무소 관람과 함께 방문하기 참 좋습니다,별표 4개,5년 전
미스터굴착기,오래된 공원이라 나무가 울창해서 산책하기 좋아요,별표 5개,4년 전
Mario J,"안산자락길을 오를수 있고, 독립문을 볼수 있으며, 서대문 형무소를 둘러볼수 있고 이진아 도서관도 갈수 있지",별표 5개,5년 전
양준영,걷기좋고 반련견 운동시키기도아주좋습니다,별표 5개,4년 전
Ryu Sang Hoon,한국이 독립하게 된 배경에 알려지지 않은 많은 사람들의 고통이 있다는걸 알려주고 싶다,별표 5개,6년 전
정진현,아이들 자전거 퀵보드만 서로 안부딪히게 조심하면 좋을 것 같습니다,별표 4개,5년 전
주종은,산책코스 안산둘레길 인왕산둘레길(하늘다리) 이진아도서관 서대문형무소 영천시장,별표 5개,4년 전
지환훈,내 삶의 터전엔 앞선이의 숨길이 늘 있다,별표 4개,6년 전
caz cat,인근 안산 자락길도 강추,별표 4개,6년 전
Young-Ung Lee,민족의 역사현장이라고하기엔 나이드신분들이 점령해 관리가 안되는 인상,별표 2개,5년 전
Sungjin Cho,산책하기 좋고 역사적으로 의미있음,별표 5개,5년 전
2사오정,안산 올라가는 길에 있습니다,별표 4개,4년 전
녹색걷기,독립문 역 엘리베이터 이용하면 바로입구 서대문형무소역사관 및 안산 자락길 연결,별표 3개,4년 전
happyon,"어둠이 내리기 전 형무소 빨강벽돌과 안산과 인왕산의 실루엣 그리고 가족, 연인들",별표 5개,6년 전
NUMBER1 CHOICE,한국인에게 의미있고 산책하기 좋은 공원,별표 5개,5년 전
조인경,아이들이 뛰어 놀기 좋으나 비행기 장난감 날리기에는 적합하지 않은 듯,별표 4개,6년 전
황은영,아이들과 꼭 들려보아야 할 곳입니다,별표 5개,5년 전
꿀잼예준배틀그라운드,역사가 오래된 공원이어서 멋있는 것 같아요,별표 4개,9년 전
김영아,강아지 산책하러 자주가요 좋아요,별표 4개,4년 전
배병선,푸르른 식물들이 함께하는 자연공원 그리고 역사공원,별표 5개,5년 전
임성원,넓고 조용하고 힐링하시기 좋아요,별표 4개,6년 전
Chang Kim,잊혀져가는역사의 뒤안길을 새삼기억나게 했으며 감회로웠습니다,별표 5개,6년 전
박승인,청소 해주세으면 합니다 관리 너무 않되요,별표 2개,4년 전
박재희,좋은데 사람이 좀 많아요 밤엔 무서워요,별표 4개,5년 전
김동영,아담하지만 있을 건 다 있는 조용한 공원,별표 5개,4년 전
Simon LEE,아이와 함께 한국의 아픈 역사를 공감할 수 있는 장소,별표 5개,6년 전
라푼타,근현대 역사를 배울 수 있는 좋은 공간이다,별표 5개,8년 전
Kim James,강아지 데리고 산책하기 좋은곳,별표 5개,5년 전
kim jay,코로나로 출입이 불가능한 서대문형무소 ㅡ 조용 합니다,별표 4개,5년 전
Sung-Sam SON,공원을 산책하고 서대문형무소 역사관을 돌아보세요,별표 5개,6년 전
World Traveler,아이들과 오기 좋아요 ^^,별표 5개,4년 전
엄재필,재미있게 구경하고 했다❤,별표 5개,5년 전
Youngtae Ko,나무가 더 많았으면 좋겠네요,별표 4개,9년 전
JONG-IK KIM,도심 속에서 산책하고 싶은 곳,별표 3개,9년 전
Ji-hwang Kim,도심속 최고의 공원,별표 5개,5년 전
jsy432 Jsy,시민들의 자유로운 놀이터,별표 3개,4년 전
Hyuk Kim (김아맛),역사적인 가치 있음,별표 5개,6년 전
Victor Wang,"교도소 본관을 방문하기 좋은 곳이지만, 주변에는 시간을 보내기 좋은 산책로가 많이 있습니다",별표 5개,2달 전
Scott Ward,그림처럼 아름답고 사진을 찍을 기회가 많습니다 서대문형무소 개원을 기다리며 공원을 방문했습니다(토요일 오전 9시 30분) 서대문형무소 투어와 결합하면 가장 좋습니다,별표 4개,2년 전
Steven Wiltrout,공용 주차장과 화장실을 이용하실 수 있습니다 한국의 과거와 현재 독립 투쟁에 대해 알아볼 수 있는 좋은 곳입니다 도보로 약 2시간 정도 둘러보실 수 있습니다,별표 5개,5년 전
Magno Neves,이곳은 너무 아름다운 곳이고 여기서 시간을 좀 보낼 수 있습니다 연세대와 이화여대가 바로 그것이다,별표 5개,6년 전
Chris Klepper,가을에 방문하면 다채로운 단풍을 감상할 수 있는 아름다운 공원입니다,별표 4개,4년 전
Quynh Anh Dinh,넓고 깨끗하고 예뻐요,별표 5개,5년 전
E S,긴 산책 후 휴식을 취하기 좋은 곳입니다,별표 4개,5년 전
suzume yagi,역사를 느끼게 하는 문이 있는 공원,별표 3개,7년 전
JH LEE,휴식과 역사 학습을 모두 즐길 수 있는 멋진 공원입니다,별표 4개,5년 전
Ornwara Tritrakarn,날씨가 좋은 날에는 가족 나들이나 가볍게 산책하기에도 적합합니다 아름답고 활기찬 공원,별표 5개,6년 전
刘伟,"그림 같은 풍경, 산책과 운동에 좋은 곳",별표 5개,4년 전
ปัจเจกชน คนสันโดด,조용하고 그늘진 곳입니다,별표 4개,3년 전
Will Kim,산책하기 좋은 곳이자 역사적인 장소,별표 5개,6년 전
Abida Batool,가족과 함께 즐기세요,별표 5개,2년 전
