작성자,내용,별점,작성일
James Jong,"화장실 큰 화장실 시설이 있습니다 놀이터 어린이 놀이터, 어른 운동시설 등 다양하게 있습니다 여러 야외활동을 즐길 수 있는 곳이라 재미있었습니다",별표 5개,1년 전
채채,😭 터미널 근처에서 할 수 있는 걸 찾다가 가게 됐는데 자전거 타기 너무 좋더라구요 가족용 자전거는 탈 수 있는 길이 제한되어 있어서 아쉬웠지만 풍경도 예쁘고 사진 찍기 너무 좋았어요 그동안 전 어떤 한강공원을 다녔던 건지,별표 5개,9달 전
로시,고래를 보러 갔어요 다들 돗자리 무릎담요를 챙겨와서 고래를 보면서 치맥도 하시고 누워서 하늘도 보시고 여유있고 좋아보였어요 다음에 제대로 챙겨오려고요,별표 4개,1년 전
Runee p,동작역 방향으로 걸어가다보면 나오는 서래섬이 아늑해서 참 좋았어요 강을 바로 앞두고 앉아 맥주 한잔하기도 좋을 것 같아요 실제로 보면 더 아름다와요😻,별표 5개,수정일: 4년 전
정철희,"딸하고 반포공원에서 나비연 날리고 걷기도하고 음료 마시고 놀고 이리저리 놀았네요 연인들, 가족들, 모임등 달리가모임등 사람들이 많네요",별표 5개,1년 전
김경실,언제가든 항상 즐거운시간 보낼수가 있는 것 같아요 오늘은 더 스타벅스 에서 이벤트를 진행 중인 더라구요 그래서 저도 참여하고 맛있는 커피 와 선물을 받고 즐거운 경험을 하였습니다,별표 4개,2년 전
John Kang,분위기가 좋아선지 젊은이들이 삼삼오오 모여 좋은 시간을 보내고 있어 그 열정들이 멋지네요 휠체어로 접근이 용이하나 바닥의 돌 마감은 이동하는데 좀 곤란 4월부터 10월까지 무지개분후쇼를 하니 데이트코스로 추천,별표 4개,1년 전
연(연이네),산책도하고 여유롭게 소풍을 즐길수있게 도심한복판의 넓은공원이 있어서 좋습니다 날씨 좋은날에는 그늘막텐트나 돗자리 가지고 나가 바람쐬기 딱 좋습니다 한국을 방문한 외국친구들도 이곳을 무척 좋아합니다,별표 5개,6년 전
新木絢菜,"크기는 보통 • 체형: 통통한 체형 • 복장: 흰색 긴팔 셔츠 • 습관: 담배를 피움 ・차량 추정 모델: 현대 아반떼 (Hyundai Avante) – 한국에서 자주 보이는 택시 차량 ・차량 색상: 흰색 또는 회색 ・차량 종류: 일반 승용차 (대형 차량 아님) ・내부 상태: 깔끔하고 특별한 장식 없음 ・창문에 부착된 에너지 효율 등급 스티커 등급 표시: 4등급 ・차량 번호판은 촬영하지 못함 ・이동 시간: 약 18분 ⸻ 지금 당장은 돈을 되찾기 어려울 수 있지만, 다른 분들이 비슷한 일을 겪지 않도록 경각심을 가지셨으면 합니다",별표 5개,2달 전
서종진,연인끼리는 둘만의 이벤트도 좋을것 같습니다,별표 5개,1년 전
주소현,화장실도 좀 여유있게 했음 좋겠네요 어떻게든 힘든거니까 대중교통을 이용하는게 훨 났다고 생각합니다 ㅉㅉ 뭐 사든 줄을 서고 대기해야 하며 쓰레기 버릴때 마저 줄을 서야 합니다,별표 4개,5년 전
NO.9,오픈을 조금 더 빨리 하면 좋겠지만 아쉽게도 6시부터 오픈 그래도 음식은 대부분 맛있어요😊,별표 4개,6년 전
고다원,가끔 힐링이 필요할때 한번씩 들러서 야경을 즐기다가 가보세요 달빛무지개분수로 유명한 반포한강공원에 다녀왔는데요,별표 5개,1년 전
우상화,그늘이 없어서 아쉬웠지만 바람쐬고 풍경보고 도시락먹고 운동도 하고 좋았습니다 화장실 근처에 깨꿋한 화장실 있음 피크닉 구역 그늘막 사용 가능란 공간 있음,별표 5개,1년 전
Noodle,주말에는 대교 차량을 통제해서 푸드트럭과 다양한 체험 부스 까지 있으니 즐길거리가 많아요~ 달빛무지개분수와 차없는잠수교차량통제 시간을 미리 알아보고 방문하시는 것을 추천합니다 야경도 멋있고 시간맞춰가시면 분수쇼도 볼 수 있습니다,별표 5개,1년 전
최성오,"여름 밤에 돗자리 깔고 누워 있으면 극락임 탁 트인 전망이 좋고 세빛둥둥섬, 반포대교 등 전망이 좋음",별표 5개,1달 전
2 cacl,인적이 다른 곳보다 덜하고 조용해서 즐기기 좋아요,별표 4개,2년 전
lucky서민영,음악이 나오는 무지개분수를 볼 수 있어서 정말 낭만적이에요 잠수교 산책하기에도 좋구요 세빛둥둥섬 안에 있는 pim이라는 키즈카페도 잘되어있어요 단지 비용은 비쌉니다 세빛둥둥섬 반대편 쪽으로 계속 가다보면 아이들 무료놀이터 있어요 거기도 아이들이 좋아해서 자주갔네요 주말에는 주차하는 차가 많아서 잠수교 길이 많이 막혀요,별표 5개,5년 전
ᅳ그늘안,주말에 여러 행사도 하고 걸어서 오가다 책도 읽고 회오리감자도 사먹고 애들 놀이등 체험도 하고 좋더라고요,별표 5개,2년 전
Mia JM,산책하기가 좋아 날씨 맑을 때마다 항상 생각나는 곳 돗자리 없이도 앉을 곳이 많아 편하고 안에 건물들도 적당히 화려하게 꾸며놔서 좋다,별표 5개,5년 전
유나경,시간 맞춰가면 분수쇼도 볼수 있어서 좋아요,별표 5개,2년 전
JB KIM (ZIRVING),연인과 좋은 시간 보내기 좋네요 하지만 ㅎ하장실이 멀고 사람이 많아요 분수쇼도 은근히 짧네요,별표 3개,2년 전
DongUK J,자전거 타시는분 낚시하시는분 가족끼리 나들이 나오신분 사람이 꽤 많아요 ^^ 관리가 잘되는듯 합니다,별표 5개,4년 전
박세경,외부교육 완료 후 한강산책~ 잠시 여행자로서 들르는건 참 새로운 기분이다,별표 5개,1년 전
Hyunmin Yoon,"주차는 반포대교 노상 공영 주차장을 이용하면 되고, 화장실은 미니스탑 편의점 옆에 위치해 있으며 공간은 많지 않지만 깨끗하게 관리되고 있다 당연하지만 배달음식도 가능하고 근처 편의점에서 라면이나 분식도 구매 가능하며, 저녁에는 새빛둥둥섬과 반포대교의 라이트 점등으로 무척 멋진 야경을 볼 수 있는 장소 연인들에게 가족들에게 정말 좋은 휴식처가 되어주는 곳이다",별표 5개,6년 전
YU HAN,"야시장이라지만 먹거리 위주의 시장이고, 특색있는 푸드트럭이 많다 길 건너 새빛둥둥섬이 있다 매주 금토 저녁에 야시장이 열리고 있다",별표 4개,6년 전
Nino Miya,날씨가 좋아서 그런지 늦은 시간에도 많은 사람이 있네요,별표 5개,수정일: 8달 전
INA HUR,주말 저녁 밥 먹고 무지개분수 보며 산책하기 너무 좋아요,별표 5개,1달 전
이종기,열리고 공원에서 시원한 바람을 느끼며 먹는 야식은 좋음,별표 4개,6년 전
김예진,겨울이라 아직 무지개분수는 작동하지 않지만 그래도 조용하게 산책할 수 있어서 좋았습니다,별표 5개,1년 전
유미,"네비잘 찍으셔야함 화장실 미리 갔다 출발해야하고 물티슈 필수템 돗자리,텐트는 개인취향~ 한숨100번나옴 들어가는 입구찾아 3번 왔다갔다 ""미교""버스킹도 봤당",별표 5개,7년 전
pedric09 yoong,특히 늦은 오후에 잔디위에 돗자리깔고 앉아서 음식 먹으며 한강구경을 하니 해외 유명한 공원들 하나도 부럽지않을 정도로 너무 좋았습니다 반포한강공원은 이번에 처음 가봤는데 너무 깨끗하고 예쁘서 놀랐어요,별표 5개,6년 전
설,야경좋고 밤도깨비 야시장 음식도 맛있습니다 대체로 웨이팅이 좀 있지만 기다리는 시간도 즐겁네요,별표 5개,6년 전
ᄒᄋ,너무 예뻐서 내 추억 한 편으로 저장할 수 있는 시간을 가졌다♡ ㅠㅠ 그리고 지방러로서의 꿈이 하나 생겼다 꼭 어른돼서 서울 살아서 다시 한강공원 분수 보러 올 것임 오늘 날씨랑 하늘 진짜 맑고 좋았는데 달까지 초승달,별표 5개,3년 전
걸어서동네한바퀴,"최근에 옥상 오픈했고, 편의점 Gs도 들어왔어요",별표 4개,수정일: 2년 전
황종각,동작대교 쪽에서가는길 에 구름까페 와 노을까페가 눈앞에 보이네요 멋지 군요 좀더가보면 더리버까페가 있죠 멋진배도 있고커피도 한잔할수있어 좋아요 오늘은 공사중이군요 좀 아쉬워 요,별표 4개,4년 전
송송용덕,낮에 와서 좀 허전했어요 그러나 걷으면서 둘려볼때 장식품 디자인 보는것 좋았어요 저녁에 밤에 오면 주변이 더 예쁘고 좋을것 같아요 바람세려 운동으로 느끼는 한강의 멋 느끼고요,별표 4개,3년 전
Jihye Brenda Cho,"코로나에도 불구하고 사람들이 한가득이었던 날좋은 한강 세빛섬🤞🏻 연날리는 가족들, 돗자리 깔고 누워 여유를 즐기던 커플들과 친구들, 여러 모임들의 사람들이 해를 만끽하며 즐기는 모습이 좋았던 곳이다 날이저물어 세빛섬 안에 바디프렌즈파크에 들어가서 한강 뷰를 즐기며 10분에 2천원밖에 안하는 마사지도 받고, 꿀같은 힐링을 즐기고 나왔지롱",별표 5개,5년 전
마세TV,자가로 이동시 주차공간 찾기도 힘들고 주차장 빠져나갈때도 한시간 가까이 소요됨 다만 대중교통을 이용할 것을 권장함 야경이 예쁘고 사진 찍을 곳이 많아 연인들에겐 추천,별표 3개,5년 전
Kevin Chang,서늘한 가을이 가장 빛나보이는 장소 휴식을 만끽한다라는 문장이 가감없이 가장 어울리는 공원이자 서울사람들이 사랑하는 명소이다,별표 5개,2년 전
Kristin K,잠수교 전면통제되던날 뻘이 주차장 젤바깥쪽 차선까지 너무쳤던데,별표 5개,수정일: 3년 전
Antonio Bandalmas,운동하기좋고 라면 핫바도 맛있고 무엇보다 저녁노을이 멋있음,별표 5개,6년 전
Sung Hoon Yoo,한강시민공원 반포지구에 있는 세계에서 가장 긴 분수입니다,별표 5개,2년 전
머니꿀팁,불빛도 예쁘고 배경음악들도 좋습니다 다만 주말같을때는 주차 30~40분 대기,별표 5개,3년 전
DM J (문형),힐링하기 좋은 곳이네요,별표 5개,3달 전
moonduck,여름밤 더위 식히기 딱 좋은 곳,별표 4개,3년 전
CGmarket,"편의점 음식으로 끼니 해결해도 되고 주변에서 배달 시켜도 음식 잘 배달 되니까 편한대로 끼니 해결하세요 역시 한강은 밤에 가야죠ㅋㅋ 낮에가도 되지만 밤에가면 더 분위기가 좋아서 데이트나 운동, 모임 등 많은 일을 할 수 있습니다",별표 4개,5년 전
개구리킴,그 외에도 무지개분수등 기타 볼거리들이 많아요,별표 5개,5년 전
수락폴,"한강 시민 공원 중에서 가장 다채로운 경험을 할 수 있는 곳 잠수교도 가끔 차량 통제해서 문화행사도 많은 편이고, 푸드 트럭도 매력적이다",별표 5개,2년 전
정상훈,좋네요 여의도보다 여기가 더 나은거같습니다,별표 5개,1년 전
새벽흙,최고 무료 휴식 강변 장소 놀이터 특별한 장소는없다 화장실 여러 장소에 설치됨 반려견 동반 환경 산책 가능 에티켓은 꼭 피크닉 구역 장소는 정해져 있다,별표 4개,수정일: 2달 전
나는PRAYER,예전에는 뭘 시켜먹거나 싸와야 했는데 이제는 맛있는 것도 먹고 좋은 구경거리들도 많아져서 데이트하기 정말 좋아졌습니다~ 불꽃놀이도 운 좋으면 볼 수 있어서 아주 좋습니다 :) 반포한강공원에 도깨비야시장이 열려서 너무 좋더라구요,별표 4개,6년 전
김중석,반포한강 공원은 달빛무지개분수쇼로 유명하지요,별표 5개,2년 전
Sun mi Jin,그래도깨끗한편 Gs25편의점은 24시간이 아님 여름밤 와인과함께한 한강 너무시원하고 좋았다 너무쾌적하고 거리두기도완벽 화장실은 시간이 늦어질수록 더러워지긴했지만,별표 4개,5년 전
ByoungYck Park,"가급적이면 대중교통을 이용해야 쾌적해요 텐트를 잔디에 치고서 여유롭게 있는분들도 많고, 푸드트럭과 간이콘서트등 볼거리도 풍부합니다 날씨좋을때 강을 보면서 치킨 등 음식 과 맥주한잔하기 매우 좋아요",별표 4개,7년 전
손규원,"저녁이면 바람 적당히 불어서 선선하고, 얘기하고 맥주한잔 하면서 놀기 좋아요",별표 5개,7년 전
sunny M,축제기간 사람은 많았지만 좋네요~ 잠수교에서 직접 분수쇼 보는것도 멋져요~,별표 5개,2년 전
카프리,"7m이상되는 대교옆단 음악분수의 현란함과 수상보트의 공연으로 볼만하고 공원이 깨끗한 편이었으나 한쪽으로만 분수가 설치되어 구경인파가 몰려있고 공원크기에 비해 외부에 화장실,쓰레기처리시설,편익시설 등이 부족한 듯 보였습니다",별표 4개,3년 전
정지훈,"사진보시면 왜 가야되는지 알수있어요 한강에서의 여유로움 밤에는 무지개분수, 야경 금요일 토요일에는 밤도깨비야시장 아주 좋은추억만들기 좋은곳",별표 5개,6년 전
마린시티,낮에도 밤에도 예쁜 반포한강공원 잠수교에서 시내버스 이용도 가능,별표 5개,3년 전
서영신,반포 한강 공원 좋아요 온난화 때문에 피서객 만아요,별표 4개,1년 전
free kw,편안하게 두리번거리며 산책하기 좋다 날씨가 꾸물해서 그런지 야시장 트럭이 별로 없었는데 그게 더좋았던 여의도 한강공원이랑은 또 다른 맛임,별표 5개,6년 전
아기덤보,편의점도 가까이있구 화장실에 휴지도 잘 되어있어서 좋았습니다 주차도 할수있고 낮이던 밤이던 언제든지 친구들과 혹은 애인과 좋은 시간을 보낼수있어서 좋았습니다😍,별표 5개,6년 전
James Kim,낮시간에 운동하시는 분들이 꽤 많음,별표 4개,1년 전
Francisco Lee,반포 한강공원 입니다 주말에 자전거로 일산에서 출발해서 잠수교를 지나서 U턴해서 돌아오는 코스입니다,별표 5개,1년 전
이비니,텐트 대여 후 소중한 사람과 같이 있을 수 있다면 그 얼마나 좋은 공원인지 :) 여름이나 가을에 완전 추천,별표 5개,5년 전
노시경 TRAVEL,한강 세빛둥둥섬과 반포대교가 어울린 풍경이 아름답습니다,별표 5개,수정일: 1년 전
졸리티나,"확트여서 힐링하기좋아,, 잔디위에서 텐트치고 쉴 수도 있어서 더할나위 없다,, 요트도 탈 수 있고 너무좋다",별표 5개,5년 전
이수현,다만 지금 푸드트럭 야시장 행사도 있고 날도 좋아서인지 진짜 사람이 너무 많아요 연주회도 하고 공연도 하고 분위기도 좋고 시원한 가을날 너무 좋습니다 그래도 분위기 너무 좋습니다,별표 4개,2년 전
리인70,아직은 좀 춥습니다 탁 틔인 곳에서 자전거와 도보 여행이 좋아요 곳곳에 화장실과 주차시설이 많구요,별표 3개,2년 전
홍장민,산책하고 놀기에 너무 좋네요 세빛섬에서 바라보는 반포대교도 너무 예쁘고 보트도 탔는데 직접 운전하는 작은 동그란 모터보트라 운전재미도 있었습니다 너무 늦게 가면 예쁜 모습 보기 힘드니 최소 8시정도에는 가시는게 좋습니다,별표 5개,5년 전
ZD,돗자리에 앉아 분수쇼를 보며 배달음식을 먹고 술 마시기 좋은 분위기가 형성되어 있슴 관광온 외국인들이 많이 보였다,별표 4개,2년 전
Hwang유숙,주차공간도 넓으니 차로 와도 좋겠네요 날 좋을 때 와보면 더 좋을 것 같아요,별표 3개,2년 전
염동신,주차장이 넓어서 편하게 이용할 수 있어요 자전거 도로가 있어서 좋은것같아요,별표 4개,4년 전
강한솔,"주차공간도 좁고, 주차공간이 아닌 곳에도 마구잡이로 주차를 하는 등 질서가 전혀 없습니다",별표 1개,3달 전
송정운,주차장도 넓고 깨끗하고 운동하기에도 너무좋네요 특히 자전거 타기에 너무 좋네요,별표 5개,1년 전
인절묘,시간마다 분수쇼하는데 저녁에가야 예쁨 밝으면 색 잘 안 보임 여름에는 밤 8시 너무어서 추천,별표 5개,1년 전
JungMo Kim,생각없이 물멍도 좋다,별표 5개,3년 전
이영환,깔끔하고 주차공간이 여유있음 평일 오전에는 한가해서 바람쐬기 좋음 주변에 자전거 라이딩하는 사람이 많아서 도로는 분리되어있지만 횡단보도를 건너며 약간의 주의는 필요,별표 4개,4년 전
yj,푸드트럭 먹거리의 맛은 기대에는 못 미칩니다 반포다교 분수쇼와 분위기 즐길만 합니다,별표 5개,6년 전
양광우,고즈넉하고 강바람 시원해서 밤산책이 즐거웠습니다,별표 5개,2년 전
Coconut Cookie,밤에 오니 너무 예쁜 곳이네요~ 포토존도 많고 볼거리가 많네요~ 편의점도 있고 커피전문점도 있고 즐겁게 놀다 왔어요~,별표 4개,6년 전
apple_ eyes (apple_eyes),다리에서 나오는 물분수쇼가 볼만합니다 산책하기도 너무모 좋고~,별표 5개,1년 전
조태준,건강관리를 위해 자주 가는데 너무 좋습니다,별표 5개,1년 전
Herim Cho,반포를 사랑하는 이유 중 하나♡♡ 너무 예쁘고 잘해놨어용 언제가도 기분좋은곳이에요 ♡,별표 5개,6년 전
Jiyeon Hong,"화장실 같은 편의시설이 이용객수에 비해 많이 부족한 점이 아쉽네요 시원한 강바람과 탁트인 강 풍경을 즐길 수 있고, 각종 맛난 먹거리를 파는 푸드트럭과 수공예품 상점들이 있어요",별표 4개,7년 전
Zülâl Çelebi Çevik,Özellikle akşamları güzel bence 🌇🤩 특히 밤에 더 예쁘게 생각해요 ^^♡☆,별표 4개,5년 전
추지원,주차장도 다른 한강공원보다 넓고 분수쇼 할때 맞춰가면 너무 예뻐요,별표 5개,2년 전
엽기토끼,아름다운 풍경 아름다운 일몰 참 멋지고 아름다운 곳이죠 다만 주차장이 부족하다는 게 흠입니다,별표 5개,3년 전
박정식,사람이 많고 편의점이나 화장실 이용할때마다 줄을 서야 할 정도로 몰리니 참고하시고 저녁에 주차된 차량들 빠지는데 한참 걸립니다 그래도 시원하고 좋네요,별표 4개,2년 전
Cho N,핑크뮬리는 10월이 예쁘요,별표 4개,6년 전
Gael in Korea,접근하기 쉽지 않은 단점이 있으나 아주 쾌적하고 좋다 사람이 정~말 많은 한강공원,별표 5개,수정일: 1년 전
stone cold,집근처 있으면 삶의 질이 올라가는 곳,별표 5개,수정일: 10달 전
갈갬성,플리마켓을이용했고 푸드트럭도 있어 먹거리가 있어요 잠수교 분수쇼는 너무 감동적입니다 놀이터 놀이기구가 잘 되어있고 바닥쿠션도 안전합니다 화장실 티슈와 세면대가 설치되어 있고 깨끗합니다 반려견 동반 환경 강아지가 산책하기 좋은 장소 피크닉 구역 잔디밭에서 음식을 먹을수 있고 편히 쉴수 있어요,별표 5개,1년 전
김미정,내가 가보지 못한곳 하나하나를 찾아보는것도 괜찮을듯 야경도 멋지고 함께 간 동료들도 좋았음 한국에도 좋은곳이 참 많다,별표 5개,5년 전
백예일,"선선한 저녁날 이곳에서 사랑하는 사람들과 시원한 음료, 맛있는 음식을 먹는다면 깊은 행복을 느낄 수 있을 거에요 항상 새롭고, 힐링을 주는 공간",별표 5개,6년 전
chi young Lee,놀이터 놀이터는 없어요 화장실 간이화장실이 가끔 있어요 피크닉 구역 그늘막 텐트 설치할 수 있는 구역이 있어요 주차도 가능하고 반포대교 분수도 볼 수 있어요 놀러가기 좋은 곳 입니다,별표 5개,수정일: 10달 전
민지홍,"시민공원으로 굉장히 잘 관리되고 있으며 뭐니뭐니해도 예쁩니다 걷는 길, 자전거 길 모두 잘되어있어요",별표 5개,6년 전
Ping Ping,"특히 금토일 서울밤도깨비야시장이 열리는 날, 분수를 볼 수있는 계단에 앉아서, 맛있는 음식을 먹으면 기분이 좋아져요🥰 물론 한가한 평일 저녁에도 나름대로의 매력이 있는 곳이랍니다 저는 외국인 친구들이 한국 놀러왔을때 예쁜 야경을 보여주기 위해서 꼭 반포한강공원에 데리고 온답니다 반포한강공원의 하이라이트는 달빛 무지개 분수가 어닐까요",별표 5개,6년 전
최광호,사람 많은것만 빼면 매우 좋은 공원,별표 4개,2달 전
블루라군,서울시내여서 가장 전망좋고 시원한 산책하기좋은 아름다운 장소입니다,별표 5개,2년 전
방랑캠퍼머쉰,산책하고 운동하고 다양한 즐길거리까지 한강이 있어서ㅈ너무 좋다,별표 5개,2달 전
박영민,한밤에 시원한 산책길과 커피한잔이 생각난다면 ^^,별표 5개,6년 전
JUHYUN PARK,"한강공원중에 젤 좋아함,,☃️🩵 주차도 편하고",별표 5개,9달 전
김신화,햇빛가리개 또는 비 가림막 용도인 듯한 둥근 지붕 이 있었고 편의시설도 가깝게 있고 자전거길도 잘 닦여있어서 쾌적하고 좋았음,별표 5개,5년 전
The 재미있게 살기 [더재살],"저마다 재미있는 이야기를 나누며 하하호호 웃고 있었고, 각자 준비해오거나 시켜 온 음식을 맛있게 먹으며 행복한 시간을 보내고 있는듯 했다 반포한강공원은 엄청나게 넓은 곳임에도 불구하고, 주말을 맞아 한강 피크닉을 온 사람들이 워낙 많기 때문이어서인지 몰라도 발디딜 틈 없이 잔디밭 위는 가득했다 저마다 커플 단위로, 친구끼리, 선후배끼리 등 다양한 조합으로 이곳 반포한강공원을 찾았다",별표 4개,6년 전
SEUNG WOOK CHOI,사람많고 조금은 시끄럽기도 하지만 잠깐의 여유와 함께 쉬기 좋은 장소,별표 5개,6년 전
박에스터,"잔디밭에 돗자리 피고 앉아서 도시락도 먹고 치킨도 먹고 아이들은 연날리기도 하고, 저쪽엔 각종 음식점과 카페도 있구요 우리나라 공원이 참 잘 되어 있습니다 자전거 타기도 좋아요^^",별표 5개,5년 전
HyukJae KWON,날씨 맑으면 선셋도 좋은 곳,별표 5개,1년 전
Chris Park,일루미네이션 축제가 진행중이니 이쁜사진 찍기에도 좋은 장소인듯해요 커플들과 가족들이 나들이 하러도 많이 오는 장소이고 여기에 있는 뷔페 새빛퀴진도 분위기와 맛도 훌륭한 장소입니다 새빛섬 분위기도 좋고 사람이 많지않아서 가끔씩 바람쐬러다니기 좋은 곳입니다,별표 5개,6년 전
W “대마법사”,기대하지않고 가면 야경도 예쁘고 바람쐬기도 딱 좋다,별표 3개,5년 전
원광식,먹을거리가 많고 반포대교밑으로 흘러가는 한강을보면서 밤의 낭만을 즐기기에 좋음,별표 5개,8년 전
콩이랑하마라니,반포대교역시예쁘고 밤도깨비까지 해서구경하기좋았습니다 무지개분수와 새빛섬까지 지인끼리함께해서좋았네요^^,별표 4개,5년 전
윤정빈,데이트하기 딱좋음 여름만 아니라면 봄가을 그리고 겨울 모두 좋았다,별표 5개,5년 전
