작성자,내용,별점,작성일
정연민,서울에 거주중이시라면 한번이라도 다녀오면 좋을 것 같습니다,별표 5개,2년 전
김성근,석촌호수등은 벚꽃이 지고 있는데 현충원은 강바람과 산이 있어 아직 예쁘네요,별표 5개,2년 전
한상대,저의 부친께서 국가유공자신데 현재 천안공원묘지에 계십니다,별표 5개,1년 전
한강석,"여름 날씨라 반바지 차림인 사람이 눈에 자주 띠고 정숙한 곳인 만큼 정장 차림이면 좋겠고, 아쉬운점은 일요일에도 셔틀버스를 운행하면 좋겠습니다",별표 4개,1년 전
"Wahnkil, Gilbert CHUNG",손주들과 인사드리기 위해 다녀왔어요 직계 가족이 없어서 많이 아쉽네요 편안히 쉬세요,별표 5개,1년 전
차세대,지금은 벗꽃이 만발하여 보는이로하여금 감탄과 조용함과 충절의 마음을 볼수있다,별표 5개,4달 전
김형동,"서울의 아름다운 벚꽃명소입니다, 경건한 마음으로 벚꽃을 감상하며 호국영령들의 숭고한 희생을 가슴속에 깊히 새기고 왔네요",별표 5개,1년 전
호신찬,나중에도 그런 아픈 역사가 없길 기원합니다,별표 5개,2년 전
Kwanak,호국영령들을 모신 경건하면서도 공원으로도 훌륭한 공간입니다~,별표 5개,1년 전
Sand,광활한 녹지의 호국 시설,별표 5개,1달 전
정원식,경건하게 참배했습니다 조용한 일요일입니다,별표 5개,1년 전
구희전,의장대 동작 시범을 멋지게 잘 봤습니다,별표 5개,1년 전
fly onn,"고인들에게 경의를 표하는 동시에 넓은 추모 공원을 산책하거나 하이킹을 즐길 수 있습니다 존경하는 대한민국의 영웅과 지도자들에게 경의를 표하며 방문하기 좋은 아름다운 곳입니다 가을에는 정말 아름다우며, 봄에는 벚꽃이 만발합니다",별표 5개,1년 전
Alex,화창한 가을날 운 좋게 볼 수 있었어요🍁🍂 아름다운 묘지와 주변 환경,별표 5개,9달 전
Mònica Bartrolí,조용하고 깨끗한 곳,별표 5개,9달 전
Finn Mund,"잘 관리되고, 전망도 최고예요",별표 5개,1년 전
Heungsoon Park (Hanson),아침 산책하기 좋은 곳이에요 방문일 주말 대기 시간 대기 시간 없음 예약 권장 아니요 사람도 없고 조용해요,별표 5개,2년 전
Franklin Chi,"아름답고, 방문하기 좋은 곳이에요",별표 5개,2년 전
신동한 (bapshin),대기 시간 대기 시간 없음 예약 권장 아니요,별표 5개,수정일: 2년 전
