Park_nm,Topic,Count,Name,Representation,Representative_Docs
종로_낙산공원,3,20,3_전망대_언덕_혜화문_대학,"['전망대', '언덕', '혜화문', '대학', '벽화', '정상', '성지', '성북', '순성', '남산']","['이화동벽화마을과 같이 있어 좋음 남산과 북한산이 보이는 전망대', '주로 산책길 + 운동기구, 전망대, 성곽, 공연장 전망대는 전망범위가 그리 넓진않음(산이 얕아서) 대학로에서 가까운 얕은 산(언덕) 위 공원', '4호선 동대문역 역사 내 화장실을 이용하거나 낙산공원 전망대까지 10분-15분 정도 걸어서 올라가야 한다 전반적으로 오르기 쉬운 언덕같은 느낌이지만 드문드문 경사가 조금 가파른 구간이 있습니다 산책로를 따라 걸으며 동대문과 DDP, 두타(DOOTA)및 남산타워 건물 등을 내려다 볼 수 있습니다']"
마포_경의선숲길공원,-1,298,-1_사람_거리_도심_장소,"['사람', '거리', '도심', '장소', '경의선', '주변', '숲길', '홍대', '휴식', '카페']","['가을하늘도 맑고 숲길도 도심속에 공원같은 숲길과 양옆으로 예쁘고 아기자기한 상가들이 마치 여행온느낌과 서울에 이런 경의선숲길이 있다는건 감사하고 축복받은것 같아요^^', '도심속 경의선 숲길 쉬어갈 수도 산책할 수도 있는 곳이어서 너무 좋음', '도심속에 물길따라 숲길 너무 아름다운 것들 과 많은 사람들도 한가롭게 보였어요']"
마포_경의선숲길공원,0,116,0_사람_거리_데이트_여유,"['사람', '거리', '데이트', '여유', '강아지', '맥주', '철길', '주변', '들어가', '동네']","['밤에 맥주마시기 좋은곳 반려견 동반 환경 강아지와 산책하는 주민들이 많아요 도보가 깔끔해서', '반려견 동반 환경 산책로 좋아요 가난한 연인을 위한 데이트코스로는 최고죠', '예쁘요 데이트코스로 좋구 요즘 코로나때매 사람 빠져서 다행히도 앉을 자리 있었네요']"
마포_경의선숲길공원,1,92,1_카페_주변_레스토랑_식당,"['카페', '주변', '레스토랑', '식당', '상점', '쇼핑', '홍대', '거리', '양쪽', '먹거리']","['다양한 레스토랑/카페가 있어서 산책하기 매우 좋습니다', '길을 따라 좋은 상점, 카페, 레스토랑도 많이 있습니다 서울에서 사람 구경하기 좋은 거리입니다', '주변에 예쁜 카페와 식당, 플리마켓이 많지만 거기마저도 사람이 너어어무 많다']"
마포_경의선숲길공원,2,63,2_아름답_예쁘_낭만_가볍,"['아름답', '예쁘', '낭만', '가볍', '도시', '사진', '기분', '다니', '코스', '발전']","['아름답고 상쾌한 곳', '아름답고 낭만이 있는곳', '도시 한가운데서 산책하고 휴식을 취하기에 너무 아름답고 기분 좋은 곳이에요']"
마포_경의선숲길공원,3,42,3_아침_장소_데이트_산책로,"['아침', '장소', '데이트', '산책로', '날씨', '친구', '코스', '일찍', '일어나', '최적']","['날씨좋을때 데이트하기 좋은곳', '산책하고 데이트하기 좋은 장소', '데이트하기 좋은 장소']"
마포_경의선숲길공원,4,34,4_숲길_쓰레기_연남동_주민,"['숲길', '쓰레기', '연남동', '주민', '경의선', '사람', '겨울', '화장실', '지역', '도시']","['경의선 숲길 산책하기 좋습니다 경의선 산책할 때 화장실가기는 힘듭니다 주변거주하시는 분들도 두루두루 산책하기 좋은 거 같아요', '연남동 뒷길을 숲길로 만들어 다양한 상권이 형성될 수 있도록 한 점은 좋았습니다 하지만 무분별하게 버려지는 쓰레기와 담배꽁초들, 연남동 고유의 특색을 가진 상권들의 몰락, 천편일률적인 상점들로 인해 연남동이 가진 개성들이 사라져버린 점은 매우 아쉽습니다', '한 동안 저녁에 술 판이 벌여지고 버스킹에 동네 주민으로써 너무 불편했지만 사람들이 몰이기 전 시간에 가면 너무 평화로운 경의선 숲길 이다 토박이기도 하지만 내가 이곳을 좋아하는 이유이기로 하다~^^ 연트럴파크란 촌스러운 이름 말고 경의선숲길 이라 불리길^^ 개인적으로 이상한 연트럴 파크가 아닌 경의선숲길 이라는 이쁜 공원 명칭으로 불렸으면 하는 바램입니다']"
마포_경의선숲길공원,5,34,5_사람_구경_볼거리_산책로,"['사람', '구경', '볼거리', '산책로', '카페', '맛집', '주말', '양쪽', '생동감', '가격']","['구경하기좋은곳이지만 요즘사람이 많음', '시야 넓고 이쁜 카페도 많고 평인인데도 사람들 진짜 많아요', '산책하기 좋은 길이지만 사람이 좀 많음']"
마포_경의선숲길공원,6,32,6_반려_강아지_동반_동물,"['반려', '강아지', '동반', '동물', '환경', '사람', '피크닉', '잔디밭', '애완', '구역']","['주말 방문에 좋은 곳 놀이터 아래를 참조하세요 반려견 동반 환경 여기 있는 모든 사람들은 머리가 완벽하게 다듬어진 애완동물과 하루 종일 뽐내고 있습니다 피크닉 구역 사람들이 음식과 음료를 사서 새벽 3시까지 잔디밭에 앉아 쉬는 모습을 볼 수 있어요 좋은 일이든 나쁜 일이든 여기서는 이런 일들이 일어나고 있어요', '반려견 동반 환경 많은 사람들이 개를 데리고 나갑니다 흥미롭게도 거리에서 난장판을 본 적이 없습니다', '홍대 한복판에서 산책하기, 반려동물과 함께 걷기, 혹은 아이들과 함께 걷기에 가장 좋은 곳일 거예요 반려견 동반 환경 개들이 너무 많아요 여기는 개 사교 시간이에요 하하']"
마포_경의선숲길공원,7,22,7_도시_한가운데_도심_휴식,"['도시', '한가운데', '도심', '휴식', '생각', '활용', '지구', '정원', '선형', '공간']","['도시 내의 작은 공원', '도시 한가운데에 있는 멋진 공원', '번화한 도시 한가운데에 있는 아름다운 공원']"
마포_경의선숲길공원,8,15,8_최고_저녁_아래_고요,"['최고', '저녁', '아래', '고요', '한복판', '이전', '아마도', '산책로', '시설', '그다지']","['서울 하늘 아래 이렇게 여유로운 곳이 있는 줄 오늘 처음 알았다', '겨울 저녁에 산책했는데, 저녁 불빛이 비치는 매우 아름답고 고요한 곳이었습니다 :) 아마도 서울에서 했던 가장 아름다운 산책이었을 겁니다', '서울의 부동산을 생각해보면 당연히 필요한 시설이면서도 이런 산책로를 구축해 놓기 어렵다는 사실을 깨닫게 할 만큼 긴 산책 공간']"
마포_경의선숲길공원,9,14,9_조용히_비둘기_트렌디_버리,"['조용히', '비둘기', '트렌디', '버리', '분위기', '담소', '행복', '공연', '음료', '쓰레기']","['주말 보다는 주중에 공원내 술보다는 가벼운 음료와 조용한 담소로,,', '길이 조용히 부드럽고 좋다', '조용히 산책함에 좋다']"
마포_경의선숲길공원,10,14,10_철도_오래_현대_철길,"['철도', '오래', '현대', '철길', '선로', '도시', '자연', '개조', '나무', '모습']","['많은 나무, 관목, 물, 앉을 수 있는 장소가 많고 나무 그늘이 있는 산책로로 개조된 오래된 철도 서울 도심 속에서 걷고, 앉아서 자연을 즐기기에 안성맞춤 자연과 어우러진 도시경관이 아주 좋은 맛으로 어우러져 있습니다', '놀이터 아니요, 공원에는 놀이터가 없습니다 이 철도를 현대적 맥락에서 재정의하기 위해 마포구는 이 철도를 뉴욕의 센트럴파크와 유사한 현대적인 공원으로 개조했습니다 이 공원은 조선과 중국의 북쪽 경계 도시인 의주와 서울 사이의 철도로 사용되었습니다', '경의선 대로는 경의선 철도가 지하화되면서 조성되었으며, 폐선로를 휴식과 산책을 즐길 수 있는 녹지공원으로 재탄생시켰습니다 이곳에 오면 화목하게 산책하는 가족, 함께 시간을 보내는 친구들, 함께 시간을 보내는 커플의 모습을 볼 수 있습니다 새로운 모습의 도시 여가공간은 편리한 교통은 물론, 다양한 녹지공간 자원이 집약되어 있어 자연과 생동감 너무치는 도시문화를 동시에 느낄 수 있습니다']"
마포_경의선숲길공원,11,12,11_벚꽃_구간_가좌역_나무,"['벚꽃', '구간', '가좌역', '나무', '새롭', '공덕역', '특히', '숲길', '아름답', '경의선']","['옛날 철길이 숲길로 새롭게 탄생한이곳 효창공원역에서 가좌역까지 산보하기 너무 좋아요 각종 조형물도 훌륭하고 다양한 볼거리(책거리, 수변공원, 정자, 간이역, 조형물 등)가 많이 조성되어 멋진곳입니다 봄에 벚꽃이 만발할 때면 또다른 장관을 연출합니다', '벚꽃이 벌써 피었어요, 산책하기 좋아요', '봄에는 아름다운 벚꽃을 보기에 딱 좋아요']"
강서_서울식물원,-1,23,-1_휠체어_앞두_순간_제격,"['휠체어', '앞두', '순간', '제격', '경관', '구입', '기운', '한잔', '들어서', '정화']","['포토존도 많고 가족들끼리 몸과 마음을 회복하기 좋은 곳입니다 길이 잘 닦여있고 층을 오르 내리는 곳은 엘리베이터가 있어 휠체어 이동도 수월합니다 실내정원 관람후 야외정원까지 둘러보면 넉넉히 한시간 정도 걷기가 되겠네요', '마곡 산업단지에 세워진 서울식물원은 5월개장을앞두고 현재 무료개방입니다 춥고 미세먼지가 잦아서그런지 주말엔 가족단위관람객들이 많아 10시만 되어도 주차가 힘들정도로 기다려야합니다 개장은 9시이며 실내수목원을 산책하며 둘러보기좋습니다 카페에서 차한잔하며 묘종과 식물의 구근을 구입할수도 있습니다 야외정원은 현재 작업중이고 춥기때문에 관람이 쉽지않습니다 주말 관람을 계획한다면 개장에 맞춰 오실것을 추천드립니다', '여름에는 좀 더울듯 하지만 겨울에는 들어서는 순간 그 따뜻한 기운도 좋고 눈도 정화되는 듯한 그런 기분입니다 겨울에 데이트하기 딱 좋은 곳인것 같습니다']"
강서_서울식물원,0,1100,0_대기_예약_방문일_사람,"['대기', '예약', '방문일', '사람', '생각', '권장', '주차장', '호수', '예쁘', '공간']","['방문일 평일 대기 시간 대기 시간 없음 예약 권장 아니요', '약간 습하고 더웠지만 좋은 생육환경을 위한 장치라고 생각하니 이해할 만 했음 대단하다고 느낄 정도는 아니었지만 관리가 잘 된 상태라고 느껴졌음 방문일 주말 대기 시간 대기 시간 없음 예약 권장 아니요', '12시 너무어서 가면 주차장 대기중이 매우 길어요 방문일 공휴일 대기 시간 대기 시간 없음 예약 권장 아니요']"
강서_서울식물원,1,88,1_주제_공간_구역_방문,"['주제', '공간', '구역', '방문', '도심', '나무', '여유', '가을', '주변', '사람']","['서울식물원은 도심에서 자연의 여유를 느낄 수 있는 완벽한 장소입니다 가족,친구,연인과 함께 방문해도 좋고, 혼자서도 충분히 힐링할 수 있는 곳이라 강력 추천합니다 온실정원, 야외정원, 호수공원 모두 각각의 구역마다 다양한 볼거리가 많았습니다 특히 다양한 식물들을 한눈에 볼 수 있어서 좋았어요', '그중 온실은 식물원을 대표할만한 공간으로 지중해관과 열대관 두곳으로 되어있고 1층과 4층에는 판매시설과 카페가 있다 넓은 호수공원과 잔디마당 한옥건물이 있어 전체면적은 워낙 넓어 서울숲과 같은 시민공원으로 봐도 위화감은 없다 2015년 공사가 시작하여 2019년 5월1일 개원한 축구장 70개 넓이의 15만평 규모로 주제정원 온실과 열린숲, 습지원등으로 4개구역으로 구성된 영국 에덴프로젝트와 싱가포르 보타닉 가든을 벤치마킹한 식물원이다', '서울식물원 넓게 조성한 공원에 나무들이 잘 자라고 있어 2~3년 후면 아주 좋은 휴식 공간이 될 것이라 생각됩니다 열대관이며 지중해관에도 주제별로 잘 꾸며놔 보기 좋았습니다 호숫가 주변에도 더 많은 나무들이 심어졌으면 좋겠어요']"
관악_서울대공원,-1,435,-1_동물원_구경_대기_호랑이,"['동물원', '구경', '대기', '호랑이', '주말', '예약', '방문일', '리프트', '서울대', '시설']","['날씨 좋을 때 나들이 가기 좋아요 방문일 평일 대기 시간 대기 시간 없음 예약 권장 예', '아이와 같이 동물원 구경을 할 거라면, 리프트 두번타고 정상까지 가서 내려오는게 편할거같아요 방문일 주말 대기 시간 최대 10분 예약 권장 예 가족나들이&연인 데이트 장소로 최고인거같아요', '몇만년만에 동물원 구경 ^^ 방문일 주말 대기 시간 대기 시간 없음 예약 권장 아니요']"
관악_서울대공원,0,184,0_대기_방문일_예약_주말,"['대기', '방문일', '예약', '주말', '가족', '장소', '단풍', '대공원', '권장', '날씨']","['매우 좋아요 방문일 주말 대기 시간 대기 시간 없음 예약 권장 아니요', '방문일 주말 대기 시간 대기 시간 없음 예약 권장 아니요', '방문일 주말 대기 시간 대기 시간 없음 예약 권장 예']"
관악_서울대공원,1,151,1_동물원_실내_코로나_생각,"['동물원', '실내', '코로나', '생각', '관람', '식당', '사람', '구경', '다양', '보이']","['엄청나게 넓고 맨위부터 모든것을 다보려면 많이 걸어야한다 그러므로 미리 입구에서 리프트를 타고 올라가는 것이 체력을 아끼는데 도움이 될듯하다 코로나 때문에 실내로 들어가서 보는 곳이 다 닫혀서 아쉬웠다 우리나라에서는 이정도면 아주 훌륭한 동물원이라고 생각된다 많은 종류의 동물이 있지만 각 개체수는 많지 않다 낮이라 많은 수의 동물이 자는 모습만 보여서 아쉬웠다 9', '아이랑 나들이 하기 좋은 동물원 가격도 저렴하고 좋으나 코로나로 인해 실내 전시관 대부분이 문을 닫음', '날씨도 좋았고 오랜만에 나들이겸 산책한 기분이 들어서 힐링이 되었어요ㅎㅎ 주말이라 그런지 아이들을 데리고온 가족들이 많았고 사람도 꽤 있었어요 코로나로 인해 실내 전시관들은 관람할수 없었고 관람시간이 정해져있는 동물들도 있어서 더 많이 보지 못한게 아쉬웠어요']"
관악_서울대공원,2,52,2_코끼리_열차_리프트_이용,"['코끼리', '열차', '리프트', '이용', '유모차', '내려오', '주차장', '동물원', '패키지', '방문']","['대공원의 전체를 보고싶으면 코끼리열차를 타면 열차안에서 볼수 있어요(대인:200,소인:700) 이에요', '주말에 11시 너무어가면 주차하기 힘들지만 저렴하게 아이에게 동물을 보여줄수 있습니다 가급적이면 지하철을 타고 이동하는 것이 좋습니다 동물원패키지권을 사서 코끼리열차를 타고 리프트를 타고 올라가 위에서부터 보면서 내려오는 것을 추천합니다', '아이들과 같이 가기 너무 좋아요~ 여성전용주차쪽이 코끼리열차 타는 곳과 가까워서 주차해놓고 코끼리 열차 이용해서 입장했어요~ 리프트 이용하실분들은 패키지권(동물원입장권+리프트)이 있어서 이용하심 되요(리프트 유모차도 실어줘요) 저흰 리프트 이용안하고 걸어올라갔다가 내려왔네요~ 리프트 2번 이용하셔서 맨 위에 내리면 호랑이 보는 곳이 있어요~ 걸어올라가려니 꽤 올라가야하더라구요 리프트타고 위에서 부터 내려오면서 봐도 좋을거 같아요~ 음식점은 중간에 있긴한데 저흰 김밥이랑 간식 싸가지고 의자,정자같은곳에 앉아서 밥 먹었어요 주차료도 하루종일이 5천이었어요 입장료랑 주차료 부담없어서 자주가기 좋아요^^']"
관악_서울대공원,3,51,3_음식_주차_대기_사람,"['음식', '주차', '대기', '사람', '권장', '방문일', '예약', '어른', '준비', '주말']","['기린랜드 방문 키즈카페느낌이라서 날씨가 추운데 비해 사람이 많음 1층은 안내소 / 거울방 2층은 여러가지 놀이시설 (기차 회전목마 정글짐 등등) 3층은 조금 각도 있는 언덕에서 튜브타고 내려오기 자전거 타기 등등 시설은 좀 노후화되었지만 그럭저럭 놀만합니다 아쉬운점은 휴게시설(앉아서 밥먹고 쉬는곳)을 일부 인원이 사석화 하고 있어서 가방만 올려져있고 정작 필요한 사람은 계단에 앉아서 식사하곤 하더군요 가성비는 아슬아슬 한데 사람마다 호불호 있을듯요 ㅎㅎ 주차는 서울대공원에 하시면 되요 (일5,00원 카드가능)', '가족들 놀러가기 좋아요 준비 잘해서 하루종일 즐기면 좋을장소에요 단 음식은 준비해가세요 가성비 최악입니다', '아기도 어른도 좋은 산책코스 ( 그런데 동물들은 아닌듯 ㅠ ㅠ) 방문일 공휴일 대기 시간 대기 시간 없음 예약 권장 아니요']"
관악_서울대공원,4,45,4_가족_서울대_장소_즐기,"['가족', '서울대', '장소', '즐기', '소풍', '입장료', '친구', '만들', '피크닉', '코스']","['아무튼 가족들과 마음껏 산책을 즐기면서 여유롭게 가족에게 집중하고 싶다면 서울대공원으로 놀이기구와 같은 놀이가 목적이라면 서울랜드로 가면 될듯합니다~ 저희가족 11월 나들이는 서울랜드로~ 매점들중에 저희 엘앤피튀김기로 매점을 회오리감자 등 튀겨 판매하시는 사장님들이 있어서 서울대공원, 서울랜드 매점 운영조건을 조금은 아는탓에 제품당 이정도 가격은 이해하는 입장이에요 매점들 먹거리가격이 좀 비싼감이 있지만 이정도는 이해합니다', '오전 일찍 오면 주차문제도 없으며 한가로운 분위기에 나들이후 점심 먹고 집에 돌아가는 가벼운 가족 데이트코스로 추천합니다 여름엔 워터파크 봄가을엔 서울대공원 겨울엔 아쿠아리움 키즈카페 등지로 가족나들이가 가능하지만 날이 선선하고 좋은 계절엔 서울대공원이 최고입니다 접근성이 떨어지는 단점이 있으나 서울수도권에서 가볍게 소풍 나들이코스로 와서 자주 즐기시기에 좋습니다', '주변에 산책로가 매우 잘 만들어져 있어서 가을에는 가족이나 모임 단의로 깨끗하고 쾌청한 공기를 만끽할 수 도 있는 좋은 장소입니다 가족 또는 연인들이 함께 즐길 수 있는 복합적인 공원입니다 학교에서는 체험할 수 없는 귀중한 시간을 가족들과 가질 수 있는 귀한 장소입니다']"
관악_서울대공원,5,41,5_대기_예약_방문일_리뉴,"['대기', '예약', '방문일', '리뉴', '주말', '모르', '별도', '다니', '두기', '애기']","['또 호랭이를 보러감~♡ 펜자패밀리~♡ 방문일 주말 대기 시간 1시간 이상 예약 권장 예', '아직은 좀 쌀쌀한듯 방문일 주말 대기 시간 대기 시간 없음 예약 권장 모르겠음', '방문일 주말 대기 시간 대기 시간 없음 예약 권장 예 입구 리뉴얼도 잘 된듯하고 오랜만에 즐거웠습니다']"
관악_서울대공원,6,29,6_코끼리_열차_리프트_패키지,"['코끼리', '열차', '리프트', '패키지', '추천', '내려오', '차비', '어차피', '올라가', '간식']","['어차피 대공원이나 서울랜드나 들어가면 많이 걸어야 하는데 그 전부터 힘뺄 필요 없이 코끼리 열차로 이동하는게 좋을듯 코끼리 열차는 가격도 싸고 좋네요 어차피 돌아가는거 조금만 가격을 낮춰도 더 많은 사람이 탈 수 있을듯', '리프트 코끼리열차 다 패키지로 끈어서 리프트로 꼭대기까지 2번타고 올라가서 내려오면서 관람 입구에서 주차장까진 코끼리열차 추천', '그 동물별 먹이주는 시간을 맞춰가시오 코끼리열차뿌웅우 리프트 타고 올라가서 내려오면서 관람을 추천']"
관악_서울대공원,7,27,7_최고_장소_행복_추억,"['최고', '장소', '행복', '추억', '가도', '만드', '순간', '연간', '유치원', '초등']","['아이와의 행복한 시간 만들기 우리가족의 행복한 순간을 만드는곳', '아이들과 오기에는 최고 놀이공원도 오는길 가는길에 갌수 있는 최고의 장소임', '평일 여유롭게 산책하며 동물구경도 할수있고 즐길수있었다 아이들과 함께할수있는 최고의 장소']"
관악_서울대공원,8,27,8_대기_예약_방문일_공사,"['대기', '예약', '방문일', '공사', '주말', '권장', '막히', '공휴일', '재밌', '개선']","['근데 동물들이 별로 없어서 아쉽네요ㅜ 방문일 주말 대기 시간 대기 시간 없음 예약 권장 예', '해가 너무 쨍쨍해서 그런지 너무 힘들어서 그냥 보고 왔어요 방문일 공휴일 대기 시간 대기 시간 없음 예약 권장 예', '동물들도 잘 봤네요 방문일 주말 대기 시간 대기 시간 없음 예약 권장 아니요 비 소식 때문인지 사람이 없어서 좋았어요']"
관악_서울대공원,9,26,9_귀엽_붐비_시설_둘러보,"['귀엽', '붐비', '시설', '둘러보', '편의', '편하', '자연', '대화', '원도', '대공원']","['롯*, 에* 보다 상대적으로 덜붐비고 동물원도 야외에있어서 애기데리고가기 좋아요', '동물도 귀엽고 놀기 편하다', '오랜만에 대공원 사람많았는데 동물들은 귀엽고 좋았다']"
