Topic,Count,Name,Representation,Representative_Docs
9,26,9_자전거_천천히_대여_경험,"['자전거', '천천히', '대여', '경험', '돌아보', '다니', '꽃사슴', '분수', '사람', '이용']","['천천히 산책을 하고 여유롭게 사진을 찍거나 자전거를 타기 좋은 곳입니다 숲이라기보다는 나무가 많은 공원 느낌이에요', '걸으며 힐링하기 너무 좋은길~ 단 ""자전거는 내려서 걸어가세요""라는표지판이 무색하게 유유히 자전거를 타고 다니는 사람들 때문에 미간이 찌푸러지기는 하지요', '푸른 나무와 넓은 잔디 공원이 깨끗하고좋았는데 대여해서 타고다니는 자전거(2인용)때문에 보행 하기 불편했어요 ㅠ 도로에 자전거 전용인지 표시 잘해주시면 좀더안전한 서울숲이용에 편안할거같아요']"
10,18,10_편리_접근성_멋있_장소,"['편리', '접근성', '멋있', '장소', '조명', '적당히', '교통', '저녁', '다양', '운동']","['조명이 적당히 밝고 예쁘서 저녁에도 산책하기 좋았습니다', '접근성 좋고 넓고 편리하다', '교통도 편리하고 접근성도 좋아서 산책하기 좋은 장소 입니다']"
11,17,11_사슴_토끼_구경_금지,"['사슴', '토끼', '구경', '금지', '구역', '다리', '가득', '가능', '풍경', '꽃사슴']","['여러가지 테마로 숲을 조성해 놓아 산책하기도 좋고, 사슴 목장에서 사슴 구경도 할 수 있음 한강공원 연결통로를 통해 한강을 오갈 수 있어 좋아요', '산책하기 좋고 사슴방목장에서 사슴에게 먹이 줄 수 있습니다', '지금은 나비정원 및 곤충식물원이 공사 중이라서 못봅니다만 그래도 워낙 넓어서 괜찮습니다 사슴이랑 토끼를 비롯해 꿀벌도 있으며 각종 꽃과 나무가 다양하게 있습니다 산책다니기 좋으며 편의시설도 잘 되어있고 관리도 잘 되어있습니다 화장실 곳곳에 있음 반려견 동반 환경 좋음 피크닉 구역 금지 구역 외 가능 (금지 구역은 팻말로 써있음)']"
12,17,12_반려_동반_강아지_견과,"['반려', '동반', '강아지', '견과', '환경', '피크닉', '화장실', '모습', '친구', '애견']","['화장실 여러곳에 있고 비교적 깨끗해요~ 반려견 동반 환경 반려견과 산책하기 좋아요~ 피크닉 구역 돗자리깔거나 평상( 새벽에 걷기 좋은 서울숲♡ 낮보다 사람이 적고 조용해서 좋아요~ 놀이터 미끄럼틀 재미있어요 )같은 곳도 있어요~ 자리가 좋은 곳은 장소가 빨리 차서', '암튼 자전거 킥보드 뛰어놀수있는 공간이 있어서 좋았음 화장실 조금 해매기는 했으나 공용화장실치고는 깨끗하고 넒었음 반려견 동반 환경 넒은 잔디밭에 강아지랑 뛰어놀수있는 공간도 있어 많은 사람들이 반려견을 데리고 나와 목줄을하고 즐거운 하루를보내고있어 집에 있는 우리 강아지 생각이 남 한번 같이 동행해보고 싶었음 피크닉 구역 돗자리 의자들을 가지고 나와 그늘에 앉아서 준비한 음식을 나눠먹는 모습이 좋았음 다음센 우리도 도시락준비^^ 부럽다 생각함 맛집 투어중 들른곳 나무도 무성하고 엄청넒고 곤층 사슴 토끼우리도 있어서 가족 단위로 많은 사람들이 나와 산책을 즐기는 모습이 아주 좋았음 놀이터 아이들이 놀수있는 물놀이장', '자녀들과 다녀왔는데 너무 좋네요 서울에 이런 곳이 라고 생각할 정도 입니다 반려견 동반 환경 반려견과 많이 다니네요']"
13,17,13_서울숲_경마장_구경_수인,"['서울숲', '경마장', '구경', '수인', '성수동', '분당선', '뚝섬', '녹지', '단풍', '먼저']","['5km쯤 걷다 성수대교 근처에서 서울숲공원으로 꺽어 모처럼 공원을 산책하였다 가을 단풍을 보았다면 더 멋졌을 것을 하는 아쉬움이 있었지만 그래도 좋았다 4호선 인덕원 역에서 승차하여 사당역에서 2호선으로 갈아타 선릉에서 다시 수인분당선으로 갈아타고 서울숲역에서 하차하여 먼저와는 반대의 방향으로 관람하였다', '■ 산책 코스 ㅇ 서울숲 산책후 ㅡ (목련꽃, 벚꽃, 살구꽃 만개) ㅡ 응봉산 개나리꽃 ㅡ 살곶이다리 ㅡ 송정제방의 벚꽃 구경후 회귀 ■ 만남장소 : 서울숲역(수인분당선) 3번 출구 10시 (역사내) ■ 일시 : 3/ 30 서울숲 꽃구경하며 산책후 응봉산에서 봄의 전령사 개나리꽃 만개한 향연을 즐깁니다', '경마장으로 사용하다 경마장을 과천 현 경마장으로 이전하고 이곳에 나무를 심고 호수 등을 만들고 경마상을 설치해 서울숲 이라했다 서울숲공윈은 서울시 성수동 뚝섬에 있는 유원지로 경마장 자리다 기념식수 표석이 있는 데 그 표석에 2008년 한국 대통령과 중공 주석 명의 표석이다']"
14,16,14_차량_사람_주차_도로,"['차량', '사람', '주차', '도로', '포장', '나무', '주말', '이용', '자리', '미세먼지']","['수도박물관이 인접해 있어 아이들을 데리고 방문하고 싶지만 공원 주차장이 찾는 차량들을 흡수할 수 없을 만큼 협소해 찾기가 어려울 지경입니다 넓은 산책로에 자전거도로도 잘되어 있고 많은 시민들이 시간을 가리지 않고 운동을 하거나 산책을 하는 곳입니다 주말에는 갓길에 터널까지 방문 차량들이 주차될 만큼 사람들이 많이 찾는 곳입니다', '주차공간이 협소해서 차량을 이용한다면 인근 공영주차장을 이용해야 하지만 이용료가 다서 비싸다 넓은 녹지와 식물원 그리고 나비와 사슴도 볼 수 있는 한적한 공간이다', '미세먼지가 많아도 숲이 우거지고 나무가 많으면 미세먼지를 별로 못 느꼈을거 같은데 먼지는 먼지대로 많고 나무가 많은곳은 일부, 사람들이 앉고 싶은 나무 테이블과 의자는 띄엄띄엄 가장자리에만 조금 있어 자리쟁탈전이 심각했고 외국인들 사진 찍는자리가 한정적이라 그 부근만 심하게 붐비는 것도 불편했어요 넓은 공간을 야무지게 활용은 못한 느낌이 들었네요']"
15,15,15_허파_편안_서울숲_길목,"['허파', '편안', '서울숲', '길목', '포켓', '천국', '몽환', '동선', '드넓', '가보세요']","['서울 도심의 허파같은 숲입니다', '아름답고 멋지게 가꾸어진 서울의 허파와 같은 숲', '참고로 포켓몬고 하는분들 산책하며 겜하기 너무좋음 포케스탑 천국에 동선도 돌기좋음 몽환적인 서울숲의 밤풍경']"
16,15,16_카페_맛집_다양_주변,"['카페', '맛집', '다양', '주변', '대여', '접근성', '근처', '동물', '미세먼지', '뚝섬역']","['접근성이 서울숲역과 뚝섬역에서 접근성이 좋고 뚝섬 주변에 맛집과 예쁜 카페가 많아 전 연령대가 즐길수 있습니다 서울에 이런 녹지 공원이 있는건 참 좋습니다', '서울 강변에 형성되뉴서울 숲 입장료는 무료이고 주차장은 보통차랸 5분에 150원 , 대형차량 5분에 300원 다둥이, 장애인, 국가유공자등 다양한 주차할인 자전거 4륜자전거등 다양한 탈것들도 대여가능 인군에는 성수연방이 자리하고 있어 카페 음식점등 다양한 인프라 가 되어있음 호수, 숲, 놀이터, 전시물, 피크닉, 동물먹이주기체험 등 다양한 경험이 가능한 곳', '요즘 우리나라 어느한곳 미세먼지가 자유로운 곳 없으니 미세먼지 별로 없는 날 산책이나 소풍하고 주변에 예쁜 카페서 커피 한잔하는 즐거움도 누릴수 있는 곳 도심공원이라 서울안에서 초록풀구경하는데 의미가 크고 주변이 온통 도로로 둘러싸인만큼 자동차소음은 은근 크네요']"
17,13,17_피크닉_테이블_돗자리_재밌,"['피크닉', '테이블', '돗자리', '재밌', '가능', '챙기', '애완견', '벌레', '사색', '보드']","['도심보다 시원하고 쓰레기통,테이블이 충분히 구비되어 있어서 편한 피크닉이 가능합니다', '아이들과 돗자리깔고 피크닉 하기 좋은장소', '놀이터 긴 미끄럼틀이 있어요 화장실 깨끗해요 피크닉 구역 잔디밭에 테이블도 있고 돗자리도 펼수있어요 산책 코스가 잘되어 있어서 여러번가도 재밌어요']"
18,13,18_음식_돗자리_성수동_고양이,"['음식', '돗자리', '성수동', '고양이', '그늘', '지하철역', '서울숲', '사람', '천천히', '가지']","['엄 청 큰 공원 공원이지만 서울이라 그런지 공기가 썩좋다고 느껴지지는 않았어요 여기저기 돗자리 깔고 많이 앉아서 음식드시는데 그늘이 많이 없더라구요', '피자집 주변에 있지만 가격들은 핫플레스라 다소 넢은곳들이 많습니다 주로 피크닉정도 즐기려고 돗자리와 음식 미리 싸서 오시는분들 많으시고 오토바이로 중국집배달원이 음식시키라고 홍보차 돌고 있습니다 저는 서울숲 좋아합니다 사람들이 어머하게 많이 오지만 숲자체가 방대하여 답답하지 않습니다 유치원아이들이 체험을 오는곳인듯합니다 서울숲은 몇번가보지 않아서 자세한건 잘 모르지만 나무들이 많고 숲이 울창해서 한여름인데도 추워서 이번주엔 경량패딩을 가지고 갔어요 그랬더니 전 알맞을 만큼 시원한 것입니다 벤치도 많고 호수주변에 썬베드도 있고 하지만 서울숲5번출구로 서울숲들어가는 입구엔 카페들', '평일은 차량을 가지고 가도 좋지만 (주차비는 10분에 250원으로 기억) 주말에는 주차장이 금방 차버리니 대중교통이 편리할지도 힐링하며 쉬다가 먹거리가 많은 성수동에서 맛있는 음식을 먹을 수 있으니 자주 방문할 수 밖에없는 도심 속 공원 해가 있을때는 덥지만 그늘에서는 시원한 그런날 걷기에 좋은 곳']"
19,12,19_단풍_여유_서울숲_느끼,"['단풍', '여유', '서울숲', '느끼', '겨울', '수역', '토요일', '길고양이', '찻집', '사색']","['겨울이 더 오기 전에 서울숲을 꼭 방문하셔서 여유로운 사색을 즐기세요', '가을을 느끼고 싶어 집근처 서울숲으로 자전거를 타고 갔다 가을비 촉촉히 내려 더욱 선명해진 단풍들 다음주가 단풍의 절정이 될것 같다', '한가하고 여유로운 자유를 느끼기 좋은 곳입니다 도심속의 숲공원에서 잠시 여유를 가져보세요 ㅎㅎ 서울 한복판에서 여유를 느낄 수 있는 서울 숲']"
