Topic,Count,Name,Representation,Representative_Docs
9,26,9_귀엽_붐비_시설_둘러보,"['귀엽', '붐비', '시설', '둘러보', '편의', '편하', '자연', '대화', '원도', '대공원']","['롯*, 에* 보다 상대적으로 덜붐비고 동물원도 야외에있어서 애기데리고가기 좋아요', '동물도 귀엽고 놀기 편하다', '오랜만에 대공원 사람많았는데 동물들은 귀엽고 좋았다']"
10,24,10_힘들_생각_아동_바닥,"['힘들', '생각', '아동', '바닥', '금연', '이유', '공사', '간격', '미취학', '직원']","['애들이 진짜 완전 좋아해요 주차가 젤 힘들지만 ㅎ 나름 주차공간도 넓어서 결국은 다 할수는 있더라구요 ㅎ 주차 생각하면 좀 일찍 가시는걸 추천드려요 ㅎ 그냥 가도 좋지만 애들하고 갈땐 유모차 가져가는걸 추천드려요 ㅎ 너무커서', '아이랑 가시면 간단히 먹을걸 가져가는것도 좋을거같아요 엄청 넓고, 동물마다 간격이 큰편이라 찾아다니려면 어린 아이들은 조금 힘들어할수도 있어요 참고로, 리프트타고 가는 구간이 생각보다 길어요', '코인잘되면자주갈꺼에용용 ㅎㅋㅋㅎㅋㅎㅋㅎ새로운동물들더마니아주마니돈투자해서마니데꼬와용 어떻케생겼는지도궁금하고예쁘고멋있을꺼같아용용 ㅋㅎㅋㅎㅋㅎㅎㅋㅋㅎㅋㅎ 놀이기구도더무서운거엄청무서운거더스릴있는걸로만들어주세용용 재밌게탈께용 어린이기구도덜무서운거만들어줘용용거기에먹거리도브랜드지점도몇군데에생기게공사해줘용용 기대가크네용그런데기대가클수록좋지않나용전그렇케생각하는뎅 ㅎㅎㅋㅋ제개인적인생각이죠오저두제나름대로의생각이있고이유가있고고민을안하고싶을래야싶을래도고민이될수밖에없겠더라고용용 자넨염소대장들도면양도흑염소대장도자주볼꺼입니다용용 ㅎㅎㅋㅋ메에에 방문일 공휴일 대기 시간 10~30분 예약 권장 예']"
11,22,11_동물원_어린이_놀이_즐기,"['동물원', '어린이', '놀이', '즐기', '미술관', '테마', '주차장', '장소', '대화', '시절']","['동물원 너무 좋고 산책하기 좋아요', '아이들과 볼게 많은 동물원', '산책하기 좋은 넓은 동물원']"
12,19,12_나무_그늘_힐링_가을,"['나무', '그늘', '힐링', '가을', '도심', '자연', '단풍', '공기', '주변', '장소']","['봄여름가을겨울중 가을이 제일 좋은것 같아요 맑은 하늘 선선한 날씨 오색단풍', '5km, 길 양쪽 나무들이 그늘을 만들어주어 걷기도 기분좋고, 싱그러운 초록의 터널, 상쾌한 공기가 참 좋아요', '산밑이라서 나무도 많고 공기가 깨끗해요 나무그늘아래 누워 쉬기 참 좋아요']"
13,19,13_저수지_접근성_위치_욕장,"['저수지', '접근성', '위치', '욕장', '산림', '호수', '서울대', '과천', '공간', '햇살']","['여유롭게 걸을수있는길 풍경이있는곳 호수 나무 숲길 이있는 풍경 이 아름다운서울대공원 대공원숲속저수지', '특히 산림욕장은 숲이 우거진 푸른 숲길이라 산림욕 하면서 걷기 좋은데 북문입구 들어가 전망대 지나 남미관샛길로 내려왔어요 서울대공원의 호수둘레길, 동물원둘레길, 그리고 산림욕장(등산) 모두모두 걷기좋은 길입니다', '조절저수지의 정자에서 햇살을 받으며 걸어서 내려오면 양 옆에 거대한 가로수나무들 아래 아스팔트 산책길 위에서 조용하게 들려오는 음악소리에 취해서 걷는 길은 오랫동안 기억에 남을 겁니다 과천에 있는 서울 대공원 산림욕장을 5~6km 걷고 조절저수지쪽으로 내려오는 길은 이제 오르막 길은 다 끝나고 내려가는 길만 남은 안도감에 매번 기분이 상쾌해지는 곳입니다 이제 막 피기 시작하는 산수유, 개나리, 진달래 꽃봉우리가 이른봄의 따스한 햇살에 반짝이고, 화창한 날씨에 더해서 미세먼지는 예보하고 다르게 좋음 수준으로 파란 하늘과 먼산 봉우리와 능선의 경계선이 선명하게 보일정도로 미세먼지가 없는 최고 날씨였습니다']"
14,18,14_비오_느낌_여유_단풍,"['비오', '느낌', '여유', '단풍', '운동', '코스', '평일', '날씨', '평화', '서운']","['가을하늘과 함께 여유로운 단풍속을 거닙니다 대공원의 가을이 너무예쁘네요 전철로 내려서 갈수 있으니 너무좋아요', '많이 걸어도 쉽게 벤취에 쉴 수 있는 단풍이 시작되었네요 휴일이 아니다보니 더 여유로운 느낌', '가볍게 운동삼아 마음에 여유를 갖고 걷는다면 주변 풍경이 아름답게 느껴질 것이다 코로나의 여파로 실내 코스는 전부 OFF']"
15,18,15_대기_예약_방문일_권장,"['대기', '예약', '방문일', '권장', '최대', '평일', '다둥', '모르', '회사', '카드']","['깨끗하고 날씨 좋을 때 가면 좋습니다 시간이 4시가 너무으면 못보는 동물들이 있으니 빨리가시는걸 추천드려요 방문일 평일 대기 시간 최대 10분 예약 권장 아니요', '아이들과 다니기 좋습니다~다둥이카드 있으면 무료 입장가능합니다 방문일 주말 대기 시간 최대 10분 예약 권장 아니요', '오랜만에 서울대공원 다녀왔는데 입구가 바뀌었네요 동물친구들 리프트, 코끼리열차 너무 좋았네요 방문일 주말 대기 시간 대기 시간 없음 예약 권장 아니요']"
16,15,16_국립_서울대_현대_운영,"['국립', '서울대', '현대', '운영', '미술관', '추억', '서울랜드', '느끼', '언제나', '디즈니']","['서울대공원 모두의 힐링장소 동물원,식물원,놀이공원,테마공원 등 다양한 볼거리 탈거리~ 방문일 평일 대기 시간 대기 시간 없음 예약 권장 아니요', '서울랜드는 (주)서울랜드라는 회사가서울시 부지에 놀이기구를 기부채납하는 대신 운영권을 갖는 방식으로 건설한 민영 놀이공원으로 서울시에서는 직접 권한을 갖지 않으나, 2014년 7월 운영권이 만료될 예정이었다 덕수궁 석조전에 있었던 국립현대미술관이 1986년에 지금의 서울대공원 자리로 이전함에 따라 국립현대미술관을 끼고 있는 곳이 되었다 그러나 국립현대미술관은 말 그대로 국립 시설이기 때문에 운영 권한은 서울특별시가 아닌 문화체육관광부에서 직접 권한을 갖고 있다', '즐거움 모두 추억꺼리 최고 국립현대미술관ㅡ지성과창의력함께꿈을꾸는곳 지하철로 이어 산책겸 도보로근접 데이트코스로도최고임 서울랜드ㅡ청소년의꿈과모험 남녀노소 모두에게 힐링을주는곳']"
17,14,17_벚꽃_향기_한창_아름답,"['벚꽃', '향기', '한창', '아름답', '장미', '풍경', '사진', '이어', '쏟아지', '머리']","['4월 5일 방문> 벚꽃이 활짝 만개해서 공원을 한바퀴 도는 내내 눈이 즐거웠다 내년 봄에도 벚꽃 필 때 생각날 곳이 될 것 같다', '4월 중순에 방문하면 멋진 벚꽃을 볼 수 있어요', '요즘 대공원에 제일 아름다운 풍경은 일반 벚꽃보다 보름정도 늦게피는 왕벚꽃이다 1907년에 다케신부가 제주도에 자생한 나무를 처음 발견했고 그후 한일간에 최초 왕벚꽃이라 서로 자랑했는데 그후 결국 서로 다른 종이라 판별이 났다고 한다 약 백그루가 정문에 들어서면 줄을 이어 한창 황홀한 자태를 보이고 있다']"
18,13,18_가을_예쁘_정원_기간,"['가을', '예쁘', '정원', '기간', '안서', '물들', '봄철', '정취', '꽃구경', '사회']","['가을풍경 동물들 너무 예쁘요', '김밥들고 편안하게 가을정취 느끼러 가기 좋은 곳', '가을 단풍이 예쁘게 물들었어요']"
19,11,19_아침_시설_컵라면_국내,"['아침', '시설', '컵라면', '국내', '부근', '평지', '악어', '아동', '포함', '테마파크']","['아침 개장시간에 가면 아침먹는 동물들 구경할수 있어요', '타 테마파크보다는 미취학아동이 이용할 놀이기구가 더 많은거 같고 평지이고 넓고 편하고 좋네', '음식값 국내최고 도시락 싸서 가세요 컵라면 400 핫도그400등등']"
